,caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
45,"Don’t worry, soon it’ll be downgraded to a tropical bisque.",205,25,0.04909748744584596,46,1.5463414634146342,62,1200,118,654
46,Let’s cancel that molten lava cake order.,176,24,0.05454545454545454,47,1.5454545454545454,48,1547,104,654
47,I'd like to speak to the meteorologist.,186,27,0.05395056074143669,48,1.543010752688172,47,2823,112,654
48,From a recipe for disaster?,175,28,0.05714285714285713,49,1.542857142857143,39,1559,108,654
49,Is this farm-to-table?,183,31,0.056797217767778393,50,1.540983606557377,37,2519,115,654
50,I think I’ll cancel the volcano cake for dessert.,189,30,0.05486373901829281,51,1.5396825396825398,42,6159,117,654
51,I think you might want to turn down the ceiling fan.,204,29,0.05122998734290074,52,1.5392156862745099,52,4132,123,654
52,"For dessert, may I recommend the hot lava cake.",210,34,0.052331217715422054,53,1.5380952380952382,45,5565,131,654
53,"Also, it's too cold.",185,26,0.05366191484859654,54,1.5351351351351352,47,453,112,654
54,I'm saying the whole meal is a disaster.,187,24,0.05213074335909515,55,1.53475935828877,52,2002,111,654
55,"I called you over to say there was a fly in my soup, but things have escalated since then.",195,21,0.04891995904702284,56,1.5333333333333334,62,2483,112,654
56,Please cancel the flambé.,182,29,0.055998939089135155,57,1.532967032967033,39,1436,114,654
57,Can I get this downgraded to a tropical storm?,182,18,0.04967937934659306,58,1.532967032967033,61,5841,103,654
58,"Okay, so I'm guessing my crackers are in Kansas?",182,30,0.056538428940002904,59,1.532967032967033,37,6219,115,654
59,"I’m sorry, but this soup is a disaster.",167,26,0.05809695824294753,60,1.532934131736527,37,2500,104,654
60,Maybe it does happen only once in a hundred years. I'm still sending it back.,188,30,0.05511923758115145,61,1.5319148936170213,40,801,118,654
61,I demand to see the meteorologist.,188,28,0.05407727586202421,62,1.5319148936170213,44,6388,116,654
62,I'd like to cancel my crepes flambe.,173,26,0.05652573551040524,63,1.5317919075144508,40,612,107,654
63,"I said, ""Thai food! Not typhoon.""",191,26,0.05238632355368319,64,1.5287958115183247,49,2368,116,654
64,Do you have any crackers shaped like mobile homes?,191,28,0.053427989831690274,65,1.5287958115183247,45,3664,118,654
65,I think blowing on it made it worse.,193,32,0.05499972136663618,66,1.528497409326425,38,4858,123,654
66,Do you think you could turn down the ceiling fan?,178,25,0.054726326544400024,67,1.5280898876404494,44,4744,109,654
67,"Fennel, I said.",184,28,0.05500170909102437,68,1.5271739130434783,41,757,115,654
68,"I'm sorry you're disappointed, but the menu did note that our soups rotate seasonally.",184,28,0.05500170909102437,69,1.5271739130434783,41,1906,115,654
69,If you like this I’m sure you will enjoy the lava cake for dessert.,187,24,0.05216317489671454,70,1.5240641711229947,50,3609,113,654
70,This soup is a natural disaster.,210,23,0.04734484736865925,71,1.5238095238095237,64,1389,123,654
71,This whole evening has been a disaster!,189,23,0.05119940938209708,72,1.5238095238095237,53,6778,113,654
72,"It's not a hair or anything, but I thought it was worth letting you know about.",193,27,0.05250243582437522,73,1.5233160621761659,47,4682,119,654
73,"I distinctly said, ‘fennel’.",193,27,0.05250243582437522,74,1.5233160621761659,47,6747,119,654
74,I just assumed that Category 5 meant spicy.,195,25,0.05106483205032227,75,1.523076923076923,52,3129,118,654
75,"It’s fine, I’ll just eat around it.”",197,20,0.0480499261554982,76,1.5228426395939085,63,2735,114,654
76,Perhaps sir would like a table not quite so close to the ceiling fan?,199,27,0.05128871699398955,77,1.5226130653266332,50,1154,122,654
77,Chef has been cooking up a storm today.,175,24,0.05487109838907588,78,1.52,43,142,108,654
78,What does the chef forecast for tonight's entree?,179,18,0.05032115934130574,79,1.5195530726256983,57,1907,104,654
79,Cancel the volcano cake,179,29,0.0567688009602961,80,1.5195530726256983,35,3556,115,654
80,"Could you turn the ceiling fan down, please?",181,19,0.05052891532859674,81,1.5193370165745856,56,214,106,654
81,I said funnel CAKE!,195,24,0.050555251477444434,82,1.5179487179487179,53,3585,118,654
82,It's part of our farm to table menu.,199,29,0.05227877636893336,83,1.5175879396984924,45,4169,125,654
83,"Can I order again, in English?",178,21,0.05238228671241438,84,1.5168539325842696,50,3651,107,654
84,"I said fennel soup, not funnel soup",184,23,0.052256940252954985,85,1.516304347826087,49,1809,112,654
85,"That's the last time I say ""Surprise me.""",186,21,0.05070030150405161,86,1.5161290322580645,54,2495,111,654
86,"Excuse me, but I ordered the funnel CAKE.",188,20,0.04973251001719591,87,1.5159574468085106,57,4542,111,654
87,"I thought you were five stars, not category five.",192,22,0.05007442241626819,88,1.515625,55,223,115,654
88,Would it take an act of God for you to bring me a napkin?,198,26,0.05099998478226487,89,1.5151515151515151,50,3865,122,654
89,Can you turn the overhead fan down a little?,200,28,0.05159637515996877,90,1.515,47,669,125,654
90,"On second thought, cancel the volcano roll.",175,28,0.05722490005250543,91,1.5142857142857142,34,5090,113,654
91,"About dessert, could you give me a few details regarding the chocolate volcano cake?",179,27,0.05566154317009332,92,1.5139664804469273,38,2473,114,654
92,This reminds me of my Auntie Em’s recipe.,181,26,0.0546250879512238,93,1.5138121546961325,41,3121,114,654
93,I assume the rainbow trout is less literal.,195,27,0.05210807125155561,94,1.5128205128205128,46,5541,122,654
94,"And for dessert I'll have the funnel cake.""",195,25,0.05108341121486291,95,1.5128205128205128,50,6297,120,654
95,I’m going to need another napkin.,213,22,0.04640038074675633,96,1.511737089201878,65,6004,126,654
96,"On second thought, cancel my dessert order for the “Death By Chocolate” cake.",184,26,0.05394241759891901,97,1.5108695652173914,42,2926,116,654
97,I asked for fennel.,192,29,0.053757981333099635,98,1.5104166666666667,40,4875,123,654
98,"So this is a Kansas farm-to-table dish, then?",204,26,0.04986710634380528,99,1.5098039215686274,52,4475,126,654
99,I see your chef added a new twist.,171,16,0.05070430751924974,100,1.5087719298245614,55,1665,100,654
100,What do you mean I'm paying for the atmosphere?,177,21,0.05261439469634476,101,1.5084745762711864,48,167,108,654
101,A true farm-to-table experience is fraught with peril.,177,21,0.05261439469634476,102,1.5084745762711864,48,495,108,654
102,I ordered clockwise.,179,26,0.05510116185731856,103,1.5083798882681565,39,5317,114,654
103,I hope it picks up the tab.,187,28,0.05434858110829394,104,1.5080213903743316,39,4415,120,654
104,"The wine is lovely, but the soup is a disaster.",189,22,0.05067319387905493,105,1.507936507936508,52,3357,115,654
105,I'd like to change my wine pairing to something more robust.,189,22,0.05067319387905493,106,1.507936507936508,52,4366,115,654
106,I guess it's safer than your chocolate lava cake though.,193,28,0.05303767509734,107,1.5077720207253886,42,1194,123,654
107,"You haven’t seen my daughter or her dog, by any chance?",193,30,0.05404571872061712,108,1.5077720207253886,38,1929,125,654
108,Does your restaurant have a basement?,199,26,0.050814065693510165,109,1.5075376884422111,49,5926,124,654
109,"I’d like this to go, please.",176,18,0.05096290928495257,110,1.5056818181818181,53,1439,105,654
110,And I'll have your funnel cake for dessert.,184,26,0.05394690563200719,111,1.5054347826086956,41,6598,117,654
111,It’s a new twist on an old recipe,190,21,0.04992189300079334,112,1.5052631578947369,54,1718,116,654
112,"To be honest, it's not blowing me away.",183,22,0.05191019788714046,113,1.5027322404371584,48,1613,113,654
113,This is why I prefer menus printed in English.,187,24,0.05219264062515416,114,1.5026737967914439,46,749,117,654
114,Its eye is bigger than my stomach.,201,27,0.0509239888683254,115,1.5024875621890548,47,5122,127,654
115,This is a disaster.,207,29,0.050731895822577984,116,1.502415458937198,46,5046,132,654
116,I ordered Funnel Cake!,178,22,0.052999894000318,117,1.5,45,87,111,654
117,It’s a recipe for disaster.,196,25,0.05089466451388752,118,1.5,48,203,123,654
118,I realize everything is moving to the cloud but this is ridiculous.,192,23,0.05062868283202132,119,1.5,50,1837,119,654
119,"Waiter, there's a fly - and the wreckage of several rural communities - in my soup.",190,24,0.051569626173134805,120,1.5,47,2195,119,654
120,"Well, the soup is a disaster!",206,27,0.049982236958406805,121,1.5,49,2949,130,654
121,"On second thought, I will take that napkin.",192,20,0.048986232350124496,122,1.5,56,4637,116,654
122,This soup is literally a disaster.,198,22,0.04895985210230215,123,1.5,55,6385,121,654
123,"Excuse me - I ordered the bread bowl, not the dust bowl.",194,22,0.0497040007205006,124,1.5,53,6522,119,654
124,"For dessert, I'll have the mudslide.",200,23,0.04911273054420348,125,1.5,54,6547,123,654
125,Should I have blown clockwise?,195,22,0.0495148863911156,126,1.4974358974358974,53,5252,120,654
126,Save room for our funnel cake!,191,26,0.05242761707034513,127,1.4973821989528795,43,4012,122,654
127,Never mind the cracked pepper. Do you have a basement?,165,21,0.055465671200862494,128,1.496969696969697,40,4591,104,654
128,"No, I mean it literally sucks.",202,21,0.04772935122696649,129,1.495049504950495,58,4750,123,654
129,Will you be experiencing our chocolate lava cake for dessert?,200,25,0.050124217559276145,130,1.495,49,3582,126,654
130,"And to drink, may I have a Hurricane?",190,25,0.05210541786542212,131,1.4947368421052631,44,4180,121,654
131,What's the weather forecast for the entrée ?,186,27,0.054041709395885616,132,1.4946236559139785,38,2316,121,654
132,"You're going to make me ask for the bib, aren't you?",186,22,0.05128248395495631,133,1.4946236559139785,48,6516,116,654
133,"If I survive the soup, I will have Death by Chocolate for dessert.",180,24,0.0537236775858385,134,1.4944444444444445,41,2128,115,654
134,"I would not recommend sending it back, sir.",178,21,0.05239590134206919,135,1.4943820224719102,46,524,111,654
135,"To paraphrase Gershwin” You say tomato, I say tornado “",178,21,0.05239590134206919,136,1.4943820224719102,46,4661,111,654
136,I'm vortex intolerant.,176,23,0.05405454141385004,137,1.4943181818181819,41,3220,112,654
137,It began as an area of low pressure over the Pinot Noir.,174,22,0.05391282482555667,138,1.4942528735632183,42,1002,110,654
138,The mini mobile homes are a nice touch.,172,21,0.05375666663166287,139,1.494186046511628,43,3762,108,654
139,"Sorry to bother, but I’m wondering if it might be possible to turn down the ceiling fan a bit?",170,24,0.05612319179624852,140,1.4941176470588236,36,6202,110,654
140,and I'll take the funnel cake for dessert!,164,19,0.05436020156560766,141,1.4939024390243902,43,3751,102,654
141,The menu said clockwise.,193,25,0.051488618949097904,142,1.4922279792746114,45,4815,123,654
142,"I’ll wrap this for you, and your little dog too.",185,24,0.05261600630792373,143,1.491891891891892,43,5444,118,654
143,So basically it’s just yesterday’s soup du jour with a twist.,177,21,0.05261439469634475,144,1.4915254237288136,45,3540,111,654
144,"Waiter, there are small red shoes in my soup.",171,25,0.05648116365166598,145,1.4912280701754386,34,5989,112,654
145,Is this seasonal?,169,19,0.05316043172791251,146,1.4911242603550297,45,3669,105,654
146,"'Still water will be fine, thank you.'",208,28,0.050079083043720385,147,1.4903846153846154,46,6414,134,654
147,I knew it was a mistake to try to order in French.,198,30,0.05297869855551142,148,1.4898989898989898,37,1910,131,654
148,Farm to table.,196,30,0.05339827739935619,149,1.489795918367347,36,6662,130,654
149,So am I right to assume FEMA will pick up my check?,194,23,0.05023298674904032,150,1.4896907216494846,49,4281,122,654
150,My soup just granted me three wishes.,184,21,0.05111557258021563,151,1.4891304347826086,48,3472,115,654
151,Tell the chef that the soup here is a disaster.,182,23,0.052696697789583725,152,1.489010989010989,43,3038,116,654
152,Tell the chef he's not in Kansas anymore!,176,19,0.051590694547296916,153,1.4886363636363635,48,602,109,654
153,And what kind of disaster should I expect for the entree?,168,24,0.056630568878360085,154,1.4880952380952381,34,564,110,654
154,It's just like my Auntie Em used to make.,166,20,0.05454043240111718,155,1.4879518072289157,41,2042,105,654
155,I thought you said fennel.,203,29,0.051490776825556875,156,1.4876847290640394,41,593,133,654
156,I ordered the counterclockwise.,201,22,0.04841233177072272,157,1.4875621890547264,54,29,125,654
157,Will conditions change in time for my entree?,199,23,0.049287753032323176,158,1.4874371859296482,51,107,125,654
158,And how long will it be before my entree makes landfall?,199,25,0.05030706002573268,159,1.4874371859296482,47,5652,127,654
159,There's been a mistake.  I ordered a blizzard.,195,25,0.05108341121486291,160,1.4871794871794872,45,3257,125,654
160,And does climate change also explain why I don't have a spoon?,189,29,0.05441679867018357,161,1.4867724867724867,34,2161,126,654
161,On second thought cancel that funnel cake.,183,20,0.050730520893749825,162,1.4863387978142077,49,4529,114,654
162,"It’s today’s soup special, sir. 
The Clam Before the Storm.",196,28,0.052402779742762945,163,1.4846938775510203,39,5916,129,654
163,And for dessert I'll have the molten lava cake.,194,22,0.049691535072438855,164,1.4845360824742269,50,3955,122,654
164,"No, I said fennel soup.",194,26,0.05179683829990113,165,1.4845360824742269,42,6600,126,654
165,"Yes, I tried blowing on it. Why do you ask?",192,23,0.050616057749866994,166,1.484375,47,2620,122,654
166,This dish is a total disaster.,188,28,0.05411503395628886,167,1.4840425531914894,35,318,125,654
167,The itsy bitsy spider in my soup just went up the waterspout.,188,22,0.05086355413732354,168,1.4840425531914894,47,675,119,654
168,Auntie Em’s recipe?,201,28,0.05139570774187048,169,1.4825870646766168,41,5486,132,654
169,You say they don’t serve this soup in Kansas anymore?,199,24,0.0497923310861168,170,1.4824120603015076,48,3464,127,654
170,Funnel soup? I ordered fennel soup!,195,22,0.04949845718542379,171,1.4820512820512821,50,3858,123,654
171,"Waiter, there’s an eye in my soup.",166,21,0.05519581893242157,172,1.4819277108433735,38,2032,107,654
172,Would you mind turning the ceiling fan down?,191,20,0.04915540836206395,173,1.4816753926701571,52,1503,119,654
173,"Give my compliments to the chef, he's been cooking up a storm!",187,22,0.05106099069562317,174,1.481283422459893,46,150,119,654
174,So this must be what you mean by “farm to table.”,187,23,0.05162098194616338,175,1.481283422459893,44,4952,120,654
175,"I believe it has something to do with the plate tectonics, sir.",208,22,0.0472002947185005,176,1.4807692307692308,56,1080,130,654
176,"Excuse me, I ordered the Category 3.",179,17,0.04969354463927084,177,1.4804469273743017,52,3808,110,654
177,This “Farm to Table” trend is getting way out of hand.,177,23,0.053803936686765315,178,1.4802259887005649,39,2556,115,654
178,I guess the fly is the least of my problems.,198,19,0.04734102814346077,179,1.47979797979798,57,706,122,654
179,Our spin on farm to table.,173,19,0.05223181096424433,180,1.4797687861271676,45,4373,109,654
180,"Excuse me, I believe I ordered the calm before the storm",188,26,0.05304337097163091,181,1.4787234042553192,38,6218,124,654
181,This soup is a disaster,205,27,0.05014355754507082,182,1.4780487804878049,44,24,134,654
182,Is this the chef's recipe for disaster?,199,26,0.05079147217949937,183,1.4773869346733668,43,6543,130,654
183,There’s been a mistake— I ordered my tempest in a teapot.,176,22,0.05342463161578348,184,1.4772727272727273,40,5775,114,654
184,This soup is a recipe for disaster!,212,24,0.047489527234840845,185,1.4764150943396226,53,6820,135,654
185,"And for dessert, I would like a mudslide.""",187,28,0.05432311515713795,186,1.4759358288770053,33,875,126,654
186,"Honestly, I wasn't blown away by this dish.",206,22,0.04752422286435598,187,1.4757281553398058,54,2422,130,654
187,My compliments to the meteorologist.,185,23,0.05202721778773763,188,1.4756756756756757,42,350,120,654
188,We're a Category 5 restaurant.,181,19,0.05051548928469597,189,1.4751381215469612,48,5911,114,654
189,"Waiter, there's an act of God in my soup.""",217,25,0.047129271885320435,190,1.4746543778801844,53,60,139,654
190,Nevermind. It's taking itself back.,196,29,0.052879524263476016,191,1.4744897959183674,35,2259,132,654
191,This meal is a disaster.,175,15,0.04917522896058845,192,1.4742857142857142,53,613,107,654
192,Do you have any category 3 crackers?,186,24,0.05236782018056044,193,1.4731182795698925,40,3752,122,654
193,"When you said the soup would blow me away, this is not what I had in mind.",197,20,0.04803624412379751,194,1.4720812182741116,53,2749,124,654
194,Is the forecast for dessert any better?,197,23,0.049627339799772484,195,1.4720812182741116,47,6833,127,654
195,All I did was blow on it.,214,23,0.04668178039158958,196,1.47196261682243,55,3181,136,654
196,Could you maybe turn off the ceiling fan?,195,29,0.05308233092651363,197,1.471794871794872,34,1095,132,654
197,Could I downgrade this soup to tropical storm?,193,16,0.04649098291100229,198,1.471502590673575,59,258,118,654
198,I was wondering what would be unique about Kansas chowder,172,20,0.05243125162768582,199,1.4709302325581395,43,2817,110,654
199,There’s a house in my soup.,189,20,0.04950786370195427,200,1.470899470899471,49,5546,120,654
200,I'm pretty sure I ordered a Category 3.,206,17,0.04494984779111482,201,1.470873786407767,63,5057,126,654
201,It's from our seasonal menu.,170,18,0.05222276215838371,202,1.4705882352941178,44,5246,108,654
202,"Excuse me, but I ordered the calm chowder.",202,26,0.050200764901200734,203,1.4702970297029703,43,5876,133,654
203,"Our Chef, Dorthy, is from Kansas.",217,32,0.05018639508858715,204,1.4700460829493087,38,6253,147,654
204,"I thought ""A Perfect Storm of Flavors"" was just menu hyperbole.",200,22,0.048551894218050895,205,1.47,50,6579,128,654
205,This meal has been a natural disaster.,179,26,0.055056594499746266,206,1.4692737430167597,32,5491,121,654
206,This isn't even the weirdest thing to happen to me today.,177,21,0.05256611510790163,207,1.4689265536723164,41,925,115,654
207,"You say tomato, I say tornado... let’s call the whole thing off.",203,23,0.04852149282624616,208,1.4679802955665024,49,4011,131,654
208,Waiter...there are tiny farm implements in my soup.,201,22,0.04836629541544968,209,1.4676616915422886,50,5718,129,654
209,Now everyone will notice that I'm eating alone.,184,23,0.05221522677273572,210,1.4673913043478262,40,735,121,654
210,Does this restaurant have a basement!?,184,17,0.04868316669520138,211,1.4673913043478262,52,3087,115,654
211,"Compliments to the Chef, I'm totally blown away.",167,19,0.05357464408499369,212,1.467065868263473,40,3146,108,654
212,I actually ordered the funnel cake...,167,20,0.05424377711522742,213,1.467065868263473,38,6509,109,654
213,I think it took my napkin.,182,27,0.05490405853230246,214,1.467032967032967,31,6321,124,654
214,I'd like this to go.,178,24,0.05412512711453317,215,1.4662921348314606,35,3598,119,654
215,The soup's fine. It's just that you placed my wine glass and bottle to my left.,176,22,0.0533900905689091,216,1.4659090909090908,38,4338,116,654
216,Could I have something with a less dramatic presentation?,176,19,0.05153345104057288,217,1.4659090909090908,44,4575,113,654
217,"If it reaches category four, I'm sending it back.",176,18,0.05089952368358723,218,1.4659090909090908,46,5870,112,654
218,You were right. The first course does change the atmosphere in here.,204,21,0.04732785353382314,219,1.4656862745098038,53,6093,130,654
219,Well I wasn't eating alone a second ago.,174,23,0.054464219333168196,220,1.4655172413793103,35,4813,116,654
220,I now regret blowing on it.,217,27,0.04799948783340867,221,1.4654377880184333,47,2178,143,654
221,There's an eye in my soup.,172,17,0.05109660295976202,222,1.4651162790697674,46,2729,109,654
222,I think I had this in Kansas once.,185,20,0.05027001756251002,223,1.4648648648648648,46,6306,119,654
223,"We take farm to table very seriously here.""",198,19,0.047295878242902975,224,1.4646464646464648,54,183,125,654
224,I'm afraid to order the baked Alaska.,181,18,0.04986678834939612,225,1.4640883977900552,48,5441,115,654
225,"My apologies, Sir. Your meal will be on the house... once the house lands.",192,25,0.05162731209265264,226,1.4635416666666667,39,3970,128,654
226,I need something to chase it with.,205,24,0.04864879401548029,227,1.4634146341463414,47,2296,134,654
227,"And for dessert,sir,we have a delicious funnel cake.",190,23,0.05095635244174745,228,1.4631578947368422,42,6020,125,654
228,"Yes, it IS very impressive, but I said “tomato.”",175,25,0.055415602904536565,229,1.4628571428571429,31,5319,119,654
229,Please tell Pierre I'm loving his new spin on the bouillabaisse.,188,19,0.04909563327509314,230,1.4627659574468086,49,166,120,654
230,"I said fennel, not funnel!",188,18,0.04851280153987664,231,1.4627659574468086,51,726,119,654
231,"Our new chef?  From Kansas, why do you ask sir?",201,22,0.048348380550273996,232,1.462686567164179,49,3297,130,654
232,"When I said I wanted the soup to go, I didn’t mean this.",195,22,0.04943817005359766,233,1.4615384615384615,46,283,127,654
233,"Dude. Fennel,not funnel.",169,16,0.05105260023723941,234,1.4615384615384615,46,3580,107,654
234,What wine would you suggest?,193,16,0.046451868075236026,235,1.461139896373057,57,6612,120,654
235,"After the ""all clear"" I""ll need you to grate some more parmesan.",180,17,0.04943120851723304,236,1.461111111111111,49,6798,114,654
236,I can hardly wait for the molten chocolate cake.,191,20,0.049090795859740445,237,1.4607329842931938,48,5800,123,654
237,Would you mind turning off the ceiling fan?,191,21,0.04964894600225385,238,1.4607329842931938,46,6058,124,654
238,It's a seasonal soup.,178,19,0.05108631358742409,239,1.4606741573033708,44,4230,115,654
239,"So, funnel cakes for dessert, I assume?",202,21,0.04764881472061386,240,1.4603960396039604,51,6016,130,654
240,"It's a solid first course, but it does not blow me away.",211,17,0.04415959212428154,241,1.4597156398104265,63,5265,131,654
241,How many disasters should I anticipate coming out of the kitchen tonight?,198,26,0.050930119146439405,242,1.4595959595959596,39,2930,133,654
242,There must be some mix-up. I ordered the funnel cake.,198,23,0.04939690827797469,243,1.4595959595959596,45,4136,130,654
243,"This may constitute farm-to-table cuisine in Kansas, but we’re not in Kansas anymore.",198,25,0.05042422903050897,244,1.4595959595959596,41,5147,132,654
244,So do I have to click my heels together three times to get some bread?,196,21,0.04870738067455174,245,1.4591836734693877,48,2894,127,654
245,For dessert the funnel cake is to die for,170,20,0.05349327314436798,246,1.4588235294117646,38,2705,112,654
246,"I thought you said, “ carrot and chive not category five...”",194,27,0.052237501464809,247,1.458762886597938,35,5992,132,654
247,I thought you meant 'fennel' soup.,218,29,0.04868551596633985,248,1.4587155963302751,42,6821,147,654
248,No. No. No.  To-ma-to.,181,21,0.05165737649481537,249,1.4585635359116023,41,2666,119,654
249,Are these even in season?,168,19,0.05330144559270084,250,1.4583333333333333,39,3417,110,654
250,"When you said I’d be carried away by the soup, this is not what I expected.",192,21,0.049447941258521824,251,1.4583333333333333,46,3495,125,654
251,"On second thought, I'll take a table inside.",168,16,0.05125608358022014,252,1.4583333333333333,45,5098,107,654
252,I'm quite sure I asked for Fennel Soup.,179,21,0.05208470350205757,253,1.458100558659218,40,4664,118,654
253,"On second thought, I’ll skip the funnel cake.",190,22,0.05038508294106413,254,1.4578947368421054,43,6147,125,654
254,There's a trailer park in my soup.,177,19,0.05128429032798442,255,1.4576271186440677,43,259,115,654
255,"Really, this soup is a disaster.",210,27,0.04917044481491452,256,1.457142857142857,42,282,141,654
256,"No, I’m sure I said “tomato.”",197,27,0.051619190069781024,257,1.4568527918781726,36,3828,134,654
257,Should I eat this or report it to the Weather Channel?,184,22,0.05159955498253301,258,1.4565217391304348,40,2846,122,654
258,It's seasonal.,195,16,0.04609506639724824,259,1.4564102564102563,57,5976,122,654
259,"Waiter, this soup is a disaster.",171,21,0.0538893401150774,260,1.456140350877193,36,480,114,654
260,"I haven't tried it yet, but I'm expecting to be blown away.",171,14,0.04921854153474753,261,1.456140350877193,50,6088,107,654
261,"I hope the restroom isn't somewhere over the rainbow"".",169,20,0.0537142417975289,262,1.455621301775148,37,5846,112,654
262,I'm in a hurry. Can you go ahead and bring out the lava cake?,178,21,0.05228859017191043,263,1.4550561797752808,39,6865,118,654
263,I believe I ordered the category 5.,200,19,0.046913531064980855,264,1.455,53,1860,128,654
264,I've changed my mind.  I'll keep the one with the fly in it.,196,18,0.04704416762280743,265,1.4540816326530612,53,2691,125,654
265,Bring me a chaser.,196,24,0.05027052267349102,266,1.4540816326530612,41,3053,131,654
266,"Sorry, but I seem to have lost my spoon again.",196,23,0.04974732983898512,267,1.4540816326530612,43,4109,130,654
