Unfunny,Somewhat funny,Funny,Caption
11,0,0,Yeah, I think the SEC is underfunded, too.
24,19,6,They're gaining on us! We're gaining on them! They're gaining on us! We're gaining on them!
20,4,3,I swear, Sheriff .... We ain't horse thieves!
14,0,1,Do you know how ridiculous we all look? Dumbest movie I've ever been in.
16,9,0,You call that a posse??!!
21,6,6,Dang! These new 'reduced emission' territories are really annoying.
13,0,1,They are gaining , we should have had a double espresso.
10,0,0,Faster, sheriff! We can't let Hopalong Cassidy get away from us.
14,1,1,You'll never catch us, we have the turbo models!
17,4,2,They're heading for the Mexican playground.
12,0,1,We should have taken the Cozy Coupe.
15,3,1,I guess it's been a long time since a western movie has had a 'G' rating.
12,1,0,Tell 'em the 'Kid' was here.
17,4,1,We're losing them! Wait...they're gaining on us. Well...okay...
11,0,0,Hey, Billy. We're not getting anywhere on these.
15,5,1,Get a horse!
20,6,4,No, Luke, but they ain’t gaining on us neither.
33,10,13,That's the last time we rob FAO SCHWARZ.
12,3,0,We ain't gots to really catches them.... Just makes it looks likes we're aiming to... Perception is reality.
18,0,1,Rock like the wind Jerry the Fun Police are right on our tail
14,0,0,I don't think that's the same guys who invited us to their LinkedIn network.
18,9,2,Want to call it a draw?
16,2,0,Reckon we've invented the low-speed bronco chase.
12,0,0,This is the strangest SoulCycle class I've ever taken.
15,2,2,Bang! Bang, bang!
11,0,0,There in the distance....Apache in bumper cars!
21,17,4,I said I hope you get a splinter.
13,4,0,Git on the merry-go-round, at least we'll be movin'.
16,4,4,I think we're losing them.
11,0,0,OK, Clem, I reckon it's time we start to rock 'n roll!
16,7,0,... and we would have gotten away with it, too, if it weren't for those meddling kids!
14,2,1,Quick, they are rocking away
15,5,1,Hope PETA's happy now!
26,24,6,We may have to just jump off and make a run for it!
17,6,1,Doggone budget movies!
19,2,4,I said to get us some BAY stallions, Clem, not EBAY stallions!
13,3,0,Don't shoot -- the bullets are fake, too.
25,16,7,I knew we shouldn't have robbed that piggy bank!
23,11,5,Billy, The Kid......and who are you?
20,13,4,Sheriff's gaining, Ned. I told you we should have taken the broomstick ponies.
14,1,1,Rock-a-Bye, Baby!
15,3,1,Sheriff, I'll always be a step ahead of the law.
13,4,1,Budget constraints? What about job performance?
16,3,1,I see Pogo Stick tracks ahead!
14,2,0,To the hideout, I think we lost them.
14,2,1,Jed, the termites ain't workin'!
19,11,2,Splinter formation.
15,0,0,We shouldn't have listened to Billy.
17,3,2,Come on Earl! Keep on rockin' to free world!
21,0,0,Dangit Bart! Where'd you get that horse from – Kenya?
16,5,1,'Rockin' in a Free World' my ass!
11,0,0,Can't catch me, sheriff. I've had this rocking horse since my first birthday.
24,7,6,Hey Steve, I don't think I want to play anymore.
20,12,2,You'll never take our horses alive!
10,0,0,Just follow your GPS!
18,7,2,Slim, curse this dang oak! They got the light cedar.
14,0,2,Let's split off and see if we can lose them.
12,2,0,Yup, they're gaining on us. I reckon a solid 1/2 inch in the last hour.
18,6,2,I thought you sawed their legs
19,7,3,No animals will be harmed in the making of this film.
13,3,0,I don' t know about you, Rusty, but this is last low-budget Western movie I sign-up for.
21,3,2,Gold star weighing you down, teacher's pet?
10,0,0,It's Woody Earp and Doc Woodson on they are riding some pine horses!
15,3,1,Darn,they got new mounts from Rocking Horse too.
22,12,4,Robbing banks was more fun before the horses went on strike.
21,8,4,Faster, they're gaining on us.
18,7,2,They're still relatively gaining on us!
17,4,2,Hope those guns are real, Sheriff Hasbro.
21,4,4,First the Feds take away our guns, then our horses...
13,3,0,The kinder, gentler, not-so-Wild West, circa 2016...
23,5,5,They're gaining on us!
23,9,3,How are they even gaining on us?
15,3,1,For the last time -- we are not horse thieves!
12,1,0,You move your hips like a woman
13,3,0,And you said it'd be like taking candy from a baby.
13,4,0,Tex, I swear they're gaining on us.
22,5,5,I'm sorry Sheriff, but I don't think this plan to get in touch with our "inner child" is working.
28,26,8,This is the last low-budget Western I'll work on.
11,0,0,Because we're a one-horse town, and he stole the horse!
24,10,6,I think we're getting a little old for this Sheriff!
15,4,1,They're gaining on us ... now they're not ... now they are ...
19,7,3,The budget cuts hit us bad
12,1,0,With no water in sight, I don't know how long I can outrun these guys.
20,6,1,You misheard me friend. I said,"We AREN'T looking for trouble."
14,1,1,Get along little Dougie.
14,8,0,The Good, the Bad and the Squeaky
25,5,7,Next time, I'm taking Uber.
12,1,0,Yes, I am going to win the teddy bear.
19,6,4,You'll never catch me. I learned to ride from Billy the Kid.
17,7,2,Shoot! They got them Amish Made ones.
18,7,2,You'll never take me alive, or my name ain't Billy the Kid!
30,21,11,They're gaining! They're losing ground! They're gaining! They're losing ground! They're gaining! They're losing ground...
17,3,2,Head for the nursery----it's almost bed time
18,4,2,Newsflash: Escape from Rocking Horse Ranch in progress.
26,9,8,... If our guns weren't toys too, one of us could end this embarrassing spectacle.
12,1,0,Hey, I thought there were 17 cowboys in this race.
16,4,1,If we keep this up much longer, we’ll all be six feet under.
25,22,5,*No animals were harmed in the making of this cartoon
13,1,0,Go away. You've been behind us for a week and haven't gained an inch on us.
15,10,0,They are gaining on us, but I think that we still are two months ahead.
18,7,2,At this rate, you will never catch me.
13,2,0,You'll not live to see me hang, Pinkerton!
20,4,4,Let's dismount and run for it.
15,4,1,If it weren't for that dang baby monitor, we'd be long gone.
18,7,1,I'm rockin' as fast as I can.
12,2,0,Down the backstretch, here comes Lonesome Dove.
17,5,0,I TOLD you the budget for this Butch Cassidy sequel seemed a bit low.
11,2,0,Give it up, Reggie, your old belly-tickling routine won't work with these critters.
13,0,1,Rock on, Durango. Our past is catching up with us.
18,7,2,It's a lifestyle, not a hobby." "It's a lifestyle, not a hobby.
17,1,1,Let's split up. I'm getting a little dizzy. You make a break!
26,20,8,Dang! I left my sippy cup back at the saloon.
14,2,1,I don't know how, Clem, but they're gainin' on us!
11,0,0,Hurry, the sun setting won't last forever!
12,0,0,Splinters, Roy, hell! It's the h-roids, by-gum.
18,10,2,What time did Mom say we had to be home for supper?
16,6,1,I don't think they're gonna stop for oats and water, either.
15,4,0,We can't seem to shake 'em, Slim!
18,9,2,How 'bout if I tell you where I hid your crayons?
17,3,2,Don't worry about the emissions, they will never catch us.
15,4,1,Get any closer and I'll use my popgun on ya, Sheriff!
14,2,0,Looks like they're fighting fire with fire!
15,3,1,Are you off your rocker? We're just out for a joy-ride.
25,7,6,You're not going anywhere...
21,6,3,Well Jesse, it doesn't look like they're gainin' on us.
12,2,0,I betcha they don't consider it a Hobby!
11,0,0,Excuse me, pardner. Have you heard the good news?
16,4,1,Holding onto our hats sure does add to the illusion of forward movement!
15,3,2,They're pursuing! Now retreating! Now pursuing! Now retreating!
23,10,5,Whose idea was it to rob the toy store?
29,19,9,Bang! Bang, bang! Bang!
17,8,1,You better have a toy gun permit.
18,6,2,Dang it boys, I say it's time we learn to ride REAL horses.
12,2,0,I enjoyed it more when we had wheels on these things.
19,8,3,Durn it! Ain't that the sheriff from Far Rockaway??
14,3,0,Nananana boo boo.
19,13,2,We can lose them at Playpen Pass.
12,2,0,I would have enjoyed this more when I was eight years old!
14,2,1,Faster Gabby, they're inching up on us.
12,2,0,That's one rockin' posse!
15,3,1,No way is your horsey going to beat my horsey!
13,4,0,So much for rocking off into the sunset.
13,3,0,Better get yourself another hobby, Sheriff.
12,0,0,This isn't my first rodeo. Rockin cowboys!
20,11,3,Dang! They get closer, then farther, then closer, then father, then...
11,1,0,No, It's just a hobby.
16,2,2,They don't seem to be gaining.
14,6,0,the hell with ASPCA approval for a chase scene
16,7,0,Hurry! The posse from the antique store is right behind us!
12,2,0,Jailbreak. You grabbed the wrong horses!
15,2,0,Yee-haaa, we lost them.. they are already a good 6 feet behind
10,0,0,I told you balsa was no good!
15,4,1,Third place again, Senator Rubio.
29,16,9,I knew we shoulda stole them stick horses!
13,4,0,The new budget cuts are really affecting our response time in getting to the crime scene.
22,16,3,Keep ridein', they'll soon tire of eatin' our sawdust.
13,3,0,Told you we should've upgraded to wheels!
15,4,1,Yeah, PETA's very convincing
25,22,6,You must be off your rocker if you think you're gonna catch us!
17,4,3,Hey! I shot you! No fair! Mom!
12,2,0,Sheriff, hybrids are great for city use. Right now you need a mustang.
17,1,2,D. H. Lawrence made this sound like fun.
24,11,7,Good God, it's no use. THEIR horses are tireless too!
12,2,0,Rock on, Cody. Sheriff's gaining-- more than just weight.
22,8,5,Now that gas is $2 again, can't be go back to car chases?
15,7,1,We're out of bullets, grab the saw!
20,12,3,I think they're gaining on us, wait -- maybe not...
32,18,13,Mom and Dad sent you, didn't they?
13,3,0,I think I prefer Louis L'Amour to D.H. Lawrence.
18,7,1,I'll meet you at the Rocking Horse Saloon
23,8,6,We stole them from Billy the Kid.
20,12,3,"Any closer and I'll get out my squirt gun".
20,8,4,We need fresh horses. Ride for the lumber yard.
39,32,17,But it was just a piggy bank!
29,21,9,This is absolutely the last script we let PETA review, deal?
17,3,2,Well shoot, I'm outta caps!
18,1,0,Well I'll be... Its all over Bill! They are riding Radio Flyers! The quickest 'n best 'n the west!
20,3,4,I think the IT guys are taking the picnic a little to seriously.
22,7,5,Does the idiot dreaming this remember we have guns?
13,3,0,Hope you're better at drawing that gun, than this guy is at drawing horses.
20,6,4,Next time we rob a toy store Jessie, take tricycles.
12,2,0,I hate stunt jobs on G rated flicks.
15,4,0,Eat our sawdust, lawman!
26,19,6,This was more fun when we were kids.
22,16,4,Hey, don't I know you from pre-school?
12,2,0,Now Volkswagen has gone too far.
14,2,0,I've been a part of far more committed posses.
18,5,2,You'll never catch us! Nap time doesn't count, though.
14,5,0,Ok, ok. Well switch. I know, it's your turn to be the bad guys.
12,2,0,It can believe the Sheriff is still rocking after all these years!
16,5,2,If we can maintain this pace they'll never catch us. Rock on!
11,2,0,Hasta la vista
15,4,1,As he bites the dust.
12,2,0,I said I'd fight you fair and square, Sheriff, budget cuts or no budget cuts.
18,9,2,One more low-budget role, and I'm firing my agent.
14,4,1,I told you to rustle a couple of "hardy" horses!
16,7,0,Now you're going after FAO Schwarz rustlers?
12,0,0,Mr. Tarantino goes desperate and we end up like this!
14,3,0,Quick! I think we're gaining on them!
16,2,2,They're gaining on us, I told you we should have taken the scooters.
17,4,2,These cutbacks are killing us
14,1,1,Ride, Donald . . . ride.
12,3,0,No one is going to beat him unless you two drop out of the race!
14,5,0,You'll never beat The Kid at his own game!
12,0,0,Damn! That's Sheriff John 'Rocking' Holiday!
13,2,0,And don't forget how much we save on feed.
13,1,1,I'm not sure this is what D.H. Lawrence had in mind.
14,7,0,My mom says I have to be home from the roundup by supper time.
19,8,2,This is what happens when we let horses join the Screen Actors Guild.
13,1,0,That's right, pod'ner, we rock in after the spaghetti western guys!
18,9,2,They're gaining... they're losing... they're gaining...
15,9,0,I told you this new model is fast.
15,2,1,You've rocked far, but soon I'll beat the stuffing out of ya!
14,5,0,We're losing them.
13,0,0,You wouldn't be so close if these were REAL horses !
14,5,0,I don't care if we have a zero carbon footprint, damn it! They're getting away!
17,6,2,We grew up together. Don't know when things went wrong.
27,13,8,I'm not going back to the playpen!
19,8,3,We are not going fast enough to hold on to our hats !!!
12,0,0,Are you tough enough to pop a cap... in the air?
12,4,0,If they catch us we will be in time out!
12,2,0,I know you are but what am I Sheriff?
15,3,1,Stay back, Sheriff, or I'll knock you off your little rocker!
20,2,3,I told you it was against the law to buy those slinkys with Monopoly money
16,4,1,Welcome to "Guy's Night" as a new dad!
19,3,4,Next time let's just call an Uber.
20,3,0,Howdy! Enjoying the new ethical rodeo?
12,2,0,Your chasing cow pokes, not slow pokes.
13,0,1,I shot the sheriff, but I did not shoot the deputies.
16,7,1,19th century Spin class
10,1,0,(this is still for the contest that ends on March 20th; and I am in time!!!) "It looks like it will be a long case."
12,2,0,Dad told me I'd never get anywhere in a rock band.
39,28,20,They're gaining on us...they're falling back...they're gaining on us...they're falling back...
28,31,8,Well, the good news is, they ain’t gainin’ on us.
11,0,0,We're not going to make it pard. They've got late model rides.
31,13,12,You after them horse thieves too, Sheriff?
25,16,8,I ain't a-goin' back to no time out, Sheriff!
21,9,1,I told you we should use stick horses!
16,3,0,Rock faster - sheriff's a gaining on us.
12,0,0,This time we're going to re-enact the presidential race as a western
18,2,3,Careful, Sheriff, I hear the airbags are killers on these things.
12,1,1,We’ll leave you in the sawdust.
23,19,4,Trust me pardner, chafing is only half of our problem.
12,2,0,There's just nothin' like virtual riddin' the trails.
22,6,2,Faster Chet! We're in range of their pop guns!
12,2,0,Rock on, dude, they're shredding the lead!
20,5,3,Don't get me wrong, the SPCA does great things but this is ridiculous!
18,3,3,Obviously, we aren't really horse thieves.
21,11,4,I told you F.A.O. Schwartz wasn't a bank.
16,2,1,You give up first.
13,3,0,We're rock'in right out of town.
16,1,2,With the speed of still, a poof of dust and a hearty hi-ho splinter, away
17,5,2,You'll never catch up to us sheriff.
18,4,2,All this giddy-up has left me hoarse.
15,6,1,Don't look now, but things are about to get rocky!
14,4,0,On to the Hard Rock.
17,6,1,I hope you enjoy the thrill of the chase...this could go on for a while!
13,0,0,Thrust harder, lefty!
14,1,1,Rock it cowboy, rock it cowboy
15,3,1,Giddiyap?! Giddiyap, your ass!
21,4,1,Only thing that's gonna give them the slip is fresh horses!
14,2,1,Never mind the posse – just keep on rockin’. Hey, I like the sound of that!
18,3,1,Let's just hope they print the legend, marshall.
12,1,0,Howdy
13,3,0,Faster, Dusty, they're gainin' on us!
11,7,2,Keep going, they're gaining on us... No wait, no they're not... Oh no, they are... Sorry, no, they're not... (etc.)
19,6,3,They're still back there, Bart, but they don't seem to be gaining on us.
19,8,3,Go faster. It's the ''Hobby Lobby.
13,2,0,As soon as we finish our basic training, we'll be given real horses.
19,4,3,We make those civil war re-enactors look like idiots.
13,1,0,If they catch us we're gonna be breakin' rocks, not breakin' rockers.
23,8,6,PETA went after you guys too?
22,16,3,They're getting closer! No, wait, we're losing them! No, wait, they're getting closer again!
18,1,0,If we keep at this pace for a few more hours I'm sure the two of us will maintain a stable distance.
16,9,0,We'll beat you out of the frame, then you'll never see us again.
12,1,0,Those kids stole our horses, too.
11,0,0,When did the fuzz get that kind of horsepower?
13,2,0,I might be a gol-durn rustler, but you're violating the Second Law of Thermodynamics.
35,35,15,It feels like they're toying with us
16,4,2,You call those horses?
15,1,1,People slowly accustomed themselves to the idea that the physical states of space itself were the final physical reality.
19,13,2,It was a hobby. Until now...
20,8,3,Hurry up! They're almost within cap gun range!
13,1,0,"I wonder do they move or not(in the rocking chair).
14,3,0,Let's rock.
13,3,1,I thought you said this was better than politics. pretending to get somewhere
16,6,1,I'm pretty sure this is not how they did it in the West, Jim.
15,6,0,We were only taking a joyride!
17,6,2,What if we jumped off and ran?
20,10,2,Perfect, he's almost in pop gun range?
11,0,0,Faster, Dakota's on our tail!
11,0,0," ?? I caught a good one, he looked like he could run ??"... You know this ain't going like Marty Robbins said it would.
13,1,0,Just don't get it, do you, Sheriff?
12,2,0,Your cap gun shootin' ain't so good either, Sheriff!
11,1,0,The Hunger Games: Rockingaway
11,0,0,Them's our hobby horses we rounded up!
25,21,7,Whatever happens I'm not going back to serve another time-out.
17,6,1,Hey officer, we'll pull over at the next toy shop!
14,0,0,Perseverance will not fail of its rewards.
16,5,1,Mine's a hybrid, How 'bout you?
12,2,0,I think I prefer the ones made of solid mahogany.
15,8,0,Wow, sheriff, you ROCK!
18,2,3,This is no country for young men!
17,1,1,I feel like I am in some sort of D. H. Lawrence-themed nightmare.
11,2,0,They're slower than us by two feet per hour. We'll catch them!
26,18,7,Give it up Sheriff, you'll never catch us before nap time!
18,6,3,Last time I'm rustling a toy shop.
21,10,2,I said, to hobble their horses, not to hobby them!
13,3,0,I thought my agent said the film would be a Fockers sequel.
13,3,0,We'll never make it to the sequel!
18,0,0,Rock & roll on , you doggies, it's happy hour and we're heading for the Hard Rock Saloon !!!
13,4,0,You can't catch us. As Einstein said, time and space are relative.
18,7,2,This made more sense when we were kids.
22,14,3,I've been through the desert on a horse with no legs.
14,3,0,Some things just never make sense.
18,7,2,Everyone stop where you are. It's time for a nap.
21,7,4,Sheriff! At this rate the film with never end!
11,1,0,Budget cuts: what an efficient way to catch the bad guy
12,2,0,The first SoulCycle.
18,9,2,Just when you think you can rock off into the sunset...
12,1,0,Let's hide up in yonder mall, Duke.
13,0,0,Don't look now, but were being chased by a couple of rockin' stars.
14,3,1,No, you sing rock a bye baby!
18,4,3,They got fresh phonies, Jake!
16,9,1,You gotta be off your rocker to think you can catch us.
34,19,14,Ralph, they're gettin' closer...now farther...now closer...now farther...
11,1,0,Dang it, Clem, if you're tryin' to draft me, you've got another think comin ! "
26,9,9,Watch out, boys! This sheriff's off his rocker.
18,4,2,Rock and roll, pardner. Ain't no time for moseying.
12,1,0,No wax, try using shoe polish.
20,13,3,These budget cuts are getting ridiculous.
15,3,1,they're rockin' right for us
11,0,0,You can tell'em they was just robbed by Billy the Kid!
20,3,4,When you asked if I knew how to rock you should have been more specific.
19,2,0,Now we're rocking the Wild Wild West.
13,4,0,Looks like we took up the wrong hobby, partner.
16,2,1,Won't you ever stop that 'dang hoss thief' whining? You knew Pa gave us these horses.
22,9,5,We need more horsepower!
30,10,4,Dang, these nags all have the same family tree
15,4,1,They don't call me the rocking-horse winner for nothing.
16,4,1,Hurry up! We'll be late for our PETA meeting!
21,15,3,The long, wooden legs of the law will never catch us.
16,7,1,The last one home is a rotten egg.
11,0,0,Ya-hoo! I call first on the chocolate pudding!
12,2,0,Keep on rocking, it's a free world!
11,1,0,Well, you said it Joe. This long horn market sucks.
20,3,3,You'll never catch us once we hit the Rocky Mountains!
12,2,0,Luckily, their pop guns can't reach us from there.
14,2,0,YeeeHaaa! They ain't gaining on us but dang this is fun.
15,1,1,We're from the Rockin' Ranch!
13,3,0,It was the same bank that repossessed the horses.
20,10,3,It takes a while, but there's virtually no carbon footprint.
14,2,1,What if leading by example doesn't work?
25,12,6,No, but they're not gaining in us either.
13,3,0,Cheating is cheating, Sheriff Dan.
15,7,0,Anybody else feeling sea sick?
13,3,0,Make it to the creek their's are metal
34,32,14,I told you this was a low budget movie
15,3,1,You'll never catch the Bundy Brothers!
27,10,8,You fellers okay with a half hour nap break?
14,8,0,Rock harder Rufus....they're gainin' on us!
12,0,1,I think we better make a run for it!
13,2,0,I give up! I gotta blister on my butt.
16,2,2,When we catch him we will put on his pajamas but no TV.
13,6,0,You two slowpokes'll never catch us!
13,2,0,What you'd think, this is my first rodeo
14,1,0,Look behind you, boys, that giant PB&J sandwich is chasing us again!
17,5,1,Sheriff's band is just outrockin' us!
16,8,1,They'll never catch us at this rate!
14,4,0,They're gaining on us...I knew we should have taken the wagon!
17,4,1,We lose 'em in the pass, then we'll head to Pappy's. He works miracles with splinters.
26,16,7,We're tryin' to get out of Dodge, Sheriff, we're tryin'!!"
15,1,0,Just our luck, Clem. Those two with the badges won't get off their damn anti-crime hobby-horses.
18,3,2,Tarnation! The hobby posse is rockin' some fresh mounts!
16,8,1,They're gaining on us... oh, wait, it just appears that they're gaining on us.
16,8,1,What's the mileage on these things?
21,9,4,This is the lowest budget movie we've ever been in.
17,9,2,I hope this looks better on the big screen
16,2,1,You guys were supposed to be on pogo sticks .!
24,13,7,Don't worry, they'll fix it in CGI!
11,1,0,I told ye this ain't no carousel posse!
18,8,2,Why don't you just give up? You'll never catch us.
17,4,1,Now this is a hobby!
17,3,3,You'll never take us alive, you big crybabies!
11,0,0,You're off your rocker, cowboy, if you still think the outcome of this race is a horse apiece!
50,48,31,I ain't going back to timeout!
12,2,0,You can tell 'em the 'Kid' is innocent Sheriff.
14,3,0,No takesies backsies!
15,7,1,Cookies and lemonade at my house. Last one there's a rotten egg!
22,8,5,Those animal cruelty people are killing our image.
11,2,0,You rocking horse people eat marshmallow pies!
14,3,1,How do we get out of this Mickey Mouse outfit?
13,0,1,Can we really ride a real horse, after this practice?
31,23,12,Don't worry, their jail is only two back to back chairs with a blankie pulled over the top.
36,40,16,Wait, time out guys. Splinter.
11,0,0,Rock faster Snake! My rocking horse just got a sliver.
22,12,4,The're gaining on us... We're loosing them. The're gaining on us... We're loosing them.The're gaining on us... We're loosing them.
11,0,0,Don't shoot! He's half Indian with a sunburn.
11,0,0,We're leaving you in the sawdust.
18,1,3,Dad blast it, Pete! We should've out-rocked 'em by now!
18,3,0,We are a little old to be playing good cowboys and bad cowboys, don't you think?
14,5,0,Sheriff, you can go to hell - you and the horse you rode in on!
19,10,3,So, your first film coproduced by PETA?
23,24,6,Robbing that piggy bank was a big mistake!
17,2,2,Nyah, nyah, nyah, you can't catch me.
14,1,1,We should have never stopped that slice of marshmellow pie
22,13,5,When the West was really young.
19,18,4,Don't look now but they're right behind us.
15,4,1,These PETA folks are taking things too far!
12,1,0,You're very welcome, Sheriff - paying for your Starbucks drive-through order is just my little way of saying 'thanks for all you do.'
17,10,1,we'll head them off at the day care centre
17,9,2,The statute of limitations will pass before you catch me!
12,4,0,You've got us between a rock and a hard place.
14,10,0,Same old story after robbing a piggy bank.
15,3,1,Let's get moving or they will cut us off at the pass.
20,8,4,When you said we could make money participating in a hemorrhoid study, this isn’t what I pictured.
17,3,2,PETA has gained far too much influence.
13,4,0,I knew we should have taken the diesel powered horse.
19,4,3,Good thing we’re not on a merry-go-round.
16,5,1,Way to go, Slim. You stole us the slowest horses in town.
16,4,1,Hurry up. They're feigning on us.
13,1,0,This arrived right after the executive team building workshop.
11,0,0,I told you already, we're boy Irish
25,20,6,They're still there.
11,0,0,The time slip in 40 years ago.......
14,1,0,Faster, faster, they're gaining on us!
11,0,0,There's a Toys "R" Us up ahead where we can get new mounts.
17,1,0,Jack, if were going to work through lunch I have to make a couple of calls.
19,2,0,Who are those guys, Sundance?
14,1,0,Where's your posse, Poser?
11,0,0,Hurry! The Trojan horse is around the bend.
12,2,0,Dream on!
11,1,0,Of course the Doc and me are in a hurry; my wife is in labor. I'll tell him about your hemorrhoids.
19,8,2,We've got company.
15,2,1,Oh, no! They're gainin' on us!!!
19,8,3,We were not speeding!
14,1,0,The end will not justify the means.
13,4,0,The cigar store Indian ran off with all the wooden nickels and we're gonna get 'em back.
13,1,0,At least we upgraded from the rocking chairs!
16,1,2,You'll never catch me alive, but but even if you did I'm not a resident of the United States, Canada (except Quebec), Australia, the United Kingdom, or the Republic of Ireland age eighteen or older"
21,19,4,I'm beginning to think only the screen behind us is moving...
17,10,1,These emergency preparedness drills just don't come close to the real deal Hank !
18,2,4,And there's a carousel posse right behind them.
11,0,0,Come on, boys! We have to beat Trump.
18,3,1,He's on a Balsa-loosa pony! We don't stand a chance!
13,3,0,We're going to leave you in the sawdust partner!
19,7,0,Just keep on pretending like you're gaining on us.
11,1,0,Giddyyap! The pogo posse is gaining on us!
12,1,0,This'll never work as a political cartoon unless we rassle up a lady rider!
18,8,2,You and the horse you rocked in on!
18,13,2,You just playin' with us?
20,4,3,Our kids are going to want these back so let's wrap this up boys.
14,2,1,Last one at Kindergarten's a sissy!
10,0,0,No hoofbeats, .....merely the ceaselessly rocking into the alluring lore and mystique of the outlaw.
23,10,5,At least they're not getting any closer!
12,1,0,I just hope the bad guys don't laugh too much.
12,2,0,I tol' you we shoudna stolen these here hawses in Deadwood!
21,8,4,We should've robbed a car dealer instead of a toy store.
11,1,0,Its just not the same since we moved off the bio-fuel models
12,2,0,My shootin iron, may be a pop gun, but I have a get out of jail free card.
22,17,4,I think we can lose them in Lego Canyon!
13,4,0,We should have left our training wheels on.
15,2,2,Scene from "No Country for Old Boys", unreleased.
17,3,1,(Low budget re-make of Butch Cassidy and the Sundance Kid): "Who are those guys?"
26,21,7,The good news is that they aren't gaining on us!
22,17,4,Should have brought the stick ponies.
15,3,0,You'll never catch us! Due to the curved shape of the rocking horse base and Newton's second law, every force has an equal and opposite force. So even if you push toward us, you will rock backward and not make any forward progress!
17,8,2,Quick! They're not gaining on us
14,6,0,let's split up Lefty, I'll meet you back at the teeter-totter
17,3,3,I hope you stumble on Legos!
15,3,1,You'll never catch 'The Kid'!
17,3,2,They're gaining on us! Let's split up and I'll lose 'em in the canyon!
28,27,8,I just hate these low budget Westerns!
12,1,0,I don't care how much we saved, we are never using that cobbler again.
20,12,3,Keep goin' Bart! We'll lose 'em at nap time!
23,13,5,Back off, sheriff. I've got a cap pistol and I ain't afraid to use it.
12,2,0,quick, let's rock it!
18,9,2,I think we can slow down, they ain't gaining on us.
20,10,3,We should have chosen a hybrid.
14,2,1,Dang - I should have had an extra bowl of Fruit Loops for breakfast.
