caption,unfunny,somewhat_funny,funny,count,contest,target_id
It's a Hairway to Heaven,159,43,32,234,639,450
Can you just buzz me in?,144,53,24,221,639,695
"Oh, how the fables have turned.",155,62,24,241,639,748
"Yes, I’m Repunzel’s son.  Why do you ask?",142,45,26,213,639,362
I feel like you're not meeting me halfway.,158,64,24,246,639,3850
"This usually doesn't happen, I'm just really excited to see you.",168,41,35,244,639,2584
Enough teasing. Come down.,157,43,31,231,639,1779
"Sorry, I'm a little excited to see you.",173,57,30,260,639,3176
"Yes, I suppose I could have brought a ladder. What's your point?",158,69,22,249,639,1950
Thanks for letting me down gently.,154,57,25,236,639,4273
I don't think you understand the gravity of the situation.,161,58,26,245,639,3732
"If you pull me up, I won't let you down.",138,39,26,203,639,208
"What do you mean by ""or am I just glad to see you?""",160,36,33,229,639,3579
I think we need to read the book again.,155,60,23,238,639,3239
"Trust me, the alternative is equally Grimm.",156,41,30,227,639,185
I thought maybe you'd had enough let downs.,154,45,28,227,639,1691
Wait... let's just savor the irony for a minute.,161,45,30,236,639,4163
"Wait, I've got a better idea.",149,52,24,225,639,2630
"Yes, they're extensions.  Quit being a such a princess.",170,57,28,255,639,1077
The dispatcher said you were down a well.,168,58,27,253,639,2775
"Oh, the usual, part it on the left and take 18 feet off the top.",140,58,19,217,639,2142
I'm thinking the ladder might have been a better plan.,146,57,21,224,639,1453
Rapunzel in Australia.,155,38,30,223,639,3484
In hindsight you're right. That's a much better idea.,141,49,22,212,639,1388
"First you pull me up, then I let you down.",151,54,23,228,639,541
The Viagra went to my head.,146,47,24,217,639,704
I think we are doing this all wrong.,163,49,28,240,639,990
I’ll just take the stairs.,153,55,23,231,639,1785
"It’s not you Rapunzel, it’s me.",159,54,25,238,639,2044
I think you're right. I don't think this is how it's supposed to go. Did you read the whole story or just skim it?,152,43,27,222,639,315
I figured you were tired of being let down.,151,42,27,220,639,282
"Okay, here’s where it gets tricky.",151,53,23,227,639,89
Go ahead...the laws of physics havent been discovered yet.,158,50,26,234,639,350
I thought I'd wear it up.,166,56,26,248,639,4108
"I thought this time, maybe you come to my place.",136,52,19,207,639,1137
"Up"" is the New ""Down""",158,44,28,230,639,3786
"Well yeah, I guess your way might work too.",164,54,26,244,639,2526
"Oh, there’s a door in the back?",163,56,25,244,639,3737
"I'm gonna be honest, something about this feels off.",153,51,24,228,639,4218
I don't think you know the gravity of this.,158,53,24,235,639,3032
Take off about two feet and frost the tips.,162,60,23,245,639,966
This kid named Jack fed me magic beans.,165,54,26,245,639,1872
...and so I ate the magic beans.,164,53,26,243,639,3602
We do this a little differently in the southern hemisphere.,156,55,23,234,639,4138
We really didn't think this out.,154,64,19,237,639,920
"Rapunzel, let down my hair!",139,47,21,207,639,3897
The fairy godmother said to call if it doesn't go down after 4 hours.,151,45,25,221,639,3325
"Hurry, before it gets humid.",156,57,22,235,639,4324
I don't think you realize the gravity of the situation!,158,60,21,239,639,1356
Are you Rapunzel? Or am I Rapunzel?,157,51,24,232,639,2529
"Okay, Miss Smartypants, YOU come up with an idea.",156,53,23,232,639,4431
I've got a bad feeling we're doing this all wrong.,152,52,22,226,639,1133
Am I going up or are you coming down?,143,48,21,212,639,3463
I’m starting to see the flaw in this plan,152,60,19,231,639,3353
Donald courts Melania,176,42,32,250,639,2836
"You know, I'd really appreciate it if we revisited the ladder idea again.",145,52,20,217,639,1059
The real prison is gender roles,141,49,20,210,639,2534
If you think that's impressive wait until later tonight!,158,56,22,236,639,1710
"Ok, so I misunderstood....  I'll go get the ladder.",151,56,20,227,639,2613
This is not what I meant when I asked you to reciprocate.,150,47,23,220,639,370
"Hurry up! If this thing stays upright for more than four hours, I'll have to go to Emergency!",153,41,26,220,639,729
What do I do? It's been more than four hours,149,49,22,220,639,3139
"For your information, it's called an updo.",160,62,20,242,639,1253
"That new Viagra shampoo, is wonderful",190,60,28,278,639,2465
"I don't know why, but it always seems to do this when I see an attractive woman",150,39,25,214,639,2817
I forgot which way the story goes.,169,57,24,250,639,3021
Come over? I thought you said “comb-over.”,165,43,28,236,639,2748
"Sorry, this was the best I could do off the top of my head",151,41,25,217,639,3037
It a combination of Viagra and Rogaine!,152,47,23,222,639,3651
Ok-so maybe I didn’t completely think this through.,143,54,18,215,639,2301
It’s a combination of Rogaine and Viagra.,161,53,23,237,639,2985
"Look Rapunzel, it's 2018, things are different now.",173,67,21,261,639,2591
"Careful, they're extensions.",184,53,29,266,639,113
"I don't know. I'm a prince, not a physicist.",149,55,19,223,639,1365
I guess I don't understand the gravity of the situation...,148,46,22,216,639,2780
"Leznupar, Leznupar,   pull up my hair.",154,42,25,221,639,1342
Stairs? I thought you said hairs!,154,50,22,226,639,3015
And then...hold on. I think I have the instructions upside-down.,185,53,29,267,639,677
Yank me up.  It's a new era.,167,48,26,241,639,9
"Leznupar, Leznupar - let up your hair!",168,51,25,244,639,4581
"Gravity won't be explained for another couple hundred years, so just go with it",158,52,22,232,639,1881
"Rapunzel, you don’t understand the gravity of the situation.",160,53,22,235,639,4201
Is that product in your hair or are you just happy to see me?,159,36,28,223,639,3396
How drunk were we the night we made this plan?,173,62,22,257,639,4563
I thought we were going to your place.,149,53,19,221,639,244
Historians will never get our story right.,153,61,17,231,639,4439
My pharmacist accidentally combined my Rogain and Viagra prescriptions.,167,41,28,236,639,1067
It's a wig. I got it at Trump University.,170,37,29,236,639,1224
Or you could come down?,156,52,21,229,639,2776
"In hindsight, I guess a ladder is not a bad idea.",147,51,19,217,639,3740
"Well, I could pull you up, but then where would we be.",174,56,24,254,639,788
I’m not sure we thought this all the way through.,178,56,25,259,639,45
Is that your hair? Or are you just happy to see me?,142,39,22,203,639,4200
We really need to get the elevator fixed.,161,52,22,235,639,367
It's called the Trumpunzel.,171,32,32,235,639,1536
Think of it as an extensions ladder.,149,41,23,213,639,463
Now what?,163,45,25,233,639,266
The ride down might be little hairy,164,43,26,233,639,1929
Didn't you read the story?,178,58,24,260,639,2178
Maybe you could just take the stairs.,164,40,27,231,639,1995
Look; does it really matter who's hair it is?,140,45,19,204,639,2258
I'm not sure I thought this one through.,160,56,20,236,639,1234
It's a combover with superglue. Isn't this Trump Tower?,169,46,26,241,639,3312
"I assure you, I have no problems keeping it up.",151,47,21,219,639,2365
Rogaine merged with Viagra,175,50,26,251,639,83
Are we in the right fairy tale?,174,52,25,251,639,4510
Do you think I could take the stairs this time?,173,70,18,261,639,1322
That's as stiff as if gets.,164,53,22,239,639,2239
"To be perfectly frank, while the hair extension is very nice, I'd rather the money had been spent on a ladder.",150,47,20,217,639,4075
That Rogaine Viagra combo works wonders!,183,55,26,264,639,2755
No mousse. I'm just really happy to see you.,166,46,25,237,639,1000
"Thanks, but I think I'll just use the stairs",150,43,22,215,639,1156
It feels good to let my hair up every once in a while.,169,53,23,245,639,366
"I hate to rush you, but my family has a history of male pattern baldness.",142,48,18,208,639,1477
I was willing to go to any length...,155,62,16,233,639,1294
"Trust me, I can keep it up.",180,44,29,253,639,3473
Wait! I have a better idea.,170,53,23,246,639,3986
I think this relationship is headed in the wrong direction.,172,49,25,246,639,4399
"No, I also have not read the story.",144,54,16,214,639,2745
"You know there’s a door on the other side, right?",156,38,25,219,639,4407
Are you sure you don't want to use the ladder?,158,58,18,234,639,2815
I must have mixed some Viagra in with my Rogaine.,183,48,28,259,639,1545
"Sure, if we do it your way, no one will ever remember my name!",151,39,22,212,639,4537
Just take a bit off the top.,161,41,25,227,639,2014
We should reread the story before going  through with this.,159,61,17,237,639,2964
It's been like this for over 4 hours!  I knew I shouldn't mix Viagra and Rogaine.,164,51,22,237,639,4332
The infomercial said it will stay erect for up to 4 hours.,164,59,19,242,639,3881
"Yes, I am just glad to see you.",193,49,30,272,639,3385
We might need to rethink your escape plan.,171,42,27,240,639,1551
You’re the one who always wants to try something different.,160,48,22,230,639,1702
My therapist said that we should practice some role reversal.,142,52,16,210,639,1861
"Yes, it's a combover - it that a deal breaker?",175,55,23,253,639,1248
"Well, do you have a better idea?",154,65,14,233,639,3143
Can you take a little off the top?,157,35,26,218,639,3770
"Harold, I know extensions when I see them.",152,47,19,218,639,4400
I wasn’t sure which pill was Propecia and which was Viagra—so I took them both.,172,42,27,241,639,2889
I think we're doing this wrong.,160,58,18,236,639,2215
"Rapunzel Rapunzel not upward I go, Rather you slide down -this is different I know.
Slither to me by descending my doo, We'll run off together and share our shampoo...",153,64,14,231,639,1112
"Take your time, they promised 12 hours of maximum hold and lasting shine.",157,42,22,221,639,1680
Did we get this wrong  Punrazel ?,146,46,19,211,639,1122
I accidentally dropped viagra in my shampoo.,193,45,31,269,639,866
"I thought I'd move in with you, instead.",161,45,23,229,639,305
Oh wait! I see what we’re doing wrong!,155,49,20,224,639,2491
"... the last prince with a big comb-over made promises, too!",155,35,25,215,639,2191
"Yes, sorry, it IS a comb-over.",171,48,24,243,639,1435
"Keep holding.  Once it sets, we're out of here.",164,62,17,243,639,4527
Thank you for letting me down gently,158,50,20,228,639,84
No one said role reversal was going to be easy.,159,48,21,228,639,2418
Because I thought you were locked in a dungeon—not a tower.,179,53,24,256,639,4179
"Yes, it's a toupee, so you may want to take the stairs",154,42,22,218,639,2749
Just slide down.,155,37,24,216,639,2046
I was thinking tonight we could go to my place.,165,38,26,229,639,4170
I think it might be easier if YOU came DOWN!,152,56,16,224,639,28
Won't you consider taking the stairs?,152,56,16,224,639,103
Are you sure this is how the story goes?,155,50,19,224,639,119
What do you mean 'What took me so long?',170,57,20,247,639,342
"Manbunzel, Manbunzel, let up your hair!",164,53,20,237,639,2892
I still think my plan was better.,157,51,19,227,639,3313
Maybe I should take the stairs.,157,43,22,222,639,3623
I'm kind of a bigwig.,153,43,21,217,639,732
"What do you mean, ""over-compensating""?",163,52,20,235,639,741
It's called an 'updo'.,177,53,23,253,639,233
I'm thinking we should try this the other way around.,166,59,18,243,639,2857
"Rapunzel, Rapunzel, let down my hair.  I promise I'll call!",164,47,22,233,639,3134
Let's change some details when we write the book about this.,162,43,23,228,639,896
"Someday, Rupunzal, we’ll look back on this and laugh.",158,43,22,223,639,3107
"Rapunzel, just tie it on to the bedpost and think of it as a zip line",140,42,18,200,639,610
"Please, comb down.",160,31,27,218,639,2199
I just had the most hair-raising experience!,163,54,19,236,639,2705
I knew I didn't understand the story.,158,56,17,231,639,1508
I thought maybe it could be my place this time.,155,48,18,221,639,378
"I promise if you pull me up, I'm never gonna let you down.",152,36,23,211,639,3200
The plan is still a good plan...we just need to tweak a few things.,166,58,18,242,639,2010
Did we get it backwards?,170,50,22,242,639,2229
You come down? I thought you wanted me to come up.,160,62,15,237,639,1958
Why can't you ever just meet me halfway?,168,46,23,237,639,2551
"But I just don't think ""Rapunzel, Rapunzel, pull up my hair"" has got the same vibe",154,45,20,219,639,3309
Can you find the gum?,149,47,18,214,639,270
It started out as a man bun.,172,43,25,240,639,1134
I ate the beans,168,51,21,240,639,1330
"I think our plan needs a rethink, sweetheart.",176,48,24,248,639,2193
What do you mean your mother hates my hair?,184,58,22,264,639,3443
I don't respond well to being upbraided.,166,44,23,233,639,3648
Don't come down—haven’t you been paying attention to the news?  Pull me up!,159,42,22,223,639,3459
Never mind the fable.  Grab my hair and pull me up.,155,42,21,218,639,3926
"Trust me, it won't let you down.",161,51,19,231,639,1773
Manesplaining.,153,51,17,221,639,2503
The old way reinforced destructive gender stereotypes.,156,45,20,221,639,3831
Don't tease me so.,184,52,24,260,639,4574
I don't feel you properly grasp the gravity of the situation.,158,54,17,229,639,10
"Grab on and slide down. It'll work because this is a fairy tale.""",163,44,22,229,639,4437
Keep stroking it just like that and I promise it will stay up.,179,48,23,250,639,1661
"Just a little off the top.""",164,55,18,237,639,894
I'll admit I hadn't really thought this through.,154,54,16,224,639,3657
"Rejected Early Versions of Classic Fables, # 16: Rapunzel",182,53,23,258,639,2461
..but we have a great system now: your hair to climb up and mine to get back down.  Why do you want to complicate things by moving in together?,167,42,23,232,639,3541
"Rapunzel, Rapunzel, Let go of my hair!",156,42,21,219,639,194
It's down the up haircase - but I know you can do it!,158,39,22,219,639,1498
"This just feels wrong, somehow.",144,45,17,206,639,1202
Tie it to the bedpost.,158,51,18,227,639,2879
Didn't you read the script?,171,51,21,243,639,4167
You think this is bad? Wait till I take my pants off.,168,36,26,230,639,1454
I feel like I can't let my hair down around you.,179,48,24,251,639,2352
Now we know what happens when Rogaine and Viagra are mixed.,174,37,27,238,639,2867
"It's no big deal that you can get it up, Prince. The question is, can you keep it up?",161,42,22,225,639,4025
"It's now or never, I've got a barber's appointment in an hour.",168,41,24,233,639,3024
"Um, on second thought, maybe you should just take the stairs down.",177,57,20,254,639,1908
"Call me old fashioned, but how about you let your hair down.",150,56,14,220,639,3836
Better I come to you.,163,56,17,236,639,1329
It’s my fairy tail.,157,47,19,223,639,3069
I can just take the stairs.,160,41,22,223,639,3198
Well you're not what I was expecting either.,148,44,18,210,639,833
"Rapunzel, Rapunzel, let down your expectations of gender equality!",164,46,21,231,639,2786
"I know this isn't the way it's supposed to work, but why split hairs.",169,49,21,239,639,1898
"Well, you did say to comb-up and see you sometime.",166,47,21,234,639,1525
"Considering the situation, size actually does matter.",194,51,26,271,639,240
"Fine, might be a few inches shorter than I said on Tinder.",171,42,24,237,639,292
I still can’t believe you’d let me down like this.,152,46,18,216,639,1874
"Yeah, I didn’t really think this through...",154,55,15,224,639,891
"Thank you, but I'm here about the stairs.",158,47,19,224,639,2244
I'm starting to think you're in there for a good reason,157,41,21,219,639,3148
I’ve waited five long years to rescue you.,168,58,17,243,639,2927
I thought it would be easier if you came down rather than me coming up.,169,56,18,243,639,3435
"‘‘‘Tis not the only thing that has risen towards thee, my love!”",182,43,26,251,639,3971
"What do you mean ""no""?",152,56,14,222,639,3453
You're the only one I can get it up for.,156,29,24,209,639,3483
Do you have a better idea?,152,48,17,217,639,3677
I mixed Viagra with my hair gel. You should be able to slide right down.,163,39,23,225,639,2672
Correct. I don't get the gravity of the situation at all.,158,49,18,225,639,3497
"I admit, the physics of this probably makes less sense",172,47,22,241,639,2099
Can we tell people it was the other way round?,168,55,18,241,639,3710
The therapist suggested we try some role reversal exercises.,158,54,16,228,639,1200
"Mine, yours. Stop splitting hairs and get down here.",163,44,21,228,639,1725
"Fear not, my princess. It’s a good hair day.",163,57,16,236,639,1899
Lather! Rinse! Rappel!,171,41,24,236,639,3214
I'd prefer to use the stairs,174,61,17,252,639,1847
"Just a little off the top, please.",150,49,16,215,639,871
I'm just excited seeing you!,156,39,20,215,639,3223
"Oh no, wait, YOU should grow the hair.",158,51,17,226,639,3008
"I prepared for this role for thirty years, and now you’re telling me I misread the script?",165,50,19,234,639,4457
They're still out of ladders,163,46,20,229,639,2840
Don't overthink it. Just climb down.,155,41,20,216,639,381
"What do you mean ""you were holding the instructions upside down?'",152,47,17,216,639,3183
Your hair looks Grimm.,171,53,19,243,639,947
"Rapunzel...rapunzel let go of my hair! She was only a friend...I promise, I swear!",168,46,21,235,639,458
In this story you pull me up and we hide happily ever after.,169,49,20,238,639,1432
For some reason I felt like we're doing it wrong,166,55,17,238,639,1728
"And I thought to myself, why am I always doing the climbing?",165,57,16,238,639,1927
Ironic isn't it.,152,44,18,214,639,692
My hairdresser claims it's good  for up to 125 pounds.,149,50,15,214,639,2679
"When you go low, I go high",181,56,20,257,639,3698
"Unfortunately, I can't keep it up very long!",171,50,20,241,639,2697
Could you take just a little off the top?,155,44,18,217,639,2269
"Ya know, it might be easier if you just jump.",134,38,16,188,639,3925
"At first, I did it to flip the narrative on gender stereotypes, but now I'm just enjoying the look.",152,46,17,215,639,2098
I don't unwind my knight-bun for just any princess.,165,51,18,234,639,927
Now you show me yours,170,41,23,234,639,4358
"By extension, I desire thee.",153,49,16,218,639,1176
"""Comb-over? I thought you said come over!""",165,43,21,229,639,1117
"Oops, my bad! I thought you asked me to get extensions, not an extension LADDER!",167,39,23,229,639,3659
"Rapunzel, Rapunzel, this ain’t gonna work the way we thought.",168,55,17,240,639,4034
"Well, mostly it's for cats in trees.",179,51,21,251,639,347
"Glad to meet you, Rapunzel.  I'm Prince Rogain.",177,42,24,243,639,4022
"Leznuper, Leznuper, up hair my let.",185,44,25,254,639,67
I really feel that our relationship is starting to gel.,157,43,19,219,639,3682
"Rapunzel, Rapunzel, let up my hair? No, wait, Rapunzel, Rapunzel, let go of my hair? No wait....",167,54,17,238,639,3295
I guess we didn't think it through.,183,53,21,257,639,3460
Maybe we should take a second and rethink this.,145,41,17,203,639,3885
"If we want this fairy tale to endure, we've got to come up with something better than, ""Ralph, Ralph, toss up your comb over.""",154,54,14,222,639,3742
I always wear my hair up. Why do you ask?,164,52,17,233,639,117
"Ouch! Rapunzel, Rapunzel, let down my hair!",176,46,22,244,639,1378
Hello my name’s Prince Hairy.,164,57,15,236,639,4021
Jack gave me some beans and this happened.,186,44,25,255,639,3338
How about we not get hung up on gender roles?,162,48,18,228,639,1947
"Rapunzel, rapunzel, please let down my hair!",164,44,20,228,639,2498
"Yeah, I dread locks too.",166,40,22,228,639,2812
That's enough gel. Now slide down.,159,41,20,220,639,849
"So I was standing in the back of the Great Hall and I told the witch ""I wish I was next in line to be heir to the throne."" But it was loud in there, and the next thing I knew...",178,52,20,250,639,3292
"I don't see why you're so surprised, it was listed on my profile!",174,47,21,242,639,1228
Do you believe I'm your brother now?,172,51,19,242,639,2519
"Tell me again, why can't we use a ladder?",162,58,14,234,639,3681
It’s gelled.  You should be able to just slide down.,154,43,18,215,639,1073
I don't believe we thought this all the way through.,161,52,16,229,639,353
"I always doubted climate change, and now I'm not sure about gravity.",169,54,17,240,639,762
OK that was the hard part; now pull me up.,171,50,19,240,639,3187
Is this really the time to split hairs?,157,47,17,221,639,255
Sir Isaac Newton be damned.,156,49,16,221,639,3931
"In retrospect, it probably made more sense for you to climb down first.",163,35,23,221,639,4078
"Sure, we'll have some drain issues but I'm hoping we can work through that.",165,49,18,232,639,1838
It's male pattern boldness,174,49,20,243,639,1630
"Sorry, Melania, I need all of it for my comb over.",160,46,18,224,639,3294
Must you check for lice every time I come home?,175,52,19,246,639,1876
"Well, could you at least help me get it back into the hat?",162,47,18,227,639,1375
You have to climb down the up haircase.,182,43,24,249,639,4306
Why do we always go to your place?,157,44,18,219,639,198
I can keep it up all night too.,169,38,23,230,639,2305
The plan looked good on paper.,172,50,19,241,639,521
"If you pull me up, I will never let you down.",161,47,17,225,639,4026
Don’t I look presidential?,178,48,21,247,639,2973
"The supplements said they'd make me bigger, they just didn't say where...",159,37,21,217,639,2478
Thinking outside the locks.,158,39,20,217,639,2490
Could you explain to me again how this is supposed to work?,160,53,15,228,639,1924
Something went terribly wrong after I ate some of Jack's magic beans.,173,45,21,239,639,2226
It's been like this for almost four hours.,173,45,21,239,639,4097
This is not going to be a fairy tale ending.,139,46,13,198,639,250
You were right all along.  It's me who needs the rescuing.  I'm sorry.,176,49,20,245,639,3759
"Rapunzel, Rapunzel, let down your sexist preconceptions.",178,47,20,245,639,4388
Rapunzel! Rapunzel! Could you let down my hair?,169,45,20,234,639,884
"In hindsight, building a ladder would have been quicker.",171,46,20,237,639,1878
"Yes, today is a good hair day.",158,54,14,226,639,1690
"I said, 'Come over,' not 'Comb over!'",167,36,23,226,639,2579
"Simple. First,you pull me up. Then I hang by my heels and you slide down.",161,48,17,226,639,3204
It's easier if you just pull me up.,190,49,23,262,639,1764
Would you like to tie the knot?,192,45,25,262,639,3063
I think we're seeing a paradigm shift.,180,51,20,251,639,3730
Things just always seem to work this way here in Australia.,177,39,24,240,639,767
"Wait a minute Rapunzel, I think we got this backwards.",163,49,17,229,639,1283
"Sure, now you appreciate my comb-over.",167,41,21,229,639,4386
"Well, I thought those magic beans would make a good casserole.",174,50,19,243,639,3178
I’m pretty sure the book says “let DOWN your hair.”,161,58,13,232,639,1298
I see they don't offer physics in your kingdom.,162,38,21,221,639,801
This isn't what I meant when I suggested you reciprocate.,163,36,22,221,639,1577
It also makes the best man bun in the land.,159,44,18,221,639,3311
They're extensions.,189,61,18,268,639,623
"It’s a Trump toupee. The combing instructions are impossible, but it claims to be the best hairpiece for rappelling women.",194,51,23,268,639,3163
"Be careful coming down, the mousse makes it slippery.",176,51,19,246,639,502
"It's not symbolic of anything, just climb down.",158,51,15,224,639,4135
Just even up the ends.,169,52,17,238,639,179
I am just happy to see you.,170,52,16,238,639,1558
You should see it when it's curly.,172,51,18,241,639,2151
"Finally, a good hair day!",141,36,17,194,639,3202
Why upbraid me? I am here just to change your locks!,161,38,20,219,639,2231
"My recipe is equal parts Pantene, Rogaine and Viagra.",160,39,20,219,639,2849
"Chapter One of:

""Dyslexic Fairy Tales""",173,41,22,236,639,2735
"Leznupar, leznupar...",166,42,20,228,639,851
"No, no. Just jump !",164,47,17,228,639,2114
"I""'ll pull you up, then you can let me down""",149,35,19,203,639,1925
"Alas, no winch for the wench.",193,52,22,267,639,4352
You wanted long stairs to get down? I thought you said long hairs.,172,53,17,242,639,1530
We didn't think this escape plan all the way through.,177,43,22,242,639,3308
"Nice, but I'm actually waiting for the HEIR apparent.",158,40,19,217,639,4301
Let’s make this easy. Take the stairs!,166,52,16,234,639,2791
For once just take the elevator like everyone else.,179,49,20,248,639,2935
The school board had the story rewritten to be hair neutral.,172,45,20,237,639,361
The bottle said extra strong maximum hold. It even spelled extra and maximum with two x's. I think you'll be fine.,182,48,21,251,639,1308
The barber called it an up-do.,152,44,16,212,639,403
That's not how this works. It's not how any of this works.,152,45,15,212,639,2804
My ex got the ladder.,150,48,14,212,639,3601
I still say a Zip Line would be easier.,163,50,16,229,639,4384
I got the idea watching the president.,180,39,24,243,639,3210
"Just deal with it: you expected Prince Harry, but you got Prince Hairy.",180,39,24,243,639,3918
"Look, I've already met you more than halfway...",153,52,13,218,639,3683
Explain to me again how this is going to work....,167,47,18,232,639,790
"Fear not, fair maiden. The man bun obeys neither fashion nor physics.",162,39,20,221,639,587
I'm thinking man-bun.,178,40,23,241,639,1754
Pull me up...haven’t you ever heard of gender equality?,171,54,16,241,639,3449
"Rapunzel, I am your father.",194,36,28,258,639,1795
I'll just go get the ladder.,179,43,22,244,639,2241
"Yes, I'm happy to see you!",169,40,21,230,639,846
Can we do MY place next time?,186,39,25,250,639,1092
"Seriously, the one grey hair is your takeaway ?",171,46,19,236,639,2292
"Yes, it's a comb-over.",158,49,15,222,639,3802
Maybe pull me up for once.,162,46,17,225,639,4547
This should work Rapunzel - I mixed some Viagra in with my Rogaine and BINGO.,166,38,21,225,639,4561
"Sir Rogaine, at your service m'lady.",153,41,17,211,639,1323
It's for when you sleep over at my tower.,150,47,14,211,639,3307
Wanna comb over to my castle?,155,42,17,214,639,2066
"Yes, the cartoons HAVE been getting weaker lately!",170,40,21,231,639,961
I believe I’m the hair apparent.,169,42,20,231,639,2071
"Brylcream and gorilla glue, my sweet.",167,46,18,231,639,3417
'I think we got this backwards.',151,55,11,217,639,42
I need you to know that I don't let my man bun loose and up just for anyone.,155,47,15,217,639,976
For many years I did Trump impressions.,184,40,24,248,639,1591
Pull me up and then I let You down.,159,39,19,217,639,3892
"I don't know, I thought it made sense—you've never been outside, i'm afraid of heights....Just climb down.",179,55,17,251,639,1141
"Okay, I showed you mine, now show me yours.",162,38,20,220,639,2903
This really only works when you come to my place.,163,41,19,223,639,738
"No, no,no, you climb down...",161,45,17,223,639,2747
The ad said “male enhancement gel...”,153,38,18,209,639,3432
"Are you sure,viagra shampoo?",177,46,20,243,639,1192
Are you sure you thought this through?,172,56,15,243,639,3438
"Rapunzel, let down my hair, please.",178,49,19,246,639,4284
I said I'd show you mine if you'd show me yours.,189,37,26,252,639,4045
Trust me. This is the hard way.,169,54,15,238,639,486
Maybe get a ladder ??,180,32,26,238,639,3990
Just take a little off the top,177,43,21,241,639,2203
I’m just saying... It’s going to be easier for you to come down than for me to go up.,160,49,15,224,639,877
"I get the irony Greg, but exactly how is this supposed to help me?",179,44,21,244,639,1694
"Um, I'm beginning to think that you should've gone first!",166,42,19,227,639,831
You sure this is how it's supposed to go?,161,53,13,227,639,2685
Maybe we should trade places,181,45,21,247,639,1529
It's looking Grimm.,158,35,20,213,639,3805
A little off the top.,179,54,17,250,639,630
Let's try this with me up there and you down here.,163,40,19,222,639,2107
Stop nitpicking and pull me up!,173,53,16,242,639,511
This is the first time you've ever let me down.,176,47,19,242,639,4267
I'm sorry. I must have wandered in to the wrong fairy tale.,191,50,21,262,639,2921
"Please, Rapunzel, I did not come all this way just to be upbraided by you.",161,49,15,225,639,4146
"Comb-over, Comb-over, I call Rapunzel over!",150,48,13,211,639,1462
Would you mind climbing down instead?  I'm afraid of heights.,168,45,18,231,639,2635
Really Donald?,169,43,19,231,639,3087
"Don't yell at me, it's a lot harder to throw it up!""",170,46,18,234,639,3342
"Well, it started as a simple comb-over...",160,38,19,217,639,1501
