caption,unfunny,somewhat_funny,funny,count,contest,target_id
That guy? He’s a legend around here.,170,80,34,284,647,5428
"All I said was ""I've seen bigger"".",174,70,38,282,647,566
I hate it when you won't ask locals for directions.,187,62,45,294,647,643
He doesn't think we're real.,185,69,42,296,647,3157
He says he might have the right charger.,187,79,39,305,647,4859
"He said he was ready to go public, but with the government shutdown, no one at the Smithsonian picked up the phone.",174,58,41,273,647,2922
"If we could just stop arguing, we might actually see something interesting!",173,60,40,273,647,5172
"Let’s leave our phones home,” you said",178,62,41,281,647,1698
"Can't you just ask for directions, he's clearly a local.",189,67,43,299,647,5724
"Unlike you, I'm fine with asking a local for directions.",171,81,32,284,647,1447
"No, it is his brother Abysmal.",156,65,32,253,647,641
You and your 'let's experience the hike and not bring a camera',167,70,34,271,647,5732
"He’s mature, ruggedly handsome, and not lost.  Owen, this is goodbye.",165,80,30,275,647,4718
He saw me but said his friends would never believe him.,170,60,38,268,647,1221
"SERIOUSLY, he whistled at me, and you do NOTHING?",177,64,39,280,647,5600
"No, Craig, I don’t believe Bigfoot is over my left shoulder. I believe you have commitment issues.",153,60,32,245,647,2317
You never look at ME like that.,133,60,25,218,647,1713
Climate change has everyone relocating.,162,56,36,254,647,3089
Don't bother. He's lost too.,172,72,34,278,647,1159
He doesn't believe in you either.,179,64,39,282,647,2644
I told you getting a guide off the internet was risky.,168,76,31,275,647,5665
He said he'll come back down after the 2020 election.,182,66,39,287,647,1714
He doesn't believe we exist,183,73,37,293,647,1786
"He said, ""I exist. Get over it.",168,75,31,274,647,1694
He says we don't exist.,179,64,38,281,647,1748
"Oh, like we don’t run into your exes every time we go grocery shopping.",175,66,36,277,647,4346
"For once, can you just admit I was right?",169,60,36,265,647,5607
"I swear, if you say, ""Are we there yeti?"" one more time....",170,52,39,261,647,1843
"Let's get back to nature"", you said. ""Leave the cell phones in the cabin"", you said",162,56,35,253,647,4328
He says it's not us..he can't get cell service either.,181,77,34,292,647,1096
"He said it’s always been on his bucket list, too.",175,80,31,286,647,5576
"Well, Mr. Know-It-All, it looks like that wasn't fresh grizzly bear scat we've been seeing on the trail today.",170,60,36,266,647,4600
He says he will give us each a pair of skis if we sit through a time share presentation.,166,56,36,258,647,4045
‘He said that he had never actually believed that we existed before now.’,184,73,36,293,647,2917
I don't see why people think being blind takes away from the hiking experience. We aren't missing a thing!,163,61,33,257,647,4031
"I'm sorry, Todd.  But he just seems better prepared for what's ahead.",153,69,27,249,647,2364
He’s blurrier in pictures.,176,61,37,274,647,5571
You’re supposed to say ‘Snowperson’.,199,65,43,307,647,3159
That reminds me; did you call your Mother?,154,54,32,240,647,396
Jason has really changed since being on the paleo diet.,157,56,32,245,647,4251
He said we have to leave. The park is closed.,174,66,34,274,647,4830
"Quick, give me the grainiest camera you have.",190,57,42,289,647,3143
I thought YOU were bringing the camera.,179,70,34,283,647,1593
He’s the new Secretary of the Interior.,181,66,36,283,647,4391
He’s having a wall built and he says we’re paying for it.,189,47,45,281,647,599
No problem!  He doesn't believe in us either.,166,72,29,267,647,3751
"No, I told YOU to bring the camera!",182,72,34,288,647,480
"Balding, orange hair, small paws, thinks he's the King of the mountain . . . . I'm sure it's him.",199,76,38,313,647,1160
"Way to go, genius! The politically-correct term is 'Sasquatch-American'!",174,58,36,268,647,334
Seriously! Why is it so hard for you men to ask for directions?!,170,66,32,268,647,1522
"I trust him, he's a local.",183,72,34,289,647,5914
"He said to ""unfollow"" him.",162,64,30,256,647,3400
All the brochure said was “Expert Guide.”,196,78,36,310,647,5391
No one is going to believe us! The first blind couple to hike to the peak!,178,43,42,263,647,3603
No. I was water bottles. You were camera.,207,64,44,315,647,2784
Do you still want to meet others matching your DNA?,189,53,42,284,647,6024
"Why is it always my ""stupid camera"" when we leave it in the car?",177,68,33,278,647,1893
"He says since 2016, he doesn't feel all that abominable.",182,58,38,278,647,2634
Nobody will believe him when he says he saw us.,174,56,36,266,647,3507
That was awkward.,174,64,33,271,647,3096
"...aloof, a bit abrupt, but certainly not abominable.",172,65,32,269,647,467
What do you mean you forgot to bring the camera?,195,80,34,309,647,5351
The Big Foot is not actually his most notable feature.,180,66,34,280,647,3434
Great. Today would be the day you forget your camera.,175,70,31,276,647,2022
"We haven’t seen a soul in days and now, you’re too proud to ask for directions?!",194,61,40,295,647,378
I found our sperm donor.,194,58,41,293,647,1152
This is not what I expected when they said we'd have a native tour guide.,180,97,23,300,647,4204
Suddenly you look better to me.,172,78,27,277,647,2173
"Well, at least HE's not afraid to ask for directions.",192,52,42,286,647,4565
"Yeah, but I never thought I'd see Trump in the White House either.",178,48,39,265,647,3141
"We're high, but not that high, are we?",189,78,32,299,647,419
I'm not looking at that hairy butt for the next ten thousand feet!,161,73,25,259,647,1913
"'Let's live in the moment,' you say...'NO phones, NO cameras'.  Wayda go, Brad.""",181,59,36,276,647,5710
He says he can’t help us because he doesn’t actually  exist.,159,59,29,247,647,6048
The old “Look behind you” joke.  Creative Paul!,156,62,27,245,647,1308
Would it kill you to ask for directions?,170,60,32,262,647,50
He said time waits for snowman.,178,70,31,279,647,4264
"Fine, if you won’t ask him for directions I will.",164,60,30,254,647,488
"If your goal for today was to make a yeti cry, then congratulations Tom....",190,60,38,288,647,679
He asked me who was President. I told him and he laughed.,197,66,38,301,647,1045
"Yeah, like I'm gonna trust the guy who needs a pole to hike up this mountain versus the one who's doing it butt ass naked.",175,55,35,265,647,2264
He  says he's going to a summit meeting.,177,77,28,282,647,1570
I refuse to have this conversation every time we run into one of my ex boyfriends!,186,59,37,282,647,2152
I think this ancestry-DNA search has taken us as far as we want it to,188,78,31,297,647,841
"No, you said YOU were going to bring the camera.",175,72,29,276,647,1763
"See, even he asked for directions!",178,66,32,276,647,4686
Furloughed. He works in the park.,179,64,33,276,647,5269
"Crap, he's lost too.",173,67,30,270,647,1266
He asked if we'd wait here while he gets his video camera.,160,64,27,251,647,411
He just wanted the WiFi password for the lodge.,178,51,37,266,647,4381
He has cousins in Oregon.,175,71,29,275,647,2321
Remember when you said my camera would be too much extra weight?,190,64,36,290,647,1517
"Well, maybe you should treat him like he exists…",181,76,29,286,647,3118
Bigfoot doesn’t believe in you either.,180,72,30,282,647,3708
He said he's going to build a wall and the valley residents are going to pay for it.,185,56,37,278,647,3555
Time in the Trump White House definitely changes a person.,185,53,38,276,647,2247
"Jesus, Doug, you can't just call someone ""abominable""",186,51,39,276,647,4989
I suppose you forgot the camera again.,196,71,35,302,647,1229
"NO, ""Are we there yeti?"" is NOT a funny joke when he's standing right there!!",196,71,35,302,647,2793
I’m going with him. HE was willing to stop and ask for directions.,199,56,41,296,647,4963
Why am I the one who always has to ask for directions?,201,63,39,303,647,5675
He said he's heading north before there's a wall going into Canada.,172,49,35,256,647,1161
He said he'd be right back with a non-disclosure agreement.,186,64,34,284,647,2005
"I don't care what he is, we're asking for directions!",168,77,24,269,647,3465
And Yeti persisted.,180,70,30,280,647,3380
"He finds ""abominable"" offensive and prefers ""snowperson.""",196,58,39,293,647,2057
"He says it's only another hundred yards to the summit, but that he wasn't expecting visitors and we should give him a few minutes to straighten the place up.",167,73,25,265,647,1679
It's 2019 - the correct term is abominable snowperson,170,67,28,265,647,6070
His big foot isn't the first thing I noticed.,182,60,34,276,647,3251
He said that his mountain is closed because of the government shut down,184,53,37,274,647,4015
"You stare at his ass for the next 5,000 feet if you like. I'm going back to the chalet",189,80,29,298,647,5245
Quick... Grab the camera that only takes blurry pictures!,197,55,40,292,647,1148
It would seem more real to me if there were footprints.,176,65,30,271,647,1660
"That's another ""no"" for chief of staff.",183,48,38,269,647,1719
Too late. He's already signed with Nike.,198,72,34,304,647,47
"You and your ""Let's leave our phones at the lodge.""",194,68,34,296,647,1967
"Great, the day we decide to 'be present' and leave our smartphones behind!",169,69,26,264,647,3726
The Iceman Leave-ith.,200,58,39,297,647,906
He asked that we get off his lawn.,172,77,24,273,647,4098
"If anyone is acting abominable right now it’s you, Brad.",197,81,30,308,647,2910
I was lost. He kept me warm.,185,65,32,282,647,2892
I think the acid is kicking in.,171,56,31,258,647,4076
"You won't believe this, I just saw Steve Bannon in the nude.",184,47,38,269,647,5942
"Well, I like him.  He doesn't talk about himself all the time.",186,77,28,291,647,5622
"Why won't you ever ask anyone for directions, Carl?",151,56,25,232,647,1354
"Don't worry,if it was real it would have footprints.",167,52,31,250,647,192
"We get as far away from New York as we can and, like, literally on the first day, BOOM, celebrity sighting!",180,77,26,283,647,4288
"See, easy. I don't get why you men are so scared of asking for directions.",185,67,31,283,647,5499
I don’t think your dad likes me.,173,54,32,259,647,5863
He said to wait while he gets his family. They don't believe in Smallfoot.,188,55,36,279,647,4940
"NO GEORGE, my nipples are hard because it’s COLD!",191,49,39,279,647,5652
He wants us off his lawn.,192,58,36,286,647,311
"He's Sasquatch, but he identifies as Yeti.",181,46,37,264,647,3780
"Aloof, yes — abominable seems excessive though.",177,71,27,275,647,5470
He’s just run back for his camera - I told him we wouldn’t mind waiting.,189,61,34,284,647,5366
"Really, Larry? CHEWBACCA?",169,50,32,251,647,3967
He wanted to know if we had any weed.,181,71,28,280,647,910
"I know, but he says he has wi-fi back at his place.",171,57,30,258,647,574
"Wow, and to think all this time the legend has been about the size of his foot.",187,56,35,278,647,2779
You had to ask him right off about evolution?,185,60,33,278,647,6012
"What do you mean, you don't have the camera?!",186,72,29,287,647,325
Now you want to ask for directions!,180,67,29,276,647,3105
He said he thought we were a hoax.,179,69,28,276,647,5637
"Abominable yes, but in a good way.",160,70,22,252,647,580
I showed him the video but he still thinks Trump is a mythical beast.,181,59,32,272,647,5584
"All he asked was, is Trump still president?”",204,58,39,301,647,6029
She's pissed because Everybody thinks she's a male.,188,56,35,279,647,2620
He may be abominable but at least he hasn't been complaining the whole trip.,182,65,30,277,647,721
"You go first now, I’m tired of looking at his ass",182,65,30,277,647,1157
This happens literally every time I forget my phone.,176,74,25,275,647,5820
Cool! What's next on your bucket list?,193,71,31,295,647,1061
You SERIOUSLY did not bring a camera?,173,63,28,264,647,547
Why?  He makes me laugh.  That's why.,186,68,30,284,647,3767
"Well, Daniel, if you really must know, he said I could do better.",185,67,30,282,647,4920
"I'm just dying to ask  'Are we there, Yeti?'",185,67,30,282,647,5798
"Bro, if you aren't sure, use gender neutral pronouns.",192,67,32,291,647,438
He's pretending we don't exist.,194,63,34,291,647,3070
Incredible! He wasn't ashamed to ask for directions.,199,61,36,296,647,5907
I could not understand him.  He was talking in Yetish.,212,63,39,314,647,2151
"I really think it’s time to swallow your pride and ask for directions, Steve.",186,67,30,283,647,5635
It's definitely time for the oxygen.,181,77,25,283,647,6030
What’ could possibly be more important than what I have to say?!,186,64,31,281,647,873
I know what a Yeti is. It's your mansplaining I find abominable.,210,61,39,310,647,131
"The politically correct phrase is ""Hirsute-American""",177,51,33,261,647,3520
"Actually, I expected a female president to appear first.",188,54,35,277,647,1559
"He said you’re hallucinating, probably dehydrated, and drink more water.",189,63,32,284,647,5393
"He said to tell Mr. Trump,he isn't interested in being Attorney General!",209,48,43,300,647,1257
"I asked, “Are we there, Yeti?” but he didn’t even crack a smile.",177,67,27,271,647,5934
A picture is worth a thousand words only if someone's husband didn't forget the camera !,180,72,26,278,647,3890
He’s upset.  He found out what ‘abominable’ means.,193,60,34,287,647,2504
He was really very nice.  All he wanted was a selfie to prove that humans actually exist.,194,69,31,294,647,1143
"He prefers ""Differently-Sized Foot.""",174,64,27,265,647,1670
The iceman goeth,184,55,33,272,647,1686
"Apparently ""yeti"" is no longer politically correct.",183,71,27,281,647,79
I didn't like his altitude.,192,64,32,288,647,856
"What happens on K-2,stays on K-2.",173,74,23,270,647,2863
Quit being so stubborn and ask him for directions!,182,67,28,277,647,736
He says the restrooms are closed during the shutdown.,190,51,36,277,647,6022
"I asked, but he's not from around here.",153,55,24,232,647,4894
"Actually, I'd say more ""rude"" than ""abominable.""",174,66,26,266,647,2972
Why are you always afraid to ask for directions?,176,48,33,257,647,5044
I met him on Timber.,176,56,30,262,647,4613
I don’t know why they call him abominable. He’s delightful.,194,67,31,292,647,4513
"If he comes back, just tell him that you meant to say ""adorable.""",171,57,28,256,647,3132
"Okay, Mr. Mountaineer, now you can tell people even Bigfoot thinks you’re a jerk.",176,58,29,263,647,1133
He wanted to know if there REALLY is a Donald Trump.,195,59,34,288,647,1124
Look at me when I'm talking to you!,194,61,33,288,647,4739
We got our selfie. Now let's go before we miss the plane to Loch Ness.,192,51,36,279,647,4155
"He's going to put his clothes on, he didn't know we were up here.",177,53,31,261,647,3367
I guess that wasn’t moose scat.,189,54,34,277,647,181
"We just had coffee, I swear.",178,70,25,273,647,1336
"Oh, like your back is any less hairy.",194,63,32,289,647,4570
I'm sorry John. I've found my missing link.,173,66,25,264,647,5083
Why is it so hard to just admit when you're lost and ask for directions?,198,52,37,287,647,620
How come nobody is leaving footprints?,192,61,32,285,647,2886
"From now on, I'm in charge of packing the camera.",175,56,29,260,647,5058
He makes me feel like a natural woman.,174,69,24,267,647,2086
"No, he doesn't talk, but he smiled when I called him ""Chewbacca.""",174,69,24,267,647,2826
He thought we were just a myth.,184,60,30,274,647,2009
"They never believe him, but he's going to tell his friends he spotted us.",192,69,29,290,647,253
And I thought you had a hairy ass.,180,54,31,265,647,423
He just wanted to know if Mueller had completed the investigation yet.,178,58,29,265,647,994
NOW you're telling me you forgot the camera?!,181,63,28,272,647,369
He said: 'You never saw me',193,64,31,288,647,5785
"Aloof, maybe, but abominable?",184,68,27,279,647,508
Quit trying to make me look.,185,77,24,286,647,3170
"Yes, I'm going with him. He's confident, reliable and doesn't carry a custom walking stick!",195,54,35,284,647,1741
Well how much would you have tipped him?,195,65,31,291,647,3128
"He said, ""Go back and tell them that my name is NOT Bigfoot, Yeti, or Sasquatch. It's Frank. My name is Frank.""",181,68,26,275,647,3335
Ask me again in 9 months.,182,52,32,266,647,2533
He wanted to know if we had any Grey Poupon.,200,77,28,305,647,4792
"Dude. Stop asking 'are we there, Yeti?'",169,53,28,250,647,3169
YOU tell him he's off trail.,183,61,29,273,647,2996
"Maybe you're the abominable one, Gary.",187,61,30,278,647,4084
Don't you just hate getting passed by someone older than you.,188,59,31,278,647,4309
“We’ve been invited up for drinks at six.”,182,71,25,278,647,4938
He said he's tired of submitting cartoon captions to the New Yorker and getting rejected ...,176,58,28,262,647,5258
He's looking for a open bathroom since the park has been shut down.....,188,45,36,269,647,3618
"What you see on this mountain, stays on this mountain.",197,71,29,297,647,5504
"Wow, that was a near myth!",202,61,34,297,647,6023
Rob! He was just starting to trust us! “Are we there yeti!?” Really?!,202,72,30,304,647,3108
"He hasn't seen him, either.",187,66,28,281,647,3415
"Roger, I'm leaving you. Size matters.",198,55,35,288,647,3685
We have to wait here while they review our asylum request.,180,66,26,272,647,3061
"He says he's building a wall, and he wants us to pay for it.",172,46,31,249,647,930
Nudists have had to adapt to the climate up here.,177,58,28,263,647,2993
"If you won't ask him for directions, I will.",162,52,26,240,647,298
"We both listed ""like to hike"" on our profiles and he's vegan too.",179,65,26,270,647,4946
He said he's going to the summit on climate change.,191,63,30,284,647,3665
"Has it ever occurred to you that perhaps you're the abominable one, Craig?",185,61,29,275,647,713
I'd rather just follow him on Twitter.,182,67,26,275,647,5909
"He says, “If you were hung like he is, you wouldn’t wear pants either.”",200,53,36,289,647,1238
Yeti persisted...,190,59,31,280,647,561
He wolf-whistled me and you just stand there doing nothing?,182,50,32,264,647,4548
"And you just couldn't, possibly, have asked him for directions ?",186,53,32,271,647,2611
"...let's leave our Iphones at the camp site and enjoy nature without any outside distractions.""  Well, what a great idea that turned out to be.",197,64,31,292,647,2961
I think we are officially too high now.,213,76,31,320,647,1560
JUST ASK FOR DIRECTIONS!,183,56,30,269,647,5565
I don't believe in you either!,181,71,24,276,647,4569
What do you mean he makes you feel inadequate.,185,63,28,276,647,5568
He's not coming back down until Trump is impeached.,191,62,30,283,647,3381
What do you mean you forgot the camera!?,172,53,28,253,647,5949
"I already told you, Gary, he’s just a friend from college.",178,52,30,260,647,5429
He was asking about the Mueller investigation.,188,51,33,272,647,3791
"With Jim and Nancy deep in conversation, yet again, the illusive Yeti escapes unnoticed.",179,55,29,263,647,175
Don't look at me like I don't exist.,178,57,28,263,647,5250
"No, really, Josh.  I think he'd be perfect for your sister.",189,68,27,284,647,1082
He says we're a figment of his imagination.,170,70,21,261,647,144
"Nice work, now he’s offended. It’s 2019, they are called Abominal Snow PEOPLE.",179,52,30,261,647,2808
You know how angry it makes me when you don’t look at me when I’m speaking to you.,195,64,30,289,647,3124
"Gary, I NEVER said back hair was a deal breaker.",206,64,33,303,647,338
"I'm leaving. And yes, Dan, size does matter.",179,49,31,259,647,3514
Downwind is not where to be.,191,77,24,292,647,4814
I've met someone.,166,72,19,257,647,3517
"Well, there's a busted myth--he seemed perfectly lovely.",181,72,23,276,647,2038
"Well if that's how you feel maybe you shouldn't have put ""adventurous"" in your profile",174,75,20,269,647,5728
Stop changing the subject again like you did at that lake in Scotland!,182,48,32,262,647,5842
Quick. Go ask if he'll take our picture.,194,65,29,288,647,850
"I've been lying to you,Dave. Size does matter.",188,55,31,274,647,2679
"Jesus Christ, will you stop following me Greg! I’m with Harry now. It’s time for you to let go.",194,51,34,279,647,2103
You never liked ANY of my boyfriends!,167,72,19,258,647,1076
That reminds me.  My mother-in-law is coming to visit next week.,193,50,34,277,647,813
I thought you brought the camera,181,52,30,263,647,1509
"A little surly, sure, but abominable?",205,78,27,310,647,1188
"He said he came down to get his ""23 and me"" results.",210,57,36,303,647,3594
"He called me Snowflake, Roger. Are you going to let him get away with that?",198,59,32,289,647,1140
"He said if you keep whistling he's going to eat us, and I agree.",187,59,29,275,647,797
He said that from now on he'd prefer to be known as 'The Somewhat Ill-Tempered Snowperson.',183,67,25,275,647,1820
YOU ask to take a selfie with him!,204,77,27,308,647,5552
"I’m not asking for directions! Let’s just follow him, he looks local.",199,62,31,292,647,3946
"Not to be nitpicky, but I think you're supposed to say, 'Abominable SnowPERSON.'",158,59,21,238,647,1267
He says he's not coming down until after the 2020 elections.,185,46,33,264,647,1545
Oh just ASK,175,66,23,264,647,3281
I said are we there?”He said “Not Yeti.,178,60,26,264,647,3888
He told us to get off his lawn.,183,50,31,264,647,4592
"We can digital detox in February, Stu - Gimme the damned iPhone.",205,47,38,290,647,2862
He just needed to borrow my chapstick.,189,68,26,283,647,5196
"Actually, it's your attitude that I find abominable.",178,57,27,262,647,1986
We can still claim First Ascent. No one will believe in him.,198,58,32,288,647,604
And you wasted your batteries posting trail pics on Instagram.,195,64,29,288,647,5748
Turns out they’re  not that rare.,185,73,23,281,647,1345
"Yeah,yeah,yeah,I'm sure the YETI is behind me.  I'm not falling for that line again!",187,69,25,281,647,3200
I think we're going to need another pronoun.,198,74,26,298,647,1079
"He says, no thanks, he's satisfied with his current Internet provider.",202,66,30,298,647,1300
"Well, there goes the best guide ever. I TOLD you he wouldn’t want to be in your selfie!",205,60,33,298,647,4437
You can only ask “Are we there Yeti?” so many times.,187,55,30,272,647,714
"I asked him what the conditions were at the top and all he said was ""abominable.""",198,63,30,291,647,2950
That wasn't 'black ice' you stepped into on the way up!,177,53,28,258,647,3968
"You were right,it is worth it to get a local guide.",189,59,29,277,647,56
"Seriously, Chris? Abominable? It's 2019.",189,59,29,277,647,5169
He says he eats only locally sourced hikers.,180,66,24,270,647,2885
I asked him “Are we there Yeti?”  Apparently he doesn’t like puns.,197,62,30,289,647,5392
Good news--he says there IS cell service at the top!,168,68,20,256,647,2811
Why do you always have to bring up politics as soon as we meet someone?,194,65,28,287,647,3363
"Sure, he's abominable, but at least he listens",175,62,24,261,647,2154
"If it weren't for the snow blindness, I'm sure we'd be seeing something amazing right now.",187,68,25,280,647,550
"All he said was that ‘abominable’ is derogatory, and kept walking",191,60,29,280,647,1395
"I don’t know what he wanted, I don’t speak French.",177,47,30,254,647,5205
"No Karen, I will not ask him for directions!",189,72,24,285,647,38
Why didn't you ask him for directions?,185,50,31,266,647,978
"I guess not everyone needs a $300 European trekking pole, Julian.",181,58,27,266,647,1529
A rarer sighting would be you committing to me.,209,51,37,297,647,2889
What do I have to do to get you to ask for directions?,204,61,32,297,647,3352
He seems more irritable than abominable.,178,72,21,271,647,789
He said a picture is fine. He just needs to throw on some pants and grab a release form.,191,65,27,283,647,2072
"I'm sorry Brandon, but I needed to find out if what they say about big feet is true",190,56,30,276,647,5049
"I don't care how famous he is, just ask him for directions",171,64,22,257,647,2616
I can't believe you didn't ask him for directions.,191,73,24,288,647,19
He's depressed. No one believes in him any more.,173,79,17,269,647,5969
I thought you had the camera.,189,66,26,281,647,676
Go ahead and laugh....you can't even grow a decent mouscache!,189,66,26,281,647,4280
Of course you think it’s a ‘he.’,199,65,29,293,647,5725
"Awkwardly introverted and bit self conscious, but hardly abominable.",185,63,26,274,647,2286
He says he doesn't want to be Chief of Staff.,194,45,35,274,647,5938
"He's not abominable, he's French.",206,70,29,305,647,546
Would it have killed you to call him 'Mister' Bigfoot?,174,55,26,255,647,4208
We must be Really high.,182,58,27,267,647,1883
"Let’s leave our phones in the car,” you said",184,54,29,267,647,2944
And I suppose you're going to say this is all in my head too?,193,55,31,279,647,1759
Just ask him for directions already!,200,60,31,291,647,5411
"Oh, Harold. It was nothing, a one time thing. On a totally different mountain.",198,53,33,284,647,2183
He's lost too!,183,53,29,265,647,1858
"Bob, I've met someone.",182,55,28,265,647,5417
"Abominable Snow MAN""?! Now go apologize to her right now",206,75,27,308,647,5806
He said he's trying to find himself,190,58,29,277,647,3186
"He said wait here, we can take a picture, but he wants to get his hat first.",205,55,34,294,647,5077
"No, he said it wasn't him.",197,60,30,287,647,2148
You’re really going to mansplain a Yeti to me right now?!?!,204,65,30,299,647,3323
"Surprisingly, he has less back hair than you.",184,56,28,268,647,4937
"You had to bring up global warming, didn't you?",179,66,23,268,647,5811
"He's up to 12,000 steps.",201,60,31,292,647,1400
When I said bring the YETI I meant the cooler.,165,53,24,242,647,3272
"Damnit, Jim - you NEVER want to ask for directions!",184,53,29,266,647,3625
There! You hurt his feelings...happy now?,183,74,21,278,647,3545
"It looked like him, but it wasn’t him.",186,57,28,271,647,3568
This is the last Airbnb I let you book.,194,60,29,283,647,3314
He wanted to borrow a phone charger.,189,70,24,283,647,3357
I thought he'd never leave.,204,59,32,295,647,2837
"Yet he...?  Yet he, WHAT?",190,57,29,276,647,222
This tour guide is an absolute legend.,176,66,22,264,647,531
He doesn’t know we exist either!,210,74,28,312,647,2228
"He does look like Chewbacca!”
“You didn’t have to say that to his face.",176,66,22,264,647,2231
Don't worry... I gave him a fake number.,178,62,24,264,647,2619
"All I said was, ""Yeti or not?"" Apparently he's heard that one before.",188,61,27,276,647,3641
At least I´m not too stubborn to ask directions.,190,57,29,276,647,3740
"Since we're lost, this might not have been the best time to share that  you don't believe in his existence.",189,59,28,276,647,4200
He’s said I looked nothing at all like my Tinder profile.,190,57,29,276,647,5229
"There's never a good time to say this, Phil...",204,56,33,293,647,2590
I never thought this ancestry thing would take us this far.,189,67,25,281,647,2342
"I’m just saying, I know he was rude, but Abominable seems a bit harsh…”",191,63,27,281,647,4300
It makes me wonder what else I've missed while endlessly staring at my phone.,212,56,35,303,647,2179
I'm thinking of stopping shaving my legs.,191,60,28,279,647,4987
"Oh, now you know better than the locals?",195,52,32,279,647,5060
"He's abominable, Gary? We've been listening to you whine about your sinuses since base camp.",183,57,27,267,647,3538
"Are we really going to argue about this now? If it's on a mountain, it's a Yeti, not a Sasquatch!",178,67,22,267,647,5300
NOW do you believe me?,197,75,24,296,647,2207
"Damn it. Quit saying there's a Yeti behind
me because I will not fall for that again and again!",192,66,26,284,647,1620
"Now we're losing him. You just had to make one more prefrontal cortex joke, didn't you?",187,57,28,272,647,3268
"Yes, I'm sure those wild mushrooms were fine. Why?",180,71,21,272,647,5903
He won't be back. He said that amid the events of 2018 he hardly feels abominable at all anymore.,182,48,30,260,647,3792
