caption,unfunny,somewhat_funny,funny,count,contest,target_id
"Amazon Customer Support here, how can I help?",106,36,17,159,638,5274
"To be honest, yes, I am a little worried about the battery life on these things.",101,32,17,150,638,3521
Imagine the possibilities for brassieres.,107,39,16,162,638,373
I don’t  know how I managed before self-driving pants.,106,41,15,162,638,2358
"Hi, I’m your ride",101,37,15,153,638,2686
They came free with my Prime membership.,109,46,14,169,638,1900
"The view was great, but the wedgie was brutal.",130,37,23,190,638,4197
They have two speeds...tenor and soprano.,120,32,22,174,638,509
"Now, Prime members can be delivered to their online orders.",111,36,18,165,638,4449
"Greetings, I'm from Amazon and I'm here to help.",107,41,15,163,638,5422
I see you're still wearing analog suspenders. You need to think bigger.,122,47,17,186,638,3245
I wanted to fly by the seat of my pants.,118,41,18,177,638,4433
"Hi, I'm your car-less driver. Where can I drop you?""",116,31,21,168,638,2096
"The free app syncs with my calendar, so I never forget to wear pants to a meeting.",99,29,17,145,638,690
They keep me on my toes.,101,36,15,152,638,4631
I don't mind; I was raised by helicopter parents.,121,43,18,182,638,5339
Go ahead build the wall. I'll make millions.,113,34,19,166,638,4972
A life well-documented is a life well-lived.,96,32,15,143,638,2060
"Hi, I'm Frank. Professional drone walker.",95,34,14,143,638,2336
"I thought about suspenders, but I didn't want to look ridiculous.",101,33,16,150,638,2364
Just a natural progression from helicopter parents.,132,40,22,194,638,2526
Basically they're fully autonomous... but I can still take over the zipper in case of an emergency.,112,33,19,164,638,2128
I am your date.  Match.com now has drone delivery.,110,37,17,164,638,2588
I also invented noise canceling trousers.,108,41,15,164,638,4107
Next year I'll just tell them what I want for father's day.,108,38,16,162,638,2174
I use to be one of those helicopter parents.,110,45,14,169,638,1524
"I still adjust my fly manually, though.",114,37,18,169,638,5181
"If they pull my pants any tighter it is going to be
""unmanned"" flight for sure.""",102,25,19,146,638,3342
I see you're still sporting the analog model.,112,38,17,167,638,554
Just wait until you see how I hold my socks up.,99,39,13,151,638,1325
Just because they suspended my driver's license doesn't mean I'm grounded,103,31,17,151,638,2326
You're late on your Amazon Prime payment,120,41,18,179,638,1909
"Marvin, this is the last time I'll get your ball off the roof.",129,45,19,193,638,555
Amazon can now go directly into my wallet and remove money without bothering to delivery anything.,99,33,15,147,638,964
I can't understand why the judge considers me a flight risk.,109,35,17,161,638,1593
"Well, when the batteries die, it does get a bit awkward.",107,39,15,161,638,3817
Alexa sent me.  I'm Greg from Prime Friendship.,109,32,18,159,638,1545
"I don't like waiting for the ""WALK"" sign.",101,37,14,152,638,599
They're working on little ones for your socks.,115,39,17,171,638,2393
Now I really can fly by the seat of my pants.,107,44,13,164,638,3704
it was either this or an ankle monitor and i'm like so let's have some fun,109,29,19,157,638,5123
They’re waiting to see if I want to return the pants.,102,32,16,150,638,1220
It’s best if I don’t tell you where the remote control is.,103,30,17,150,638,4839
"You did order a lyft, didn’t you?",122,33,21,176,638,5401
I put my pants on like everyone else. One drone at a time.,115,36,18,169,638,3137
"Ironically, it was only because two people gave me the same gift that I found a use for them.",108,39,15,162,638,1219
I put them on same as everyone else; one leg at a time.,112,33,17,162,638,4989
They work great except for the wedgies.,106,32,17,155,638,2765
The only downside is that it gives you a really bad wedgie.,99,24,18,141,638,527
"It's a new service called ""Lift.""",121,43,17,181,638,2814
"And if you think that’s impressive, wait until you see how the zipper works.",111,38,16,165,638,4789
We're still having some problems with the necktie option.,110,29,19,158,638,1287
I might have to take off early.,104,41,13,158,638,1825
I also programmed my Roomba to tie my shoes.,100,38,13,151,638,3640
They're a must have for the committed helicopter parent.,99,29,16,144,638,4395
"I may have been born privileged, but I still put my pants on one drone at a time—just like everyone else does.",115,27,21,163,638,4859
The settings go from low rider to wedgie.,100,35,14,149,638,4794
Tssh. You still wearing analogs?,114,34,18,166,638,3891
"Actually, I don't put my pants on one leg at time!",103,31,16,150,638,4993
Two to keep your pants up; six to get airborne.,111,42,14,167,638,4857
"Sure beats taking a cab, but I wish I had worn my relaxed-fit jeans.",102,30,16,148,638,3211
Mostly I fly to the battery store,121,30,21,172,638,4119
This is what I call tech support!,115,42,15,172,638,4386
Same as everyone. One drone at a time.,113,35,17,165,638,2600
"I'm Andy, from Amazon's new on-line dating service. Are you Michael?",102,27,17,146,638,2295
It’s the latest from Lyft!,112,45,13,170,638,168
Hi. Bob from Amazon.,103,33,15,151,638,4281
Your wife ordered you a friend on Amazon.,106,27,18,151,638,4932
The only downside is my voice occasionally sounds a little higher.,112,42,14,168,638,1462
Safe? Of course it's safe. I've got 2 gps-guided drones with 4 gyro-stablized propellers on each for software and hardware fault tolerance. What could possibly go wrong?,123,39,18,180,638,2045
This seemed more functional than a cape and tights.,90,38,9,137,638,1892
"Well, it was pretty embarrassing when both batteries died at the same time.",126,49,15,190,638,590
I call them 'willing suspenders of disbelief.',105,34,15,154,638,4005
...But I still put them on one leg at a time.,94,37,11,142,638,3793
I'm Frank.  I'll be your Uber driver.,119,33,19,171,638,3607
Tell me the belt industry isn't nervous.,100,33,14,147,638,3376
I'm supposed to deliver you to your mother's for Thanksgiving.,130,38,20,188,638,391
These babies get me to work in 10 minutes but for some strange reason my voice is higher for the rest of the day.,111,38,15,164,638,401
Gone are the days when I could lift myself by the bootstraps.,100,41,11,152,638,5198
"They work fine, but I'm having some intimacy issues.",95,40,10,145,638,667
"I put my pants on just like everyone else, one drone at a time.",115,35,17,167,638,2240
Helicopter parents are so last year.,115,35,17,167,638,5361
I’m thinking of calling it “Lyft.”,109,36,15,160,638,1907
I’m the BFF you just ordered on Amazon,114,26,20,160,638,2909
Sorry I'm late. I got held up.,111,32,17,160,638,4090
Hi. I’m Matt from Amazon.,117,36,17,170,638,782
I'm a fly by the seat of your pants type of guy,118,34,18,170,638,5289
"I'm not sure what it does, but I got it with 2-day free shipping from Amazon!",140,33,24,197,638,4801
"Hi, I'm your driver.  Grab my hand and hold on tight.",124,38,18,180,638,138
I’m Amazon’s new tech support.,112,43,13,168,638,4273
"I use to be a Helicopter dad,but I need to keep up with the times.",104,32,15,151,638,838
Mosquitoes stay clear and my pants stay hiked up. It's a win-win.,106,36,14,156,638,3195
I have ten minutes to charge these before my pants fall off.,106,36,14,156,638,3251
I’m gonna need either a belt or a charger in the next 15 seconds.,103,23,18,144,638,3130
"Other than raising my voice a few octaves, they work fine...",117,30,19,166,638,1601
Hi I am your Amazon personal shopper...,117,38,16,171,638,501
"Yep, I really am flying by the seat of my pants”.",123,34,19,176,638,5122
"Hi, I'm the new assistant you ordered from Amazon.",112,29,18,159,638,525
I found them in SkyMall.”,109,35,15,159,638,1997
What? You're still using Uber,108,37,14,159,638,3622
This changes the game for a 5 story walk up!,116,37,16,169,638,809
"I'm telling you, helicopter parenting isn't enough these days.",98,38,11,147,638,4556
Practical? No. Suspenseful? Yes.,103,36,13,152,638,1674
"Talk about ""flying by the seat of your pants.""",109,32,16,157,638,2536
"Jetson, George Jetson”",115,36,16,167,638,2877
Didn't you order a man from Amazon?,106,27,17,150,638,1290
Thanks for noticing. I did lose 10 pounds.,109,29,17,155,638,5217
"Yeah, boxers.  Definitely, boxers.",114,27,19,160,638,1758
"Your mom sent me. She says, ""call her back.""",115,34,16,165,638,2949
"Hi! I’m Dan, the window washer.",126,27,22,175,638,3120
Would you happen to have 7000 AA batteries?”,124,47,14,185,638,3690
It was either this or the ankle bracelet,107,30,16,153,638,3301
"Why yes, my suspenders do come with Bluetooth.",111,30,17,158,638,2396
No one thought the bra would take off either,118,32,18,168,638,3224
Everything was going great until  an 8 year old got a hold of the controller.,108,25,18,151,638,1278
"I used to fly by the seat of my pants, but I've modernized.",105,31,15,151,638,5039
"I’m your Lyft driver, just hang tight.",110,38,13,161,638,5394
"Who knows what the future holds? Right now, they just hold up my pants.",114,37,15,166,638,3481
All the good jobs are in the cloud.,118,37,16,171,638,1032
So I no longer have to put my pants on one leg at a time.,130,37,19,186,638,2051
Hi. I’m here with an update on your Amazon order.,102,26,16,144,638,235
"Cmon, I'll give you a lift.",108,38,13,159,638,248
I'd love to drop by...what time?,107,40,12,159,638,836
Thought you’d never ask. To hold my pants up.”,108,38,13,159,638,1001
I'm beta-testing Uber's new self driving pants.,108,38,13,159,638,2109
Thank you for calling Air Taxi.  Hold my hand tightly.,113,28,18,159,638,2237
It’s only annoying when I have to go to the bathroom.,106,43,10,159,638,3098
Just don't clip them to your underwear,111,32,16,159,638,3535
How do you do? I'm the new butler you ordered 2 hours ago from Amzon,111,40,13,164,638,2906
I just let myself fly by the seat of my pants.,118,34,17,169,638,1242
Now if I can just work out the wedgie problem.,117,44,13,174,638,2858
"As beta testing goes, it could be worse. There's a jockstrap version of this thing.",128,30,21,179,638,16
I'm your lift driver.,98,39,10,147,638,1167
I think of myself as upwardly mobile,111,29,17,157,638,625
Surveillance or delivery?,109,33,15,157,638,3329
I've stopped using lyft.,110,31,16,157,638,3892
And they delivered themselves!,121,33,18,172,638,2817
They come with Amazon Prime Wardrobe.  Returns are super fast.,124,48,13,185,638,405
"Hi George.  By shaking my hand, you accept our terms and conditions.",126,36,18,180,638,817
Some days I just need a lift.,107,26,17,150,638,1654
Lyft? I' ll show you lift!,109,30,16,155,638,1841
Don’t be offended if I start talking down to you.,110,44,11,165,638,2057
It's my Halloween costume: I'm the Suspension of Disbelief.,112,33,15,160,638,4782
It's part of H.R.'s new sexual harassment prevention program.,118,33,17,168,638,3237
It helps keep me on my toes.,112,45,11,168,638,3795
Nice pants. You pull them up yourself?,113,35,15,163,638,1398
"If I am not back in five minutes, call the F. A. A.",104,37,12,153,638,1736
My kids think I'm one of those helicopter parents,108,29,16,153,638,3899
I’m done flying by the seat of my pants!,130,38,18,186,638,4002
"Hi, I'm Trevor, the friend you ordered from Amazon.",121,32,18,171,638,4339
Didn’t you order a Lyft?,110,38,13,161,638,2709
It has its ups and downs.,100,34,12,146,638,1644
The station can't afford a news chopper so I got the next best thing.,101,32,13,146,638,5192
"It's been nice chatting with you, but I've just been cleared for takeoff.",121,37,16,174,638,440
Not only did Amazon just deliver this belt they're installing it too.,115,33,16,164,638,4842
I' m just flying by the front of my pants.,106,43,10,159,638,1196
"No offense, but I just think suspenders look ridiculous.",114,27,18,159,638,5082
Revolving doors are particularly problematic.,102,35,12,149,638,3798
What's amazing is that nobody thought of it sooner.,102,27,15,144,638,3417
I put my pants on one drone at a time.,125,34,18,177,638,477
"I, too, thought it was a great idea, but it just hasn’t taken off.",124,36,17,177,638,810
These are my last two certified emotional support drones.,122,32,18,172,638,2455
If I leave them home alone they'll tear up the furniture.,121,26,20,167,638,1591
"Because, when I had only one, I kept going around in circles.",113,26,18,157,638,4838
Now that’s amazing... three minutes ago I ordered suspenders from Amazon!,107,30,15,152,638,4970
But mine lift and separate.,126,37,17,180,638,2121
"Yes, the wedgie is an issue.",115,43,12,170,638,4100
"Well I've gotta take off, great talking with you.",108,41,11,160,638,1123
They're great when you need a little pick me up.,106,37,12,155,638,3278
I used to be a belt and suspenders man too.,99,35,11,145,638,4195
It all started with an Apple Watch.,118,34,16,168,638,346
You ordered a friend?,122,26,20,168,638,2495
"If you can ignore the wedgie, it’s the only way to fly",114,42,12,168,638,2933
"Hi, I'm from Amazon HR. Thanks for your application. Got time for an interview?",115,40,13,168,638,4531
I'm the delivery guy for Amazon Sub-Prime.,122,18,23,163,638,3561
It's way faster than the crosstown bus as long as you don't mind the wedgie.,115,32,16,163,638,5157
They were working great until a hacker from Vladivostok gave me a long distance wedgie.,96,25,14,135,638,266
"These Amazon drones are delivering a ""package"" if you know what I mean.",114,26,18,158,638,1152
I am not your Uber I am your Lyft,113,28,17,158,638,4939
"Yes, I put my pants on - one drone at a time",120,35,16,171,638,3563
"People told me no one would want a driverless option for pedestrians. Well, who’s laughing now?",110,32,14,156,638,804
"Just give me the keys.  And next time, try to remember where you parked.",121,38,15,174,638,543
This isn’t what I was expecting when I called for a Lyft.,122,36,16,174,638,1210
They found out I cut off my ankle bracelet...,126,29,19,174,638,3664
"Actually, they're pretty submissive once you've established who's walking whom.",105,33,13,151,638,3846
My wife has the joystick,112,40,12,164,638,3815
"Hi, Alex from Uber Air",111,34,14,159,638,2786
"It's called technology, Ted.",119,41,12,172,638,4443
And they keep my pants up.,119,31,17,167,638,3365
It beats the ankle bracelet.,129,24,22,175,638,1821
You didn't get the upgrade?,123,36,16,175,638,4804
I put my pants on just like you - one drone at a time.,111,34,12,157,638,4185
"Yah, I'm over Uber",116,42,12,170,638,2632
"Sure the constant surveillance is uncomfortable, but so was my belt.",121,32,17,170,638,4046
One leg at a time?  Not any more.,132,33,18,183,638,1340
"As usual, we don't NEED it until they invent it.",114,38,13,165,638,63
And now no one notices my bald spot.,115,36,14,165,638,4862
They also come in business casual.,102,33,12,147,638,4512
"Twenty percent less than Uber, no traffic, and, for a little excitement, we can do rooftop drop-offs.",114,37,12,163,638,2040
The only thing they can't suspend is your disbelief.,117,29,17,163,638,4039
"Suspend disbelief, man.",120,44,12,176,638,5344
I’m your Uber ride. Grab my hand.,109,29,15,153,638,3482
Why put up with the tyranny  of suspenders when you can control your pants with the touch of a button?,126,37,16,179,638,2192
"Oh for sure, but I still put my pants on one drone at a time.",136,38,18,192,638,21
Would you like a lift?,107,25,16,148,638,5030
That's what they said about Uber.,116,28,17,161,638,3324
The only real drawback are updrafts.  Those can raise your voice an octave or two.,114,32,15,161,638,4853
You still do yours one leg at a time?,122,29,18,169,638,4813
People only seem interested in how I go to the bathroom,111,30,15,156,638,4843
Taking them down would create other privacy concerns.,127,32,18,177,638,2548
Be careful not to enter my personal air space.,116,33,15,164,638,1541
"It's not about who wears the pants in the relationship anymore, but who controls them.",108,28,15,151,638,1745
"If you lost the remote control, I'm in big trouble!",121,36,15,172,638,1243
I used to be just an ordinary peeping Tom.,101,34,11,146,638,4840
Lately I feel like I've been flying by the seat of my pants.,120,30,17,167,638,5043
I don't wear belts with them. That would look ridiculous.,101,26,14,141,638,1055
Can I bum a battery?,113,36,13,162,638,108
I am from Amazon customer service.,107,27,15,149,638,244
I bet you read a hardcopy newspaper too.,109,36,12,157,638,2123
I'm a handyman. Thanks to Amazon I can be delivered straight to your door,126,28,19,173,638,4112
They’re the new Elon Musk suspenders.,115,29,16,160,638,3474
Wait here while I find out where we parked.,116,27,17,160,638,4557
It keeps the mosquitos away.,118,36,14,168,638,88
"I'm your Uber.  My car broke down, so grab my arm.",105,28,14,147,638,905
Just thought I'd give myself a lift.,124,37,15,176,638,1376
Belt and suspenders? Seems a bit much.,126,33,17,176,638,2156
"'""At least it's some consolation to know that there'll be video from every angle if the cops shoot me.""",112,27,16,155,638,716
These will take me right into Canada if the Republicans win next week.,112,27,16,155,638,2922
"Put it this way, I’ve never been mugged.",94,29,11,134,638,271
Because I can.,100,30,12,142,638,2324
I''m five pounds lighter in these pants.,123,31,17,171,638,87
Its the cheapest flight I could find,127,36,16,179,638,2341
"Why yes, they do make me feel light on my feet.",87,35,7,129,638,4397
One leg at a time. You?,114,28,16,158,638,1015
It's a little scary but it sure beats the subway.,115,28,15,158,638,2782
"Of course, things can get a little bit tricky in a  men's room stall.",110,41,10,161,638,1247
Now Amazon takes me to the product instead of dropping them off.,119,36,14,169,638,1602
Court order.,103,34,11,148,638,3641
We'd better shake hands -- I don't do high fives anymore.,112,29,15,156,638,1256
But you requested a Lyft!,111,31,14,156,638,2107
I'll make a fortune selling them to people who want to go over the wall.,110,34,12,156,638,3915
It's great when technology is able to pick up the slacks,115,36,13,164,638,1192
"Patent pending, they'll be called ""Suspenders of Disbelief!""",109,27,15,151,638,5375
"Well yes, battery life is a concern.",110,38,11,159,638,1961
"My eyes are down here, buddy.",129,39,15,183,638,1168
"Do you realize how ridiculous you look wearing a belt AND suspenders, Frank?",117,29,16,162,638,976
They’re the first suspenders approved by the FAA.,114,35,13,162,638,1869
Helicopter wife,118,27,17,162,638,3959
It's a little awkward when the batteries die.,113,29,15,157,638,1513
Lift. Better than Uber.,116,36,13,165,638,1321
"Well, sure, it’s dangerous and illegal, but would you rather take the F train?",118,32,15,165,638,5084
They also suspend privacy rights.,108,18,18,144,638,99
"It's a little tough on the crotch, but my shoulders feel a lot better.",107,33,12,152,638,1265
The wedgie is rough but it beats taking the subway.,115,30,15,160,638,2501
They're Elon Musk jeans.,131,42,14,187,638,1007
It does get a bit complicated in the bathroom.,121,36,14,171,638,2211
"My eyes are down here, Greg.",105,42,8,155,638,387
Can you believe this was already patented?,109,34,12,155,638,569
You called Lyft?,111,30,14,155,638,3878
Do you have a moment to talk about our lord and saviour Jeff Bezos?,107,25,15,147,638,638
"I'm telling you, these new pants are really going to take off!",124,36,14,174,638,5234
"What do you mean, I always over-complicate things???",118,34,14,166,638,1703
"You just have to watch what you clip them to - after my second flight, I couldn't walk for three days""",116,38,12,166,638,3880
You should see my zipper device.,108,28,14,150,638,5364
"See, my mom & dad are still helicopter parents.",126,36,15,177,638,4827
"If I act like a package, they'll deliver me anywhere.",115,32,14,161,638,1699
I'm John from Amazon Prime.,111,27,15,153,638,1587
I have no idea where to put my thumbs.,112,25,16,153,638,1991
I see you're sporting the old-fashioned model.,104,41,8,153,638,4767
"If Trump builds that wall, these devices are going to sell like hot cakes.",122,36,14,172,638,101
Suspenders are for nerds.  Suspend-AIRS are for nerds who grow up to work for NASA,116,35,13,164,638,2902
I can drop you wherever you’d like.,109,36,11,156,638,1284
"Yep you got it, Google suspenders.",111,32,13,156,638,2410
Yah the wedgie is still a problem!,111,32,13,156,638,4465
What do you think? Too much?,115,42,10,167,638,4681
"Hi I'm your driver John, where to?",115,29,15,159,638,693
Now women can select one-click delivery on my Tinder page.,103,27,13,143,638,4405
Amazon delivered me to assist you.,120,37,13,170,638,4068
"I mean, you saw what happened with the feathers and wax.",120,37,13,170,638,5133
Suspender technology has really taken off.,115,34,13,162,638,759
The time I save is worth the wedgie.,117,30,15,162,638,3025
"Yes, I am the traffic reporter. Budget cuts, you know.",124,34,15,173,638,103
Amazon wants you to pull my finger.,122,25,18,165,638,3565
"Well yes, it does get a little tricky in the men’s room.",114,41,10,165,638,4467
Please suspend your disbelief.,100,25,13,138,638,639
Looks like someone’s not keeping up with the droneses...,117,22,18,157,638,3354
"It's the NEW Lyft""",137,44,14,195,638,1185
They like to be walked.,114,33,13,160,638,5281
It comes with my amazon prime account.,128,36,15,179,638,2003
I’ll try not to get carried away.,121,50,8,179,638,4435
"I got tired of people saying, ""He puts his pants on, one leg at a time, just like everyone else""",137,36,17,190,638,3541
"Sure, there have been some fatalities but statistically speaking they're safer than conventional pants.",109,30,13,152,638,4694
Still using suspenders 1.0?,109,30,13,152,638,4786
I call them suspension britches.,117,32,14,163,638,4865
These babies hold your pants up for 8 hours on one charge!,110,33,12,155,638,1891
I see you're still not a Prime member.,117,37,12,166,638,3142
"Sorry, am I droning on?",108,24,15,147,638,3312
I’ve been delivered.,117,24,17,158,638,1626
"It's my wife, she thinks I'm cheating.",109,40,9,158,638,2413
I have NO idea. They came with the suspenders I ordered on Amazon...,100,27,12,139,638,83
I promised non-military applications. I’ll deliver non-military applications.,118,40,11,169,638,795
"With the new software, my pants are supported for up to six hours.",118,40,11,169,638,3015
I put my pants on like the common man - one drone at a time.,130,34,16,180,638,758
I thought my helicopter mom was a pain until I married my drone wife.,118,27,16,161,638,2180
"Listen, sir. I put my pants on one drone at a time...",117,29,15,161,638,4684
It's only dangerous when I drop the remote.,122,37,13,172,638,1214
I’ve upskilled. I am now a drone walker.,123,35,14,172,638,3127
Where to?,126,29,17,172,638,3141
"Best of all, they deliver themselves!",123,23,18,164,638,1521
Russian hackers just gave me a wedgie.,132,22,21,175,638,4942
"I'd give you a lift, but I'm going downtown",112,31,13,156,638,1048
"They are watching me either way, might as well let them hold up my pants!",113,29,14,156,638,3138
And the service plan covers wedgies.,122,29,16,167,638,3827
"So my wife replied, “When pigs fly!”
Ha! I showed her.",121,31,15,167,638,4459
Why Uber when you can Drone?,103,36,9,148,638,3155
The latest in wedgie technology.,113,34,12,159,638,1403
It's called Lift,111,38,10,159,638,4331
"Jarard wonders if this is one of those, ""if you see something, say something"" moments",122,34,14,170,638,2883
You didn’t think Amazon was going to cut out the teamsters did you?,129,38,14,181,638,2485
"Hi! Adam, Amazon customer service. So, what's wrong with YOUR suspenders? You gave them only two stars and no comment.",106,35,10,151,638,3196
I just need to lose ten more pounds and then it will take me wherever I want to go,116,33,13,162,638,1282
They say the hallmark of modern civilization is that we provide solutions to problems that don't really exist but I don't think that's the case with Hoverspenders.,136,29,19,184,638,5038
Everybody thinks that.....they really just hold up my pants.,136,34,17,187,638,1280
"Welcome to Amazon Delivery. You’re not afraid of heights, are you?",117,36,12,165,638,4244
"Yes it's a wedgie, but it's a high tech wedgie!",117,41,10,168,638,662
They're learning to stay on a leash.,122,31,15,168,638,821
They're really starting to take off.,124,27,17,168,638,3334
