caption,unfunny,somewhat_funny,funny,count,contest,target_id
The only other listing I have in this price range is a shoe.,88,32,25,145,645,6782
"If you aren’t ready to decide, we can let that other couple play through.",70,37,16,123,645,7284
"It's a four bed, two bath, par three house.",76,44,16,136,645,5618
"Usually it's about location, location, location, but in this case, it's all about timing, timing, timing.",71,37,16,124,645,1401
Not a huge fan?,74,24,21,119,645,3636
Just remember timing is everything.,77,27,21,125,645,6485
The seller's are disclosing that the floor breaks a little left to right,72,37,16,125,645,6583
"This one's is a little different - location, location, timing!",69,30,17,116,645,4647
"I’ll level with you, sir. You need balls to live here.",79,26,22,127,645,6769
"Remember, location, location, location. Also, timing, timing, timing.",78,28,21,127,645,7544
What obstacles do we need to overcome to put you in this house?,86,44,19,149,645,2613
"Location, location, timing.",66,32,15,113,645,105
"Forget location,location,location.  Here it's all about timing,timing,timing.",77,29,20,126,645,4831
It’s all about timing in this market.,67,36,14,117,645,3643
"You understand of course, timing is everything.",79,37,18,134,645,560
Timing is everything on this deal.,79,37,18,134,645,6185
I finally found a house on a golf course that is in your price range.,73,33,17,123,645,6897
It's perfect if you want to putter around the house.,65,33,14,112,645,748
You'll have to get in quickly on this one.,72,38,15,125,645,4324
"In this real estate market, if you want to get in the front door, your timing has to be just right.",72,22,20,114,645,747
It comes with a revolving mortgage.,78,38,17,133,645,5257
"Once you get the timing down, the doors are a breeze.",85,43,18,146,645,6303
It’s perfect for someone who likes to putter around.,76,38,16,130,645,950
"Okay, follow me inside, one at a time.",62,31,13,106,645,4599
"It hits all three: location, location, timing.",64,30,14,108,645,2125
"So, this is your first time doing AirB&B?",74,35,16,125,645,5649
You did say “golf course” and “affordable.”,87,39,19,145,645,2155
"It’s a two bed, one bath, three par.",85,30,21,136,645,1087
It's a new listing – the last owner died unexpectedly of a stroke.,72,31,16,119,645,3697
Of course you could go solar.,73,38,14,125,645,3240
Timing is everything with this one.,77,33,17,127,645,1302
You'll want to move quick on this one.,81,28,20,129,645,1069
Once you get the timing down it’s a piece of cake.,76,38,15,129,645,5916
"If you have a small pencil and a score card, I can get you signed today.",79,35,17,131,645,98
If you want to get in on the ground floor timing is everything.,87,31,21,139,645,834
The only other thing in your price range is the clown mouth,81,43,15,139,645,6581
It's the only thing on a golf course within your price range.,76,25,19,120,645,2877
"As with most real estate, timing is everything.",85,38,18,141,645,2188
It's Quixotic in a nice way.,86,36,19,141,645,4341
"On your budget, this is all we could find in a golf community.",76,28,18,122,645,4087
What whirring sound?,91,32,22,145,645,6728
"My real estate colleagues say, “location, location, location,” but I say, “timing, timing, timing!”",77,41,14,132,645,5739
It’s all about timing folks.,86,32,20,138,645,6086
I have one more place to show you.  It is owned by a little old lady who has a of lot kids.,66,41,10,117,645,6177
"Of course in this market, timing is everything.",73,30,16,119,645,1325
"Now with this listing, timing is everything.",73,36,14,123,645,103
"Trust me, this is the right time to get you into this house.  No wait!  Okay, now this is the right time...",77,31,17,125,645,1653
"It has an open, closed, and open again floor plan.",77,37,15,129,645,433
This is the only golf course community in your price range.,86,25,22,133,645,7481
Sorry the pirate ship is over your budget.,77,46,12,135,645,2663
Great! I'll contact the owner with your offer and get ball rolling.,86,34,19,139,645,2050
It fell into foreclosure after the previous owner suffered from multiple strokes,92,37,20,149,645,5653
It sounds like we need to refine what you meant by wanting to live on a golf course.,76,32,16,124,645,3437
This is a two bedroom two bath par 3.,77,33,16,126,645,718
"This property is available, but you'll have to move quickly.",82,29,19,130,645,7206
Of course this is a Trump property.  Didn’t you see the huge clown with the round mouth on the 18th hole!,85,26,21,132,645,4023
"Location, location, location? No, it's timing, timing, timing.",85,35,18,138,645,5413
This is the only option next to a golf course in your price range.,87,34,19,140,645,71
"Rotation, rotation, rotation.",84,46,14,144,645,44
"If your timing is right, I can get you into this home.",76,31,16,123,645,5462
Here we just call it “golf.”,74,38,13,125,645,6914
"""Yes, this is the open house, but we'll have to be quick.",78,36,15,129,645,6707
"This is a Dutch-style, three-bedroom, two-bath, par-3.",84,36,17,137,645,6164
"It's not your average, run-of-the-mill property.",88,40,17,145,645,270
It's very energy efficient and its location is above par.,71,28,15,114,645,1673
It’s all a matter of timing.,67,36,11,114,645,3101
"I really think you should put in an offer now, you already lost the alligator and the castle is out of your price range.",72,26,16,114,645,5048
It's a nice place to putter around in.,73,30,15,118,645,7290
"Just one thing. If It's windy,use the back door.",80,25,19,124,645,4510
"Of course, you would have to let people play through.",80,28,18,126,645,2899
"With this purchase, timing is everything.",76,36,14,126,645,6768
I'll be honest. You need balls to live here.,87,23,22,132,645,334
"Yes,the listing did say ""Small Dutch Traditional on a golf course.""",80,37,15,132,645,5550
Timing is everything in this market.,83,37,16,136,645,963
You wanted to live on a golf course and this is in your price range.,94,21,25,140,645,1901
"I can probably get you in here, but it's going to take good timing.""",94,30,22,146,645,4891
I think we'd like to putt in an offer!,93,35,20,148,645,1631
"As promised, a home on a golf course.",67,35,11,113,645,3550
This is the only Dutch Colonial at your price point.,72,34,13,119,645,5458
"With this model, it’s not so much “location, location, location” as “timing, timing, timing.”",75,31,15,121,645,7349
"Let me explain the ""intermittent egress"" clause.",87,31,19,137,645,542
How quickly do you think you can move in?,90,37,18,145,645,5770
"Let's hop on the next blade to see the view from
the top.",75,36,13,124,645,115
It is just a matter of timing.,73,40,11,124,645,862
"It's the only 4-blade, 1-bath you'll find at this price.",78,45,11,134,645,1243
"‘You know what they say – rotation, rotation, rotation’",77,35,14,126,645,1320
"Everyone talks about location, but timing is everything.",85,31,18,134,645,2333
Golf is big around here.,87,39,16,142,645,2678
"Why yes, it was a fore closure.",77,35,14,126,645,2788
It's priced to move.,85,37,16,138,645,2847
What did you think “Easy access to Holland tunnel” meant?,74,29,15,118,645,2910
"I know you said solar, but it was just outside your budget.",87,33,18,138,645,4200
"If you like this, I have 17 others to show you.",66,27,13,106,645,4902
Timing is important.,84,33,17,134,645,5067
The previous owners?  Never got the timing down.,90,38,17,145,645,2772
Timing is everything on this one !,88,42,15,145,645,6989
"If you love it I think we can get you in, but you'll have to move fast.",91,33,19,143,645,1145
"Yes, it is only a par-3.  All the par-4 properties have already been sold.",82,39,14,135,645,2271
"Remember, with real estate it's all in the timing.",81,38,14,133,645,3674
"And the best part is, it keeps the Jehovah's Witnesses away.",81,32,16,129,645,369
It's everything you wanted in your dream house:  a Dutch Colonial on a golf course with a lawn you can putter around on!,80,34,15,129,645,5917
The current owners are retiring to a green dinosaur in Florida.,81,29,17,127,645,4307
And there are only 17 other homes on this development.,72,38,11,121,645,3267
My advice is to move quickly.,74,28,15,117,645,6952
"If you want in, you'll have to move fast.""",72,29,14,115,645,5444
Yes they do always say location location location but with this property I think you’ll see what I mean when I say that timing is everything.,95,30,21,146,645,1265
"With your income, this is the only way you can own a house on a golf course.",92,30,20,142,645,888
This really cuts down on the trick or treaters.,88,35,17,140,645,4536
The price is on par with others in the neighborhood.,82,41,13,136,645,4926
You must be the Mulligans.,82,35,15,132,645,609
You should act fast before someone else putts in an offer.,80,36,14,130,645,1032
You're getting in at just the right time.,79,35,14,128,645,6261
"I have 17 other models to show you, so let's get started.",76,38,12,126,645,2469
"A place like this, you need to move fast.",76,38,12,126,645,6308
"Think of it more as an ""intermittently gated community.""",77,36,13,126,645,6456
"We said we'd like to find something ""under a 'mil"", not live in one",76,32,14,122,645,1227
The Quixotes are motivated to sell.,74,36,12,122,645,5835
"It's move-in ready... now. Wait, now! Ok go now!",69,37,10,116,645,4562
"In this market, timing is everything.",71,30,13,114,645,27
It was slightly misleading to say that it was “near” a golf course.,63,31,10,104,645,106
"Okay then, we can look at the one with the water hazard again.",92,38,17,147,645,6641
"Now, you'll need to time your entries and exits, but otherwise, it's the perfect house",88,31,18,137,645,4236
"If you're not sure, we have seventeen other locations we can look at.",86,29,18,133,645,3640
"Believe me, you'll never find another home on a golf course that's this affordable.",81,39,13,133,645,5098
"Not only do you qualify for the wind energy tax credit, but we also waive your greens fee.",85,28,18,131,645,3163
"If you want this place, the timing is...now",81,33,15,129,645,171
"Yes, it's true what they say about location. 
But timing's important, too.",74,38,11,123,645,1093
"It hits every item on your wish-list, large front yard, natural lighting, and you're on a golf course.",80,26,17,123,645,1148
... and an old woman lives in a shoe just down the block.,71,41,9,121,645,455
"Like so much in life,timing is everything.",75,30,14,119,645,3464
"Don't worry, almost no one gets the ball through the living room.",76,25,16,117,645,6922
"As you know, timing is everything.",88,36,16,140,645,2174
"This is a 2 bed, 2 bath, par 3.",84,44,12,140,645,5957
This is the closest you’re going to get to a golf course at your price range.,84,41,13,138,645,5666
"Location may be important, but here, timing is everything",82,39,13,134,645,907
"You said, ""Find us a house on a golf course.""",104,42,19,165,645,3648
I just sold an old woman a shoe who would kill for this kind of light...,79,39,12,130,645,1005
"It'll cut your energy costs by 80 percent and eliminate, and I mean eliminate, solicitors.",76,42,10,128,645,6653
You’ll find this an ideal mother-in-law apartment.,80,31,15,126,645,374
I wouldn't worry too much. Most people miss.,78,35,13,126,645,3165
"Like I said,"" in this market timing is everything""",80,31,15,126,645,5572
"If you'd like to make an offer, I'll get the ball rolling right away.",80,31,15,126,645,6238
It also has a 3 par garage.,82,24,18,124,645,2328
"Yes, the blade speed is adjustable.",76,36,12,124,645,6584
"Would you like to try and go through the house again?""",78,32,14,124,645,7045
Of course timing is everything!,79,24,17,120,645,776
"Location, location, location... and timing. Timing is critical.",73,33,12,118,645,5541
You may call it a Quixotic investment.,73,30,13,116,645,5217
'You did say you wanted to go Dutch...',86,42,13,141,645,1630
There is a 'play through' clause in the deed.,88,38,15,141,645,6660
"Eventually, you don't even notice them.",67,36,9,112,645,3521
If you don’t like this .. I have 17 others to choose from,88,32,17,137,645,6779
"It's a two bedroom, two bathroom, par 3.",64,36,8,108,645,491
"Work with me, Mr. Sterling.  You said you wanted a place on a golf course...",83,39,13,135,645,559
"In real estate, timing is everything.",90,25,20,135,645,1168
"It checks all your boxes: off-the-grid wind power, plenty of play opportunities for the kids, and it’s golf course adjacent!",84,34,15,133,645,1720
"Like I told you, timing is everything on this house.",85,26,18,129,645,1831
Now this little Dutch-influenced charmer affords you sweeping fairway views while putting you right in the middle of the action.,81,34,14,129,645,3623
3 bedrooms. 2 baths. Par 3.,79,32,14,125,645,7297
Here is the only golf course option I could find you within your budget.,79,29,15,123,645,5740
We also have the same unit in gingerbread.,78,28,15,121,645,6731
I just wanted you to see the kind of houses that are available in your budget.,93,30,19,142,645,5851
This just came on the market—the previous tenant walked outside while texting.,72,34,11,117,645,4747
Once you get the timing down it's a very welcoming space.,88,37,15,140,645,7278
"If this isn't your style, I also have a clown's mouth available.",71,33,11,115,645,451
"Where else are you going to find an energy efficient house, in a gated community with only 18 homes?",87,36,15,138,645,5707
"We've got a very motivated seller, he moved to a lighthouse.",80,41,11,132,645,1994
"Like I said on the phone, it's an authentic Dutch Revival right next to the ninth hole.",84,33,15,132,645,2920
"They've rejected a lot of offers, but we time it right, I think we can get you into this house.",85,31,16,132,645,6464
"I'm not going to lie, you're going to need balls to move here.",80,35,13,128,645,3599
And everything is just a short drive away.,94,36,17,147,645,3794
The price is par for the course.,64,32,9,105,645,5014
"It's a 2 bed, 1 bath, Par 3.",93,35,17,145,645,7209
"I am willing to waive the greens fees, but I have a very motivated couple on the 15th hole.",76,37,11,124,645,611
I should probably tell you about the easement.,90,38,15,143,645,2503
"Manicured lawn, right on the green, powered by renewable wind energy, this listing won't last long!",90,35,16,141,645,3990
"No, no, no... your entrance would be around back. This is what we in the business refer to as the Mother-in-law Door.",90,35,16,141,645,4408
"With interest rates rising, you won't see a par three at this price again.",76,31,13,120,645,5923
It's perfect for the couple that wants to putter around the house.,74,32,12,118,645,1242
I am happy to show you a par 4 if you would like a little more space,85,36,14,135,645,3218
A lowball offer might get through if you time it right.,86,34,15,135,645,4078
The prior owners were recently separated.,91,21,21,133,645,5224
But it's your choice. Clockwise. Or counterclockwise.,82,36,13,131,645,5802
"I suggest that if you want to get into  this house now, timing is everything.",85,27,17,129,645,4268
"You know what we say in real estate,  rotation, rotation, rotation.",80,37,12,129,645,4369
"This neighborhood checks all your boxes -- a volcano, a waterfall, and a giant clown head.",78,38,11,127,645,3919
"Each of the 18 properties is unique while still sharing our signature feature of ""the large round hole in the yard.""",77,40,10,127,645,6705
How's your timing?,79,33,13,125,645,6005
"Well, as with buying any new home, it's all about timing.",89,39,14,142,645,62
"It’s a fast moving market, but if you time the entrance right this could be a hole in one.",83,22,18,123,645,5470
Any questions?,77,34,12,123,645,5948
"Three words: timing, timing, timing.",80,28,15,123,645,7506
You did ask for a Dutch Colonial on a golf course.,79,27,15,121,645,4679
"It's a one bedroom, one bath, par five.",91,29,18,138,645,2528
You asked to see a house on a golf course.,74,34,11,119,645,387
"...and it is indeed on a golf course, as you requested.",85,38,13,136,645,711
A par 3 seemed to be more within your budget.,84,40,12,136,645,6592
This is Trump golf. He hates the word 'miniature.',90,25,19,134,645,391
Now this is not your run-of-the-mill house!,88,29,17,134,645,5927
"“You’re in luck, this dude from La Mancha is anxious to sell”",66,21,13,100,645,4540
"I'm sorry, for the budget that you gave me, this is the only listing available with old world charm, in a gated community, on a course!",93,36,16,145,645,119
Did I mention it's the only par 3 left in the neighborhood?,90,42,13,145,645,2487
"Of course, on windy days, we suggest using the back door.",83,30,15,128,645,6853
"The good news is, it’s $300k less than the Clown’s Mouth.",69,32,10,111,645,4770
Of course the neighbors will want to play through,88,37,14,139,645,2966
We also have hole 8 available with a waterfall view.,87,39,13,139,645,3958
I can also show you something in a par 3.,78,31,13,122,645,5515
I think you may have misunderstood the golf membership,88,34,15,137,645,2499
"It's hit or miss, really.",98,31,19,148,645,7043
It's not your run-of-the-mill house.,87,30,16,133,645,28
It's a 3 bedroom 2 bath par 3,94,36,16,146,645,450
It gets great light...then not so great...then great again...then not so great...,82,37,12,131,645,1970
I'll draft the offer and get the ball rolling but timing is everything.,93,35,16,144,645,5981
Timing is everything.,82,34,13,129,645,1023
Three things. Rotation. Rotation. Rotation.,91,33,16,140,645,160
And then there's the 2 par garage...,87,41,12,140,645,4114
What you need is a house that says ‘We’re the Johnsons! We’re fun...We’re whimsical...We’re a little bit dangerous...’”,71,30,11,112,645,4246
I think the 7th hole is more in your price range.,91,30,17,138,645,4976
"This is a charming 2-bedroom, 2-bath, par 4.",75,39,9,123,645,1380
"Oh, once you get the timing right, you'll never even notice...",76,37,10,123,645,1878
There's a castle on the next green if you want something more upscale.,79,31,13,123,645,1922
Would you like to take a look at the lighthouse before making up your mind ?,99,31,19,149,645,1564
"Well, you said you wanted a house on a golf course...",78,27,14,119,645,319
"After this, we'll go visit a wonderful 3 bed, 2 bath shoe.",87,29,16,132,645,4303
Location isn’ t everything..it’s timing.,93,37,15,145,645,2072
"Yes, the clown's mouth is cheaper, but it lacks curb appeal.",93,34,16,143,645,2440
It’s not your run-of-the-mill rental.,85,30,15,130,645,3912
"You have to admit, it is not your run of the mill type place",84,32,14,130,645,6482
"Of course, like life, timing is everthing",94,29,18,141,645,682
"Location certainly matters, but so does timing!",83,31,14,128,645,5478
"Not to worry, it's actually a very tricky shot.",74,29,12,115,645,1810
"Well, just a quick warning, with this place timing is everything!",75,27,13,115,645,4148
"Now, timing is critical for this open house.",92,30,17,139,645,1740
You said you wanted something reasonably priced on a golf course....,90,34,15,139,645,3670
Timing is the key.,81,32,13,126,645,2334
And it has excellent ventilation.,77,37,10,124,645,2370
"Sure, let's talk about the elephant in the corner.",88,32,15,135,645,6631
"It's a two bed, two bath, par three...",75,38,9,122,645,3042
We think it might be gophers.,74,40,8,122,645,6029
"Well you did say you always wanted to live on a golf course, Harold.",80,28,14,122,645,7109
"Tiny house, green energy source, located next to the fairway... I think you'll find this listing checks all the boxes!",74,37,9,120,645,1957
"If you like the property, I think the timing is perfect to get in now.",80,25,15,120,645,4814
"Well of course you've heard the three most important words 
in real estate-rotation, rotation, rotation.",86,30,15,131,645,4485
Sustainable power and a golf course - seems to check all your boxes,69,27,11,107,645,1617
"When we said we wanted to live on a golf course, I don’t think this is quite what we had in mind.",93,33,16,142,645,7200
"And, as you can see, it truly is right on the golf course.",73,36,9,118,645,4943
"If you have one of those small pencils, I'll write up the contract now.",81,20,17,118,645,6818
The previous owner died in a freak accident.,91,34,15,140,645,1154
"On windy days, I suggest working at home...",75,29,12,116,645,3658
This Dutch charmer overlooks the seventh hole.,82,32,13,127,645,74
"Unfortunately, the house by the waterfall is out of your price range.",79,38,10,127,645,281
Follow me in on the count of three.,83,30,14,127,645,435
I know the tiny house craze is over but the mini-golf house market is just heating up.,79,38,10,127,645,3576
"It's a charming three-bedroom, three-bath par-three.",80,36,11,127,645,5197
An opportunity like this only comes around every so often.,79,35,11,125,645,2850
Make sure you look both ways before you walk out of the door.,81,31,13,125,645,6845
Salesmen and missionaries think twice before ringing your doorbell.,81,31,13,125,645,6946
So. . .would you like to putt in an offer?,95,37,15,147,645,1593
"And the best part is, that hole leads straight to the parking garage.",82,26,15,123,645,426
I would argue it’s EXACTLY  what the listing said: “Green energy home with European feel. On the course.”,79,32,12,123,645,1496
"As I was saying, timing is everything.",83,24,16,123,645,7001
"I'd act fast, the foot traffic on this property has been unbelievable.",85,37,12,134,645,1492
And the location is great. I just sold the shoe next door to a little old woman.,86,35,13,134,645,4807
"If you don’t like this floor plan, we have 17 more to choose from.",88,31,15,134,645,5483
"As we say in the real estate business, it's all about ""timing, timing, timing.""",95,34,16,145,645,3603
"Two bed, one bath, par 4",87,30,15,132,645,624
"Before we get to the showing, remember that timing is key.",73,24,13,110,645,1778
"Your mortgage statements will be written with a stubby pencil on a little card, and will probably not be accurate.",92,37,14,143,645,3622
"It tends to get a bit noisy in the summer months, but that's par for the course around here.",92,34,15,141,645,547
If you are a drinking man we should look elsewhere,90,38,13,141,645,5951
"You hated the clown on hole 6, and you hate the windmill. Do you want to live on a golf course or not?",67,30,9,106,645,163
"What we're offering is a lifestyle that's high on whimsy and low on maintenance.""",66,32,8,106,645,3769
"On a windy day, use the back door.",94,41,13,148,645,4183
"It’s a three bedroom, two bath, par three.",100,29,19,148,645,6077
90% of the balls never make it this far. It's safer than a bocce ball court.,81,33,12,126,645,3478
This is the only golf retirement community you can afford.,75,28,12,115,645,2124
"If you want in, we gotta act fast. In this neighborhood, timing is everything.",74,30,11,115,645,6622
"And the best part is, you can charge your Tesla for free.",77,24,14,115,645,7014
"It's a 2 bath, 3 bed, 4 par.",87,35,13,135,645,453
Ready to get swept off your feet?,86,37,12,135,645,4287
You could putter around the yard to your heart's content.,79,34,11,124,645,1532
"If you're interested in this house, know that timing is everything.",79,34,11,124,645,4946
It looked different on Zillow ?,73,29,11,113,645,3187
I’ll see what I can do but no one gets this property on their first shot.,89,28,16,133,645,2825
You said you wanted a house on a golf course.,81,27,14,122,645,3607
"Yes, indeed. Timing is everything.",80,29,13,122,645,7089
"Location? No, no, no.  In real estate, it's timing, timing, timing.",87,29,15,131,645,2599
This one's gonna sell fast.  It's the only par-3 in the neighborhood.,89,39,12,140,645,2223
To get you into this one timing's everything.,76,34,10,120,645,3023
"Oh, there are a couple of easements that I should probably mention.",89,39,12,140,645,5059
"I can get you into this house, but timing is everything",84,32,13,129,645,2376
"In this business, timing is everything.",81,38,10,129,645,6481
"On the bright side, very few people can make this shot.",92,30,16,138,645,6667
We can't keep going round and round on the price. There's a foursome waiting.,94,40,13,147,645,1964
Your timing will be crucial for this property.,86,25,16,127,645,1270
...and the Hubbards are just two streets over in the shoe,86,25,16,127,645,3132
Just some parting words of advice - don’t text and walk.,83,31,13,127,645,6396
Once you get the timing down I think you’ll really like it here.,89,33,14,136,645,3013
"Well yes, there is no driveway, but that's kind of the point.",92,27,17,136,645,4766
"It's on a golf course, it's close to church, and it's eco-friendly. What else could you want?",90,31,15,136,645,6279
Mexico will pay for the windmill.,97,31,17,145,645,6530
"It's 2 bedrooms, 1 1/2 baths and a par 3.",82,30,13,125,645,1072
And of course any late rent payments will result in a two stroke penalty.,81,32,12,125,645,3876
This house perfectly fits your criteria - a traditional design near a golf course.,88,32,14,134,645,133
"This offer should go through easily, but we’ll have to time it just right.",87,34,13,134,645,2057
"In this case, it’s “timing, timing, timing.”",91,26,17,134,645,3956
"Now I have to warn you,the front door is a little tricky.",67,29,9,105,645,1876
"As with all real estate, timing is crucial.",94,34,15,143,645,2202
"Good news, Mr. and Mrs. Quixote!  Your dream home is no longer impossible!",103,30,19,152,645,2567
"Trust me folks, around here below par is a good thing.",73,31,10,114,645,6048
...And you never have to worry about door-to-door salesmen.,79,33,11,123,645,3126
"Listen, real estate is all about timing.",82,27,14,123,645,3208
Did I mention proximity to recreational activities?,76,39,8,123,645,7516
You said you were looking for a Dutch colonial?,91,37,13,141,645,6982
The pirate ship is taken. This is the best we have,78,32,11,121,645,2593
I also have something on the back-nine with a water feature.,96,38,14,148,645,2460
Let’s get the ball rolling if you think the timing’s right.,104,36,17,157,645,7459
This is the only Dutch colonial I could find in your price range.,79,27,13,119,645,6118
"It's a great deal, quite a bit less than you usually pay for a place on a golf course.",83,33,12,128,645,2776
It’s perfect.  You’ll be downsizing... and living on a golf course.,81,37,10,128,645,6713
It depends on how much you putt down.,94,25,18,137,645,4650
"On a windy day, it generates its own power AND keeps away Jehovah's Witnesses.",92,29,16,137,645,5171
"It's the original air bnb.""",88,34,13,135,645,516
Gotta move fast on this one. shall we get the ball rolling?,91,28,16,135,645,1372
"This particular tiny house is exotic, quixotic, and a step up from your current shoe.",83,30,13,126,645,4310
It wasn’t easy finding something in your price range that was in a family friendly neighborhood and on a golf course.,90,30,15,135,645,5346
"Compared to other houses in the neighborhood, it's above par.""",96,32,16,144,645,6783
The seller is very motivated.,93,38,13,144,645,6849
I was told they were very happy here before the accident.,92,37,13,142,645,5661
"When you're thinking of getting into a home, timing is everything.",81,31,12,124,645,3471
The owner recently relocated the hole to the front yard to cut down on through traffic.,97,38,14,149,645,87
...I'm telling you ...in this neighborhood timing is everything,88,42,10,140,645,2855
The timing was off for the last couple who were interested in this property.,88,42,10,140,645,4082
Amazon delivery is hit or miss.,86,32,13,131,645,585
It's no ordinary run-of-a-mill home.,84,36,11,131,645,1068
"Just remember the three R's--Rotation, rotation, rotation.",84,22,16,122,645,7050
"In your price range, this is the closest you'll come to golf course living.",73,30,10,113,645,505
"I usually tell my clients that it's all about ""location, location, location."" In this case, the timing is key.",72,32,9,113,645,1784
"Yes, didn't I say it was on a golf course?",89,37,12,138,645,417
"I understand. The timing has to be right.""",82,23,15,120,645,985
"The rent is reasonable, and the electric bill is practically nil",75,37,8,120,645,7356
"It's small, but it's right on the golf course.",92,42,11,145,645,2011
"I mean, you said you were in the market for a Dutch colonial...",95,36,14,145,645,6686
"It's a par 4, but I think I can get them down to 3.",85,42,9,136,645,3402
"It's in great shape. The seller is a little old lady 
who downsized to a shoe.",84,30,13,127,645,1191
I think we preferred the 7th hole - better schools...,86,26,15,127,645,2308
This isn't just your run of the mill home....,84,30,13,127,645,5609
"I admit, ‘central air’ may have been a little misleading.",75,34,9,118,645,1051
"No, that's old news.  The neighborhood association has taken care of Mr. Quixote.",89,31,14,134,645,136
"I understand your skepticism, but I sense the developer is serious about limiting this subdivision to just the 18 units.",82,31,12,125,645,349
Timing will be everything.,83,29,13,125,645,2089
... and don't forget to have your key ready.,82,31,12,125,645,5785
"At the end of the day, there's risk involved in any home purchase.",95,30,16,141,645,1645
"If you wanna get in on the ground floor, timing is everything.",78,25,13,116,645,5080
This is no run-of-the-mill property.,78,36,9,123,645,4994
"Please understand Mr. and Mrs. Quixote, the entire neighborhood has a vivid imagination.",80,32,11,123,645,7280
"Of course, the property values are on par with the neighbors'.",73,32,9,114,645,3515
There are only 17 other homes in this neighborhood.,74,30,10,114,645,6804
A windmill at this price is par for the course.,85,33,12,130,645,1790
I'll show you the inside when the wind dies down.,72,31,9,112,645,112
The seller is willing to throw in a lifetime supply of tiny pencils.,76,23,13,112,645,257
The previous owner had 4 strokes before he finally moved on.,84,32,12,128,645,1579
Timing is critical.,85,30,13,128,645,4767
It’s only dangerous to leave the house in windy days,91,43,10,144,645,4963
"If you don’t like this one, there’s a gorgeous clown’s mouth in foreclosure just across from the waterfall.",93,25,17,135,645,1860
You said an original home on a golf course,90,31,14,135,645,4778
"Remember: It's all about rotation, rotation, rotation.",91,29,15,135,645,6509
Really don't know what happened to the former owner but I heard that it had something to do with bad timing.,81,24,14,119,645,2530
"Well, if you decide to purchase the place, just remember-Timing is everything.",81,24,14,119,645,4323
"I assure you, this is no run-of-the-mill house.",95,32,15,142,645,475
The only downside is that your neighbor is kind of a clown.,94,34,14,142,645,6162
We call this model the “Home-in-one!”,84,29,13,126,645,55
"I know it's at the upper end of your price range, but it is a Par 4.",81,35,10,126,645,3403
This unit is on par with other houses in the market.,79,39,8,126,645,4107
Don’t worry.  They usually miss.,81,35,10,126,645,5584
It's the latest thing in mixed-use development.,77,18,15,110,645,858
If you want to get in this place we have to act right now.,88,32,13,133,645,481
"In Real Estate timing is everything, especially with this house.",87,34,12,133,645,1247
"It became available when the last owner, and his horse, moved to Spain",92,24,17,133,645,6104
I’d recommend moving quickly — timing is critical.,89,30,14,133,645,7487
