caption,unfunny,somewhat_funny,funny,count,contest,target_id
This song is dedicated to my mother-in-law....,128,51,12,191,643,4064
"Oh, THAT kind of dueling pianos.",142,44,18,204,643,4297
"Now, for the grand finale—my blindfold, please.",157,51,19,227,643,1772
"For my next song I'll play something from the early Trump years, Covfefe, in g-minor.",142,36,21,199,643,1237
"We'll start on the count of three -- and, of course, finish on the count of ten.",155,47,20,222,643,5532
Any other stupid requests?,136,40,18,194,643,831
This next one goes out to all my critics,150,54,16,220,643,3290
It’s not like you can hear me over your phones anyhow.,143,31,23,197,643,138
It’s an experimental piece.,129,43,15,187,643,468
"Now, the Philip Glass variations on Paul Simon's ""The Boxer.""",141,40,19,200,643,4515
I coulda been a conductor.,151,49,18,218,643,524
"My next song is ""Fight of the Bumblebee.""",153,37,23,213,643,1584
"And now, Rossini's earlier and lesser-known work, The Boxer of Seville.",141,45,17,203,643,1735
"I tell ya, I coulda been somebody...
I coulda been a conductor!",139,41,18,198,643,3235
"Tonight, I will finally give this piano what it has deserved for years.",143,33,22,198,643,3919
"And now the theme from Rocky, as it was meant to be played.",151,38,22,211,643,3762
"Now for my take on Gershwin, “Rhapsody in Black and Blue”.",143,46,17,206,643,2415
The critic from the Times will not be joining us this evening.,135,33,20,188,643,5044
I can't start without my page turner!,151,51,17,219,643,5696
"And for my next piece, ""Requiem for a Heavyweight.""",150,50,17,217,643,3960
No other pianist would even attempt this.,159,45,21,225,643,1796
This is my concerto in 15 rounds.,153,57,15,225,643,2194
Subtlety and nuance are so overrated.,122,40,14,176,643,673
"My version of ""Hit Me With Your Best Shot"".",143,40,19,202,643,3668
"Ladies and Gentlemen, welcome to my first ever Pay-Per-View event...",140,46,16,202,643,5238
"If I hear one more cell phone ringing, the gloves come off!",143,32,22,197,643,5700
I've found these to be enormously helpful in performing Bartok.,142,55,13,210,643,2515
"I shall now play ""Flight of the elephant.""",149,33,23,205,643,1709
My next piece will be “Fight of the Bumblebee”,142,47,16,205,643,3959
"And now, a Chopin nocturne in C, D, E, F and very probably G.",166,41,24,231,643,3812
"And now, an ode to my ex-wife.",137,41,17,195,643,1390
I will now perform 'Rhapsody in Black & Blue',153,51,17,221,643,4146
I call this next one “An Ode to 2018.”,160,42,22,224,643,2557
Here’s the tricky part.,158,59,15,232,643,3243
"Tonight, only hits.",160,55,17,232,643,5694
Yeah. I’m that good.,154,46,19,219,643,1205
I was told my tunes weren't punchy enough.,125,41,14,180,643,5505
I can't Handel this.,163,41,23,227,643,3609
"I dedicate this next piece to the critics.""",141,43,17,201,643,657
What?  It’s FLIGHT of the Bumblebee?,134,36,18,188,643,4058
"And now, the hits.",125,33,17,175,643,3126
Now a little something from Dukes Ellington.,137,43,16,196,643,1040
"Why yes, it IS a player piano. Why do you ask?",152,47,18,217,643,5335
I get a lot of criticism for this next one.,144,42,18,204,643,1403
No need to turn off your cell phones.,144,42,18,204,643,4442
Will someone ring the bell so I can start?,145,53,14,212,643,3631
The finale is a knockout.,152,52,16,220,643,91
"Could you turn the page, please?",156,44,20,220,643,1250
Now I'd like to knock out a few requests.,136,34,19,189,643,5144
For this next one I'll need a volunteer.,154,37,22,213,643,98
"And now, The Ill-Tempered Clavier.",150,45,18,213,643,196
Next critic?,149,47,17,213,643,4388
I'm the guest pianist at the Trump Family Christmas Party.,140,36,19,195,643,3731
"You want to step up on the stage and say that, sir?",159,45,20,224,643,995
This next piece is titled Beethoven's Fifth Round.,161,41,22,224,643,1640
Alex Ross wrote last week that I played as if wearing boxing gloves.  This next piece is for Alex.,150,63,11,224,643,5149
I seem to have Baroque the piano.,160,35,24,219,643,137
"And now, 'Requiem for a Heavyweight.'",154,39,21,214,643,361
"And now, a new composition, ""Ode to Trump.""",150,47,17,214,643,2540
"This next piece is called
A Presidential Press Conference.",152,43,19,214,643,3295
"And now, the 1812 Overture as it was meant to be played.",131,38,16,185,643,820
And now for Chopin with some punch.,130,40,15,185,643,5027
My other instrument is the hammered dulcimer.,137,39,17,193,643,3542
I shall select Rhapsody in Black and Blue,139,48,14,201,643,5119
This next piece is a knockout.,131,43,14,188,643,614
"And now, the Gold’s Gym Variations",147,37,20,204,643,2340
I call this piece Beethoven's Fifth Round.,143,45,16,204,643,5151
"Go on, request Piano Man man again. I dare you.",141,41,17,199,643,1728
"And now, a Victor Borge etude  from his deconstructive period.",144,48,15,207,643,1285
And now something for the critics,152,45,18,215,643,4135
"And now, 'Toddlers Pounding on Piano', an original score by my 3-year old twins.",144,53,13,210,643,2949
I will now perform Bach's little-know Golden Gloves Variations.,132,43,14,189,643,4137
"I call it ""Fur Ali.""",145,43,17,205,643,589
The ivories have announced they no longer want to be tickled.,155,49,17,221,643,4158
"And now, Beethoven's 5th Round!",148,42,18,208,643,2280
Give me a minute while I break in this new piano.,143,44,16,203,643,4672
This one goes out to my ex wife.,136,42,15,193,643,3678
"It's a percussion instrument, dammit!",145,42,17,204,643,5430
The best Opus is a good defence.,132,42,14,188,643,1968
"This next tune is called ""Fight of the Bumblebee.""",143,56,11,210,643,3321
I think you'll find this one less subtle than my earlier works,143,48,14,205,643,62
This last movement opens with a mandatory eight count.,138,45,14,197,643,737
"Next, Gershwin's Rhapsody in Black and Blue",162,46,19,227,643,5045
This next piece is my homage to cognitive dissonance.,141,44,15,200,643,3614
Rhapsody in black and blue.,135,56,9,200,643,5029
Due to the present social environment I can no longer tickle the ivories,136,41,15,192,643,139
"I am going to play an original composition that I am sure you will love, if you know what's good for you.",131,38,15,184,643,2523
And now for George Gershwin's 'Rhapsody in Bruise.',134,32,18,184,643,2861
The next one goes something like this.,165,45,20,230,643,3463
This piece is a knockout.,143,45,15,203,643,192
I call this one 'Crippling the Ivories'.,159,44,19,222,643,1710
I will be performing the cannon solo from Tchaikovsky's 1812 Overture transcribed for piano.,138,42,15,195,643,3511
"You see, I only play in my spar time.",144,48,14,206,643,1946
"First, I like to show the piano who’s boss.",140,43,15,198,643,1275
The conductor and I have worked out our artistic differences.,148,58,11,217,643,4838
Has it been tuned?,149,43,17,209,643,855
And now. Gershwin as you've never heard him.,136,43,14,193,643,1722
"And for my next piece, I will need a new piano.",147,44,16,207,643,4337
"""This next piece will be played in rounds.""",139,47,13,199,643,3120
"If you don't like my playing, I suggest you keep your mouth shut.",147,49,14,210,643,4510
And now for some of my greatest hits.,158,45,18,221,643,14
"And now Beethoven’s sonata in C, B, Bb, A and G#.",161,39,21,221,643,1143
"And now for my sonata in C, C sharp, D, E, and F.",149,32,21,202,643,4333
Can you hear me now ?,144,42,16,202,643,4377
I am also a neurosurgeon.,153,42,18,213,643,4753
I am now going to play a piano interpretation of Donald Trump’s presidency.,155,25,25,205,643,2610
"And now, Beethoven in the 5th.",155,43,18,216,643,5278
You should see the other piano,147,46,15,208,643,5052
For my next hit...,152,54,13,219,643,3450
This next little number will knock you out.,126,39,13,178,643,1123
"And now, 'Eine Kleine Knock-out-musik'",135,39,15,189,643,3093
"I have wrestled with Tchaikovsky my entire life, but tonight I'm going to clobber him!""",148,49,14,211,643,2220
"Good evening and welcome to our first 
Mixed Musical Arts competition.",135,44,13,192,643,938
"Tonight, I go 10 rounds with Liszt",129,43,12,184,643,2186
I dedicate this next number to everyone who believed  I coulda been a contender.,129,43,12,184,643,2278
I dare you to keep your cell phone on.,137,45,13,195,643,2819
The next piece is from the Maestro's black and blue period.,139,41,15,195,643,3347
This next tune may ring a bell.,156,43,18,217,643,2431
Bach off.,156,43,18,217,643,4847
"Now, for the fight song.",141,42,15,198,643,94
So what? Beethoven was deaf.,143,38,17,198,643,719
That's it! The gloves are coming off.,151,40,18,209,643,2564
Where is my page turner?,146,50,13,209,643,5506
While I drink a glass of water.,150,47,15,212,643,1255
"After all those Christmas carols, this one is for Boxing Day",153,41,18,212,643,2398
"Mom, you and Dad are going to have to reach an agreement as to what you want me to be.",153,41,18,212,643,4360
This next song begins with a standing eight count,139,51,11,201,643,5286
I like to think that I legato like a butterfly and staccato like bee.,147,35,19,201,643,5410
And now a piece by Sugar Ray Charles...,136,39,15,190,643,1242
"And now, a little Rockymaninoff.",132,29,18,179,643,5629
LLLET'S GET READY TO CRESCENDOOOOOOO!!!!,168,34,24,226,643,3030
"""Do I hear a request for Rhapsody in Black and Blue?""",154,44,17,215,643,823
And now I shall play Beethoven's Fist.,156,40,19,215,643,5221
"Before I begin, are there any critics in the audience tonight?",139,38,16,193,643,539
"I call this next piece ""Beethoven's Fist"".",174,45,21,240,643,2274
And now I’d like to play for you some of my greatest hits.,163,49,17,229,643,1280
I dedicate this last tune to the guy snoring in row one,161,40,20,221,643,1112
You shoulda seen the other Steinway!,157,48,16,221,643,4293
"...and now Piano Concerto No. 2 in C Minor. And also in A Major, B Minor, D Minor, E Minor, F Major and G Major. Just because I can.",161,40,20,221,643,5397
My therapist told me the way to treat performance anxiety is to imagine my worst fear.,151,42,17,210,643,3662
Next I am going to play one of my smash hits,141,44,14,199,643,2466
"Float like a butterfly, sting like a B flat.",135,43,13,191,643,376
And now... a medley of big hits.,138,37,16,191,643,2037
"Inspired by a recent court order, I call this piece 
""Anger Management""",128,39,13,180,643,1498
It'll be three rounds of Bach and then the gloves come off.,155,44,17,216,643,5087
This next piece consists of twelve rounds.,137,44,13,194,643,607
This first piece will be a knockout.,177,46,21,244,643,2827
"And as promised, my finale is a real knockout.",146,49,13,208,643,4917
I love pounding the ivories.,148,45,15,208,643,5267
"And now, a flurry of left jabs in G-minor.",167,48,18,233,643,4996
And now I’d like to bang out a few of my favorite tunes.,142,39,16,197,643,1105
Can I get a volunteer to turn pages....?,142,39,16,197,643,2014
"The sound is terrible, but I get way less hecklers.",146,54,11,211,643,2951
I've been told you're a tough audience.,148,50,13,211,643,3348
"And now for the younger members of the audience, a few death metal classics.",152,42,17,211,643,4389
"And, now for something completely different.",148,55,11,214,643,634
"Great, I'm having another anxiety dream.",160,31,23,214,643,704
"Clearly, I am the Greatest.",152,47,15,214,643,4908
"'This piece knocked me out the first time I heard it.""",147,39,17,203,643,5473
I do it my way!,152,52,13,217,643,736
We're doing the 1812 .... couldn't afford the cannons,136,43,13,192,643,909
This next piece was composed by the most talented lobster I ever met.,137,41,14,192,643,2054
"And now, a few of my greatest hits.",130,37,14,181,643,5546
"Tonight, I've a score to settle with the piano.",147,49,13,209,643,3650
It's a variation I call 'The Fight of the Bumblebee.',162,42,19,223,643,807
"Believe it or not, that was a little tune I just knocked out.",161,49,16,226,643,1873
"Now is there ANYONE ELSE who thinks
they want to leave before my recital is over ???",145,40,16,201,643,2914
"For my final piece, I'd like to play for you Mozart's 'Requiem for a Heavyweight.'",157,39,19,215,643,2968
My next number may lack subtlety but it more than makes up for it in punch.,124,41,11,176,643,3584
"Tonight, I will not be 'tickling the ivories' as they say...",145,45,14,204,643,2222
"And now, mauler",127,40,12,179,643,3496
This next piece is for the critic who called me a 'lightweight.',156,56,12,224,643,183
This next piece is by my two-year-old toddler.,152,41,17,210,643,3278
"And now, a touching musical tribute to the great Muhammad Ali.",157,36,20,213,643,1300
And now for a few of my greatest hits...,157,41,18,216,643,625
This one was written by my three-year-old,157,41,18,216,643,2887
I will now play the theme from Rocky as it was meant to be played.,146,40,16,202,643,1533
"This will be easy, tying my tie was the difficult task.",145,47,13,205,643,478
"Oh, I wouldn't say that I ""tickle"" the ivories.",151,35,19,205,643,3328
I float like a butterfly and sting like a B-sharp.,138,38,15,191,643,4890
I was misled about how duelling pianos worked.,149,44,15,208,643,509
I feel like I'm fighting the music.,150,42,16,208,643,1121
"And now the Minuet in C, C sharp, D, D sharp, E, F, F sharp",153,36,19,208,643,1132
Turns out the ivories prefer to be roughed up a little.,174,50,18,242,643,3096
I'd like to dedicate this next piece to my wife of 36 years.,142,40,15,197,643,2743
And now for something a little more dissonant.,142,45,13,200,643,242
"This one's called ""Eine Kleine Knockout-musik.""",145,39,16,200,643,5133
Now I'd like to pound out some old favorites.,155,47,15,217,643,2059
You wanna come up here and say that?,159,39,19,217,643,2780
"And now, Cacophony Number 9 in E minor.",144,46,13,203,643,2372
And now a little-known piece by John Cage.,152,30,21,203,643,3832
I call it pugilissimo.,158,46,16,220,643,664
"If you’re looking for treble, you found it.",136,44,12,192,643,2727
This next exuberant piece dates to Mozart's toddler years.,151,42,16,209,643,5152
And now for some Rockymaninoff.,140,41,14,195,643,626
I like to play this one Pugilisimo,150,49,13,212,643,135
We're recording this one as a boxed set.,164,49,16,229,643,4423
You should a looked out for me Charlie.  I could a been a conductor.,145,36,17,198,643,2821
Tonight I’d like to play a medley of my hits.,142,42,14,198,643,4207
Wait...wait...for the punch line!,142,42,14,198,643,4403
I miss the days when just tickling the ivory was enough.,156,42,17,215,643,4107
Go ahead. Ask me to play Piano Man. I want you to.,145,41,15,201,643,4899
This should settle the score!,158,48,15,221,643,5012
"My first selection is ""Blunt Force Trauma, in E-Minor.""",178,41,22,241,643,3421
I've always loved dueling pianos.,152,37,18,207,643,1756
I strongly urge everyone to turn off their cell phone!,151,39,17,207,643,5231
This tune should ring a bell.,139,35,16,190,643,479
"And finally, the theme from Rocky.",154,38,18,210,643,1039
And now J.S. Bach's – The Ill-Tempered Clavier,138,42,13,193,643,564
Piano Concerto by Pugilini,166,47,17,230,643,5129
Oh!  You meant BACH'S music?,147,34,18,199,643,1287
"This next piece is called Sonata in C, D, E, F, G, and B Flat Minor.",133,34,15,182,643,2874
I'm just going to punch it up a bit.,142,49,11,202,643,2418
"Well, fine, I don't think you're a very good audience.",148,37,17,202,643,4415
"And now, as promised, a knockout performance",161,44,17,222,643,2683
Welcome to an evening of mixed martial arts and music.,160,46,16,222,643,4040
"For my next number, I’ll need a volunteer from the audience....",144,50,11,205,643,2073
Now for my knockout finale.,149,40,16,205,643,4886
"And now, for a rather punchy tune . . .",135,40,13,188,643,5241
And now... a medley of my favorite hits,165,46,17,228,643,1325
I wish to prove wrong the critic who said I played as if I were wearing boxing gloves,160,56,12,228,643,2219
And now for something with a bit of a punch.,134,47,10,191,643,567
"Hey, don't laugh. It's a lot easier than Chief of Staff.",153,42,16,211,643,3644
"'I'd like to dedicate this next number to my ex-wife.""",142,36,16,194,643,4130
"This next tune was written by Mike Tyson, who, I'm told, plays by ear.",181,57,16,254,643,1861
And now for a punchy tune!,156,46,15,217,643,4621
I float like a butterfly and sting like B flat.,146,38,16,200,643,484
And to conclude tonight's program of heavyweight composers...,140,50,10,200,643,542
Could someone please straighten my tie?,145,40,15,200,643,2336
"And now, “Flight of the butterfly, by Muhammad Ali.",146,38,16,200,643,5244
"My record against Bartok is 10 wins, 2 losses, and one audience walkout.",162,44,17,223,643,1336
It's hard to follow a banjo-playing elephant,145,45,13,203,643,3383
"This next one's not subtle, but it's powerful.",158,57,11,226,643,2113
Anyone want to critique my performance now,152,46,14,212,643,3332
This piece is called Requiem for the Presidency.,144,34,17,195,643,3234
This is a punchy little number.,157,51,13,221,643,2223
One more comment like that and these gloves are coming off.,147,43,14,204,643,2580
I'm sorry. All I know are fight songs.,146,45,13,204,643,3695
From my boxed set of recordings.,149,39,16,204,643,4950
"And now, 'How I Feel About The Little Drummer Boy.'",168,44,18,230,643,111
And now for another piece composed by Donald J Trump,170,40,20,230,643,3103
I will now demonstrate how to knock out a tune.,136,32,16,184,643,4666
This one is for you mother,158,31,21,210,643,2291
"This next piece is called ""Fight of the Bumblebee.""",157,33,20,210,643,2697
"Well, on the plus side, it’s only a MINUTE Waltz.",152,43,15,210,643,3948
"I’ve finished writing the verses, but I still need the right hook.",157,38,18,213,643,3984
See if you can name this one!,153,51,12,216,643,1141
Trust me. It’s all in the wrist.,142,40,14,196,643,249
You'll find this next piece has a little extra punch.,129,38,12,179,643,1221
I'm done tickling the ivories.,152,45,14,211,643,4522
"Let's have a clean fugue, and no hitting below middle C.",158,38,18,214,643,1801
I'm done with tickling the ivories.,156,47,14,217,643,1739
I will now play our new national anthem.,145,31,18,194,643,59
I’m a professional. Please don’t try this at home.,141,39,14,194,643,297
Could I ask someone to retrieve the mouthguard from the soundboard?,142,42,13,197,643,4330
"And now, for something a little less intricate.",148,40,15,203,643,2623
The insurance on my hands hasn’t been processed yet.,149,38,16,203,643,4436
Tickling isn't what these ivories like.,149,43,14,206,643,1107
This next piece was written by Victor Borge.,149,48,12,209,643,2711
"Now, a brief interlude while I make a momentous career choice.",154,43,15,212,643,1079
"First, I thought I'd knock out a few show tunes.",156,49,13,218,643,770
I'm prepared to defend tonight's choice of music.,165,41,18,224,643,526
This piece comes from the West Wing of the White House.,166,39,19,224,643,1408
"Everyone else tickles the ivories""",137,44,11,192,643,5132
I could've been a contender if it weren't for those damn piano lessons.,138,47,10,195,643,1264
"I will now play a combo of Mozart Concertos in A minor, D minor, and G major.",170,41,19,230,643,3325
Excuse me while I knock out a few songs.,144,40,14,198,643,4898
I only play the hits,148,37,16,201,643,2828
This won't be pretty.,147,39,15,201,643,4712
I haven't practiced this piece much.  I figured I'd just knock it out.,146,46,12,204,643,341
Beethoven’s 9th Round,152,39,16,207,643,751
