,Unfunny,Somewhat funny,Funny,Caption,Score,Precision
1628,50,26,6,"Actually...we're looking for ""the farmer's daughter"" we've heard so much about.",1.4634146341463414,0.0698325134239844
3508,52,19,9,Just kidding. I'm from Monsanto.,1.4625,0.0774264657267572
3216,51,21,8,I came as soon as I heard about the ball field.,1.4625,0.07535517167875191
1551,51,21,8,Can we do crop squares this time?,1.4625,0.07535517167875191
2145,52,19,9,"Wish I could invite you in, but we've got a strict ban on illegal aliens.",1.4625,0.0774264657267572
1203,50,20,8,Would you consider yourself free-range?,1.4615384615384615,0.07675639617050044
949,48,24,6,"I know, my profile picture is a couple years old.",1.4615384615384615,0.07228792213836381
2995,55,10,13,We are collecting two Mennonite . Is anyone else home?,1.4615384615384615,0.08692839592494779
4079,57,17,11,Hey Fred. Come on in. Your cows have been asking about you.,1.4588235294117646,0.07769966811242938
2074,59,10,14,We're just here for Dick Cheney--sorry about the wait.,1.4578313253012047,0.08450510162579943
2519,56,16,11,I'm sorry for your loss. Alf was a hero to us all.,1.4578313253012047,0.07911723655421517
2660,52,24,7,So the three day vacation is free and all I need to do is attend a 30 minute presentation.,1.4578313253012047,0.07130290091499954
1970,59,10,14,That's what you're wearing?,1.4578313253012047,0.08450510162579943
3697,55,18,10,We heard America is gonna be great again!,1.4578313253012047,0.0772378065438506
4151,53,22,8,You seem surprised yet we spelled everything out pretty clearly in the crop circles.,1.4578313253012047,0.07333458965020934
1280,57,11,13,"You don't have 'Hamilton' tickets, do you?",1.4567901234567902,0.08434457309825186
4206,55,15,11,Thank God you're here! You heard we're looking for an alternative Republican candidate?,1.4567901234567902,0.08060225220494194
1025,54,17,10,Bring two of each.,1.4567901234567902,0.07866435714604439
251,51,20,8,We always buy local...,1.4556962025316456,0.0760034428285226
3210,54,14,11,I'll call you. Promise.,1.4556962025316456,0.08215980255732015
3375,52,18,9,"Just make it look like an abduction, okay?",1.4556962025316456,0.07810949536779516
4522,52,15,10,Whaddya say to a latté after the probe?,1.4545454545454546,0.08173079559055774
3344,56,24,8,"So, how many steps is that for mankind?",1.4545454545454546,0.07028284940773348
2421,46,24,5,Mind if I hook up to your septic tank?,1.4533333333333334,0.07176873100975628
4466,55,17,10,Are you the Nigerian prince who has been sending me emails?,1.451219512195122,0.0778985493322754
2836,54,19,9,So your people are free-range?,1.451219512195122,0.07594122639133905
405,55,17,10,"Hi, Are you Jack? I am Jonathan, your Uber Driver",1.451219512195122,0.0778985493322754
1542,59,9,14,Take us to Lucy Ricardo.,1.451219512195122,0.0852797776561494
4213,52,23,7,We saw your sign for farm-fresh strawberries and had to stop.,1.451219512195122,0.07186683255380011
913,54,19,9,"So, it's agreed, 2 tickets to ""Hamilton"" for a trip to Alpha Centauri.",1.451219512195122,0.07594122639133905
1090,51,22,7,"Thanks for the directions, the GPS on this thing never works.",1.45,0.07313071356019156
2990,51,22,7,"On second thought, I can do without meeting your leader.",1.45,0.07313071356019156
4459,56,12,12,"Look, we enjoy a good gag as much as anyone, but this is the last crop circle we're going to do for you.",1.45,0.08324890237616016
1484,54,16,10,Congratulations you are our 1 millionth abduction,1.45,0.07935658986139954
2168,53,18,9,We have to prove our gender in order to use your restrooms?,1.45,0.07733700704208724
1468,50,24,6,May I use your restroom?,1.45,0.07093409314018369
3791,54,16,10,Eee I eee I oh.,1.45,0.07935658986139954
644,44,13,8,That was fast. Uber said you were two light years away.,1.4461538461538461,0.08779009392702561
1001,58,10,13,Thanks so much. Our regular sitter cancelled and we have Hamilton tickets.,1.4444444444444444,0.08425417160057279
559,54,18,9,So we’re agreed: That’s a ‘yes’ to the cup of sugar but ‘no’ to the probing.,1.4444444444444444,0.07657804862272345
2360,55,16,10,"The crop circles? Oh, we were just messing with you.",1.4444444444444444,0.07856742013183861
41,50,26,5,"What happens on Venus, stays on Venus.",1.4444444444444444,0.06804138174397717
1690,55,16,10,Do NOT take me to your leader.,1.4444444444444444,0.07856742013183861
2877,53,20,8,You look nothing like your profile pic,1.4444444444444444,0.07453559924999299
180,56,11,12,Is this your first time using Uber?,1.4430379746835442,0.08401410107728391
3624,54,15,10,"We could have Skyped this meeting, you realize.",1.4430379746835442,0.08005766228274379
2661,51,18,8,Do not be afraid. I am not from Mexico.,1.4415584415584415,0.07732167872281914
1,50,17,8,"Yes, I promise to come back and get you if he wins.",1.44,0.07882012821997063
4058,52,13,10,"Can you get me four tickets to ""Hamilton""?",1.44,0.0832666399786453
1380,55,18,9,"And remember, please take a moment to complete the Abductee Experience survey for 10% less probing at your next abduction.",1.4390243902439024,0.07583235002511231
289,58,12,12,E-I-E-I-O,1.4390243902439024,0.08157136554630033
4211,57,14,11,Thanks for coming. We have the results of your probe.,1.4390243902439024,0.0797042881834837
1037,53,22,7,We were told we could get some guns here...,1.4390243902439024,0.07175177395595515
1713,53,8,12,"Hi, it's Me--without the beard and sandals!",1.4383561643835616,0.0893624921953467
868,56,13,11,I bought the farm,1.4375,0.0812165218272829
2266,53,19,8,Do you mind? The wife's a nut for vacation photos.,1.4375,0.07514490221641068
449,55,15,10,Ignore the kids. We don't like them playing with their food.,1.4375,0.0792443545088165
653,56,13,11,"Don't worry, we'll have her home by nine.",1.4375,0.0812165218272829
2925,55,15,10,Lucky you. This happens to be Dress Down Friday.,1.4375,0.0792443545088165
4565,54,17,9,So this is your first time riding with Uber?,1.4375,0.07722183645392315
3779,54,17,9,We too love bacon.,1.4375,0.07722183645392315
557,59,4,15,Looks like you got the memo on the one-piece suit. Just kidding. Come on in.,1.435897435897436,0.09048973866564881
544,52,18,8,"Remember, tell them you got the seeds from Monsanto.",1.435897435897436,0.07653359048662939
1170,56,10,12,I was the closest Uber driver tonight.,1.435897435897436,0.0847902813108697
3409,53,16,9,"I'm so happy to eat you. I mean, happy to meet you.",1.435897435897436,0.07867903663476963
2149,52,18,8,What does EIEIO stand for?,1.435897435897436,0.07653359048662939
1111,51,20,7,Ahhh! Nothing beats farm fresh to table.,1.435897435897436,0.07432624125956294
2837,52,15,9,Just a quick x-ray. I haven't seen my watch since your probing.,1.4342105263157894,0.08020921396909565
957,54,11,11,"You had me at ""ZXQRPBYMWK"".",1.4342105263157894,0.08447054156038708
1048,50,19,7,"Kids, set the table. Dinner's here.",1.4342105263157894,0.07570841181516923
1891,50,19,7,"Greetings, I am Bort and I will be your Uber driver tonight.",1.4342105263157894,0.07570841181516923
1566,55,9,12,"Good evening, kind sir. I was wondering if I could share the word of Glork with you?",1.4342105263157894,0.08652253801459789
1476,54,16,9,We heard you were outstanding in your field.,1.4303797468354431,0.0778724402069414
310,53,18,8,We'll keep your resume on file.,1.4303797468354431,0.07575979803933318
3749,52,20,7,"Welcome aboard, sir. You know, we honestly didn't think he'd win either. Hilary is already inside with the others.",1.4303797468354431,0.07358652766734848
17,51,19,7,We want to pick your brain for a minute.,1.4285714285714286,0.07493120889064774
4527,55,11,11,"I could eat a horse! Just kidding, your offspring will suffice.",1.4285714285714286,0.08355680740937169
3747,52,17,8,I'll have her back by curfew.,1.4285714285714286,0.07717803810328507
4245,50,18,7,"But no shoes inside the ship, if you don't mind.",1.4266666666666667,0.07634283350929691
2790,52,14,9,Welcome to Trump University!,1.4266666666666667,0.08092557660560071
667,55,16,9,"OK, I'll take you from your leaders.",1.425,0.0770808387097762
1941,52,22,6,Come; we'll take you from farm to table.,1.425,0.07065471397999526
1397,49,17,7,Buy local... Ha! Good one.,1.4246575342465753,0.07782676049798773
4521,53,17,8,"Good evening sir, can I take a moment to tell you about L. Ron Hubbard",1.4230769230769231,0.07638003456443004
174,54,15,9,Take me to your superdelegates.,1.4230769230769231,0.07852967600253971
2002,53,17,8,"So sorry about your cattle, wife and crops. It's my first invasion.",1.4230769230769231,0.07638003456443004
4126,55,13,10,Welcome aboard! I'm the head of community relations. It's my job to find the person least likely to be believed.,1.4230769230769231,0.0806220214709616
2737,56,11,11,Have my daughter home by midnight or I'll melt your whole planet.,1.4230769230769231,0.08266142195162461
538,52,19,7,"Ah, Mr Jones, my 2 o'clock colonoscopy, come right in.",1.4230769230769231,0.07416811543421603
363,52,19,7,"You're 100% organic, right?",1.4230769230769231,0.07416811543421603
2447,54,15,9,"'Come on in, great costume!'",1.4230769230769231,0.07852967600253971
3852,54,15,9,"It's just as you thought, your wife IS one of ours.",1.4230769230769231,0.07852967600253971
1113,58,4,14,"We’ve paid for your 20th century vintage LP club, but so far your Voyager’s only delivered the sound effects one.",1.4210526315789473,0.0903466188742718
3996,51,18,7,"We would have made contact sooner, but we were waiting for Cleveland to win a championship.",1.4210526315789473,0.07554052681267011
1500,52,16,8,"No, no—don’t take me to your leader.",1.4210526315789473,0.07782832636076782
4505,52,16,8,Greetings American voter. Your application for refugee status has been approved.,1.4210526315789473,0.07782832636076782
2195,47,15,7,"No, it's too late to change your mind to Remain.",1.4202898550724639,0.08103601627746519
2763,52,13,9,Thanks for getting abducted on such short notice.,1.4189189189189189,0.08164986234534165
2801,51,12,9,You look familiar. Have we probed you before?,1.4166666666666667,0.08333333333333333
847,47,20,5,So we agree. Squares. Not Circles ... squares.,1.4166666666666667,0.0733450694834178
2394,52,10,10,Take me to your least-disapproved-of leader.,1.4166666666666667,0.08564858872844146
2198,51,12,9,Can I use your outhouse?,1.4166666666666667,0.08333333333333333
1869,50,22,5,Please don't take me to your leaders.,1.4155844155844155,0.07003233642001473
1953,53,16,8,We hear you can explain Daylight Saving Time!,1.4155844155844155,0.07700531568288535
2138,53,16,8,"No, you can't go with us. We simply need to use your Wi-Fi.",1.4155844155844155,0.07700531568288535
2405,54,14,9,"Congratulations, you just bought the farm.",1.4155844155844155,0.07919332132875263
3772,46,11,8,There's been a terrible misunderstanding. I meant to swipe left...,1.4153846153846155,0.08741013982587317
1933,50,11,9,"Fear not, my farm-fresh, cage-free friend.",1.4142857142857144,0.08510827872054014
549,46,19,5,"Sir, bovine number 141 and I are in love and I've come to ask your permission to marry her.",1.4142857142857144,0.07474693576983732
2379,50,11,9,We don't usually do this but your probe results raised some red flags.,1.4142857142857144,0.08510827872054014
291,50,19,6,I come from the future. Can I interest you in a reverse mortgage?,1.4133333333333333,0.07374984094246603
2369,50,19,6,Congratulations! Your crop circles are the only ones that make sense.,1.4133333333333333,0.07374984094246603
2575,52,15,8,I normally request that you take me to your leader but I understand you are having issues.,1.4133333333333333,0.07848413699442557
3811,52,15,8,"We came to destroy your planet, but there's no rush. Why don't you come in for a beer?",1.4133333333333333,0.07848413699442557
1804,49,10,9,Let me start by telling you the difference between term and whole life insurance.,1.411764705882353,0.08698262094602864
122,50,16,7,We'll always have Kansas.,1.4109589041095891,0.07762557077625572
855,53,10,10,You look like you haven't been probed in ages.,1.4109589041095891,0.08465980008100073
4526,48,20,5,Is this Area 51?,1.4109589041095891,0.07255821270351921
4262,50,16,7,I'm here to enter the Miss Universe pageant.,1.4109589041095891,0.07762557077625572
852,49,18,6,Greetings! I represent Future Farmers of America.,1.4109589041095891,0.07513462407262254
4499,51,14,8,No doubt the first thing you’re wondering is how I got my head stuck in a goldfish bowl.,1.4109589041095891,0.08003903261624706
1581,53,10,10,"Yes, just square dancing. I promise!",1.4109589041095891,0.08465980008100073
188,54,8,11,My name is Cwqqyfteh. That is pronounced Shyrui7fuy.,1.4109589041095891,0.0868780711892258
2478,49,15,7,I'm here in Iowa to launch my 2020 campaign for President.,1.408450704225352,0.079174475056649
1707,47,19,5,Welcome......We LOVE the Amish!......I have one of your quilts!,1.408450704225352,0.07391730870812922
420,54,13,9,Let's give 'em somethin' to talk about,1.4078947368421053,0.07986311002891326
848,52,17,7,"Don't worry, you'll be free-range.",1.4078947368421053,0.07534163495389115
1572,52,17,7,"When you awake you will spread the message: ""There is no reason to search for life on other planets.""",1.4078947368421053,0.07534163495389115
1810,53,15,8,"Thanks, again, and tell your chickens we like what they're saying about time, we're going to test the theory, and we will get back to them.",1.4078947368421053,0.07763529577780875
2679,53,15,8,"It was a lovely evening, but let's just leave it that I'll call you.",1.4078947368421053,0.07763529577780875
177,55,11,10,I see you got our ad for a free physical.,1.4078947368421053,0.08203044274214763
3470,54,13,9,... When you've both lied on your online dating profiles.,1.4078947368421053,0.07986311002891326
4365,52,17,7,Roswell's become so touristy that we decided to go somewhere else this year.,1.4078947368421053,0.07534163495389115
36,50,21,5,"Welcome aboard. We know you could have flown with anybody, but thank you for choosing us.",1.4078947368421053,0.07053089799201823
3567,52,17,7,We offer universal health care,1.4078947368421053,0.07534163495389115
2045,48,14,7,Is it true you taste just like chicken?,1.4057971014492754,0.08080699269294483
3005,52,14,8,"Hello, we're here to make America great again!",1.4054054054054055,0.07914509641260337
4234,52,14,8,"You can come aboard, but stay away from my daughter.",1.4054054054054055,0.07914509641260337
510,52,14,8,It's like Airbnb. With anal probes.,1.4054054054054055,0.07914509641260337
1082,52,14,8,"Nice to meet you, you're not a Jehovah's witness are you?",1.4054054054054055,0.07914509641260337
66,48,22,4,Are you satisfied with your current provider of telecommunication services?,1.4054054054054055,0.06915933269182098
797,50,18,6,We came for your moving stairs technology.,1.4054054054054055,0.07432011700925349
116,52,14,8,"Welcome aboard. This is not the rapture, I am not your father and we only go as far as Albuquerque.",1.4054054054054055,0.07914509641260337
1355,52,11,9,"No, try the farm down the road. We don't use illegal aliens.",1.4027777777777777,0.08312114352008726
1312,52,11,9,"Despite what you've been told, not all aliens speak Spanish.",1.4027777777777777,0.08312114352008726
4529,49,17,6,Do you know who did your neighbor's crop circles?,1.4027777777777777,0.07573252656487271
1586,51,13,8,"This exciting timeshare promotion entitles you to a free weekend’s stay, by simply participating in our 60 minute probe!",1.4027777777777777,0.08073343912752434
3668,55,13,9,"Don't look so shocked, I told you I was going to shave off my mustache.",1.4025974025974026,0.07899691597789894
4307,54,15,8,I promise I will bring you back if he doesn't get elected,1.4025974025974026,0.07680331525631552
3541,54,15,8,"Congrats, you're our millionth probing!",1.4025974025974026,0.07680331525631552
681,48,16,6,Really sorry about the crop circles. Your neighbor Ned said that you would think it was hilarious.,1.4,0.07721873425053444
2366,48,16,6,"Or you can stay here with Trump, your choice!",1.4,0.07721873425053444
3282,51,10,9,Come on in for your free personality test,1.4,0.08488208847630566
4431,49,14,7,We were looking for signs of intelligence. Guess you'll have to do.,1.4,0.07985494095046906
1884,57,11,10,"We did a survey, and nine out of ten abductees said the tractor beam felt too impersonal.",1.3974358974358974,0.08025048944103501
1922,55,7,11,Could you hold on a minute? I'm right in the middle of coordinating an invasion.,1.3972602739726028,0.08666782144338951
1129,51,15,7,"Enter, entrée.",1.3972602739726028,0.07739018838665886
1931,52,13,8,I'm so glad you got my corn maze message.,1.3972602739726028,0.0798107684609522
