Unfunny,Somewhat funny,Funny,Caption
40,12,7,For the last time, it doesn’t make you look fat.
20,3,0,President Trump repealed Obamacare and replace it with this “Umbrella Coverage.”
24,5,1,Everyone behind me in my section at Yankee Stadium hates me.
16,0,0,I missed the meaning of "hole" sale price on the giant size.
18,1,0,I got this at a Travelers Insurance function
23,3,1,I have something to tell you when we get back to Utah.
23,5,1,I'm a big believer in trickle down economics.
17,0,0,"I bought it from the late Mary Poppin-Fresh's Estate".
21,4,0,But you ALWAYS tell me that I'm over-reacting!
26,4,2,Yes, it's bigger than my ex-husband's.
66,33,20,I know it's huge, but I thought your mother was joining us.
22,5,0,It's still not big enough.
41,14,7,Thanks for agreeing to meet me discretely.
24,6,1,Usually, I wear suspenders with a belt too.
22,1,1,I used to be mormon
28,7,2,Your folks are late, again.
22,5,0,Are you trying to tell me I'm fat with this thing?
19,2,0,Why yes, I do work for The Travelers. How did you know?
26,4,2,I bought the "climate change" size just in case.
35,5,4,Yes, it's yuge, and we're amazingly, fantastically dry.
29,11,2,My umbrella plan will provide you the broad coverage you seek.
35,9,5,On Wall Street you get a lot of jumpers.
28,7,2,On windy days I use it to commute from home....
20,0,1,I call it the "Katrina Catcher".
37,17,5,My whole family's been under the weather.
24,3,1,I got it from Mary's brother, Bubba Poppins.
20,3,0,it used to be a tent...
23,3,1,You know how dreams are.
134,108,67,I doubled my contribution to PBS.
32,6,4,What do you mean my hands are small?
18,1,0,"We're meeting the Wicked Witch of the West." Submitted by Douglas Monaghan, Floral Park, NY
30,9,3,Why do you take me for a pessimist ?
25,5,1,If you have an inkling as to what this might be compensating for, please do tell.
18,1,0,Welcome to Remy's Streetside Cafe
26,8,1,Sorry this is my class-action umbrella.
24,4,0,My sales quota has soared since I started selling these as low maintenance beach homes.
23,7,0,I sell insurance now.
25,4,1,I bought it with crowdsourcing.
46,27,8,Is it still raining?
22,4,1,working in insurance has taught me a thing or two about coverage
25,4,4,Just wait until you see the wall we're going to build.
16,0,0,I didn't realize the policy was so literal.
23,6,0,Since the kids moved out, I can't shake the empty umbrella syndrome.
37,10,6,I love Costco
25,6,1,Today I bought us five more life insurance policies.
39,13,2,Yes, you're standing too close.
23,3,1,You got exactly 2 minutes before Trump returns.
19,2,0,Don't worry the sun will be out soon!
23,3,1,Ever since that guy got creamed by a giant rain drop in the New Yorker Caption Contest #499, I've been prepared.
22,3,1,This was the largest umbrella loan we qualified for.
27,5,2,The guy told me it was cats and dogs proof.
21,1,0,The forecast calls for a big storm.
18,2,0,When I close it, it's a pogo stick.
36,11,5,I got it on a corner from a guy named Noah.
26,8,1,We had season tickets until the people behind us complained.
18,0,0,To save money the city bought topless busses and like Uber, if you share your umbrella with other riders you get a participation kickback. My plan is to quickly earn enough to buy a keg of beer.
30,8,3,Oh my! We forgot to take the kids!
20,4,0,It nearly doubles my living space.
33,18,3,Water makes it grow.
29,9,2,My company is all about group coverage.
37,13,5,And I got another one for just a small shipping and handling charge.
23,4,1,It's from the Mary Poppins 'supersonic' collection.
20,1,0,It is like a perfect storm.
21,1,0,Her: I only like the umbrella with the stars on it. You forgot the stars, and it's your fault that puddle is there. Him: Get over it.
30,10,2,I've got some business across the river, if the wind picks up.
26,7,1,What? My agent told me I needed comprehensive umbrella coverage.
17,1,0,"You're Undercover." "No. You're under cover.
23,3,1,How was I supposed to know they were going to restore the polygamy ban?
21,3,0,When it gets worse than rain, it transforms into a golden parachute.
21,4,0,I'm from Trump Traveler's---increasing your coverage at no cost to you.
39,18,6,It's tricky. You've got to know how to hold 'em, know how to fold 'em.
21,3,0,Actually, I do like the song "Raindrops Keep Fallin' On My Head."
17,1,0,I'm glad we got that extra Travelers insurance coverage.
34,13,5,I'm starting up a drysharing service.
21,2,0,How about you? Would you consider joining the establishment GOP?
37,10,6,Where are all the other people we invited to the shower?
35,10,5,I grew up in a large family in Seattle.
22,5,1,When I'm outdoors in the rain, that's when I really need my space.
19,2,0,Now you know dear, a golf umbrella has value on and off the Course.
16,0,0,Why do you think your parents won't let you play with the other fruits?
22,3,1,First they came for man-spreading. Now they want to take my umbrella. When does it stop?
42,14,9,Admit it Betty, size does matter!
28,11,1,The forecast was for light showers before becoming Biblical rain
31,10,3,You should have seen the glass it was in!
18,1,0,I'm currently looking for a suitable umbrella insurance policy.
39,15,6,Ironically enough, I also own the world's smallest violin.
27,2,3,It's not my fault you didn't come prepared. Get out.
21,1,1,Are you sure it's not a banana peel?
17,1,0,I like the idea of the big tent but I think the big umbrella trumps it.
39,17,5,Apparently a maximum coverage umbrella policy isn't what I thought it was.
37,16,4,Don't worry. I think we're covered.
27,5,2,Because the rain refuses to get smaller.
40,14,7,This curbside loft space is airy and just seconds away from the crosstown bus - $3400/month, with occasional roommates.
18,1,0,Big storm comin' in!
22,4,0,If the rain stops will you help me carry my umbrella?
22,5,0,I have big hands!
28,3,3,I've lost a few pounds since I bought it.
35,11,5,Me? Overprotective?
23,7,0,Singing in the rain doesn't do it for me!
27,4,3,I'm prone to overcondensation.
25,4,1,My Momma always said, 'Go big or go home.'
28,7,3,I had the Trump logo removed.
16,1,0,I'm picking up the little league
29,14,1,There's a really big cloud following me
26,7,0,You should see my beach umbrella!
24,6,3,Just taking the necessary precautions so you won't melt...like your sister.
27,9,3,She got the big house with the big deck, I got the big deck umbrella.
23,3,1,Does this look as ridiculous as it feels?
29,10,2,My therapist says I overcompensate.
29,2,2,I'm a huge Rihanna fan.
21,2,1,Honey, you don't need to project.
21,4,0,Well they did say rainageddon.
26,5,0,Crowdsourcing.
25,2,2,I have to keep it in a parking garage.
18,2,0,You can't beat the volume discount.
22,2,1,I made it out of a parachute.
30,3,4,Please move, it's only meant to cover one person.
20,5,0,I'm hoping the original owner doesn't mind
21,0,0,In the insurance business, we call this an umbrella policy.
30,11,2,I bought it before I lost weight.
32,9,3,They said it is a bad case of "Mary Poppins Syndrome."
28,9,3,The Big & Tall men's shop. Why?
23,3,2,It's the new flash mob model.
18,1,0,I went looking for a golf umbrella, but when I saw this football team umbrella...
34,18,5,My ex-wife got the house.
28,7,2,It came with the 6-pak of cologne I bought.
32,3,4,The forecast called for rain with a chance of Trump.
20,4,0,I guess this is why they call it umbrella insurance -- maybe I should have sprung for Cadillac insurance instead?
24,10,0,What? I'm wearing suede shoes.
27,6,2,Mother says I'm compensating.
18,2,0,You get free coverage for 2 minutes,then the meter starts.
24,8,0,No, I am NOT overcompensating for something.
25,6,1,These Trump umbrellas really are yuuuuge.
19,1,0,It sounds to me like you're on a journey to find inner piece.
31,8,3,This has nothing to do with my hand size.
25,3,2,This must be that new GMO rain.
34,9,4,I'm thinking of installing gutters.
18,1,0,It was buy one, get one big.
19,1,0,Some of the sales price may have gone to fight climate change but lets hope the wind doesn't pick up.
37,14,5,It's a real crowd pleaser.
54,33,13,I still haven't figured out the settings on my 3D printer.
26,2,2,when selling insurance the image of being over protected is key.
28,8,2,Mine is bigger than most men's, but if the rain falls for over four hours, I have to call my doctor.
27,5,2,This is good! We will never be under the weather.
25,6,1,The only downside is the wrath of tall passersby.
29,6,3,Yes, I have been on Weight Watchers.
21,3,0,Surely you wouldn't mind place your coat across that puddle.
20,2,0,You know what they say about big.
21,4,0,Why is everyone cursing at us?
31,11,3,Please don't think me unchivalrous, but perhaps we could just walk around it.
25,12,1,If I close it up, we may never be found again.
24,1,2,This drizzle isn't bad but I bought this to protect against the reign of Donald Trump.
18,1,0,How dry are you right now? So dry, you? I've never been more dry. Cough.
24,5,1,It's a freebie from my insurance company
26,8,2,I can't get the top to go back up on my convertible.
18,2,0,I got it in the extra large Cracker Jack.
25,6,1,I need it for work. I do chalk outlines.
25,5,1,I found it in a cab. n
21,3,0,I really feel safe with you.
17,0,0,Go big or go home, right?... Linda, I was talking about the umbrella
21,4,0,My therapist says I'm overprotective of women.
25,8,1,We did get the umbrella policy.
18,1,0,Cabs in this town never stop when it's raining.
26,7,1,They say it's made from the belly of a whale.
40,12,9,If you think the umbrella's big, you should see my rubbers.
17,2,0,Wait until you see this wall I am talking about building.
27,4,3,Now that the elephants were forcibly retired, I could pick this up at the circus for a song.
24,1,2,My wife, Elphaba, insisted.
23,7,0,You've heard 'Never shop for groceries when you're hungry'? Well, the same goes for rain gear in a thunderstorm.
18,1,0,The rain has stopped.
33,12,4,It said "One Size Fits All."
36,17,4,``Yes, I moved here from Seattle. How'd you know?''
20,0,1,I'm compensating for my little ding-dong.
28,7,2,I always use protection.
28,8,2,I should have bought a new umbrella after the liposuction.
24,5,1,It keeps me dry, but tap dancing is out of the question.
22,6,0,It's a gift from my insurance agent.
22,5,1,Remember that expensive umbrella policy Tod Kiegelmann sold us?
20,1,1,If I've learned anything from the stock market, it's to be prepared for life's little moments.
17,0,0,I know we didn't need a new one but it's going to save us money over time because it held up equally well in yesterday's heat wave
29,7,3,Yes, my name is Poppins. How'd you know?
25,9,0,People think I'm shady.
17,0,0,Your mother said, save it for a raining day not the umbrella!
18,1,0,Let me guess: you're either a Travelers Insurance rep or an anti Gore-Tex activist.
36,11,5,Got it off e-bay from some old lady living in a shoe.
17,2,0,Wow it sure is pouring let me walk you to you car
29,7,1,OK, maybe we didn't need the 6' Plus.
24,8,0,I need enough room for me and all of my multiple personalities.
34,14,4,They're predicting wide-spread storms today.
20,4,0,Sorry no room.
29,7,2,Yes, i'm over-compensating, but tell me, who's dry, again?!
25,4,1,I know it seems larger than life, but that's what all the women say.
36,17,5,You want me to lay my jacket down too??
28,13,1,I'm hoping to have a family one day.
31,6,0,This is more effective than building a wall around it...
30,5,0,It's my high glucose index. I would melt in the rain.
20,3,0,The big tent got too crowded.
19,2,0,Of course, I'm embarrassed. The guys call me the umbrella-fella marshmella.
17,1,0,I don't understand why people think Trump's wall is excessive!
42,13,8,It also comes in medium, large, and extra-large.
23,5,1,I thought they meant a Golden parachute...
18,1,0,This old thing? An evidence-based raining men repellent.
27,5,3,I'm going to invoke the 'female privilege' argument. It's your turn to carry this thing.
26,8,1,I'm having trouble getting a cab.
20,4,0,At least the city recently widened the sidewalk.
73,40,24,When it pours, I reign.
29,9,2,It is big, but not the golden parachute I was expecting.
19,3,0,I bought it at the Wicked Witch's estate sale.
26,7,2,...and I save a few bucks at the beach.
31,7,4,It even comes with a sunroof for when it's nice out.
34,14,3,I'm trying to meet more people.
25,4,0,I have a comprehensive umbrella policy
24,3,1,Hummers are not in the least phallic; I prefer using umbrellas to overcompensate.
21,2,0,That explains why your insurance was so cheap.
23,3,1,I'm not putting my jacket down. I already bought this stupid thing.
21,2,1,I'm not compensating. Just look at my hands.
18,1,0,Umbrella Law states that whatever thou covers thou owns.
20,3,0,The rain has nothing to do with it.
19,3,0,I may have small hands, but I'm a big-umbrella Republican!
18,2,0,I brought the beach volleyball umbrella.
22,2,1,My hope is that one of them will be grateful enough to donate a kidney.
22,2,1,This is the greatest, most wonderful umbrella, OK, it's a Republican umbrella and it is going to make everything great again, little hands, big umbrella, great again OK.
18,1,0,The only reason I got it is because if there's ever a flood, then I can always sail my way to safety.
19,2,0,Hi there! I'm from Traveler's. We've got you covered.
41,7,9,If we'd gotten wet, we'd have shrunk even more.
20,2,0,No, I will not fire our broker for implying you're fat.
25,4,1,Well, have you ever seen the rain?
20,0,0,Global warming, Acid rain...our sales Global warming, Acid rain......our sales will be huge!
32,9,4,I'v never concerned about rain......wind yes.
29,6,3,How about since I brought the umbrella, you ask for directions.
29,6,4,It also protects against asteroids.
33,10,4,It's a republican thing, big umbrella but we don't want just anyone underneath it.
26,3,4,You know what they say about guys with big umbrellas?
17,1,0,He threw his Mai Tai at me before I went down the beanstalk.
32,11,4,You've upgraded our umbrella policy?
18,1,0,You took my cape to the cleaners.
25,6,0,I was in a hurry. First one I grabbed. It’s from our patio.
19,2,0,See, you dont need comprehensive coverage
28,8,2,You're lucky I convinced God we're going to do something about climate change. He wanted me to make it 300 cubits by 50 cubits by 30 cubits.
24,5,0,I have a large umbrella policy.
26,4,2,They said there's a 40% chance of anvil.
16,0,0,Sorry, Jack. You only shine when it rains.
18,2,0,Ella ella, EH, EH, EH, EH, EH, EH
19,1,0,They didn't allow this at Augusta.
22,2,1,Have you heard about Traveler's umbrella policy?
31,12,3,It was produced through crowd-sourcing.
19,3,0,They were having a sale at Big and Tall Umbrellas.
18,0,0,It's mainly for the press.
17,1,0,When it's not raining, I live in this thing.
22,5,1,Do you still think we should downsize?
27,4,3,It's from my polyamorous days.
22,2,1,Trump said he'd be back in a flash.
21,5,0,You know what they say, big umbrella, big....
23,5,1,Sorry, there's only room for me and my ego.
41,25,6,I'm in risk management.
20,1,0,I guess it's going ti rain cats and dogs today.
25,7,1,Hey, just because Shark Tank wasn't interested doesn't mean it's not a great product.
19,0,0,Do you resist spending money on advertising your business?
18,1,0,Did you bring the rainboots?
32,7,4,"They're predicting cats and dogs by this afternoon.
21,4,0,You didn't know big hands means big umbrella?
23,3,1,Have you considered financial planning ?
31,10,3,That puddle looks ominous.
72,38,23,I misunderstood the "Giant Umbrella Sale" sign.
19,3,0,You probably could have done with one that had a few less ellas.
25,10,1,It converts to an ark.
20,3,0,As a matter of fact, I do melt.
26,4,2,I am NOT insisting that size matters!
18,0,0,Too bi to fail.
32,12,3,Share a taxi?
29,4,2,Yes- I actually would melt.
25,6,1,I got it used from Mary Poppins after she quit as nanny for Octomom.
21,5,0,It's a large umbrella policy.
19,3,0,I got it as a souvenir at the Republican convention 20 years ago.
32,12,3,You said to increase the coverage of our umbrella policy.
20,3,1,You would not believe how selfish I was in the past.
56,31,14,I was expecting cats and dogs.
26,9,2,Excuse me, umbrellas are really only for one person.
22,3,0,Shall We Dance?
27,4,1,It's my own weather system.
31,9,3,My financial adviser suggested increasing my coverage.
19,3,0,It's really more for meteorites.
28,3,3,It's a problem getting into a cab.
22,5,0,I used to be the umbrella dude for my car-pool!
21,3,0,Its from when I used to need a village.
30,9,2,It's really only a problem at ballgames
26,2,2,I borrowed it from Donald.
23,11,0,Does this umbrella make my hand look small
19,2,0,It's the cheap standard model that i bought in Seattle.
24,4,1,I'm in structural engineering.
126,142,53,Now that the kids are grown, maybe we should downsize.
17,0,0,I was expecting more for an umbrella organization...
17,0,0,... And the next thing we knew, our beach umbrella was mounting our kids' Ikea Cirkustalt!
25,2,2,It's a benefit I provide for my employees. They all decided to take the bus today.
29,18,0,I've lost a lot of weight.
23,4,1,I plan to take my "Jumbrella" to Shark Tank. Should be a big winner in sales.
58,20,14,Wait till you see the mai tai.
30,11,3,It's got nothing to do with rain. I just like my space.
30,11,2,I think we're covered.
17,1,0,Isn't this overcompensating a bit?
23,3,1,I still can't attract more friends.
23,3,1,I firmly believe that you can't have too much protection.
29,6,3,It's from my trip to Easter Island.
33,4,3,I apologize for being too overprotective.
17,0,0,It's our new umbrella to get support from crowdsourcing.
27,7,2,Don't ask what I'm overcompensating for.
20,0,1,Hi, I'm Reinheit Priebus. I've suddenly got plenty of space.
24,6,0,Yes, it's big. But still not big enough for Trump.
23,3,1,Because my party has such a small tent.
34,17,3,Not easy to pack, for sure, but on rainy days I make a lot of new friends.
21,4,0,My big tent campaign isn't working either.
26,6,2,I bought it in Texas.
31,8,3,I'm saving up for an ark.
20,2,1,Theres an old Chineese saying : You can never have an umbrella that is too large...
20,0,1,I'm sure no one will care! It's definitely not obnoxious to carry a golf umbrella in the city
23,3,1,I beg to differ, honey. Less is not more. Less umbrella equals more of a chance for the rain to mess up my hair.
43,4,1,I'd like to give the world a Coke.
22,2,1,From the TRUMP collection for Big Hair & inflated ego!!!
18,3,0,When my insurance agent sold me an umbrella policy, I didn't expect this.
20,2,0,No more lonely rainy days, this is a chick magnet,
35,13,3,It's great for avenues, but cross streets are going to be a problem.
23,4,1,For the last time, it's from the Trump Collection, and size is properly called Yuuuuge.
23,3,1,Ever since the lay-offs, we've had a lot more room.
26,2,3,Let's have some people over!
26,8,0,Sorry, this is only big enough for me and my ego.
32,6,4,"I'm sorry I made the crack about you melting. But, this is getting heavy.
19,3,0,Raindrops kept falling on my head
32,10,3,He said, "Let's make umbrellas great again,' and I just stopped thinking
18,2,0,I'm a Rockefeller Republican.
22,2,1,I work for Travelers.
29,2,4,You still want me to throw my jacket on that puddle?
32,12,3,I bought it from the Poppins estate.
19,2,0,My feet are still wet.
34,8,5,I heard Donald Trump has a small umbrella to make his hands look bigger.
26,4,1,I'm not compensating. I'm just practical.
21,3,0,If this won't prevent the rain, nothing will!
22,2,1,I got it back when I was trying to be John Daly's caddy.
21,4,0,I don't smile much
50,36,9,The weather report said widespread showers.
19,2,0,We really need to get a different umbrella for when the quintuplets visit your parents.
31,13,2,It's the only one I've found that'll keep me AND my ego dry.
26,4,2,How did you guess that I'm from Seattle?
35,15,4,My uncle went to Texas and all I got was this stupid umbrella
40,17,7,That about covers it.
21,1,0,I hated getting my socks wet.
22,8,0,It's my insurance policy; it covers everything.
25,4,1,It has to be raining pretty hard for me to get this thing out of my bag.
58,27,16,If the others don't show up, this is gonna look pretty stupid.
25,2,1,If you think this is big, you should see my dildo.
18,2,0,When it gets really bad, I can turn it upside down and use it as a boat.
24,3,1,Just in case it gets sunny!
25,3,2,I also own the largest SUV in its class.
20,0,1,Who knew Singing In The Rain was a duet?
28,4,3,Whaddaya mean, I always overdo it.
26,4,2,I'm overcompensating because I don't smile that much.
34,13,6,No, it's not a policy but it will cover the car.
24,6,1,It keeps me from opening it inside.
63,49,20,Actually, the ad was quite clear: 'Big Umbrella Sale'
16,0,0,I just really love Rihanna
21,1,1,This will keep out all weather.
27,6,2,I just love my new umbrella policy!!
29,5,0,This umbrella will be worth the money if it floods and we float on it back home
21,2,1,It's been like this ever since Trump clinched the nomination!
18,2,0,Would you like to purchase the personal umbrella policy?
23,5,1,It was advertised as a portable bus stop.
39,14,6,I'm claustrophobic
27,8,0,I got at a patio furniture sale.
19,2,0,What? They asked if I wanted to Super Size it...
27,9,1,I'm protecting a $400 perm
18,1,0,Still reminiscing about your paratrooper days in the army?
27,7,2,I borrowed it from Mr. Trump.
26,9,1,It's not you. It's me. I just need more space.
18,1,0,Aren't you glad you bought our biggest umbrella policy?
20,2,0,'... and no - it's NOT another example of over-compensation!'.
18,2,0,I told the boss I wanted a big undercover operation.
29,4,2,I have big hands too.
24,2,2,"Rain completes me." .
22,3,1,I like to do more with less.
18,1,0,Yes, total disclosure, I am Umbrella Man.
17,1,0,What did you expect?
24,5,1,I'm finding there are some drawbacks to the sharing economy.
32,6,1,My credit card points offered me a free flight.
25,4,2,I misunderstood the salesman when he said, "All the rain will bounce off this umbrella."
23,5,0,It's called liability coverage.
21,1,1,I just don't think I can pull off this belted trench..
19,2,0,The first breeze that comes along I'm giving this to you, Mary Poppins.
24,5,1,This is just the prototype, the finished Poppins 2000 will be come in a variety of colors.
24,5,0,I wish my house insurance covered as well.
32,5,4,It's from one of Trump's hotels.
36,13,7,I speak softly, but I carry a big umbrella.
21,2,0,Do you like my hat?
30,6,2,It protects us from rain, pigeon droppings and your stray unfulfilled stockbroker.
50,33,10,I was expecting a larger turnout.
22,2,1,Overcompensating is second nature to me.
24,8,1,You should see my snow shovel.
28,14,3,In the insurance game we feel there is no such thing as too much coverage.
28,7,2,My insurance broker suggested I increase my coverage.
24,7,1,If it rains harder I'll get out my really big umbrella.
37,10,6,Never buy an umbrella policy from Costco .
23,3,1,I chose this umbrella so we could use the carpool lane.
16,0,0,You sure don't want to click your heels with this thing.
30,7,3,However the climate changes, I figure I'm set.
18,1,0,Why didn't you tell me to watch the puddle?
34,13,4,What do you mean I'm risk adverse ?
30,7,4,Does it look like I'm compensating?
26,6,2,I told you Ms. Poppins gained a little weight as she aged. Still, it was nice of her to remember me in her will.
21,3,0,your company logo is too big to fail
40,13,6,I heard the middle class had shrunk, but this is ridiculous.
26,9,1,You knew this would happen when you married an insurance salesman.
21,4,0,I don't know where that green retirement line went but at least we have a big umbrella.
24,1,2,Sure glad we got that broad umbrella policy.
38,12,7,Making Umbrellas great again.
26,3,0,Back in my prime I could really draw a crowd.
25,2,2,I wasn't expecting you to look like your picture.
27,13,0,Can I interest you in an upgrade on your umbrella policy?
26,5,0,The label said "large" but I think it's too big. What do you think?
30,11,4,When the wind catches it, you should let go.
9,0,0,Cause I can't stop the rain by complaining
21,2,0,Into MY life, a little rain of biblical proportions must fall.
27,0,3,Just because I have a big umbrella doesn't mean I'm compensating for other areas.
22,3,0,I have hydrophobia.
27,5,2,I'm hydrophobic.
25,6,1,I want a divorce, but I don't want to leave you uncovered.
30,7,3,I used to let a smile be my umbrella. This works much better.
28,10,0,The forecast was for scattered showers.
19,4,0,I was a boy scout.
38,15,6,A gust of wind is coming. I love you.
23,3,1,I've been told that women just love a man with a big umbrella.
24,2,2,The Jolly Green Giant just polished off his piña colada
21,3,0,Forgive me for not laying down my cloak
34,14,2,Why yes, I do work in insurance... How did you guess?
50,21,10,Better safe than soggy.
29,7,3,We can finally afford an umbrella policy.
33,14,4,You should see my poncho.
21,4,0,I just bought a big umbrella insurance policy.
17,0,0,I'll come back for you
39,18,6,I bought it when I lived in Seattle.
26,11,0,Apparently our umbrella policy provided minimal coverage so I splurged.
34,5,5,It came free with my Costco membership.
27,8,2,I used to be in Group Sales.
30,13,2,Because the Canada geese are migrating north this month.
22,7,1,What's really good about it is that you can't leave it in the back of a cab because it won't fit in the back of a cab!
21,1,1,Sorry honey, all I could find was the family sized umbrella.
32,11,3,Don't laugh, if there's a flash flood, it doubles as a life boat
17,1,0,You can stand under my umbrella-ella-ella-eh-eh-eh under my umbrella.
18,2,0,Wait until you see my sunglasses.
27,8,2,On a windy day it'll carry you five blocks.
30,18,1,I've tried every other way to make friends.
20,1,1,You know I never got the message in that Rihanna song.
24,2,1,You should know that I see myself as a provider. And I want a harem.
17,1,0,You're looking at the Woman Repeller.
17,2,0,Health insurance can be tricky, but when it comes to rain, we've got you covered.
62,24,15,Well, I stopped at Costco to buy bananas . . .
32,7,4,It folds up into a Tesla.
26,5,2,I'm having a great hair day.
22,5,1,With all the stress going on in the top floors you can never be too careful
20,3,0,It's a prop from 'ATTACK OF THE 50 FOOT POPPINS!!'
19,2,0,When the weather man said cover yourself for a huge rain storm, he didn't mean with a patio umbrella!
29,5,3,Would you mind holding this?
17,2,0,Yes. It costs as much as a car. What's your point?
26,7,1,I'm waiting for the flash mob.
19,3,0,I thought it was a cool idea...
