rank,caption,score,precision,count,unfunny,somewhat_funny,funny,contest
31,"It's nice, but I'd rather we got dental.",1.6554791750909823,0.0146746889487517,2473.0,1231.0,863.0,379.0,580
32,You may as well make yourself comfortable. He went to try and make peace with the French.,1.6509394572025051,0.015023925239876659,2395.0,1211.0,809.0,375.0,580
33,It's not a huge deal. You just get a letter from the court doctor about bad knees.,1.63103802672148,0.01658486485873914,1946.0,1012.0,640.0,294.0,580
34,It's not my fault you only have one pillar.,1.625573394495413,0.017831130008530174,1744.0,932.0,533.0,279.0,580
35,Do you think I'm too easily swayed?,1.6229729729729734,0.015275161805504697,2220.0,1151.0,755.0,314.0,580
36,Going union was the best decision we ever made.,1.6157709693621296,0.01653350955704776,1991.0,1071.0,614.0,306.0,580
37,"The Airbnb listing did say it was ""fit for a king.""",1.6149598393574298,0.016081420863952645,1992.0,1044.0,671.0,277.0,580
38,"Hmmm, you know, ""Game of Hammocks"", just doesn't have the same ring.",1.6116264687693258,0.01816366538550104,1617.0,867.0,511.0,239.0,580
39,It's ok they always blow the trumpets before he comes in.,1.6068281938325992,0.01637011814101462,1816.0,939.0,652.0,225.0,580
40,And now is the summer of my content.,1.605027932960894,0.01714893773852979,1790.0,964.0,569.0,257.0,580
41,Another spat with the queen my liege?,1.6002719238613188,0.01888212588132444,1471.0,797.0,465.0,209.0,580
42,"He said, and I'm quoting here, ""Hang around until I get back.",1.5974770642201834,0.016597857748282863,1744.0,911.0,624.0,209.0,580
43,Our kingdom isn't even relevant until Season 5.,1.5934426229508196,0.04351703786586698,305.0,175.0,79.0,51.0,580
44,"Sir, the queen would like to know when will you be returning to your big boy seat?",1.5853221957040573,0.018031968804952114,1676.0,948.0,475.0,253.0,580
45,"I suppose this will do, but what I ordered was ham hocks.",1.5836385836385836,0.018280277206103045,1638.0,931.0,458.0,249.0,580
46,Wake me at IV XLV!,1.5782747603833869,0.018366458854478112,1565.0,882.0,461.0,222.0,580
47,Wake me if he tweets.,1.5777027027027026,0.01905838744504287,1480.0,842.0,421.0,217.0,580
48,...and when I come out after 2 weeks I'll be a monarch!,1.5768917819365338,0.021689476621348742,1229.0,725.0,299.0,205.0,580
49,So this is how it feels to be the King of Swing.,1.563819095477387,0.022944997169239163,995.0,572.0,285.0,138.0,580
50,"Seriously, all you need is a letter from your doctor.",1.5629060838747786,0.01780926015020691,1693.0,986.0,461.0,246.0,580
51,Because I am a royal brother-in-law and you're not.,1.5557275541795663,0.027603967893883245,646.0,366.0,201.0,79.0,580
52,I've been suspended.,1.5546503733876442,0.01847212037112,1473.0,844.0,441.0,188.0,580
53,No hurry. He tweets for a couple of hours every morning.,1.5512740832815413,0.01852636866044018,1609.0,967.0,397.0,245.0,580
54,I still prefer the Ottoman.,1.5498257839721254,0.01895294786996397,1435.0,838.0,405.0,192.0,580
55,'I'm employee of the month',1.5497716894977167,0.021486295651474318,1095.0,634.0,320.0,141.0,580
56,This sure is better than being the guillotine tester.,1.5474956822107082,0.02064212473800733,1158.0,666.0,350.0,142.0,580
57,It looked better on Airbnb...,1.543656207366985,0.01893113442298301,1466.0,872.0,391.0,203.0,580
58,Can we get this in king size?,1.539435248296008,0.02189538122783538,1027.0,598.0,304.0,125.0,580
59,"Tell them the usual - record growth, respect abroad, prosperity for all, and covfefe.",1.5367588932806324,0.0203864683043062,1265.0,761.0,329.0,175.0,580
60,"Good night, good knight.",1.5361397934868943,0.019286055156752503,1259.0,722.0,399.0,138.0,580
61,You should join our union.,1.5350172215843858,0.023784767337367056,871.0,511.0,254.0,106.0,580
62,I'm glamping.,1.5302904564315352,0.02336659390015855,1205.0,812.0,147.0,246.0,580
63,Why not? He's golfing in Florida 'til Tuesday.,1.5296540362438218,0.02065806116672244,1214.0,734.0,317.0,163.0,580
64,Wish I had a book... And knew how to read.,1.5296089385474858,0.02384563490633455,895.0,537.0,242.0,116.0,580
65,"Does her majesty have another migraine, Sire?",1.5283582089552241,0.022579703432962724,1005.0,606.0,267.0,132.0,580
66,Gotta love casual Fridays.,1.5277777777777777,0.028209209979075733,576.0,332.0,184.0,60.0,580
67,"Well, he DID say that if I didn't shape up, my ass would be in a sling...",1.5176613885505479,0.02416097218589177,821.0,490.0,237.0,94.0,580
68,The King said I'd be hanged. This was a happy surprise.,1.4992657856093985,0.025293032270037458,681.0,404.0,214.0,63.0,580
69,I'm just a throne's stow away,1.4968314321926492,0.02495684380508859,789.0,492.0,202.0,95.0,580
70,The rein of the Hammocks was brief but comfortable.,1.4948586118251928,0.024554788987801262,778.0,478.0,215.0,85.0,580
71,Be a dear and fetch me a Bloody Mary.,1.4932249322493223,0.026378590245029088,738.0,471.0,170.0,97.0,580
72,Could you hand me that small pillow on the chair?,1.492537313432836,0.050430683912222114,201.0,128.0,47.0,26.0,580
73,Wake me up for the impeachment.,1.4920863309352521,0.026616715743759702,695.0,437.0,174.0,84.0,580
74,"It's hemorrhoids, ok! You happy now?",1.4916666666666667,0.025850918237636057,720.0,449.0,188.0,83.0,580
75,I take it you're not in the union.,1.4904891304347827,0.025650852859646727,736.0,461.0,189.0,86.0,580
76,I'm also his son-in-law.,1.4899713467048707,0.026374862118140486,698.0,438.0,178.0,82.0,580
77,They'll call me Atilla the Hung.,1.4851063829787234,0.02578918841925774,705.0,440.0,188.0,77.0,580
78,Relax. The last crusade lasted eight years.,1.4850640113798008,0.02576446935214016,703.0,438.0,189.0,76.0,580
79,What's the worst she could do?,1.4837278106508875,0.02635006858087611,676.0,423.0,179.0,74.0,580
80,It's a bi-poler thing.,1.483679525222552,0.028184282947568518,674.0,444.0,134.0,96.0,580
81,"I call it a ""sling bunk."" Can't wait to show King Hammock my invention!",1.4828614008941878,0.02690990266056964,671.0,426.0,166.0,79.0,580
82,Got any good knight stories?,1.4816446402349486,0.026533496328329888,681.0,431.0,172.0,78.0,580
83,"You're the new guy, right?",1.4801829268292683,0.02649998234968395,656.0,410.0,177.0,69.0,580
83,I'm swinging in the reign.,1.4801829268292683,0.02710777474131973,656.0,417.0,163.0,76.0,580
85,I've checked and nowhere in the job description did it say STANDING guard.,1.48,0.026890089681459284,625.0,388.0,174.0,63.0,580
86,I'm holding sway.,1.4766355140186915,0.026461376434358502,642.0,400.0,178.0,64.0,580
87,"I thought about a crusade, but I'm going with a staycation this year.",1.4764890282131662,0.027311579805254428,638.0,406.0,160.0,72.0,580
88,I still say it beats anything from the Ottoman Empire.,1.4745098039215687,0.043326322230439834,255.0,163.0,63.0,29.0,580
89,Bring me the wench with good balance!,1.4741532976827094,0.0288716604031476,561.0,356.0,144.0,61.0,580
90,The King said it was either a beheading or a hanging. For me the choice was easy.,1.4723127035830617,0.02751885389498604,614.0,390.0,158.0,66.0,580
91,Who's that coming: the king or the jester? They sound so alike these days.,1.4707903780068732,0.02943654251956466,582.0,382.0,126.0,74.0,580
92,I just got tenure.,1.4701873935264054,0.027924436833124136,587.0,372.0,154.0,61.0,580
93,Ever get that nagging feeling you might have left the drawbridge down?,1.4678260869565218,0.029393443088855237,575.0,377.0,127.0,71.0,580
94,"I hate to ask, but can you give me a little push?",1.4659498207885304,0.028409591749338787,558.0,354.0,148.0,56.0,580
95,y-y-y-Your Majesty's return is unexpected !!,1.4645390070921986,0.029921794658605682,564.0,374.0,118.0,72.0,580
96,"We agreed, when we pillage, it's my turn. When we plunder it is your turn.",1.4621072088724585,0.027965469677622368,541.0,338.0,156.0,47.0,580
97,We should have taken over a castle with a backyard.,1.4615384615384617,0.029241658952287336,533.0,342.0,136.0,55.0,580
98,"I prefer to think of it as 'working smarter, not harder'.",1.4613970588235294,0.028336631145935192,544.0,344.0,149.0,51.0,580
99,Sure beats the rack.,1.4576612903225807,0.029044106910131155,496.0,311.0,143.0,42.0,580
99,"Great, NOW I have to go to the bathroom.",1.4576612903225807,0.030680806000854426,496.0,323.0,119.0,54.0,580
101,This is even better than the Ottoman Empire!,1.4572072072072069,0.031902485435266546,444.0,286.0,113.0,45.0,580
102,Ignoring my post? I'm literally tied to it.,1.4545454545454546,0.029835022013492037,506.0,327.0,128.0,51.0,580
103,Wake me when it's the Enlightenment.,1.4527162977867203,0.03035475014323903,497.0,324.0,121.0,52.0,580
103,"With respect, Sire, I don't feel 'Game of Hammocks' has quite the resonance you're seeking.",1.4527162977867203,0.030220815028017236,497.0,323.0,123.0,51.0,580
103,Stand there if you like but he's not going to be back before September.,1.4527162977867203,0.03008628367972348,497.0,322.0,125.0,50.0,580
106,Let's face it Lance...We have very different guard styles...that's all.,1.4505263157894737,0.02947368421052632,475.0,300.0,136.0,39.0,580
107,I told you we should have upgraded to the queen.,1.4494382022471908,0.04847871164513678,178.0,113.0,50.0,15.0,580
108,That was the best knight's sleep I've had in ages.,1.448936170212766,0.03103226893438824,470.0,307.0,115.0,48.0,580
109,So he put my ass in a sling.,1.4473684210526316,0.030949317240266075,456.0,295.0,118.0,43.0,580
110,"And so it is, my Kingdom is in recline.",1.4458874458874458,0.02987951205689793,462.0,294.0,130.0,38.0,580
111,Throne don't mean a thing if it ain't got that swing,1.445701357466063,0.03276024363557258,442.0,295.0,97.0,50.0,580
112,He Left__Said He Wanted to Make the 'Dark Ages' Great Again,1.4456521739130437,0.032105940861601144,460.0,307.0,101.0,52.0,580
113,It's not my fault you don't have two columns.,1.4434589800443458,0.03037972735885363,451.0,289.0,124.0,38.0,580
114,"Chill out, dude. He went to New Jersey to golf again.",1.4424379232505644,0.0320619292884697,443.0,293.0,104.0,46.0,580
115,It feels good to let my guard down.,1.4419642857142858,0.03179875895333044,448.0,296.0,106.0,46.0,580
116,I'm sorry sire. When I booked it they said it was a place to relax among pillars of the community.,1.440909090909091,0.03189205399650108,440.0,290.0,106.0,44.0,580
117,"Hammock, my friend... What should I call this contraption?",1.4398034398034398,0.03339436622970285,407.0,270.0,95.0,42.0,580
118,"Your majesty, should I presume you are in the dog castle again with the queen?",1.4396551724137931,0.04257777680237743,232.0,150.0,62.0,20.0,580
119,Tell them I went down swinging.,1.439080459770115,0.033441925361175434,435.0,296.0,87.0,52.0,580
120,"You're right. Not much lumbar support, but it's heaven on my hemorrhoids.",1.4385150812064966,0.031175174241313712,431.0,279.0,115.0,37.0,580
121,"Relax. It's season 7. At this point, if His Grace is gone for more than 10 minutes, I'm assuming he's dead.",1.4379391100702577,0.03258205383636363,427.0,284.0,99.0,44.0,580
122,"C'mon, give me a push.",1.4363207547169812,0.03291256073372322,424.0,284.0,95.0,45.0,580
123,Tell the Princess she'll never feel the pea in this thing.,1.4330900243309002,0.030123475021462925,411.0,259.0,126.0,26.0,580
124,I dreamt I was the inside of a banana.,1.4325,0.03397049250308649,400.0,270.0,87.0,43.0,580
125,Approach the hammock just doesn't have the right ring to it.,1.4320987654320991,0.032174836753145634,405.0,265.0,105.0,35.0,580
125,What's the worst that could happen?,1.4320987654320991,0.031014181477051712,405.0,259.0,117.0,29.0,580
127,Wake me up if you hear the bastard coming.,1.4307304785894206,0.035609011937615606,397.0,277.0,69.0,51.0,580
128,Can you push me again?,1.4303482587064678,0.03438103767254461,402.0,275.0,81.0,46.0,580
129,"When I'm king, I'm getting a whole bunch of these.",1.4282051282051282,0.031807722668271345,390.0,252.0,109.0,29.0,580
129,Didn't anyone tell you he was in Mar-a-Lago?,1.4282051282051282,0.03477753470809437,390.0,267.0,79.0,44.0,580
131,I'm having an unguarded moment.,1.4274193548387095,0.034789824286703415,372.0,251.0,83.0,38.0,580
132,"All right, Sir Lounge-a-lot. Break time's over.",1.4267015706806283,0.031612524292614075,382.0,245.0,111.0,26.0,580
133,Are you sure it said 'King-sized' on the box?,1.426356589147287,0.03419295272857358,387.0,262.0,85.0,40.0,580
134,The description on Airbnb said it would be two hammocks.,1.4255874673629243,0.034647136418949474,383.0,261.0,81.0,41.0,580
135,Wake me when you hear the flush.,1.4251968503937007,0.034976568463151524,381.0,261.0,78.0,42.0,580
136,"I'm supposed to protect him against his worst enemy, so wake me if he starts to tweet.",1.424802110817942,0.03491122969802543,379.0,259.0,79.0,41.0,580
137,He's SO paranoid. I have to test everything.,1.4227642276422765,0.031884469449385354,369.0,237.0,108.0,24.0,580
138,I just can't sleep standing up anymore.,1.421195652173913,0.033736554219089485,368.0,245.0,91.0,32.0,580
139,With barbarians at the gate I'm opting for a staycation.,1.4207650273224044,0.03204745454334728,366.0,236.0,106.0,24.0,580
140,Any chance you could find a curtain for that window?,1.42,0.0340065727676873,350.0,231.0,91.0,28.0,580
141,I never thought the King would agree to our union's demands,1.4194444444444445,0.03402985027070615,360.0,240.0,89.0,31.0,580
141,What makes you think I couldn't be the next King of Swing?,1.4194444444444445,0.035585900371319215,360.0,247.0,75.0,38.0,580
143,Between pillar and post ain't all that bad.,1.4173669467787116,0.03352152266917509,357.0,236.0,93.0,28.0,580
143,I'm not worried; his absolute minimum shit was 83 minutes.,1.4173669467787116,0.04072760686470201,357.0,270.0,25.0,62.0,580
145,The homeowners' association wouldn't let me put it outside.,1.4161676646706594,0.03587603289022544,334.0,226.0,77.0,31.0,580
146,Everyone who sits in that chair is killed. I found a workaround.,1.4159544159544162,0.03485777314986549,351.0,237.0,82.0,32.0,580
147,I'm bipolar.,1.4149855907780982,0.034420030643551716,347.0,232.0,86.0,29.0,580
148,So who's laughing at the newest Employee of the Month now?,1.41399416909621,0.03637505786630301,343.0,237.0,70.0,36.0,580
148,"""The Queen was in one of her moods again"".",1.41399416909621,0.036840788364942784,343.0,239.0,66.0,38.0,580
150,"If this is his idea of hanging, drawing and quartering should be a laugh.",1.4134897360703813,0.03331725109320642,341.0,223.0,95.0,23.0,580
151,There are many sides to the 'throne v. hammock' debate. Many sides,1.4124629080118694,0.036356275779583065,337.0,232.0,71.0,34.0,580
152,"No, I'm not enjoying my staycation.",1.4101796407185632,0.03657749670979396,334.0,231.0,69.0,34.0,580
152,Whichever King invented the the throne to sit on all day had clearly never lounged in a hammock.,1.4101796407185632,0.03429394670146919,334.0,222.0,87.0,25.0,580
154,"If anyone asks, you're me.",1.4090909090909092,0.03536318328685202,330.0,223.0,79.0,28.0,580
154,I never made fun of your yoga ball.,1.4090909090909092,0.036390107340424936,330.0,227.0,71.0,32.0,580
154,So I figured: why pay rent and spend an hour each way commuting?,1.4090909090909092,0.03403598473813108,330.0,218.0,89.0,23.0,580
157,Casual Fridays.,1.4074074074074074,0.036078644639133635,324.0,221.0,74.0,29.0,580
158,"""I said 'hemlock'"".",1.406832298136646,0.036500125167549184,322.0,221.0,71.0,30.0,580
159,"No, I don't want to talk about Game of Thrones.",1.40625,0.0379721452727446,320.0,225.0,60.0,35.0,580
160,I like it. Order one in queen for the wife.,1.4056603773584906,0.036003476714109,318.0,216.0,75.0,27.0,580
160,This new column is a game changer!,1.4056603773584906,0.03627796058748324,318.0,217.0,73.0,28.0,580
160,Talk to Linda in H.R. She's got the forms.,1.4056603773584906,0.036820790352112,318.0,219.0,69.0,30.0,580
160,Apparently I snore.,1.4056603773584906,0.03402013687976875,318.0,209.0,89.0,20.0,580
164,You can stand there if you want but he's not coming back till thursday,1.402555910543131,0.03694279030868414,313.0,216.0,68.0,29.0,580
165,Wake me if what's his name comes back.,1.4019292604501608,0.03682769113859052,311.0,214.0,69.0,28.0,580
166,What? He said make yourself at home...,1.4,0.03645177177077468,305.0,208.0,72.0,25.0,580
166,How long have you been standing there?,1.4,0.03874653815703338,305.0,216.0,56.0,33.0,580
166,"Dude, it really ties the room together.",1.4,0.03703879457690403,305.0,210.0,68.0,27.0,580
169,It's a WORKING nap!,1.3993399339933994,0.034778394581804026,303.0,201.0,83.0,19.0,580
170,Think about it. Is someone really going to steal the throne?,1.398671096345515,0.037377999172403635,301.0,208.0,66.0,27.0,580
171,I am not really a Knight person.,1.3979933110367893,0.0369481186992949,299.0,205.0,69.0,25.0,580
171,I mean why not? The king's always out playing golf,1.3979933110367893,0.03843688855476275,299.0,210.0,59.0,30.0,580
173,It's not my fault if your side has only one column.,1.3973063973063973,0.03649954548254415,297.0,202.0,72.0,23.0,580
173,Just a quick absolute power nap.,1.3973063973063973,0.038619515528842,297.0,209.0,58.0,30.0,580
175,"What? She didn't say we had to ""stand"" guard.",1.3966101694915254,0.03603113847503783,295.0,199.0,75.0,21.0,580
176,"Wake me when the enemies reach the gate... or the King is on the 18th hole, whichever comes first.",1.3959044368600682,0.03838746199411376,293.0,205.0,60.0,28.0,580
177,This is why you join the union.,1.3944636678200693,0.03781683116667822,289.0,200.0,64.0,25.0,580
178,"Marketing promised a four poster with overhead mirror, then it went to Accounting",1.3928571428571428,0.041844583937306105,280.0,205.0,40.0,35.0,580
179,I distinctly asked for ham hocks!,1.3923611111111112,0.03820764034882957,288.0,201.0,61.0,26.0,580
180,Might as well chill. I hear the crusade is gonna take a while.,1.3916083916083917,0.0387100081370447,286.0,201.0,58.0,27.0,580
180,What surprised ? - I like to swing both ways.,1.3916083916083917,0.03774724003213583,286.0,198.0,64.0,24.0,580
180,Which way do you swing?,1.3916083916083917,0.037091513810566135,286.0,196.0,68.0,22.0,580
183,"If you joined the union, they'd look after you too.",1.3892857142857142,0.03693448087363251,280.0,191.0,69.0,20.0,580
183,This contraption promises a good knight’s sleep.,1.3892857142857142,0.03693448087363251,280.0,191.0,69.0,20.0,580
185,"I'm just saying, you don't need two guards to guard an empty chair.",1.3884892086330936,0.038483303797408316,278.0,194.0,60.0,24.0,580
186,At least they can't call me a sleepless Knight.,1.3868613138686132,0.038865887537929016,274.0,192.0,58.0,24.0,580
186,Damn it! I forgot to go to the bathroom.,1.3868613138686132,0.0385203837091003,274.0,191.0,60.0,23.0,580
188,I can't get into any worse trouble. I've already got my butt in a sling.,1.3865546218487397,0.04134844080789739,238.0,166.0,52.0,20.0,580
189,"I slept my way to this cushy job, I see no reason to stop now.",1.3860465116279068,0.04297109098701974,215.0,149.0,49.0,17.0,580
190,You should ask for another pillar.,1.3854961832061068,0.03901047209100093,262.0,182.0,59.0,21.0,580
191,You really ought to join the union.,1.385185185185185,0.03960787084692712,270.0,191.0,54.0,25.0,580
192,"The Hammock Empire, the Hammock Empire, it's just embarrassing, how about the Ottoman Empire?",1.3843283582089552,0.040851209654177836,268.0,193.0,47.0,28.0,580
193,I'm th court rester.,1.3834586466165413,0.03930290899880537,266.0,187.0,56.0,23.0,580
194,"Apologize, and The Queen will allow you back in chambers.",1.3825757575757576,0.038769203821468624,264.0,184.0,59.0,21.0,580
195,I told you to join the union.,1.3816793893129773,0.03858969691629288,262.0,182.0,60.0,20.0,580
195,"C'mon, just one push.",1.3816793893129773,0.04289678614398272,262.0,194.0,36.0,32.0,580
195,This is his robe. That's why he has no clothes.,1.3816793893129773,0.03896680857953275,262.0,183.0,58.0,21.0,580
198,"If His Majesty can go on a working vacation, so can I.",1.3813229571984436,0.040258155538278766,257.0,182.0,52.0,23.0,580
199,"Look, we flipped a coin and I got the side with two pillars so get over it, already!",1.3807692307692307,0.0384013488050642,260.0,180.0,61.0,19.0,580
199,Then they shouldn't have put them so close together.,1.3807692307692307,0.03682205142639512,260.0,176.0,69.0,15.0,580
201,Beats hell out of that mattress with the hidden pea!,1.37984496124031,0.04012903992797637,258.0,183.0,52.0,23.0,580
201,The seat of power was surprisingly uncomfortable.,1.37984496124031,0.039751435983144935,258.0,182.0,54.0,22.0,580
203,'Get up - it's VIII o'clock.',1.37890625,0.040342834906314975,256.0,182.0,51.0,23.0,580
203,"And then I was just like, ""What am I even guarding anymore?""",1.37890625,0.03996131971514737,256.0,181.0,53.0,22.0,580
203,I call it an ergonomic workstation.,1.37890625,0.03799632612327699,256.0,176.0,63.0,17.0,580
203,"Your'e, indeed, a well-hung knight, Sir Hammock.",1.37890625,0.037181262607158726,256.0,174.0,67.0,15.0,580
203,The free shipping got me.,1.37890625,0.03957612687560854,256.0,180.0,55.0,21.0,580
208,"I said ""hassock,"" you idiot!",1.3779527559055118,0.0401741671007092,254.0,180.0,52.0,22.0,580
209,"If you don't tell the King, I won't tell him you're wearing the Queen's Panties.",1.3769841269841268,0.04039004401748445,252.0,179.0,51.0,22.0,580
210,The Siege of Margaritaville hath reaped but meager plunder.,1.376,0.04291693667790447,250.0,184.0,38.0,28.0,580
210,I forget. Am I lying down or laying down on the job?,1.376,0.04060901832694202,250.0,178.0,50.0,22.0,580
210,"He did say ""at ease!""",1.376,0.03816177780372088,250.0,172.0,62.0,16.0,580
210,You should have joined the Union.,1.376,0.041002693613153486,250.0,179.0,48.0,23.0,580
210,Golfing again in Jersey. Wake me up Monday.,1.376,0.04060901832694202,250.0,178.0,50.0,22.0,580
215,"The queen is my sister, that's why!",1.375,0.038780591904661585,248.0,172.0,59.0,17.0,580
215,Someone's been putting peas under all the mattresses.,1.375,0.037929336703068674,248.0,170.0,63.0,15.0,580
215,"It's called ""glamping.""",1.375,0.03835732584012249,248.0,171.0,61.0,16.0,580
218,It's called a staycation.,1.3739837398373984,0.039406897023457836,246.0,172.0,56.0,18.0,580
218,It's a working vacation. I invented it.,1.3739837398373984,0.038555615964454885,246.0,170.0,60.0,16.0,580
218,Casual Fridays.,1.3739837398373984,0.039406897023457836,246.0,172.0,56.0,18.0,580
221,"I'm guarding the hammock, you guard the rest.",1.3729508196721312,0.04004093639297839,244.0,172.0,53.0,19.0,580
221,A bed. A bed. My kingdom for a bed.,1.3729508196721312,0.04209433933838479,244.0,177.0,43.0,24.0,580
223,Has it been 4 years yet?,1.3728813559322033,0.0431341638226118,236.0,172.0,40.0,24.0,580
224,I think I'll call it la-z-roi,1.371900826446281,0.03896066782965221,242.0,168.0,58.0,16.0,580
224,Haven't you heard? We're union now.,1.371900826446281,0.03939829964017652,242.0,169.0,56.0,17.0,580
226,Of course my fortune's outrageous. You got the sling and I got the arrow.,1.36864406779661,0.04180561505449543,236.0,170.0,45.0,21.0,580
227,"Don't tell King Hammock about it, he'll take all the credit.",1.3675213675213675,0.04291075720337885,234.0,171.0,40.0,23.0,580
228,"Well, I'm not just going to stand there while he's off golfing again!",1.3663793103448276,0.040947539296177886,232.0,165.0,49.0,18.0,580
228,I found this place on Heirbnb.com,1.3663793103448276,0.04048928218153278,232.0,164.0,51.0,17.0,580
228,They do it at Google!,1.3663793103448276,0.043596043300160835,232.0,171.0,37.0,24.0,580
231,Not my fault you only have one column.,1.3640350877192982,0.03698201200140472,228.0,154.0,65.0,9.0,580
232,This helps prevent throne rash.,1.3632286995515694,0.04009303086360392,223.0,156.0,53.0,14.0,580
233,"Relax, he’s on the other throne.",1.3628318584070795,0.04070368922869698,226.0,160.0,50.0,16.0,580
233,Can't you see? I've been suspended.,1.3628318584070795,0.04070368922869698,226.0,160.0,50.0,16.0,580
235,I want the King to see that I'm well hung.,1.3616071428571428,0.04237830237589988,224.0,162.0,43.0,19.0,580
236,"Send in the queen, I feel like some pillar talk.",1.3603603603603605,0.04117312060759632,222.0,158.0,48.0,16.0,580
236,"? Well it don't mean a thing, if the kings' got no swing,... do whop, do whop, do whop, do whop, do whop. ?",1.3603603603603605,0.043578086164988594,222.0,163.0,38.0,21.0,580
238,It's my turn; you had it during the last siege.,1.3590909090909091,0.04141333987284018,220.0,157.0,47.0,16.0,580
238,No problem. He'll be on the golf course all weekend.,1.3590909090909091,0.04141333987284018,220.0,157.0,47.0,16.0,580
240,Play your cards right and one day you too could be the kings hammock tester.,1.3577981651376148,0.04114677096260524,218.0,155.0,48.0,15.0,580
240,Just swing in' in the reign!,1.3577981651376148,0.04062977757142471,218.0,154.0,50.0,14.0,580
240,"No, I don't feel calm and secure... And I don't want to talk about my mother!",1.3577981651376148,0.04266017541086811,218.0,158.0,42.0,18.0,580
240,Tell the people I'm power napping.,1.3577981651376148,0.05759203625616935,109.0,77.0,25.0,7.0,580
240,Don't give me that look... You know how long he takes on his other throne.,1.3577981651376148,0.04114677096260524,218.0,155.0,48.0,15.0,580
245,I'm just swinging in the reign.,1.3564814814814814,0.04138819760602125,216.0,154.0,47.0,15.0,580
245,"I swear, if you close your eyes it's like you're in the Bahamas.",1.3564814814814814,0.043419444833155366,216.0,158.0,39.0,19.0,580
245,I'm tired of bending the knee. Now I'm resting the tush.,1.3564814814814814,0.04138819760602125,216.0,154.0,47.0,15.0,580
245,"I’m not really in a meeting, that’s just what you tell people.",1.3564814814814814,0.0448825930180921,216.0,161.0,33.0,22.0,580
