caption,funny,somewhat_funny,unfunny,count,score,precision,rank,contest
I've felt rotten since the split.,17.0,33.0,43.0,93.0,1.7204301075268815,0.07850518991048977,28,520
You need to stop blaming yourself for everyone else's slip-ups.,20.0,32.0,48.0,100.0,1.72,0.07795362516758075,29,520
You think you're crazy? I'm talking to a banana.,33.0,37.0,75.0,145.0,1.7103448275862068,0.06774787139444312,30,520
Remind me what happened after the split,32.0,46.0,77.0,155.0,1.7096774193548387,0.06339622902562725,31,520
And how would you say you're handling the split?,24.0,53.0,66.0,143.0,1.7062937062937062,0.06184415000787685,32,520
"Okay, so it was a breach of professional ethics, but... I was hungry.",30.0,31.0,68.0,129.0,1.7054263565891472,0.07250626541290868,33,520
Tell me about your nana,31.0,45.0,76.0,152.0,1.7039473684210529,0.06388629218785101,34,520
So what's eating you this week?,22.0,51.0,63.0,136.0,1.6985294117647058,0.06290000791550711,35,520
We don’t use the term “going bananas” here.,17.0,48.0,53.0,118.0,1.6949152542372878,0.06538143420877349,36,520
Something's been eating you. Tell me about it.,17.0,36.0,49.0,102.0,1.6862745098039216,0.0737023140232557,37,520
I think you experienced a Freudian slip.,19.0,49.0,59.0,127.0,1.68503937007874,0.0639303334830536,38,520
I was going to be a world famous computer logo....until that damn apple showed up.,26.0,17.0,58.0,101.0,1.683168316831683,0.08551613022451161,39,520
Calm down. Try to compost yourself.,27.0,33.0,68.0,128.0,1.6796875,0.07096563448809039,40,520
I agree. You're an accident waiting to happen.,20.0,40.0,58.0,118.0,1.6779661016949152,0.06901697533630705,41,520
What would you like to be able to say to those monkeys?,19.0,41.0,57.0,117.0,1.6752136752136753,0.06848650085993799,42,520
Somedays I feel like an accident just waiting to happen.,20.0,39.0,58.0,117.0,1.6752136752136753,0.06955402947612756,42,520
"It's ""Oedipal"", not ""Edible"".",20.0,36.0,57.0,113.0,1.672566371681416,0.07160177248963702,44,520
Just tell me what's eating you,18.0,42.0,57.0,117.0,1.6666666666666667,0.06758867291314234,45,520
You are an accident waiting to happen!,22.0,38.0,63.0,123.0,1.6666666666666667,0.06894674824760039,45,520
I'm afraid you suffer from an Edible Complex.,21.0,34.0,59.0,114.0,1.6666666666666667,0.07229752164406708,45,520
So when did you first begin to feel like garbage?,20.0,32.0,56.0,108.0,1.6666666666666667,0.07441940962479301,45,520
So you feel like you're empty inside?,21.0,40.0,63.0,124.0,1.6612903225806452,0.06763694985629749,49,520
You seem to bruise easily.,15.0,42.0,52.0,109.0,1.6605504587155964,0.06800414666035806,50,520
We both know there's no such thing as an accident.,14.0,44.0,51.0,109.0,1.6605504587155964,0.06674330901068648,50,520
My last patient was nuts.,20.0,30.0,56.0,106.0,1.6603773584905661,0.0756959830002715,52,520
"And in this recurring nightmare, nobody slips?",17.0,28.0,49.0,94.0,1.6595744680851063,0.07939543856205852,53,520
Show me where the monkey touched you.,21.0,27.0,57.0,105.0,1.6571428571428573,0.07754069170249725,54,520
"No offense, I am thick skinned",9.0,24.0,31.0,64.0,1.65625,0.08969400693999784,55,520
How's it been since the split?,12.0,27.0,39.0,78.0,1.6538461538461535,0.08327888279742772,56,520
"Of course, we all ask ourselves at one time, if a fruitless life is worth living.",13.0,37.0,47.0,97.0,1.649484536082474,0.07185746964373364,57,520
I’ll be honest. You’re an accident waiting to happen.,17.0,27.0,50.0,94.0,1.6489361702127658,0.07961737429002504,58,520
"Interesting. I said 'smoothly,' but you heard 'smoothie.'",16.0,29.0,49.0,94.0,1.6489361702127658,0.0781674208953626,58,520
Try thinking about it from the chimp's perspective.,15.0,35.0,51.0,101.0,1.6435643564356437,0.07255473647747034,60,520
Depressed because you're no longer one of the bunch?,13.0,44.0,52.0,109.0,1.6422018348623852,0.06584990988586835,61,520
I feel as if my whole life is like an accident just waiting to happen.,19.0,21.0,52.0,92.0,1.641304347826087,0.08406411469604508,62,520
And how long have you felt like people on the street are avoiding you?,19.0,28.0,56.0,103.0,1.6407766990291262,0.07663984781426862,63,520
"So, how have you been doing since the split?",16.0,32.0,52.0,100.0,1.64,0.07456269817808339,64,520
OK..... I'd like to go back to that time in your life when you tried to form a republic,19.0,26.0,55.0,100.0,1.64,0.07852169487254186,64,520
Maybe not everyone wants to be swept off their feet,16.0,28.0,50.0,94.0,1.6382978723404256,0.07837730843582992,66,520
"So you feel stepped on, but everyone else thinks its funny...",16.0,24.0,48.0,88.0,1.6363636363636365,0.0827016047540622,67,520
Maybe it's time to face the fact that comedy has moved on without you.,14.0,26.0,45.0,85.0,1.6352941176470588,0.08173033959278657,68,520
How often do you have the Carmen Miranda dream?,15.0,24.0,46.0,85.0,1.6352941176470588,0.08342637745203937,68,520
You need to stop seeing yourself as the fall guy.,12.0,30.0,43.0,85.0,1.6352941176470588,0.07822802771587918,68,520
"Well, I'm glad you've opened up.",12.0,36.0,47.0,95.0,1.631578947368421,0.07185376399006724,71,520
I understand you lost nearly everything after the split.,17.0,31.0,55.0,103.0,1.6310679611650485,0.07428867098430614,72,520
You don't need a therapist; you need a good attorney.,20.0,42.0,68.0,130.0,1.6307692307692307,0.06473510220259843,73,520
And these women... They just fall for you?,14.0,42.0,55.0,111.0,1.6306306306306306,0.06641384648846654,74,520
It's quite normal to feel empty after a split.,13.0,32.0,47.0,92.0,1.6304347826086956,0.07527206792899775,75,520
Do you feel you're a danger to yourself or others?,15.0,28.0,49.0,92.0,1.6304347826086956,0.07838154946660847,75,520
You need to stop cereal dating.,14.0,30.0,48.0,92.0,1.6304347826086956,0.07684253869795701,75,520
Can you tell me where the monkey touched you?,17.0,24.0,51.0,92.0,1.6304347826086956,0.08137229493669901,75,520
"So, you don't feel like one of the bunch?",15.0,26.0,48.0,89.0,1.6292134831460674,0.08050850657049839,79,520
Again with the guilt? He slipped. He fell. Get over it!,19.0,21.0,54.0,94.0,1.6276595744680848,0.0828237117491681,80,520
It sounds like we're dealing with a classic Edible complex.,13.0,31.0,47.0,91.0,1.6263736263736264,0.07599298156712052,81,520
You keep looking at my feet.,17.0,16.0,47.0,80.0,1.625,0.09135928517311072,82,520
"Depression, heart palpitations, fatigue. You could be low in potassium.",15.0,28.0,50.0,93.0,1.6236559139784943,0.07782993305497357,83,520
"Now, tell me what's eating you?",12.0,32.0,46.0,90.0,1.6222222222222222,0.07508260582400422,84,520
"So, what's been eating you?",13.0,28.0,46.0,87.0,1.6206896551724137,0.07882012063442727,85,520
Our time is up and please don't wait for me on the stairs.,15.0,24.0,48.0,87.0,1.6206896551724137,0.08214151100113473,85,520
You were saying you feel like an accident waiting to happen.,15.0,32.0,53.0,100.0,1.62,0.0735533888417183,87,520
I agree. This is fruitless.,13.0,18.0,40.0,71.0,1.6197183098591552,0.0927257638248445,88,520
"Now that you've opened up, we can start to make progress.",11.0,35.0,46.0,92.0,1.6195652173913044,0.07223546612803045,89,520
Does it matter what the rest of the bunch thinks?,10.0,37.0,45.0,92.0,1.6195652173913044,0.07056253271740226,89,520
I can see why she fell for you.,10.0,32.0,42.0,84.0,1.619047619047619,0.07556397612542305,91,520
I tend to hurt people who get close to me.,14.0,19.0,43.0,76.0,1.618421052631579,0.08976989153201331,92,520
It's my professional opinion that you are an accident waiting to happen.,14.0,25.0,47.0,86.0,1.6162790697674418,0.0813171404609107,93,520
Maybe you want to be stepped on.,14.0,33.0,52.0,99.0,1.616161616161616,0.07279652672801984,94,520
When did you first start fearing monkeys?,16.0,22.0,50.0,88.0,1.6136363636363635,0.08309550940851468,95,520
So you feel people are avoiding you?,15.0,24.0,49.0,88.0,1.6136363636363635,0.0815084698912134,95,520
"First you were eaten alive, and then spent years in slapstick? Of course you feel rotten.",19.0,27.0,60.0,106.0,1.6132075471698113,0.07531992826170184,97,520
"And, then, he decided to make a smoothie.",9.0,20.0,33.0,62.0,1.6129032258064515,0.09299880505557533,98,520
When did you first suspect that she only loved you for your potassium?,15.0,27.0,51.0,93.0,1.6129032258064515,0.07800735101674627,98,520
You didn't see the split coming?,9.0,31.0,40.0,80.0,1.6125,0.07650132372479297,100,520
Maybe you don't have an inferiority complex. Maybe you really are an accident waiting to happen.,12.0,28.0,45.0,85.0,1.611764705882353,0.0786691074855022,101,520
Of course it hurts when you open up fully and then just get tossed aside.,15.0,22.0,48.0,85.0,1.611764705882353,0.08384011335285323,101,520
Funny how you let that slip.,8.0,37.0,42.0,87.0,1.6091954022988506,0.07004852222714639,103,520
And just why do you think people tip-toe around you?,15.0,26.0,51.0,92.0,1.608695652173913,0.0787451175336421,104,520
"So, you feel like a phony because you lack substance, but you still have appeal?",12.0,30.0,47.0,89.0,1.6067415730337078,0.0759985913397117,105,520
"Normally, I only take nut jobs.",17.0,20.0,52.0,89.0,1.6067415730337078,0.08397975327533645,105,520
I can see by your colouring that our time is up.,15.0,19.0,47.0,81.0,1.6049382716049383,0.08727530646773309,107,520
Would you feel better if we used the expression ‘Going nuts’ instead?,12.0,28.0,46.0,86.0,1.6046511627906976,0.07807371340172245,108,520
"So, you and ice cream. Tell me about the split.",11.0,30.0,45.0,86.0,1.6046511627906976,0.0763014214357556,108,520
"Even empty and discarded, I find you appealing.",10.0,32.0,44.0,86.0,1.6046511627906976,0.0744869726992531,108,520
"Now, just tell me what's eating you.",13.0,29.0,49.0,91.0,1.6043956043956045,0.076362864993192,111,520
You've got to stop letting people walk all over you.,12.0,23.0,43.0,78.0,1.6025641025641026,0.08429793426606809,112,520
You do realize in a couple of days none of this will matter.,12.0,26.0,45.0,83.0,1.6024096385542168,0.08029434360581095,113,520
"Honestly, you need thicker skin.",5.0,29.0,31.0,65.0,1.6,0.0784464540552736,114,520
I have this reoccurring dream where I slip on a human being.,14.0,17.0,44.0,75.0,1.6,0.0910400367326831,114,520
And how have things been going for you since your banana split?,14.0,26.0,50.0,90.0,1.6,0.0786909122796638,114,520
I give up. What makes a Freudian slip?,13.0,25.0,47.0,85.0,1.6,0.08061389110926175,114,520
"He was such an ape, he just ripped me open and took what he wanted",15.0,19.0,48.0,82.0,1.5975609756097562,0.08651949859265351,118,520
Tell me more about the tally man.,14.0,18.0,45.0,77.0,1.5974025974025974,0.08915901655082567,119,520
How long has your life seemed fruitless?,12.0,22.0,43.0,77.0,1.5974025974025974,0.08523968109392441,119,520
I understand you gave everything to a cream pie but it's time to move on.,9.0,25.0,38.0,72.0,1.5972222222222223,0.08312114352008726,121,520
Perhaps you misunderstood when she said she was going to slip on something a little nicer.,17.0,16.0,51.0,84.0,1.5952380952380951,0.08820100332580467,122,520
It's not your fault - accidents happen.,11.0,25.0,43.0,79.0,1.5949367088607596,0.08160788313236084,123,520
You've been hanging with the wrong bunch.,9.0,23.0,37.0,69.0,1.5942028985507246,0.08592022455213162,124,520
We split up on a Sundae,15.0,18.0,48.0,81.0,1.5925925925925926,0.08744977002309329,125,520
Tell me more about this dream with your father and the blender,12.0,21.0,43.0,76.0,1.5921052631578947,0.08620178607452211,126,520
We try not to use the word 'bananas',13.0,19.0,44.0,76.0,1.5921052631578947,0.08821352002624161,126,520
I can only help with the Freudian slips.,10.0,25.0,41.0,76.0,1.5921052631578947,0.08203044274214763,126,520
Why do you think people are avoiding you?,13.0,26.0,49.0,88.0,1.5909090909090908,0.07857861446403648,129,520
"Doc, I just feel like I'm an accident waiting to happen.",6.0,24.0,31.0,61.0,1.5901639344262295,0.08549773646167409,130,520
Everyone who comes here thinks they're bananas.,11.0,24.0,43.0,78.0,1.5897435897435896,0.08249339762256429,131,520
I'm terribly sorry. I skipped lunch.,13.0,20.0,45.0,78.0,1.5897435897435896,0.08643587980297975,131,520
When did you first begin to feel that your life was fruitless?,11.0,18.0,39.0,68.0,1.5882352941176472,0.09189091071585496,133,520
We really peeled back some layers today.,11.0,25.0,44.0,80.0,1.5875,0.08092376080788101,134,520
Why do you feel the work we're doing is fruitless?,13.0,21.0,46.0,80.0,1.5875,0.08474412342868502,134,520
"Well, I see there is no point in discussing your inner feelings today.",6.0,25.0,32.0,63.0,1.5873015873015872,0.08355552754159991,136,520
Bringing others down will never fill your emptiness.,11.0,22.0,42.0,75.0,1.586666666666667,0.08509313039747005,137,520
"So, Mr. Fofanna, what brings you in today?",15.0,15.0,47.0,77.0,1.5844155844155845,0.09122589073847667,138,520
How long have you been feeling rotten?,14.0,24.0,51.0,89.0,1.5842696629213484,0.07959452395823556,139,520
I feel like my whole life's been a joke.,6.0,16.0,26.0,48.0,1.5833333333333333,0.10242335541869632,140,520
"You have appeal, but you seem to lack substance.",13.0,20.0,46.0,79.0,1.5822784810126582,0.08566064347873417,141,520
"So you’re saying that when daylight come, they all wanna go home?",15.0,20.0,51.0,86.0,1.5813953488372092,0.08346975545880601,142,520
Let's talk about the incident with the gorilla.,13.0,17.0,44.0,74.0,1.5810810810810811,0.0902642399225493,143,520
You say you feel you're an accident waiting to happen?,11.0,25.0,45.0,81.0,1.5802469135802468,0.08024691358024692,144,520
You seem to delight in bringing others down.,7.0,30.0,39.0,76.0,1.5789473684210529,0.07554052681267011,145,520
Let's talk about the 800 pound gorilla that used to be in the room.,9.0,26.0,41.0,76.0,1.5789473684210529,0.08005076874771813,145,520
So you feel that people are going out of their way to avoid you.,9.0,26.0,41.0,76.0,1.5789473684210529,0.08005076874771813,145,520
Now let's discuss your fear of primates...,9.0,26.0,41.0,76.0,1.5789473684210529,0.08005076874771813,145,520
This is why I don't schedule appointments on my lunch break.,17.0,15.0,53.0,85.0,1.5764705882352938,0.08756985301100162,149,520
"So, how long have you thought you were a plantain?",11.0,16.0,39.0,66.0,1.5757575757575757,0.09426591871677684,150,520
You mustn't blame yourself for other people's slip-ups.,11.0,21.0,43.0,75.0,1.5733333333333333,0.08526235787069032,151,520
"Well, sometimes I think we all feel empty inside...",11.0,21.0,43.0,75.0,1.5733333333333333,0.08526235787069032,151,520
So you feel he treats you like trash?,9.0,25.0,41.0,75.0,1.5733333333333333,0.08092557660560071,151,520
Do you recall when these feelings of emptiness began?,10.0,27.0,45.0,82.0,1.5731707317073171,0.07766249257944227,154,520
So you think it's just everyone else's fault they keep falling down?,11.0,25.0,46.0,82.0,1.5731707317073171,0.07957748975623861,154,520
Tell me more about your life on the street.,9.0,26.0,42.0,77.0,1.5714285714285714,0.07936128190201037,156,520
That's what happens when you let people walk on you.,8.0,28.0,41.0,77.0,1.5714285714285714,0.07717803810328508,156,520
Tell me more about what's been eating you.,9.0,26.0,42.0,77.0,1.5714285714285714,0.07936128190201037,156,520
Doesn't it feel better to open up?,10.0,24.0,43.0,77.0,1.5714285714285714,0.0814860513510662,156,520
So you feel your life’s now fruitless?,9.0,22.0,39.0,70.0,1.5714285714285714,0.08529920198808891,156,520
You want people to like you for who you are on the outside as well as the inside.,12.0,21.0,46.0,79.0,1.5696202531645569,0.08389175631880041,161,520
Are we Mr. Plantain or Mr. Banana today?,11.0,19.0,42.0,72.0,1.5694444444444444,0.08807271521116522,162,520
It seems to me like you may be struggling with an eaten disorder,12.0,17.0,43.0,72.0,1.5694444444444444,0.09026649140958276,162,520
"So what I hear you saying is, now that we have peeled back the layers, you feel empty inside.",11.0,15.0,39.0,65.0,1.5692307692307692,0.0954977616764241,164,520
"Under these circumstances, my rate is on a sliding scale",14.0,14.0,46.0,74.0,1.5675675675675675,0.0924412439967288,165,520
"How do you mean, you feel like an accident waiting to happen?",8.0,26.0,40.0,74.0,1.5675675675675675,0.07952348150068188,165,520
"Of course, you didn't cause all those accidents.",11.0,20.0,43.0,74.0,1.5675675675675675,0.08622461279023537,165,520
"When you say he ""fell for you,' you're speaking metaphorically, I assume?",7.0,28.0,39.0,74.0,1.5675675675675675,0.07716055250608123,165,520
And you feel responsible for the split?,10.0,22.0,42.0,74.0,1.5675675675675675,0.08405028616179985,165,520
What do you mean you bring people down?,6.0,26.0,35.0,67.0,1.5671641791044777,0.08020744417363072,170,520
Talk more about your feelings of being used and discarded.,7.0,29.0,40.0,76.0,1.5657894736842106,0.07570841181516923,171,520
I think we can rule out low potassium as the cause of your depression.,10.0,23.0,43.0,76.0,1.5657894736842106,0.08236744016006946,171,520
Thanks for finally opening up.,11.0,17.0,41.0,69.0,1.565217391304348,0.09111944904271024,173,520
Let's face the facts: you're spoiled rotten.,11.0,22.0,45.0,78.0,1.564102564102564,0.08280333007661038,174,520
There used to be a whole bunch of us that hung out together . . .,8.0,24.0,39.0,71.0,1.5633802816901408,0.08205704048917391,175,520
How long would you say you've felt empty inside?,8.0,24.0,39.0,71.0,1.5633802816901408,0.08205704048917391,175,520
Would you like to talk about what's eating you?,9.0,22.0,40.0,71.0,1.5633802816901408,0.08447350105662399,175,520
Tell me about your relationship before the split.,7.0,27.0,39.0,73.0,1.5616438356164384,0.07799402215771106,178,520
Do you feel comfortable in your own skin?,9.0,28.0,45.0,82.0,1.5609756097560976,0.07583235002511231,179,520
I just don't have it in me anymore.,6.0,25.0,35.0,66.0,1.5606060606060606,0.08115939561097288,180,520
"Well you're off the floor now, and that's progress.",10.0,22.0,43.0,75.0,1.56,0.0832666399786453,181,520
You're definitely not completely bananas.,13.0,12.0,43.0,68.0,1.5588235294117647,0.09688373810867668,182,520
"So, yes, you have no banana. But how does that make you feel?",10.0,18.0,40.0,68.0,1.5588235294117647,0.08983047379140087,182,520
What am I writing down? My grocery list.,7.0,20.0,34.0,61.0,1.5573770491803278,0.08908947477570603,184,520
"Calm down, sometimes a banana is just a banana.",10.0,19.0,41.0,70.0,1.5571428571428572,0.08784447551293458,185,520
Well it could just mean you've moved past the phallic stage.,10.0,20.0,42.0,72.0,1.5555555555555556,0.08596522045053062,186,520
When did you first feel like 'an accident waiting to happen.'?,10.0,16.0,39.0,65.0,1.5538461538461539,0.09310552643777084,187,520
How does it make you feel when others call you an accident waiting to happen?,11.0,14.0,40.0,65.0,1.5538461538461539,0.09565253934958376,187,520
Perhaps it was actually a Freudian slip.,11.0,14.0,40.0,65.0,1.5538461538461539,0.09565253934958376,187,520
So you only feel fulfilled when someone steps on you?,11.0,15.0,41.0,67.0,1.5522388059701493,0.09338980835528536,190,520
"He slipped, he fell. You've got to stop blaming yourself.",6.0,25.0,36.0,67.0,1.5522388059701493,0.08037559413633588,190,520
The monkey nightmares are back.,8.0,21.0,38.0,67.0,1.5522388059701493,0.08581843742178114,190,520
"And in the dream, I'm strangling the gorilla.",10.0,13.0,37.0,60.0,1.55,0.09922012279956914,193,520
"""Everyone slips.",10.0,19.0,42.0,71.0,1.5492957746478873,0.08695319491763823,194,520
This session is going to cost you a whole bunch.,8.0,19.0,37.0,64.0,1.546875,0.0888911171285696,195,520
You shouldn't dwell on being unfulfilled. It's fruitless.,11.0,13.0,40.0,64.0,1.546875,0.09690059825646236,195,520
"I think, on some level, I like being stepped on.",7.0,21.0,36.0,64.0,1.546875,0.08605578980134533,195,520
And when did you start identifying as a plantain?,13.0,15.0,47.0,75.0,1.5466666666666666,0.08963053962592013,198,520
I've been feeling very empty since the split,11.0,14.0,41.0,66.0,1.5454545454545454,0.0945651763543865,199,520
You show classic symptoms of an Edible Complex.,7.0,22.0,37.0,66.0,1.5454545454545454,0.08412948778005458,199,520
Emasculated how?,8.0,21.0,39.0,68.0,1.5441176470588236,0.08493612620845904,201,520
"But ask yourself: Are all these ladies falling for you? Or, are they simply falling?",8.0,21.0,39.0,68.0,1.5441176470588236,0.08493612620845904,201,520
I think to focus on what you have lost would be fruitless.,11.0,15.0,42.0,68.0,1.5441176470588236,0.0923639010849064,201,520
Could be worse…at least you’re not nuts.,12.0,26.0,54.0,92.0,1.5434782608695652,0.07478755303158535,204,520
Perhaps you feel you're slipping because you allow yourself to be stepped on.,8.0,22.0,40.0,70.0,1.542857142857143,0.08312158842318577,205,520
"Yes, it is what's on the inside that counts.",8.0,16.0,35.0,59.0,1.5423728813559323,0.09463095101348494,206,520
Someone will fall for you eventually,7.0,12.0,29.0,48.0,1.5416666666666667,0.1071815476691604,207,520
"Yes, I can charge on a sliding scale...",8.0,17.0,36.0,61.0,1.540983606557377,0.0922510547329734,208,520
And how does it make you feel when you think people are avoiding you?,9.0,15.0,37.0,61.0,1.540983606557377,0.09516672310622944,208,520
"In dreams, sometimes a banana is just a banana.",6.0,21.0,34.0,61.0,1.540983606557377,0.0861241018791062,208,520
So...your job at Banana Republic wasn't what you expected?,10.0,13.0,38.0,61.0,1.540983606557377,0.0979956798752345,208,520
Perhaps we need to put you in bunch therapy,10.0,20.0,44.0,74.0,1.5405405405405406,0.08428805265140757,212,520
Sure you have issues but I'm the one talking to a banana peel.,11.0,12.0,40.0,63.0,1.5396825396825398,0.09817952986589716,213,520
"Seriously, you can't let people step all over you and then tell you it's your fault.",9.0,17.0,39.0,65.0,1.5384615384615383,0.0906093768414596,214,520
What you're experiencing is called compost-traumatic stress disorder.,11.0,13.0,41.0,65.0,1.5384615384615383,0.09576845844606716,214,520
"""Orange who""?",14.0,7.0,44.0,65.0,1.5384615384615383,0.1030238095075298,214,520
So when did you start feeling you weren't one of the bunch?,8.0,20.0,39.0,67.0,1.537313432835821,0.08593634694029842,217,520
I found the inner you to be delicious.,5.0,26.0,36.0,67.0,1.537313432835821,0.07764150708430755,217,520
Would it be that bad if you were always a second banana?,9.0,18.0,40.0,67.0,1.537313432835821,0.0885287510349995,217,520
"I understand your fears, Barry, but comedy changes and so must you.",6.0,24.0,37.0,67.0,1.537313432835821,0.08050147611501397,217,520
I'm glad you finally opened up.,6.0,24.0,37.0,67.0,1.537313432835821,0.08050147611501397,217,520
"I don't know, I just feel empty inside.",10.0,16.0,41.0,67.0,1.537313432835821,0.0910473711547484,217,520
"I was minding my own business, and he slipped on me, yet everyone ran to him to see if HE was OK.",9.0,18.0,40.0,67.0,1.537313432835821,0.0885287510349995,217,520
I think you’ll do better in bunch therapy.,10.0,16.0,41.0,67.0,1.537313432835821,0.0910473711547484,217,520
You need to find your inner self.,7.0,23.0,39.0,69.0,1.536231884057971,0.08149213254179521,225,520
"So people walk all over you, and others laugh about it?",11.0,15.0,43.0,69.0,1.536231884057971,0.0913564311049402,225,520
Tell me about your separation from the bunch.,1.0,36.0,34.0,71.0,1.5352112676056338,0.06289778337203847,227,520
How are things since the split?,10.0,18.0,43.0,71.0,1.5352112676056338,0.08705091346683068,227,520
'Seems to me you're just not comfortable in your own skin.',7.0,18.0,35.0,60.0,1.5333333333333334,0.09040607282570393,229,520
"Yes, you made her fall for you. But you really hurt her in the process.",12.0,17.0,48.0,77.0,1.5324675324675323,0.08588809817551935,230,520
"I'm sorry, I didn't have breakfast.",7.0,19.0,36.0,62.0,1.5322580645161292,0.08822157916818019,231,520
The split must have been hard on you.,10.0,13.0,39.0,62.0,1.5322580645161292,0.09679622523758508,231,520
"Look I don't say this to patients often, but you really are bananas.",6.0,21.0,35.0,62.0,1.5322580645161292,0.08517174590880991,231,520
I'm glad that you finally opened up.,6.0,21.0,35.0,62.0,1.5322580645161292,0.08517174590880991,231,520
I am sorry. I was hungry and I didn't realize you were the patient.,11.0,11.0,40.0,62.0,1.5322580645161292,0.09949035103977627,231,520
"Twenty brothers and sisters? Wow, that's a bunch!",9.0,16.0,39.0,64.0,1.53125,0.09174442048689496,236,520
I understand you feel empty at your loss of sexual metaphor.,7.0,20.0,37.0,64.0,1.53125,0.0861682957845442,236,520
How did you feel when you finally separated yourself from the bunch?,8.0,18.0,38.0,64.0,1.53125,0.08900003901372427,236,520
You still blame yourself for the split?,7.0,20.0,37.0,64.0,1.53125,0.0861682957845442,236,520
"Well, with it completely gone I suggest you simply increase the foreplay.",11.0,12.0,41.0,64.0,1.53125,0.09700052671269203,236,520
"So, he fell for you hard, and you find that funny?",9.0,17.0,40.0,66.0,1.5303030303030305,0.08959816267705202,241,520
But it’s not like they’re trying to step on you….,9.0,17.0,40.0,66.0,1.5303030303030305,0.08959816267705202,241,520
So you thought the chimp was your friend…and then?,10.0,15.0,41.0,66.0,1.5303030303030305,0.09216306864088213,241,520
"In retrospect, do you feel the trip to zoo was a good idea?",5.0,25.0,36.0,66.0,1.5303030303030305,0.07850496092796695,241,520
"Actually, I charge by the hour, not per pound. Why do you ask?",4.0,27.0,35.0,66.0,1.5303030303030305,0.07547733715560685,241,520
I think we can rule out a potassium deficiency.,10.0,15.0,41.0,66.0,1.5303030303030305,0.09216306864088213,241,520
Do you think it's in your nature to bring people down?,4.0,28.0,36.0,68.0,1.5294117647058822,0.07398890668367117,247,520
"You've got to forgive yourself . . . don't forget, he also had one foot in the grave . . .",10.0,16.0,42.0,68.0,1.5294117647058822,0.09004580883578749,247,520
how long have you identified as a vegetable?,10.0,18.0,44.0,72.0,1.5277777777777777,0.08615464092356896,249,520
I'm afraid you're suffering from a split personality.,11.0,27.0,55.0,93.0,1.5268817204301075,0.0726693309578801,250,520
"So, your father always wanted an apple?",7.0,16.0,34.0,57.0,1.5263157894736843,0.09401002172185992,251,520
My case is being tried in the court of a-peel next week,7.0,17.0,35.0,59.0,1.5254237288135593,0.09159899201433376,252,520
