caption,funny,somewhat_funny,unfunny,count,score,precision,rank
You think anyone noticed the huge luggage so far.,1.0,1.0,1.0,3.0,2.0,0.5773502691896257,27
"You know, I could just let go.",2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
I wish you two would get off my case.,2.0,1.0,2.0,5.0,2.0,0.4472135954999579,27
How long do you think we have before they notice our boss is missing?,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
I've been having a hard time managing my caseload lately.,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
"Sorry, we opted for the long form.",1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
First time with a big case?,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
This is the longest case we've ever worked on.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
We're prepared for a lengthy trial.,2.0,1.0,2.0,5.0,2.0,0.4472135954999579,27
"The boss got this ""team"" idea while attending a funeral.",1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
It's a Mormon divorce.,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
"When we get to the airport, let me do the talking.",1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
Remember when bassoonists carried their own instruments?,0.0,4.0,0.0,4.0,2.0,0.2886751345948129,27
You know... you're not indispensable.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
It's the terms AND the conditions,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
"The boss will be impressed with our new meaning of ""teamwork"".",1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
"You know, I think I'm getting a handle on middle management.",1.0,3.0,1.0,5.0,2.0,0.31622776601683794,27
It's good to see that they aren't trying to cut the middleman out of every transaction.,1.0,1.0,1.0,3.0,2.0,0.5773502691896257,27
Trust me - this is how we landed the Costco account.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
I really think Arthur Miller would appreciate our adaptation.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
Must you always speak in the third person?,1.0,1.0,1.0,3.0,2.0,0.5773502691896257,27
Tell him these nuclear codes are getting ridiculous.,1.0,1.0,1.0,3.0,2.0,0.5773502691896257,27
No one needs to know the President is travelling to Lanikai Beach again.,1.0,1.0,1.0,3.0,2.0,0.5773502691896257,27
A briefcase on wheels? That would look weird.,1.0,1.0,1.0,3.0,2.0,0.5773502691896257,27
Looks like we all have a good handle on the case.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
"If you get tired, we can change sides.",2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
it's nice that we all work on the same floor.,0.0,4.0,0.0,4.0,2.0,0.2886751345948129,27
It's the biggest case I've handled.,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
You're on the wrong side of the case.,1.0,3.0,1.0,5.0,2.0,0.31622776601683794,27
Remember when we used to get our OWN briefcases?,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
No- the worst part about downsizing is we only have one pen.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
This is the biggest deal I ever worked on,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
This case has gone on too long.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
We’re putting the band back together.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
Seems like the briefs keep getting longer and longer.,0.0,4.0,0.0,4.0,2.0,0.2886751345948129,27
It's a looooong story.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
I'm feeling redundant,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
Threef case.,1.0,1.0,1.0,3.0,2.0,0.5773502691896257,27
It's our latest smartphone.,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
This is not what I meant when I suggested we have a three-way!,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
This case is anything but brief.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
I misunderstood when the partners said they were giving us the same case.,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
It is a rather lengthy brief.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
You're definitely on the wrong side of this case.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
Do we really have to disclose how many people it takes to change these fluorescent bulbs?,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
Not every case can be brief,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
I can't believe they're making us all wear the same suit!,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
Should we really be calling this a 'brief'case?,2.0,1.0,2.0,5.0,2.0,0.4472135954999579,27
"OK, OK, I’m gonna get a thumb drive.",2.0,1.0,2.0,5.0,2.0,0.4472135954999579,27
Don't you hate spread sheets.,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
What if only one of us gets the job,1.0,3.0,1.0,5.0,2.0,0.31622776601683794,27
Welcome to the Bobsled account.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
It comes in handy when 48-inch subs go on sale.,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
"Actually, the deal died days ago....we're the pallbearers.",1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
I've never been comfortable with the way we get rid of nosy interns.,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
"He says 'coming about', you shift to the starboard side.",2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
"How do you screw up ""three briefcases stuffed with cash?""",1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
Work hard and one day I guarantee you the center position.,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
I told you it wouldn't stop at carpooling...,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
You see her weird purse?,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
There's no way I could have taken this case on my own.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
You wouldn't know the challenges of middle management.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
What? You never heard of file sharing?,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,27
Why do I always get stuck in the middle of these long cases?,1.0,1.0,1.0,3.0,2.0,0.5773502691896257,27
I never dreamed I'd be honored with the privilege of helping transport Mr. Trump's ego.,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
Of course I'm worried. People always want to cut out the middleman.,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
Want to share a cab?,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
This is a long held secret.,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,27
"Now remember, when we get in there, we talk with one voice.",0.0,4.0,0.0,4.0,2.0,0.2886751345948129,27
"Louie, you did bring the shells-- right?",2.0,0.0,3.0,5.0,1.8,0.4898979485566357,111
"Will you please stop humming ""We Shall Overcome""",2.0,0.0,3.0,5.0,1.8,0.4898979485566357,111
We don't call it a threesome in front of clients.,1.0,2.0,2.0,5.0,1.8,0.37416573867739417,111
"Next time, let's set the paper size to ""Letter"".",1.0,2.0,2.0,5.0,1.8,0.37416573867739417,111
Should we share a cab?,0.0,4.0,1.0,5.0,1.8,0.22360679774997896,111
These pallbearer conventions are the worst.,1.0,2.0,2.0,5.0,1.8,0.37416573867739417,111
Democrat?,2.0,0.0,3.0,5.0,1.8,0.4898979485566357,111
I can tell you’re not really lifting.,1.0,2.0,2.0,5.0,1.8,0.37416573867739417,111
I thought you said you were left handed.,2.0,0.0,3.0,5.0,1.8,0.4898979485566357,111
"So, for lunch—the five-foot hoagie, and we’ll sit on the sofa?",1.0,2.0,2.0,5.0,1.8,0.37416573867739417,111
I can't wait to meet our wife.,1.0,2.0,2.0,5.0,1.8,0.37416573867739417,111
Remember the good old days when the Gun would fit in A violin case,1.0,2.0,2.0,5.0,1.8,0.37416573867739417,111
This is working out way better than the bicycle.,1.0,2.0,2.0,5.0,1.8,0.37416573867739417,111
It's a lengthy brief.,0.0,4.0,1.0,5.0,1.8,0.22360679774997896,111
"This presentation is dead, and we're the pallbearers.",2.0,0.0,3.0,5.0,1.8,0.4898979485566357,111
I just want him to know the report is from all of us.,2.0,0.0,3.0,5.0,1.8,0.4898979485566357,111
What did she mean that was a weird massage?,2.0,0.0,3.0,5.0,1.8,0.4898979485566357,111
"If we can just get past the xylophone detector, we'll be home free.",1.0,2.0,2.0,5.0,1.8,0.37416573867739417,111
I'm middle management.,1.0,2.0,2.0,5.0,1.8,0.37416573867739417,111
I hope this doesn't mean I get the middle seat.,1.0,2.0,2.0,5.0,1.8,0.37416573867739417,111
"""If the case is brief, there's no relief."" Johnny Cochran taught me that.",2.0,0.0,3.0,5.0,1.8,0.4898979485566357,111
"At the end of the day, you are either on our side or you're not.",2.0,0.0,3.0,5.0,1.8,0.4898979485566357,111
This is the company solution to force us to share a taxi.,1.0,2.0,2.0,5.0,1.8,0.37416573867739417,111
"Yep, I'm the middle man.",1.0,2.0,2.0,5.0,1.8,0.37416573867739417,111
"So my daughter tells me we should be worried about this thing called ""the cloud"".",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Are we all on the same page?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Have you ever been to a mortician's board meeting?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"That's just the way it is, least seniority gets the back handle.",0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
"Bathroom,anyone?",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
On this case you're co-co-counsel.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I put in two years with the third handle.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
We need a smaller briefcase.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Pool cues. What's your line?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Well, you're taking the middle seat in the plane.",0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
Are we all going to the same meeting?,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
We also have to screw in a light bulb today.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I'm guessing you're right handed.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Just remember, small hands big briefcase.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
People will talk about this merger for decades.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I don't really feel that I'm pulling my weight.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I love the new suitcase pool.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Twenty-five years to settle the Fender estate.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I think we all have a handle on this now.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
It gets us in the cafeteria HOV line.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Are you ready for the shareholders meeting?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Ironically, I stopped carpooling.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Next time, we buy one with wheels.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
This has to be the only opera with three offstage bassoons.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
Just try to act like this is completely normal.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Accessorizing with synergy suits you.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
It's Trump's briefs.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
Look. We're paid to stretch things out.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
It was a brief life.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
We really need to get in the same carpool.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
"Yes, I realize I should have checked the paper settings on the printer.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"You're right, the elevator is faster.",0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
Do you remember the procedure for when I need to switch hands?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Now, you're sure they insisted on the long-form contract?",0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
We all share the same baggage,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Yes, the case has been extended.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"We're drifting right again. Smedley's not much of a team player, is he?",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Why does he always get to be up front?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I'm not totally sure this is reducing our carbon footprint.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
These mergers are so awkward!,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
What's a computer?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Glad you could join the firm. We needed a third hand,",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Did you see that strange lady on the elevator?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Okay, this is good. We all have a handle on it now.",0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
The strategy is to draw this case out.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
"Well, it's not exactly a brief case.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"This draft might get through the House, but the Senate will find it too long.",0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
Middle management is harder than it looks.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
His last request was to be alphabetically archived.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
First time as an Executive Pallbearer?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I preferred it when we could just fire a guy.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Remember…tight on the left turns …and take it wide on the rights.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I'm wondering how brief this case is gonna be.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I still say we should not have brought the long form!,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I'm so already over the sharing economy.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Frankly, gentlemen, the prosecution is always tremendously intimidated by the size of my legal pads.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I think the benefits of file sharing were grossly exaggerated.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"If our seats are three across, we should be able to get some work done on the flight.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Why do we need a xylophone for the business meeting again?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Sharing files was easier at my last job.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I don’t care if you have a blister. Get over here. We look stupid.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"""So this is what they meant by 'becoming a partner'?""'",0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
"Well, it's certainly not a brief case...",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"I wouldn't really say this case is brief, exactly.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"He fudges the numbers, I display confusing graphics, you close the deal.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
We have long legal briefs.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
They're the XL files.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Yes, Jeff, I get it -- you're a manager. But you're not a *middle* manager.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Then I'll say, 'Your honor, this case is not brief.'",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
It was a very long brief,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Who suggested we have a giant hoagie for lunch?,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
They will agree to settle before we even open it.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
And that's how I made it to middle management.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
We'll show them what bureaucracy is.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
"So apparently we all ""work well with others""?",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Gosh, Mark Cuban is an a$$hole.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"By the way, Collins- welcome to the firm of Collins, Collins, and Collins.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
You sure you saw this in GQ?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Just walk in backwards. It's easier, believe me.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Who knew file sharing could be this much fun?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"I know you've got your eye on my job, Ted.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Do you think they suspect we're cutting out early to go surfing?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I was just made partner.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
These team building exercises are getting cumbersome.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
What do you think about this new IRS Long Form?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
We are working the same case.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Just hold your end up and we'll do fine.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Got enough air in there?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Because nobody wants to be left holding it.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Cut it out, Johnson. Brakemen don't steer.",0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
"Geez, Talk About a Merger...",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"This meeting should put an end to the ""Where's Hoffa?"" question.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
What can I say? This 'sharing economy' thing has really taken off.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Bloody team-building exercises.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
How much more can we merge?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"At first I was skeptical, but I'm starting to really like briefcase pooling with you guys..",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
You guys aren't planing to eliminate the middleman are you?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
One more mistake and you're off the case.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Our coffee mug has three handles too.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Nothing brief about this case.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"The judge is right, you've got to shorten the length of your briefs",0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
I hear they want hire one person to replace us.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"When we go through security, I'll do the talking.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"An MBA is useful, but rowing team experience is essential.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Thanks for the help, it's a really big case.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
It's a bargain compared to the briefcase for two.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
At least we can take the HOV elevator now.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I remember when bribes fit in a normal briefcase.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
The auditor wants to see my long form.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
I told the judge it would be a long case.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
It was your idea to file the long form.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
It's the corporate ladder.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
This is NOT too heavy to be a massage table.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
You're a righty?!,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
What does management not understand about 'brief'?,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
Make no small plans.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"If anyone asks, just say it's a long story.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
This is the biggest case in our firm's history.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
"Congrats, guys. We are now too big to fail.",0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
"""Long arm of the law"" my foot!",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
You can tell a lot about a person by the questions they don't ask.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I'm rethinking the carpool.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
I hate group projects.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Job sharing sounded more glamorous in the interview.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"We're big on teamwork here, wait til you see the bathroom",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
This is where it always gets awkward.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
In my previous briefcase pool the other guys never pulled their weight.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Wanna bet they try to cut out the middleman?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"In retrospect, I don't think I fully understood what ""making partner"" entailed.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"At our next meeting, I get to be coxswain.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
What do you want to bet its not the bonuses?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Not much....my lunch, some paperwork, a shovel... why do you ask ?",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
It's a big case.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
How many lawyers does it take to file a brief?,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
The nuclear codes were a lot shorter before common core math.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"'Buy three suits, get a briefcase' sounded good at the store.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
They ain't gonna miss him for a couple of hours so as long as we don't do something stupid to bring attention to ourselves.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
"Play your cards right, you'll be standing on this side in two, three weeks.",0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
Like they've never seen a briefcase before!,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
We want an element of surprise with a bit of fear,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
This your first really big case?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Do you know how long it took me to get to the middle?,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
I'd like to go back to just carpooling.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
The key to a successful robbery is to act normal.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
You need to carry your weight.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
Sorry you have to deal with my baggage.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
I don't think this is how file sharing works.,0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
"You guys know this is MY saxophone, right?",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I told you - keep in brief and to the point - but noooo.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Not sure briefcase-pooling is going to catch on.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
But we just went to the bathroom.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Personally I don't see any redundancies here do you?,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Next week we go after Yanni's keyboard.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
Remember: Let's be brief.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Somehow, I never envisioned myself as part of a lawyer three pack from Costco.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
I used to think we were gong paperless.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"I know, right? It's a new OSHA reg when moving a tripod.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
They're taking this merger much too seriously if you ask me.,1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"You're right-handed, kid. No way you could ever be #2.",1.0,1.0,2.0,4.0,1.75,0.478713553878169,135
"Sorry, but Charlie and I don't need to go to the bathroom right now.",0.0,3.0,1.0,4.0,1.75,0.2886751345948129,135
