caption,funny,somewhat_funny,unfunny,count,score,precision,rank,contest
I'm afraid our time is up.,2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
Whatever doesn't kill you makes you stronger.,2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
It may be time to give up and accept eminent domain.,2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
"""I told you we were on the wrong track"".",2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
The one time it's on time.,2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
"Run over us once, shame on you! Run over us twice,shame on us!",3.0,0.0,7.0,10.0,1.6,0.3055050463303893,88,515
"Fool me once, shame on you.",2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
"Well, this ought to do the trick.",2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
"Just one more time, and we'll hit our deductible.",0.0,6.0,4.0,10.0,1.6,0.16329931618554516,88,515
Time's up.,2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
Sometimes a train in a tunnel isn’t just a metaphor.,1.0,4.0,5.0,10.0,1.6,0.22110831935702666,88,515
I told you there was a light at the end of the tunnel.,1.0,4.0,5.0,10.0,1.6,0.22110831935702666,88,515
Let's discuss the idea that repeating the same behavior and expecting a different outcome is insanity.,2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
"No, I really want to be rescued.",1.0,4.0,5.0,10.0,1.6,0.22110831935702666,88,515
We ended last session with your keen sense of deja vu. Let's pick it up from there.,2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
Maybe your fear of trains isn't completely irrational.,1.0,4.0,5.0,10.0,1.6,0.22110831935702666,88,515
"So I said, what's the odds if getting hit by train twice?",2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
I'm afraid we're out of time.,1.0,4.0,5.0,10.0,1.6,0.22110831935702666,88,515
"Siderodromophobia is a tough nut to crack, Mr. Jenkins.",2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
"So I thought, ""Why am I in such pain?"" Then, it hit me.",2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
Sometimes in life we never know whats going to hit us.,1.0,4.0,5.0,10.0,1.6,0.22110831935702666,88,515
"Now, where were we?",1.0,4.0,5.0,10.0,1.6,0.22110831935702666,88,515
"You're right, Doc. I no longer fear trains. Can we leave now?",2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
It seems to me to be a case of repetitive train injury.,1.0,4.0,5.0,10.0,1.6,0.22110831935702666,88,515
"Well, my wife thinks I'm just accident-prone.",1.0,4.0,5.0,10.0,1.6,0.22110831935702666,88,515
I guess this is the end of the line.,2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
"You're sure that's the back of the train, right?",1.0,4.0,5.0,10.0,1.6,0.22110831935702666,88,515
And then it hit me.,1.0,4.0,5.0,10.0,1.6,0.22110831935702666,88,515
After our last session nothing would surprise me.,1.0,4.0,5.0,10.0,1.6,0.22110831935702666,88,515
I think that that is all the time we have left for today.,1.0,4.0,5.0,10.0,1.6,0.22110831935702666,88,515
"Hopefully, this goes better than last time.",2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
This is the point where I usually wake up.,1.0,1.0,3.0,5.0,1.6,0.4,88,515
I'm telling you based on the law of averages it will never happen again.,2.0,2.0,6.0,10.0,1.6,0.26666666666666666,88,515
The odds are that they'll go forward this time...,3.0,1.0,8.0,12.0,1.5833333333333333,0.2599047999758855,130,515
"Quick question, remember how we got here?",2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
'The subways are much safer than they used to be.',2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
"This time, I expect a different result.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
The trick is trying not to touch the third rail.,2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
Here we are again. You were just as sure they wouldn't back up last time.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"They say the best way to recover from trauma is to face it again, head-on.",0.0,5.0,4.0,9.0,1.5555555555555556,0.1756820922315766,131,515
I'm afraid this may be our last session.,0.0,5.0,4.0,9.0,1.5555555555555556,0.1756820922315766,131,515
"Well, it looks like our time is up for today Mr Johnson.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
Let's see Disability deny this one.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
And how will this make you feel?,2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
"If we don't reach our deductible this time, I give up.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
This was the only recovery room in the city that our insurance plan covered.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"Your happy place is quite evocative, Richard.",2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
"Now, let's see if New York understands installation art.",0.0,5.0,4.0,9.0,1.5555555555555556,0.1756820922315766,131,515
"Okay, let's start where we left off last Thursday.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"It's early, AGAIN!",2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
I think we're on the wrong track.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
You're my last patient of the day.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"How many times are we going to try this ""face your fears"" therapy?",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
Ten bucks says it goes forward this time.,0.0,5.0,4.0,9.0,1.5555555555555556,0.1756820922315766,131,515
You're afraid? Good! Use that emotion!,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
Hair of the dog.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
The ad said 'office space conveniently located near public transportation',1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
I know it will stop this time!,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
Why don't we continue our session tomorrow in the ICU.,2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
I like the exposed brick,2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
"Now in this dream, you say you always wake up before the train hits?",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
You're repeating the same mistake.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
I didn't realize how painful it would be to confront my fears head-on.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
Rent in Manhattan costs an arm and a leg.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"Wait, I thought it was accidental death OR dismemberment!",2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
"Yeah, I suppose you could call it an obsession.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
Next we'll tackle your fear of skydiving.,0.0,5.0,4.0,9.0,1.5555555555555556,0.1756820922315766,131,515
"So, what's bothering you?",2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
"No, I will not trade with you. You had the couch last time.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"I gotta say, Bill, I'm starting to feel really run down lately.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
How do those Darwin Awards work again?,2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
Any anxiety?,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
Now you're on the right track for a big breakthrough.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
What makes you think your mother is driving the train?,0.0,5.0,4.0,9.0,1.5555555555555556,0.1756820922315766,131,515
"Doc, confronting my fears every week doesn't seem to be working.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"If this doesn't cure your fear of the subway, nothing will.",2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
Take your time-you're my last patient of the day.,2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
We're gonna have to move soon.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"Shoot, I think left the stove on.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
I'm beginning to think this cartoonist doesn't like us.,2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
We're just about about out of time. Same place next week?,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"Does ""the end of the line"" mean anything to you metaphorically?",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"So, Dr. Siegfried, how much aversion therapy before I conquer my subway fear?",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
Guess the light at the end of the tunnel was the headlight of the train.,2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
I hear that in the future they will be switching to crash dummies.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
Now we'll see if 'train' is as reliable a signifier as 'cliff.',2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
"Unfortunately, the hour is up, but I think your life is back on track.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"All right, full disclosure: I'm not really a psychiatrist.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
Let's talk some more about this reoccurring dream of yours.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
Looks like our time is up for today Gary,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
I feel safer here than at a Donald Trump rally.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"Look, no one's ever died of déjà—.",2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
D Train! I win again!,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
I forgot our safe word.,2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
What's the definition of insanity again?,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"Well, at least we're back on track.",2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
"Wait, so...daylight savings already started?",2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
"Well, our time's almost up.",2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
Are you sure that's the way exposure therapy is supposed to work?,2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
"Well, I'd say we have a 50/50 chance.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"Well, Mr. Brenner, our time is just about up.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"I'm afraid this will be our last session, Mr. Smith.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
It appears our time is up.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
Them's the brakes.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"Facing your fear, take two.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
Looks like our careers as stuntmen maybe coming to an end.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"Didn't he say, ""Stay on track for a full recovery""?",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
...and there’s no such thing as global warming.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
I guess the good news is that we meet the deductible.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
At least this time we can say we saw it coming.,0.0,5.0,4.0,9.0,1.5555555555555556,0.1756820922315766,131,515
"Don't worry, pre-existing conditions are covered.",2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
"Ok, I get how TrumpCare works in New York, but what about States without a subway system?",2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
If only this itching would stop.,0.0,5.0,4.0,9.0,1.5555555555555556,0.1756820922315766,131,515
"We're going to keep trying, Phil, until you overcome your fear of trains.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
how could it be worse?,2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
Stop me if you've heard this one,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
No more Uber trains for me.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
Why don't you just buy a watch?,0.0,5.0,4.0,9.0,1.5555555555555556,0.1756820922315766,131,515
"Looks like our time's up for the week, Jerry.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"I don't get it. I've always heard ""just stay away from the third rail and you'll be fine.""",2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
"People complain therapy lasts a lifetime, but with my method we're done in just a few sessions.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
The final meeting of the Death Wish Club is now called to order,2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
We should make our deductible after this.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
Let's get your life back off track.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
Most of my patients have trust issues.,2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
Maybe this immersive psychiatry thing wasn't such a good idea after all.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"Yeah, they finally stopped dumping patients on the streets.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"I'm telling you, if you sue, you won't have a leg to stand on.",2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
And how is this going to make you feel?,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
So you feel like sometimes you're simply on the wrong track?,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"It pains me to say it, but this is the end of D line.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"Let's pick up where we left off last time, shall we?",2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
"When the agent said the listing was a tad rustic but very convenient to the D Train, we should have asked, ""How rustic and how convenient?""",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,131,515
"In London they say, ""Mind the gap."" In New York they don't say nothin'.",2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
I'm thinking our time is up for today.,2.0,1.0,6.0,9.0,1.5555555555555556,0.2939723678960656,131,515
"Sure it's a bit dangerous, but it's rent controlled.",0.0,5.0,4.0,9.0,1.5555555555555556,0.1756820922315766,131,515
"Third time's a charm, right Phil?",2.0,2.0,7.0,11.0,1.5454545454545454,0.24729946379518986,233,515
I must have read the weekend schedule.,1.0,4.0,6.0,11.0,1.5454545454545454,0.2073046227452978,233,515
One last game of chicken?,2.0,2.0,7.0,11.0,1.5454545454545454,0.24729946379518986,233,515
"Now that we've conquered your fear of skydiving, let's work on your fear of trains!",2.0,2.0,7.0,11.0,1.5454545454545454,0.24729946379518986,233,515
"After this, we should get complete disability.",2.0,3.0,8.0,13.0,1.5384615384615383,0.21529302081726487,237,515
I'd say we're both feeling a little run down.,1.0,3.0,6.0,10.0,1.5,0.22360679774997896,238,515
"When I asked you to help me delve into my sub-conscious, I think you misunderstood.",2.0,1.0,7.0,10.0,1.5,0.26874192494328497,238,515
"Well, you know what they say, ""Third time's the charm"".",1.0,2.0,5.0,8.0,1.5,0.2672612419124244,238,515
I'm beginning to think reliving your accident is doing more harm than good...,1.0,3.0,6.0,10.0,1.5,0.22360679774997896,238,515
I think I'm finally getting over my fear of flying.,1.0,2.0,5.0,8.0,1.5,0.2672612419124244,238,515
Do you hear something?,2.0,1.0,7.0,10.0,1.5,0.26874192494328497,238,515
My HMO suggested this treatment.,1.0,2.0,5.0,8.0,1.5,0.2672612419124244,238,515
Let's pick up again tomorrow at 2:18.,0.0,5.0,5.0,10.0,1.5,0.16666666666666666,238,515
BOB MANKOFF,1.0,2.0,5.0,8.0,1.5,0.2672612419124244,238,515
"Should we call the book ""Bad Breaks"" or ""Bad Brakes?""",1.0,3.0,6.0,10.0,1.5,0.22360679774997896,238,515
Are you certain Medicare will cover this?,0.0,4.0,4.0,8.0,1.5,0.1889822365046136,238,515
I told you. The look on the enginer's face makes it all worthwhile!,1.0,3.0,6.0,10.0,1.5,0.22360679774997896,238,515
At least it's on time.,1.0,3.0,6.0,10.0,1.5,0.22360679774997896,238,515
"Jeb?"" ""Yes, Marco."" ""Is that D as in Donald?",1.0,2.0,5.0,8.0,1.5,0.2672612419124244,238,515
It's really best to face these fears head on...,1.0,3.0,6.0,10.0,1.5,0.22360679774997896,238,515
Wasn't I fortunate to find a shrink with a similar Death Wish?!,1.0,3.0,6.0,10.0,1.5,0.22360679774997896,238,515
I warned you I was a train wreck waiting to happen.,0.0,5.0,5.0,10.0,1.5,0.16666666666666666,238,515
Best two out of three.,0.0,5.0,5.0,10.0,1.5,0.16666666666666666,238,515
"Well, lookie there, the D train is right on time.",1.0,2.0,5.0,8.0,1.5,0.2672612419124244,238,515
Try raising the good arm.,0.0,4.0,4.0,8.0,1.5,0.1889822365046136,238,515
In our next session we'll confront your fear of snakes.,1.0,3.0,6.0,10.0,1.5,0.22360679774997896,238,515
