caption,funny,somewhat_funny,unfunny,count,score,precision,rank
"""Will your guest be alive for dinner, Sir?""",18.0,34.0,109.0,161.0,1.4347826086956519,0.054161170151196966,144
You'll want to let it breath for at least 30 minutes.,11.0,44.0,97.0,152.0,1.4342105263157894,0.0508476875858864,145
So what happened to your previous butler?,12.0,44.0,101.0,157.0,1.4331210191082802,0.05053517713340378,146
"""Excuse me, sir, someone is here to give you a hand.""",11.0,49.0,104.0,164.0,1.4329268292682926,0.04826101903684698,147
Your Kickstarter is now fully funded.,13.0,38.0,97.0,148.0,1.4324324324324325,0.05352285413623759,148
AC or DC?,13.0,44.0,105.0,162.0,1.4320987654320991,0.05020969997996963,149
His health insurance says they are not going to pay.,12.0,42.0,99.0,153.0,1.4313725490196083,0.05143679169557557,150
"""Sir, will you require any additional body parts before I retire for the evening?""",13.0,40.0,100.0,153.0,1.4313725490196083,0.05226607744933167,150
"""Can we have him say something other than """"Make America Great Again""""?""",12.0,45.0,103.0,160.0,1.43125,0.04985976797242592,152
"""Sir, I'm sorry to say itsalive.com is taken.""",13.0,45.0,107.0,165.0,1.4303030303030304,0.049553991864431116,153
Mr Trump says to make sure his running mate has very large hands.,15.0,25.0,88.0,128.0,1.4296875,0.06144142286480332,154
"""Sir, the RNC just called and wanted to know if it will be ready in time for the convention.""",14.0,36.0,99.0,149.0,1.429530201342282,0.05408660913384405,155
Mr. Trump just called to ask if you could make his running mate's hands smaller.,17.0,30.0,102.0,149.0,1.429530201342282,0.05654595876186765,155
You can't raise my salary and you expect to raise the dead?,16.0,47.0,121.0,184.0,1.4293478260869563,0.04784545440375459,157
"""Still just one for dinner, sir?""",16.0,28.0,96.0,140.0,1.4285714285714286,0.05836312695671985,158
God is on the phone.,10.0,43.0,94.0,147.0,1.4285714285714286,0.051080944423879684,158
"""If he doesn't win the election, Mr. Cheney would like to have his heart back.""",18.0,29.0,105.0,152.0,1.4276315789473684,0.05647509659792605,160
Your brain has arived from Amazon sir.,15.0,32.0,98.0,145.0,1.4275862068965517,0.056004265356688884,161
"""May I give you a hand, Sir?""",14.0,34.0,97.0,145.0,1.4275862068965517,0.05514247271867119,161
"""They're here to read the meter, sir.""",15.0,37.0,105.0,157.0,1.4267515923566878,0.05284941557335756,163
"""You laughed maniacally for me, Sir?""",14.0,32.0,95.0,141.0,1.425531914893617,0.056254273779501575,164
"""We have a slight problem, sir, I can't find the outlet.""",12.0,41.0,100.0,153.0,1.4248366013071896,0.0513766540644848,165
The brain arrived from Amazon.,15.0,35.0,103.0,153.0,1.4248366013071896,0.053828974715094235,165
"""The GOP Convention is on the phone, Doctor. They don't like the first monster you sent them!""",18.0,20.0,94.0,132.0,1.4242424242424243,0.06282096591985734,167
"""The, er, donors have arrived, sir.""",19.0,26.0,106.0,151.0,1.4238410596026492,0.05749524298795657,168
"""The guests are seated and waiting to be severed...uh, served, Sir.""",15.0,31.0,98.0,144.0,1.4236111111111112,0.056252308172543834,169
"""Sir, your wife says she's running a bit late, she's still putting on her face.""",14.0,27.0,89.0,130.0,1.4230769230769231,0.059680509564434485,170
Every time you try to bring him to life the internet goes down.,11.0,33.0,86.0,130.0,1.4230769230769231,0.05660372309963335,170
A delegation from the village would like to know which bathroom it will be using.,13.0,31.0,91.0,135.0,1.4222222222222225,0.057077010681468,172
The Republicans called to say they are going with the other one.,12.0,32.0,89.0,133.0,1.4210526315789471,0.0566901761062855,173
"""The entire village is here to see you, sir.""",9.0,43.0,93.0,145.0,1.4206896551724135,0.050542047967633695,174
"""An angry mob to see you, sir.""",15.0,33.0,102.0,150.0,1.42,0.05456355201096875,175
"""I'd like to seat him next to the duchess, but he'll need to speak French.""",13.0,37.0,100.0,150.0,1.42,0.05289811235599756,175
"""Sir,they want to know if the third party candidate is ready.""",15.0,33.0,102.0,150.0,1.42,0.05456355201096875,175
Good news sir. Donald Trump's brain just arrived. It looks hardly used.,18.0,21.0,97.0,136.0,1.4191176470588236,0.061352891044540524,178
"""So, is tonight the night we put away the good china?""",12.0,38.0,98.0,148.0,1.4189189189189189,0.05252715659496144,179
"""Doctor, some body is at the door.""",16.0,30.0,102.0,148.0,1.4189189189189189,0.05591794732803181,179
"""No Sir, I don't carry an Organ Donor card!""",9.0,41.0,91.0,141.0,1.4184397163120568,0.05147867065888463,181
"""I'm terribly sorry, sir, but I cannot lend you a hand.""",9.0,41.0,91.0,141.0,1.4184397163120568,0.05147867065888463,181
"""In an election year very few normal brains are available, sir.""",15.0,34.0,104.0,153.0,1.4183006535947713,0.05376628567047746,183
"""Sir, Mary Shelley has arrived with a 'cease and desist' order.""",15.0,31.0,100.0,146.0,1.4178082191780816,0.05562956068681201,184
The accountant wishes to know if your creation is a business expense or merely a dependent.,10.0,35.0,87.0,132.0,1.4166666666666667,0.05488160101810752,185
"""Sir, May I suggest that you wait until 2020. The Republicans already have a monster.""",17.0,30.0,107.0,154.0,1.4155844155844155,0.05504918952387281,186
"""I'm sorry sir, but I put a call in to the GOP organ bank, and they seem to be all out of brains.""",15.0,26.0,94.0,135.0,1.4148148148148147,0.05890580049278196,187
"""Sir, I have to ask - are you thinking about replacing me?""",13.0,37.0,102.0,152.0,1.4144736842105263,0.05234487526143581,188
"""Sir, Amazon says the brain is not returnable.""",13.0,32.0,95.0,140.0,1.4142857142857144,0.05551377733842006,189
"""Shall I set an extra place for dinner, or is that too optimistic?""",11.0,38.0,96.0,145.0,1.4137931034482758,0.05232726271305764,190
The Republican National Committee is wondering when the candidate will be ready.,11.0,38.0,96.0,145.0,1.4137931034482758,0.05232726271305764,190
"""I’m Jeeves, sir. You created me last Tuesday.""",10.0,35.0,88.0,133.0,1.4135338345864659,0.05455741638390831,192
"""Sir, the RNC keeps calling. They want to know if the new candidate will be ready by the convention.""",16.0,23.0,94.0,133.0,1.4135338345864659,0.060498253543417424,192
"""Don't you think you've taken this man cave thing just a bit too far, sir?""",6.0,19.0,50.0,75.0,1.413333333333333,0.07374984094246602,194
I was wondering if you’d happened to see my right arm anywhere…,13.0,31.0,94.0,138.0,1.4130434782608696,0.05607895635791822,195
"""Sir, the villagers would like a word.""",9.0,34.0,83.0,126.0,1.4126984126984128,0.0555147242242464,196
Looks like we'll both be working with leftovers tonight.,9.0,41.0,93.0,143.0,1.4125874125874125,0.050923386630182615,197
"""Dinner is served, Doctor. Leftovers tonight, but I've managed to give new life to last week's meat loaf.""",14.0,31.0,98.0,143.0,1.4125874125874125,0.05554868663690202,197
"""The first trick-or-treaters are here, sir. Are we about ready?""",11.0,53.0,118.0,182.0,1.4120879120879122,0.04479237465183776,199
"""As you feared, sir, brains are scarce everywhere.""",12.0,32.0,92.0,136.0,1.4117647058823528,0.05568995661213279,200
He can not be turned down for health care because of pre exisitng conditions.,10.0,36.0,90.0,136.0,1.4117647058823528,0.05369828995148687,200
"""Shall I show them in, your Lordship? They claim to be born again.""",9.0,38.0,89.0,136.0,1.4117647058823528,0.05267422407440206,200
"""A word of advice, Victor. Give the monster a name. 200 years from now you don't want people thinking HE was Frankenstein.""",14.0,35.0,104.0,153.0,1.4117647058823528,0.052891464639471385,200
"""You asked me to tell you when The Walking Dead came on, sir.""",10.0,36.0,90.0,136.0,1.4117647058823528,0.05369828995148687,200
"""Sir, if I might make a rather sharp distinction, the sherry is in the decanter to the right, the embalming fluid to the left.""",12.0,34.0,95.0,141.0,1.4113475177304964,0.05427137520598959,205
"""Sir, I don't have the stomach for this, but Igor can find one.""",15.0,30.0,101.0,146.0,1.4109589041095891,0.055556813747508725,206
"""Sorry Sir, but your ad was flagged on Craigslist.""",8.0,37.0,84.0,129.0,1.4108527131782946,0.053479243126149725,207
"""Shall I set the table tonight for two, Sir?""",13.0,24.0,85.0,122.0,1.4098360655737705,0.0613205383351445,208
Your mother has a question about the item in the freezer.,12.0,28.0,87.0,127.0,1.4094488188976375,0.058471052501088985,209
"""Sir, Mr. Trump is on the line and wants to know when his running mate will be ready.""",16.0,20.0,91.0,127.0,1.4094488188976375,0.06260033137609279,209
"""Rabble with torches to see you, Sir.""",9.0,38.0,90.0,137.0,1.4087591240875912,0.05237463771295485,211
"""Will you want tea after you tamper with God's domain, sir?""",14.0,28.0,95.0,137.0,1.4087591240875912,0.05726965785075154,211
The insurance agent would like a word regarding pre-existing conditions.,10.0,38.0,94.0,142.0,1.4084507042253518,0.05208175493998919,213
No Sir. The procedure is not approved under Obamacare.,6.0,39.0,80.0,125.0,1.4080000000000001,0.05217340813219923,214
So you can create man but an elevator is out of the question?,11.0,29.0,85.0,125.0,1.4080000000000001,0.05802780201292838,214
"""Please let me know when you're done with those neck bolts, sir. They came from the vacuum cleaner.""",13.0,36.0,103.0,152.0,1.4078947368421053,0.052270897280421856,216
"""Shall I prepare the remains of the day, Sir?""",8.0,32.0,78.0,118.0,1.4067796610169492,0.05675733235050676,217
"""Nobody with brains wants to deliver one here, sir.""",10.0,32.0,86.0,128.0,1.40625,0.055942950235953436,218
"""Good news, sir. He already has two thousand followers on Twitter.""",10.0,36.0,92.0,138.0,1.4057971014492754,0.05308396806221362,219
"""Sir, you should build two more. The cook and gardner have also resigned.""",8.0,33.0,80.0,121.0,1.4049586776859504,0.055767265787637056,220
"""Beg pardon, sir, but there's a caller inquiring about your interest in cutting your utility bills in half.""",10.0,33.0,88.0,131.0,1.4045801526717556,0.0550221499776398,221
"""Sir, will the gentleman be joining you for dinner?""",16.0,23.0,97.0,136.0,1.4044117647058822,0.059389299879281474,222
One hump or two?,17.0,21.0,98.0,136.0,1.4044117647058822,0.060299431191553225,222
The president of the condominium association would like to speak to you,9.0,37.0,90.0,136.0,1.4044117647058822,0.052579099526672717,222
"""We might send him out again, sir, as he's swept another primary.""",12.0,20.0,77.0,109.0,1.4036697247706422,0.06532709467894847,225
"""Shall I set another place at the dinner table, Sir?""",12.0,28.0,89.0,129.0,1.4031007751937985,0.05773437639444275,226
"""Sir, a mob to see you.""",13.0,26.0,90.0,129.0,1.4031007751937985,0.05877399296170833,226
"""May I be frank, sir?""",11.0,30.0,88.0,129.0,1.4031007751937985,0.05667569308484403,226
Will your creation have any dietary restrictions?,13.0,25.0,89.0,127.0,1.4015748031496065,0.05943095834755961,229
"""It's FedEx, sir. Your parts have arrived.""",15.0,25.0,97.0,137.0,1.4014598540145986,0.05811170416046585,230
A Mary Shelley is here to see you. She says you'll know what it's about.,9.0,34.0,87.0,130.0,1.4,0.0541646598408117,231
"""You groaned, sir?""",12.0,30.0,93.0,135.0,1.4,0.055836767548649545,231
A Mr Trump is inquiring whether his running mate is ready yet.,15.0,24.0,96.0,135.0,1.4,0.058731759456213735,231
Are we going with AC or DC this time?,6.0,39.0,83.0,128.0,1.3984375,0.05123936867597992,234
"""Sir, you asked me to come down to lend a hand?""",9.0,31.0,83.0,123.0,1.3983739837398377,0.05624985364161092,235
"""Are we assembling a third party candidate, Sir?""",10.0,34.0,92.0,136.0,1.3970588235294117,0.05350402807378587,236
""""""" Excuse me Sir, the online poll shows an overwhelming preference for Monster McMonsterface"""".""",17.0,20.0,99.0,136.0,1.3970588235294117,0.060209702318114275,236
