unfunny,funny,caption,score,precision,somewhat_funny,rank,count
56,20,"Wait, you can see me?",1.660377358490566,0.0756959830002715,30,37,106
57,19,I'm climbing it because it's NOT there.,1.6545454545454543,0.07241383667858442,34,40,110
55,20,Do you know my brother-in-law? He also has no visible means of support.,1.6534653465346534,0.07889790817083776,26,41,101
45,15,I don't think you fully appreciate the gravity of the situation.,1.6511627906976745,0.08231839334243711,26,42,86
49,15,A few more pencil strokes would have helped.,1.6458333333333333,0.0754797037124194,32,43,96
54,17,It turns out that mountain climbing is 100% mental,1.6442307692307692,0.0734794444626891,33,44,104
55,18,Getting away from my wife. She thinks I'm delusional.,1.6442307692307692,0.07473911463170754,31,44,104
51,14,The hardest part is grappling with the unknown.,1.6442307692307692,0.06956370653140245,39,44,104
54,17,"I call it, ""Mime Every Mountain.""",1.6442307692307692,0.0734794444626891,33,44,104
52,18,Of course it's real - and Mexico paid for it.,1.6421052631578947,0.08047422361227664,25,48,95
48,14,Google Maps said this route was faster.,1.6421052631578947,0.07470103080322771,33,48,95
54,16,"Well, I started with Air Guitar and just sort of moved on from there.",1.6415094339622642,0.07117128049407824,36,50,106
54,16,The trick is not to learn too much about physics.,1.6346153846153846,0.07237785196803237,34,51,104
53,16,"Some see walls and ask ""why,"" I see no walls and ask ""why not""?",1.6336633663366336,0.07409222548067212,32,52,101
50,14,this is virtually impossible,1.6326530612244898,0.07308499860613206,34,53,98
55,19,I think I found the wall that Mexico paid for.,1.6326530612244898,0.07995864055799318,24,53,98
54,18,"Don't worry, I'm virtually there.",1.6326530612244898,0.07863199580423699,26,53,98
53,16,Because it's not there. That's why!,1.63,0.07474535896541462,31,56,100
53,17,It's the only wall Mexico would pay for!,1.6288659793814433,0.07798965097447673,27,57,97
53,16,I'm not so sure about the emperor's new rock climbing wall.,1.6262626262626263,0.07540976987274987,30,58,99
49,12,I never question my GPS.,1.6262626262626263,0.06972848154891524,38,58,99
52,16,I also play air guitar.,1.625,0.0773037980501764,28,60,96
58,20,Anything to get the hell out of Cleveland.,1.623762376237624,0.07941803813922961,23,61,101
59,20,There was a glacier here when I started.,1.6213592233009708,0.0781916607987049,24,62,103
55,18,"Are you, by any chance, a cartoonist?",1.6185567010309283,0.07952190010588409,24,63,97
55,19,"Maybe you don't see it, but it's a beautiful wall and Mexico's paying for it.",1.6170212765957446,0.08299250775698949,20,64,94
52,15,Why do I want to climb it? Because it's not there.,1.6145833333333333,0.07604504618781951,29,65,96
50,12,"It's faith-based climbing, Henry.",1.6122448979591837,0.07051350986047539,36,66,98
56,18,"Never, ever disrespect an eraser.",1.6122448979591837,0.07895894937999233,24,66,98
49,12,Just take the pic!,1.6105263157894736,0.07223009277872436,34,68,95
58,20,Has the thought occurred to you that I'm actually falling?,1.6082474226804124,0.08232643545056792,19,69,97
50,12,Google Maps got me this far. I'm sticking with it.,1.6082474226804124,0.07112966269832359,35,69,97
53,15,I've moved on from air guitar.,1.6082474226804124,0.07552323359393785,29,69,97
54,16,Help! I've fallen up and I can't get down!,1.6082474226804124,0.07693201833298609,27,69,97
48,10,"Yes, I have a safety rope, but I'm guessing you can't see that, either.",1.6082474226804124,0.06804318960022725,39,69,97
52,14,Just checking if the sky is really the limit.,1.6082474226804124,0.07408766550635873,31,69,97
49,12,I'm afraid to let go.,1.6063829787234043,0.07288242193889112,33,75,94
55,18,I call it 'mind over Matterhorn',1.6021505376344083,0.08253207820721363,20,76,93
48,11,Draw your own conclusions.,1.6021505376344083,0.07193931677688853,34,76,93
48,9,All my photos are in the cloud.,1.6020408163265305,0.06605692181366463,41,78,98
52,14,"It's Mont Blanc!""",1.6,0.07542340359351639,29,79,95
54,16,Help! Call a cartoonist!,1.6,0.07833656962809532,25,79,95
52,14,"Quick, draw a trampoline!",1.6,0.07542340359351639,29,79,95
51,14,I'm going to photoshop myself climbing Mt. Everest.,1.5978260869565215,0.077372928990923,27,82,92
52,15,I'll spend the night at an air b&b.,1.5978260869565215,0.07890159493871961,25,82,92
55,17,"The cloud crashed, needs a manual reboot.",1.5957446808510638,0.08049143972039086,22,84,94
53,16,Just one more inch and I'll be out of this stupid cartoon.,1.5934065934065933,0.08116673921670453,22,85,91
49,11,"Trust me, it's a lot harder than it looks",1.5913978494623655,0.07209637065720656,33,86,93
55,17,Tell the cartoonist I can't hold on much longer!,1.5913978494623655,0.08124291480566682,21,86,93
49,11,This is the height of absurdity!,1.5913978494623655,0.07209637065720656,33,86,93
49,13,Mont Blanc.,1.5909090909090908,0.07857861446403648,26,89,88
50,11,The secret is not to look down !,1.5894736842105264,0.07097897555076674,34,90,95
52,13,"Yeah, I don’t see a mountain either but my GPS says there is one",1.5894736842105264,0.07406715400029427,30,90,95
50,13,"Trouble is, I won't know when I reached the top!",1.5888888888888888,0.0772408791983684,27,92,90
46,11,I like to call it mock climbing.,1.5882352941176472,0.0772317216997728,28,93,85
52,12,One of us is hallucinating!,1.5876288659793814,0.07142477556985061,33,94,97
55,15,You are literally driving me up a figurative wall.,1.5876288659793814,0.07580124314357084,27,94,97
55,15,These glaciers are disappearing even faster than I thought.,1.5876288659793814,0.07580124314357084,27,94,97
51,13,Don't just stand there. Draw some rocks!,1.5869565217391304,0.07595887109925077,28,97,92
51,12,"Don't just stand there, draw the damn ladder.",1.5851063829787233,0.07318235086841968,31,98,94
54,15,Melted ? You're sure ?,1.5851063829787233,0.07773029188703717,25,98,94
51,14,I've always wanted to scale Mount Neverest.,1.5842696629213484,0.07959452395823556,24,100,89
52,15,Because it's air.,1.5842696629213484,0.08118282367010471,22,100,89
48,11,Because it's not there. Anyone can climb a mountain that's there.,1.5842696629213484,0.07462707551149654,30,100,89
57,19,"Trust me, if Trump says he built a wall, there's a wall",1.5824175824175823,0.0856861041301887,15,103,91
44,8,"Don't just stand there, hurry up and draw something!",1.5813953488372092,0.07107753089289402,34,104,86
53,14,Don't just stand there--draw me a mountain!,1.5806451612903225,0.07693670653726138,26,105,93
50,13,My therapist says my obstacles are simply imaginary.,1.5795454545454546,0.07872015516318626,25,106,88
51,14,Climbing the Nomatterhorn,1.5795454545454546,0.08036227876790099,23,106,88
53,15,I'm getting the hell out of this cartoon.,1.5777777777777775,0.08053779562286087,22,108,90
55,17,"If your gear is sufficiently expensive, you don't need a rock.",1.5777777777777775,0.08358057372418763,18,108,90
48,9,It's an existential mountain.,1.576086956521739,0.06952451927042387,35,110,92
49,10,Am I missing something?,1.576086956521739,0.07122183880680777,33,110,92
53,13,"Yes, it's the Emperor's new climbing wall.",1.574468085106383,0.07485112456912581,28,112,94
53,13,Draw me a rope!,1.574468085106383,0.07485112456912581,28,112,94
54,16,Don't just stand there! Draw something soft!,1.5730337078651686,0.08286192234080647,19,114,89
52,13,I always thought my climbing career would lead to nothing.,1.5714285714285714,0.07678340712665285,26,115,91
49,9,It's as simple as mime over matter.,1.5698924731182795,0.06905129074275974,35,116,93
49,12,"Because it's . . . well, it was there a minute ago.",1.569767441860465,0.07853079362286207,25,117,86
47,10,Quick! Draw a net!,1.569767441860465,0.07496592509001362,29,117,86
50,13,Why? Because it's not there.,1.569767441860465,0.08025386818249987,23,117,86
47,10,Climbing is the easy part; it's the pretending that's hard.,1.569767441860465,0.07496592509001362,29,117,86
48,10,Quick! Toss me a pencil!,1.568181818181818,0.0737052195583165,30,121,88
53,15,Mexico paid for it.,1.568181818181818,0.08208912528105163,20,121,88
47,12,I'm well aware of the gravity of my predicament.,1.5679012345679009,0.08228652066411386,22,123,81
52,13,"Obviously, he's drawing the mountain last.",1.5666666666666669,0.07749189478779536,25,124,90
52,13,"What do you mean by ""No visible means of Support""?",1.5666666666666669,0.07749189478779536,25,124,90
47,11,Why am I doing this? Because it's not there.,1.5662650602409638,0.07891560657074274,25,126,83
55,15,Sketch the darn rocks! I look like an idiot!,1.5652173913043481,0.0792709672331495,22,127,92
52,15,It's Trump's idea. Only Mexicans can see it.,1.5647058823529412,0.08442764761416073,18,128,85
49,12,"Don't just stand there, draw a ladder!",1.5647058823529412,0.07929496545939799,24,128,85
51,14,The mountain went to Mohammed.,1.5647058823529412,0.08275213372984998,20,128,85
47,10,"I'm okay with the virtual, it's the reality that scares the hell out of me.",1.5647058823529412,0.0756800334141791,28,128,85
52,11,"Quick, pencil in a ladder!",1.5638297872340423,0.07183974934197432,31,132,94
49,11,Why do I do it? Because it isn't there!,1.5632183908045978,0.07616360895379043,27,133,87
47,9,"Don't worry, I'll photoshop it in later.",1.5632183908045978,0.0725691319787004,31,133,87
47,8,if you come back tomorrow I will show you the ropes.,1.5617977528089888,0.06957307461865966,34,135,89
52,15,Why? Because it isn't here.,1.5595238095238095,0.08527770180187788,17,136,84
52,15,It feels like I'm losing ground.,1.5595238095238095,0.08527770180187788,17,136,84
45,11,These virtual reality goggles are amazing.,1.5584415584415583,0.08368950053315871,21,138,77
49,11,I'm going to get my stuff from the cloud.,1.5581395348837208,0.07688293224284161,26,139,86
48,13,Just tell them to finish the damn drawing before I fall off the page.,1.5569620253164558,0.08592403112428552,18,140,79
49,10,Scaling Mont Blanc,1.556818181818182,0.07381589567214164,29,141,88
54,14,Well of course there's no wall. He hasn't been elected yet.,1.5555555555555556,0.07918295493562587,22,142,90
47,10,It's the Emporer's new wall.,1.5542168674698795,0.07714607514979338,26,143,83
46,9,The mountain is metaphorical.,1.5542168674698795,0.07521740856176325,28,143,83
49,12,"Don't worry, I'm wearing a helmet.",1.5542168674698795,0.08086552807938785,22,143,83
50,13,"Hurry, draw the wall... DRAW THE WALL!",1.5542168674698795,0.08266251866371248,20,143,83
50,13,It's the same technique I use to run a hedge fund.,1.5542168674698795,0.08266251866371248,20,143,83
49,12,It's not what it looks like.,1.5542168674698795,0.08086552807938785,22,143,83
57,15,I'm taking an extreme mime class.,1.5531914893617018,0.07803497986185266,22,149,94
49,11,It's called extreme miming.,1.5529411764705885,0.0776147967947873,25,150,85
49,11,"Yes, it's my first time. Why..?",1.5529411764705885,0.0776147967947873,25,150,85
48,10,"So, if I have an imaginary fall, will it hurt?",1.5529411764705885,0.07578881603955955,27,150,85
45,6,I'm going where no man has gone before.,1.5517241379310345,0.0669306868159273,36,153,87
46,10,"Well, my ex tells me it's because I lack gravitas.",1.55,0.07935658986139954,24,154,80
48,12,"It's ok, I am wearing a helmet!",1.55,0.08324890237616016,20,154,80
48,10,It's more mental than anything.,1.5476190476190477,0.0765071588428556,26,156,84
51,13,Now THIS is what I call free climbing.,1.5476190476190477,0.08193857792359184,20,156,84
52,13,It's called Trump's Wall. You don't have to see it; you just have to believe it.,1.5465116279069768,0.08045183066427293,21,158,86
46,6,I like to visualize the climb before I make it.,1.5454545454545454,0.0664621161351542,36,159,88
49,9,Quick! Finish the drawing!,1.5454545454545454,0.0721173484033062,30,159,88
52,11,Don't worry. It's virtual reality.,1.5444444444444445,0.0743865651608692,27,161,90
46,10,My quest is to reach the height of transparency !,1.5443037974683544,0.08016023460191919,23,162,79
43,6,"Yes, I did have five cups of coffee.",1.5432098765432098,0.07038119908019369,32,163,81
48,11,It helps if you fill the backpack with helium,1.5432098765432098,0.08060225220494194,22,163,81
47,9,Click UNDO! You deleted the rock!,1.5421686746987953,0.07531148915958932,27,165,83
51,13,Quick! Get me an illustrator!,1.5421686746987953,0.08274813496699693,19,165,83
50,12,"Quick, tell the cartoonist to draw a mountain.",1.5421686746987953,0.0809530449102811,21,165,83
47,9,I used to be into air guitar.,1.5421686746987953,0.07531148915958932,27,165,83
51,13,And you can only imagine the view at the top.,1.5421686746987953,0.08274813496699693,19,165,83
50,12,It's my final exam for Mime College.,1.5421686746987953,0.0809530449102811,21,165,83
54,15,"Let's call it Trump l'oeil: he can't build it, and I can't climb it!",1.5411764705882354,0.08460311225985356,16,171,85
48,9,"Admittedly, I'll have no idea when I reach the top.",1.5411764705882354,0.07400685329850082,28,171,85
47,7,"It's like philosophy, but without all the reading.",1.5402298850574712,0.06898778932891014,33,173,87
49,9,QUICK! Draw the wall!,1.5402298850574712,0.07275940825222507,29,173,87
49,13,"Of course you can, you're a cartoon too.",1.5384615384615383,0.08692839592494779,16,175,78
47,11,"Air's pretty thick here in LA, isn't it?",1.5384615384615383,0.08300930882788878,20,175,78
44,8,Help! Call an artist!,1.5384615384615383,0.07675639617050044,26,175,78
47,9,"Help, I'm up and I can't get down!",1.5365853658536586,0.07602580021195411,26,178,82
48,10,This is the easy part. It's coming down that's hard.,1.5365853658536586,0.0779810003790686,24,178,82
49,11,The new trend is to climb it because it's NOT there,1.5365853658536586,0.07988836299720148,22,178,82
52,13,Quick! Turn the page sideways!,1.5357142857142858,0.082011481661619,19,181,84
52,12,You clearly don't understand the Gravity of my Situation!!!,1.5348837209302326,0.07880376920336937,22,182,86
54,14,Draw a ladder!,1.5348837209302326,0.0822023701792894,18,182,86
58,16,This is the move that got me thrown out of mime school.,1.5333333333333334,0.08241062195940116,16,184,90
47,12,The Cloud now has a climbing app!,1.5333333333333334,0.08767945989619054,16,184,75
49,12,Glaciers sure do melt quickly these days.,1.5316455696202531,0.08418508503306027,18,186,79
53,16,It's firmer than Trump's grasp on reality.,1.5316455696202531,0.09157187516544604,10,186,79
49,12,"Mt. Mirage, it's never been climbed before.",1.5316455696202531,0.08418508503306027,18,186,79
48,10,Air guitar has lost its thrill.,1.530864197530864,0.07873698158725108,23,189,81
47,9,Because it's here somewhere.,1.530864197530864,0.07675200514750398,25,189,81
45,6,I think I'm losing my grip.,1.5301204819277108,0.06928828692599989,32,191,83
51,12,"Hey buddy, could you hand me that horizon line?",1.5301204819277108,0.08101862049406781,20,191,83
53,13,"Some people climb rocks, I try to grasp Sartre.",1.5294117647058822,0.08128560033537117,19,193,85
42,7,"It's called ""Mock Climbing""!",1.5270270270270268,0.07750021908932969,25,194,74
43,8,Mountain miming.,1.5270270270270268,0.07985309765963798,23,194,74
47,10,"Well, because my instructor said I should first visualize the climb",1.5256410256410255,0.08104454396614029,21,196,78
49,11,"Quick, call Trump...I need a wall!",1.525,0.08147182474848651,20,197,80
50,12,Mind over Matterhorn!,1.525,0.08339133002927003,18,197,80
47,9,"I'm a purist. No ropes, no mountain.",1.525,0.07749030155731126,24,197,80
47,9,I feel like I'm losing my grip on reality.,1.525,0.07749030155731126,24,197,80
50,12,I have a Wall Climbing degree from Trump University.,1.525,0.08339133002927003,18,197,80
47,9,"It's okay, there's a green screen.",1.525,0.07749030155731126,24,197,80
48,9,Will you please stop telling me to get a grip!,1.5243902439024388,0.07608615252773146,25,203,82
46,10,I'm climbing the economic ladder. It's only visible to the 1%.,1.52,0.08352590362621991,19,204,75
45,9,Climbing? There's nothing to it!,1.52,0.0813401267285478,21,204,75
47,11,Anyone can mime being in a box.,1.52,0.08565592178557731,17,204,75
46,9,It's just mind over anti-matter.,1.5194805194805194,0.07975181429440985,22,207,77
49,11,I'm drawing attention to vanishing glaciers.,1.5189873417721518,0.08228472250563232,19,208,79
48,10,I'm more worried about coming down.,1.5189873417721518,0.08028826572423771,21,208,79
47,9,"Trust me, it's harder than it looks.",1.5189873417721518,0.0782408823325932,23,208,79
52,14,Trump built it and the Mexicans paid for it.,1.5189873417721518,0.0880027578675705,13,208,79
51,13,How the fuck do I get out of the New Yorker?,1.5189873417721518,0.08613893107924624,15,208,79
46,8,"Well, it appears that I was wrong, and, yes, I would like a ladder.",1.5189873417721518,0.07613846415156787,25,208,79
48,9,I'm going up to meet my imaginary friend.,1.5185185185185186,0.07680163464195452,24,214,81
50,11,"Before you climb a mountain, you have to imagine yourself climbing the mountain.",1.5185185185185186,0.08072035080630878,20,214,81
52,13,Because it wasn't there - that's why.,1.5185185185185186,0.08445743889623245,16,214,81
48,7,It's the coming down that's really tricky.,1.5176470588235291,0.07023722250072895,30,217,85
46,9,"Stop saying ""get a grip.""",1.5131578947368418,0.08055383086849456,21,218,76
47,10,"My sherpa's name? ""Harvey."" Why?",1.5131578947368418,0.08270306439650517,19,218,76
46,9,It's called a rock miming wall.,1.5131578947368418,0.08055383086849456,21,218,76
48,11,Just inspecting the Emperor's new wall.,1.5131578947368418,0.08479784226945246,17,218,76
46,8,"Why? Well, because it's not there ...",1.5128205128205128,0.07686755683145312,24,222,78
47,9,"This is hard enough without you staring at me, sir.",1.5128205128205128,0.07900393424530837,22,222,78
48,10,Quick. Someone draw a rope.,1.5128205128205128,0.08108404256841997,20,222,78
49,11,"Listen, pal, anybody can climb mountains because they're there...",1.5128205128205128,0.08311210677294659,18,222,78
49,11,Why did I climb it? Because it's not there.,1.5128205128205128,0.08311210677294659,18,222,78
46,7,It's called suspended disbelief...,1.5125,0.0733332733985179,27,227,80
47,8,"The secret is to not look down...or up, or out, or sideways.",1.5125,0.07546008669186847,25,227,80
41,8,I didn't think the glacier would recede so quickly.,1.507462686567164,0.0860540949018146,18,229,67
42,6,Glaciers disappear so quickly these days.,1.5068493150684932,0.07585957865678608,25,230,73
45,9,"Yes. I am wearing Virtual Realty Googles, why do you ask?",1.5068493150684932,0.08304353186974069,19,230,73
45,9,I learned climbing from Marcel Marceau.,1.5068493150684932,0.08304353186974069,19,230,73
44,8,Quick -- someone get this guy some more ink!,1.5068493150684932,0.08071995219024514,21,230,73
47,10,I'm off to find the Cloud.,1.5066666666666666,0.08355466103923456,18,234,75
46,9,I'm uploading to the cloud.,1.5066666666666666,0.08136965663575718,20,234,75
40,3,This is actually a lot harder than it looks.,1.5066666666666666,0.06677468726140813,32,234,75
43,6,It's 90 percent mental,1.5066666666666666,0.07443077280224854,26,234,75
44,7,"Quick, draw me some rocks!",1.5066666666666666,0.07681341224226601,24,234,75
44,6,I'm free climbing.,1.5064935064935066,0.07307188153649719,27,239,77
46,8,I'm losing my grip on reality!,1.5064935064935066,0.0776081623967502,23,239,77
49,11,"I'm going to wake up in a minute, can you call an ambulance please?",1.5064935064935066,0.08395425760242932,17,239,77
43,5,I'm getting nowhere.,1.5064935064935066,0.07069467003689629,29,239,77
51,13,"Hey Buddy, do me a favor. Grab a pencil and draw me a ladder!",1.5064935064935066,0.08793090678988551,13,239,77
45,7,"That settles it, no more Ambien for me.",1.5064935064935066,0.07537415585558564,25,239,77
49,11,These Air Jordans are amazing,1.5064935064935066,0.08395425760242932,17,239,77
43,5,And I'm burning 55 virtual calories,1.5064935064935066,0.07069467003689629,29,239,77
45,7,It's all about having the right shoes.,1.5064935064935066,0.07537415585558564,25,239,77
46,7,I believe in 100% transparency.,1.5063291139240509,0.07400408271744671,26,248,79
46,7,The trick is not to look down.,1.5063291139240509,0.07400408271744671,26,248,79
50,11,Why climb it? Because it's not there.,1.5063291139240509,0.0823096837446429,18,248,79
50,9,"It's called ""extreme pantomime.""",1.5060240963855422,0.07545239010439983,24,251,83
47,11,I was valedictorian of my mime class.,1.5,0.08845748207237923,14,252,72
43,5,Draw me a wall! Quick!,1.5,0.07132825035177587,28,252,76
47,9,It's getting back down that's the tricky part.,1.5,0.08056815791722831,20,252,76
46,9,It's a virtual wall.,1.5,0.08219949365267865,19,252,74
46,9,I do it because it's not there.,1.5,0.08219949365267865,19,252,74
46,9,Imagine harder.,1.5,0.08219949365267865,19,252,74
48,10,The thing about being a cartoon is that you won't fall unless you look down.,1.5,0.0827170191868511,18,252,76
44,5,"Ok, now draw me a ladder",1.5,0.07008391335930744,29,252,78
47,9,Gravity is just a social construct.,1.5,0.08056815791722831,20,252,76
44,6,Um...You are going to need to show me the ropes.,1.5,0.07374684055082001,26,252,76
49,11,It's hard to climb in white out conditions.,1.5,0.08481145238787242,16,252,76
47,8,Let's see Marcelle Marceau do this!,1.5,0.07688144061316693,23,252,78
49,11,I'll be okay as soon as I find the rest of the cartoon.,1.5,0.08481145238787242,16,252,76
47,10,The secret is not looking down.,1.5,0.0844215020223067,17,252,74
48,9,Why? Because it's air.,1.5,0.07901744265512675,21,252,78
51,11,So you climbed THIS one because it WASN'T there?,1.4936708860759491,0.0823096837446429,17,267,79
50,10,Mexico wouldn't pay for it.,1.4936708860759491,0.08031384745683663,19,267,79
51,11,I've told you! Because it isn't there!,1.4936708860759491,0.0823096837446429,17,267,79
52,12,Tell the guy who's drawing the mountain to hurry up.,1.4936708860759491,0.0842582576544652,15,267,79
49,10,I used to play air guitar.,1.4935064935064934,0.08189355206557368,18,271,77
50,11,It's the latest in fitness -- air conditioning.,1.4935064935064934,0.08395425760242932,16,271,77
52,13,I'm uploading files to the cloud.,1.4935064935064934,0.08793090678988551,12,271,77
48,9,Before I was a rock climber I was a mime.,1.4935064935064934,0.07977963631315066,20,271,77
47,9,Sometimes I find it difficult to get a grip!,1.4933333333333334,0.08136965663575718,19,275,75
48,10,I can't tell if you're high or I am.,1.4933333333333334,0.08355466103923456,17,275,75
47,9,I swear there's a Pokemon up here.,1.4933333333333334,0.08136965663575718,19,275,75
47,9,You'll see it when you believe it.,1.4933333333333334,0.08136965663575718,19,275,75
46,9,I'm gonna be the first man to climb Mt. Neverest.,1.4931506849315068,0.08304353186974069,18,279,73
44,7,It's a lot easier coming down,1.4931506849315068,0.07832747396533535,22,279,73
47,10,Now is NOT the time to tell me it's all in my head doc.,1.4931506849315068,0.0853038433436959,16,279,73
46,9,Getting down is the hard part.,1.4931506849315068,0.08304353186974069,18,279,73
44,7,Because it is virtually there.,1.4931506849315068,0.07832747396533535,22,279,73
47,10,I'm taking a virtual climbing class.,1.4931506849315068,0.0853038433436959,16,279,73
47,10,The last thing I remember was volunteering to be hypnotised.,1.4931506849315068,0.0853038433436959,16,279,73
45,9,Quick! Tell Sipress to draw a rope!,1.4929577464788732,0.0848083160870027,17,286,71
43,7,"If you climb it, it will come.",1.4929577464788732,0.07992259695273862,21,286,71
45,9,I just don't seem to be getting much traction.,1.4929577464788732,0.0848083160870027,17,286,71
52,11,I'm climbing the Trump wall. Nothing but hot air and bluster.,1.4875,0.08150823131532116,17,289,80
52,12,The stock market does it. Why shouldn't I?,1.4871794871794872,0.08509184817147884,14,290,78
49,10,I'm drawn to scale.,1.4868421052631582,0.08270306439650517,17,291,76
50,11,First it was imaginary friends. Now it's walls,1.4868421052631582,0.08479784226945246,15,291,76
45,6,"Well, that glacier retreated rather quickly!",1.4868421052631582,0.07373118803222052,25,291,76
50,11,Because I thought it was there.,1.4868421052631582,0.08479784226945246,15,291,76
44,5,Einstein was right! Imagination is more important than knowledge.,1.4868421052631582,0.0713120669708865,27,291,76
48,9,"Don't worry, I'm not one of those fools who climb a mountain 'because it's there.'",1.4868421052631582,0.08055383086849456,19,291,76
47,9,"Hurry, put the green screen back.",1.4864864864864864,0.08218427575128882,18,297,74
48,10,I got tired of air guitar.,1.4864864864864864,0.08440668473355327,16,297,74
47,9,Why? I climb it because it's air.,1.4864864864864864,0.08218427575128882,18,297,74
44,6,"Because it's there somewhere, dammit.",1.4864864864864864,0.07512360108466018,24,297,74
46,8,It's the Emperor's new climbing wall.,1.4864864864864864,0.07990007467967915,20,297,74
43,6,Miming has become more extreme over the years,1.4861111111111112,0.07658869160745754,23,302,72
44,7,Because it isn't there. Duh.,1.4861111111111112,0.07910160547594151,21,302,72
47,10,"Don't just stand there, toss me a pen!",1.4861111111111112,0.0862019310053974,15,302,72
43,6,Extreme miming isn't for everyone.,1.4861111111111112,0.07658869160745754,23,302,72
45,8,I'm really just a social climber.,1.4861111111111112,0.08153710992916517,19,302,72
47,10,I'd rather climb it because it is not there.,1.4861111111111112,0.0862019310053974,15,302,72
44,7,Because it's not there... Of course!,1.4861111111111112,0.07910160547594151,21,302,72
47,10,Why do I climb? Because it's not there.,1.4861111111111112,0.0862019310053974,15,302,72
45,9,And you say I'm going nowhere in life,1.4857142857142858,0.08571428571428573,16,310,70
42,6,"Would you mind tipping up that line, say sixty degrees?",1.4857142857142858,0.07813259723486406,22,310,70
45,9,Mimes can have hobbies too.,1.4857142857142858,0.08571428571428573,16,310,70
43,8,"Oh, you could climb this for sure. There's really nothing to it.",1.4852941176470589,0.0850880013877889,17,313,68
48,7,MAN these glaciers are melting faster than ever!,1.4810126582278482,0.0739763190388416,24,314,79
45,5,I'm leaving this cartoon and will send help.,1.4805194805194806,0.07066327111461151,27,315,77
45,5,"Not to worry, these are my new Air Jordans!",1.4805194805194806,0.07066327111461151,27,315,77
49,9,"Sorry you missed the Rapture, good luck in the Tribulation.",1.4805194805194806,0.07975181429440985,19,315,77
48,9,My chute didn't open. But so far so good.,1.48,0.0813401267285478,18,318,75
48,9,The glacier was here a moment ago...,1.48,0.0813401267285478,18,318,75
46,8,Tell my analyst I've started without him.,1.4794520547945205,0.08068765774918854,19,320,73
