rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
95,13,20,72,105,1.438095238095238,0.06890537324647604,540,I'm going to prescribe nitroglycerin for you.
95,11,24,70,105,1.438095238095238,0.06619403368836055,540,"I hope you don't mind, but I'm going to have to check your jewels."
97,15,23,83,121,1.43801652892562,0.0641672251238312,540,"Just relax, I need to check your family jewels."
98,11,23,69,103,1.4368932038834952,0.06712658259671728,540,I suspect that you suffer from a combination of problems.
98,11,23,69,103,1.4368932038834952,0.06712658259671728,540,"One way or another, you're going to have to open up to me if you want me to help you"
100,11,26,73,110,1.4363636363636363,0.0639631784287469,540,I think your problem is a combination of things.
101,10,21,63,94,1.4361702127659575,0.0702294025755063,540,"""I think your problem might be a combination of things""."
102,8,21,56,85,1.4352941176470588,0.07188354031303279,540,I'm going to rule out an iron deficiency.
103,13,21,74,108,1.4351851851851851,0.06743219373960156,540,"When I advised you to practice safe sex Mr. Mishkin, this is not what I meant."
104,10,21,64,95,1.431578947368421,0.06963773091875845,540,"Don't worry, we stopped using drills years ago."
105,14,15,71,100,1.43,0.07282884321503674,540,Now three turns to the right and cough.
105,11,21,68,100,1.43,0.06854181058288289,540,"Take a deep breath to the right and then two to the left."""
105,10,23,67,100,1.43,0.06705191716841208,540,Your problem is a combination of things.
108,11,27,76,114,1.4298245614035088,0.06226249485136532,540,"I've got to run some tests in the morning , so no deposits after midnight."
109,9,27,69,105,1.4285714285714286,0.0632703699801529,540,"Next time you come in, we'll need to take a look inside."
109,11,20,67,98,1.4285714285714286,0.06956327351174989,540,"An even deeper breath, Mr. Houdini."
111,8,22,59,89,1.4269662921348314,0.06944924229038377,540,Take two turns to the left and cough
112,13,20,75,108,1.4259259259259258,0.06734301733681271,540,And do you practice safe sex?
113,14,15,72,101,1.4257425742574257,0.07222974162312663,540,Looks like we are going to have to open you up!
113,12,19,70,101,1.4257425742574257,0.06943411244469995,540,"Well, I'm afraid that's not a healthy combination."
113,6,31,64,101,1.4257425742574257,0.06027418318900761,540,We may need to open you up and have a look.
116,9,22,63,94,1.425531914893617,0.06846581958643384,540,Are you allergic to any combinations?
117,9,21,62,92,1.423913043478261,0.06952451927042388,540,Is there a history of metal illness in your family?
118,15,20,83,118,1.423728813559322,0.06526867511213456,540,Turn your dial and cough.
119,13,21,77,111,1.4234234234234233,0.06594558791182911,540,"Let's take a look inside, shall we?"
120,8,28,68,104,1.4230769230769231,0.06215616053189266,540,It's not healthy to hold everything inside.
120,12,20,72,104,1.4230769230769231,0.06789855875945267,540,"OK, now, open wide for me."
122,13,23,80,116,1.4224137931034482,0.06380120698966564,540,Safe yes. Sound ... no.
122,11,27,78,116,1.4224137931034482,0.06140638353115774,540,"Hmm, when you have sex is it always safe sex?"
124,6,31,65,102,1.4215686274509804,0.05982611590925974,540,Congratulations! You're in mint condition.
125,12,26,81,119,1.4201680672268908,0.06143120271991589,540,Now open wide.
125,11,28,80,119,1.4201680672268908,0.06026079002401272,540,"Well, it may be a combination of things."
127,11,17,65,93,1.4193548387096775,0.07223568744540966,540,It's probably a combination of things.
128,7,27,64,98,1.4183673469387754,0.06309812786702135,540,It's a combination of symptoms.
129,7,31,70,108,1.4166666666666667,0.05901727809616634,540,"Turn 14 to the left, 7 to the right, and cough."
129,7,26,63,96,1.4166666666666667,0.06398099132915955,540,I think we'll have to use combination therapy
129,10,25,73,108,1.4166666666666667,0.0632633378305703,540,"And lastly, I presume you practice safe sex."
132,14,14,73,101,1.4158415841584158,0.07212108456029431,540,...and of course I can assume you are still practicing safe sex.
132,12,18,71,101,1.4158415841584158,0.06932107352164078,540,"Yes, I am aware of how important the family jewels are"
132,11,20,70,101,1.4158415841584158,0.06787776832080242,540,Are you feeling any symptoms of withdrawal?
135,8,21,60,89,1.4157303370786516,0.06930449159079861,540,It's like you're holding something in.
135,8,21,60,89,1.4157303370786516,0.06930449159079861,540,Now turn a quarter to the left and cough.
137,13,23,82,118,1.4152542372881356,0.06291746993905505,540,"Mr. Houdini, are you sure you don’t want to reschedule your appointment?"
138,12,22,77,111,1.4144144144144144,0.06458900298715287,540,"If I may be honest, Mr. Houdini, I would recommend retirement at this point."
138,10,26,75,111,1.4144144144144144,0.06200112079046729,540,I'm afraid we will have to probe further. Are you allergic to dynamite?
140,11,19,69,99,1.4141414141414141,0.06887214755429566,540,"""You have no heart. have you thought about banking?"
141,13,17,74,104,1.4134615384615385,0.06914955613266946,540,Okay now open wide
141,10,23,71,104,1.4134615384615385,0.06497339163986192,540,"Sorry, it sounds like a combination of things."
141,10,23,71,104,1.4134615384615385,0.06497339163986192,540,"It appears to be a combination of things. Physically, you're strong but emotionally I'm guessing you're empty inside."
144,6,33,70,109,1.4128440366972477,0.05713009691825506,540,I'm hearing a lot of deposit buildup.
145,10,32,84,126,1.4126984126984128,0.05664687751922656,540,I'm just giving you a check-up. It's the billing department that figures out how to get the money out of you.
146,10,20,67,97,1.4123711340206186,0.06835162983132675,540,"Ok, I need you to relax, take a deep breath. And now think of the first 3 numbers that pop into that head of yours...."
147,9,24,69,102,1.411764705882353,0.06438475936652872,540,I think we can dispense with the iron supplement now.
147,10,29,80,119,1.411764705882353,0.05896578724808001,540,"Frankly, your options are safe sex or no sex."
147,8,19,58,85,1.411764705882353,0.07158493348643535,540,You're absolutely sure it was safe sex?
150,8,28,71,107,1.411214953271028,0.06078495389778408,540,I'm impressed. Most patients your age have an iron deficiency.
151,15,18,84,117,1.4102564102564104,0.06554521632971044,540,"Honest doc, I only have safe sex."
152,8,19,59,86,1.4069767441860466,0.07090948542752387,540,You sound like a million bucks...and some jewelry.
152,9,17,60,86,1.4069767441860466,0.07281313710322973,540,I'm going to recommend we cut back on those iron supplements.
154,10,17,64,91,1.4065934065934067,0.07157400428836615,540,Do you and your partner routinely practice safe sex?
154,8,21,62,91,1.4065934065934067,0.0680767038087962,540,Have you been practicing safe sex?
156,8,25,68,101,1.4059405940594059,0.06321144435450443,540,Any feelings of withdrawal?
156,5,31,65,101,1.4059405940594059,0.05832347118821047,540,Take two turns to the right and call me in the morning.
158,9,20,65,94,1.4042553191489362,0.06818084095271891,540,I don't have to explain safe sex to you.
159,8,24,67,99,1.404040404040404,0.06407966323571289,540,It's not healthy to keep everything locked up inside you.
160,10,22,72,104,1.4038461538461537,0.0648420133921871,540,It seems that you're healthy enough for safe sex.
160,7,28,69,104,1.4038461538461537,0.060368594555399786,540,Your test results show elevated iron levels.
162,11,11,60,82,1.4024390243902438,0.0792538147202697,540,"Take a deep breath , hold it, and count to 15 left, 21 right, and 9 left."
163,11,19,72,102,1.4019607843137254,0.06719813961190614,540,The solution to your problem is a combination of things.
164,16,13,83,112,1.4017857142857142,0.06884296268809863,540,"It's the strangest thing: your pulse is 24, 71, 63, 8!"
165,9,20,66,95,1.4,0.06759340930122587,540,You say you were practicing safe sex?
165,7,30,73,110,1.4,0.058047175315730164,540,You seem to have a combination of issues.
165,6,26,63,95,1.4,0.0624257677867289,540,I want you to cut way back on the iron supplements.
165,7,24,64,95,1.4,0.06419455311392144,540,So you say you’re feeling empty inside…
165,11,14,65,90,1.4,0.07377801844041189,540,"Well, it really could be a combination of factors."
165,8,30,77,115,1.4,0.05766893070162214,540,Not sure about the diagnosis. I believe it's a combination of things.
165,9,24,72,105,1.4,0.06289709020331509,540,I've never seen this combination of symptoms before.
165,10,22,73,105,1.4,0.06433656922150993,540,I see you brought your co-pay with you.
165,11,18,71,100,1.4,0.06816498108607269,540,And are you practicing safe sex?
165,12,18,75,105,1.4,0.0671229804574745,540,I trust you've been practicing safe sex?
175,12,25,86,123,1.3983739837398375,0.05969829225930219,540,I'm going to have to check the family jewels.
176,10,23,75,108,1.3981481481481481,0.06300952201142133,540,Your family jewels are just fine !
176,10,23,75,108,1.3981481481481481,0.06300952201142133,540,"Hmm, sounds like it could be a combination of things."
178,12,17,74,103,1.3980582524271845,0.06806985950432017,540,Yes. Your heart is strong enough for safe sex.
178,9,23,71,103,1.3980582524271845,0.06373698726516025,540,I guess I don't need to ask if you're having safe sex.
178,10,21,72,103,1.3980582524271845,0.0652132728417978,540,I really can't tell. It looks as though we're going to have to open you up.
181,11,17,70,98,1.3979591836734695,0.06916866191380466,540,Well this confirms it. You ARE a heartless capitalist.
181,9,21,68,98,1.3979591836734695,0.06605692181366463,540,So I assume you're practicing safe sex.
183,10,17,66,93,1.3978494623655915,0.07029588329076554,540,I did my residency at Leavenworth.
183,10,17,66,93,1.3978494623655915,0.07029588329076554,540,No. When I said safe sex I meant...
185,11,30,90,131,1.3969465648854962,0.05597519511140699,540,Any changes in your combination since you were last here?
186,13,24,89,126,1.3968253968253967,0.05971292708343609,540,It's normal to forget your combination. Don't worry unless you forget what a combination is.
187,8,26,72,106,1.3962264150943395,0.06095856823264258,540,"Well actually, the expression is ""it is better to be safe than sorry"" not ""in a safe and sorry""."
187,10,22,74,106,1.3962264150943395,0.06383835899839581,540,You're in luck - we do take cash.
187,10,22,74,106,1.3962264150943395,0.06383835899839581,540,The meds will work—we just have to find the right combination.
187,11,20,75,106,1.3962264150943395,0.06523059557389634,540,I can't help you unless you open up.
191,9,22,70,101,1.396039603960396,0.06460727960821959,540,You can come out now. Trump lost.
191,13,14,74,101,1.396039603960396,0.07047112732385838,540,"When I recommended 'safe sex,' this isn't what I meant."
191,11,18,72,101,1.396039603960396,0.06760281194103589,540,I understand you have some questions about safe sex.
191,7,26,68,101,1.396039603960396,0.061465933446212886,540,You're going to have to open up a little if you want me to help you.
191,10,20,71,101,1.396039603960396,0.06612201131510494,540,"'Now, cough 27 times to your left."""
196,8,20,63,91,1.3956043956043955,0.06789908636327331,540,I think there's a combination of things going on here.
197,11,12,63,86,1.3953488372093024,0.0763014214357556,540,"I'm sorry Mr. Houdini, our time is up."
198,13,19,82,114,1.394736842105263,0.06428571752830808,540,"OK, I'll speak louder. I think your parents have been a little overprotective."
199,9,25,75,109,1.3944954128440368,0.06116207951070337,540,Good. Now open wide
199,7,29,73,109,1.3944954128440368,0.05831818446641306,540,"Well, your problem could be a combination of things."
201,10,19,70,99,1.393939393939394,0.06706464668757431,540,"Yes, I am familiar with Houdini Disorder."
201,6,27,66,99,1.393939393939394,0.0606060606060606,540,"Don't be embarrassed, I've seen the family jewels before."
201,7,25,67,99,1.393939393939394,0.062283526276788556,540,I think it's safe to say it's a combination of things.
201,10,19,70,99,1.393939393939394,0.06706464668757431,540,I hear some clicking...but that's normal.
201,11,17,71,99,1.393939393939394,0.0685843269166877,540,"So, you mentioned that you have some questions about safe sex."
201,8,23,68,99,1.393939393939394,0.06391698294473333,540,"Next, I want you to open wide."
207,7,23,64,94,1.3936170212765957,0.06455961919538175,540,Sounds like you're having a hard time opening up.
208,8,17,59,84,1.3928571428571428,0.07189321051773706,540,You have an unusual combination of symptoms.
209,10,18,69,97,1.3917525773195876,0.06804318960022725,540,Exhale on the count of 38-16-22.
210,8,27,75,110,1.3909090909090909,0.059319823489213254,540,Sounds like our best option will be a combination therapy.
211,9,16,62,87,1.3908045977011494,0.07193124267360433,540,I assume you're still practicing safe sex.
212,10,19,71,100,1.39,0.06650738547884981,540,I suggest we try a combination therapy.
212,9,21,70,100,1.39,0.06497085593719787,540,Keeping everything locked up inside isn't healthy for you
214,12,13,70,95,1.3894736842105264,0.07223009277872436,540,Really? 36-24-26?
215,6,32,75,113,1.3893805309734513,0.05541708923970591,540,I'm afraid it's a combination of issues.
216,9,24,75,108,1.3888888888888888,0.061471138099105184,540,It sounds like a combination of a number of things
216,11,20,77,108,1.3888888888888888,0.06422492781043573,540,I cannot find any one thing wrong with you; I'm afraid it's a combination.
218,8,29,79,116,1.3879310344827587,0.057132308795169104,540,"When you say you're feeling empty inside, do you mean that literally?"
219,12,19,80,111,1.3873873873873874,0.06421091777010976,540,Now try turning to the right
219,8,27,76,111,1.3873873873873874,0.05888838005650302,540,"Actually, a lot of men do this after I recommend prostate exams."
221,5,29,67,101,1.386138613861386,0.057969430369522575,540,Your iron levels came back a little high
222,15,14,85,114,1.3859649122807018,0.06652924657992805,540,"Well, my last patient was an open book."
223,7,18,58,83,1.3855421686746987,0.070327986279922,540,"The good news is, your health has taken a turn for the better, the bad news is it's taken three turns for the worse."
224,12,13,71,96,1.3854166666666667,0.07158878622288199,540,I'm so sorry. We don't accept FDIC insurance.
224,6,25,65,96,1.3854166666666667,0.06171843192419334,540,You really just need to open up.
226,9,24,76,109,1.385321100917431,0.061008982701100924,540,Cough once to the left and twice to the right.
227,8,31,83,122,1.3852459016393444,0.055146614343005634,540,Do you know if your prescription plan covers dynamite?
228,8,19,64,91,1.3846153846153846,0.06770118711881566,540,"No, this is not at all what I meant by safe sex."
228,15,10,79,104,1.3846153846153846,0.07140394654685989,540,You'll need your combination reset in safe mode by a vault-support specialist.
228,10,20,74,104,1.3846153846153846,0.06453674221353506,540,Turn to the right and then the left and then the right again and cough.
228,9,27,81,117,1.3846153846153846,0.05802292534277813,540,I have good news. You can afford the co-pay.
232,12,19,81,112,1.3839285714285714,0.06372895432545032,540,Your have an upper repository tract infection.
233,7,27,73,107,1.3831775700934579,0.058856528578260264,540,You have the tumbler of a safe half your age.
233,8,25,74,107,1.3831775700934579,0.060335948650358726,540,Turn your head and click.
233,9,23,75,107,1.3831775700934579,0.06177995178691776,540,You will feel better if you open up.
233,10,21,76,107,1.3831775700934579,0.06319096601610899,540,If you want me to help I'm going to need you to open up.
237,6,24,64,94,1.3829787234042554,0.06255884071437662,540,"As I thought, we're going to have to open you up."
238,9,13,59,81,1.382716049382716,0.07570227020620193,540,Turn your dial twice to the left and cough
239,8,23,71,102,1.3823529411764706,0.06238033412563501,540,It's safe to assume you have a combination of problems.
239,7,25,70,102,1.3823529411764706,0.060804350377756396,540,"Deep click...Good, now clack."
241,6,22,61,89,1.3820224719101124,0.0649223980418123,540,These days it's normal to feel empty inside.
241,10,14,65,89,1.3820224719101124,0.0723627544193297,540,"Well, if you would just open up, we could talk about it"
243,10,22,78,110,1.3818181818181818,0.06191524538953285,540,Don't worry a bit. I'll have you cleaned out in no time.
243,7,28,75,110,1.3818181818181818,0.057732838120670864,540,It's not healthy to keep holding everything inside.
243,9,24,77,110,1.3818181818181818,0.060553215771362974,540,And would you say you've been having withdrawals recently?
246,11,15,71,97,1.3814432989690721,0.06942835278424347,540,Practicing safe sex?
246,7,23,67,97,1.3814432989690721,0.0629379824996301,540,"I'm sorry, but we're going to need to open you up and have a look inside."
248,7,26,72,105,1.380952380952381,0.05957872924288002,540,You just can't keep everything locked up.
248,8,24,73,105,1.380952380952381,0.061096441478588503,540,We're going to try a combination of treatments.
250,7,21,64,92,1.3804347826086956,0.06528703082371227,540,Try to cut down on the crackers!
250,8,19,65,92,1.3804347826086956,0.0670916383539389,540,"""Therapy might work if you could open up""."
252,12,14,74,100,1.38,0.06931118527366564,540,"""Yes, your heart is healthy enough for safe sex""."
253,13,15,80,108,1.3796296296296295,0.06671544502185331,540,"Please turn 32 left, 45 right and cough...."
254,9,29,86,124,1.3790322580645162,0.05562125812634781,540,We're going to have to change up your meds until we find a combination that works.
255,11,20,80,111,1.3783783783783783,0.0627698812657157,540,Your heart is healthy enough for safe sex.
255,11,20,80,111,1.3783783783783783,0.0627698812657157,540,We may have to go in.
257,12,21,86,119,1.3781512605042017,0.060843892842297846,540,Open wide.
258,10,14,66,90,1.3777777777777778,0.07167999663119506,540,Your symptoms aren't from any one cause. It's a combination.
259,8,21,69,98,1.3775510204081634,0.0640772370216083,540,Good news. You can afford the co-pay.
260,9,22,75,106,1.3773584905660377,0.0620882920424406,540,"If this doesn't work, do you have any dynamite allergies?"
261,9,25,80,114,1.3771929824561404,0.058959501120901224,540,Turn twice to left and cough.
262,5,22,58,85,1.3764705882352941,0.06476951289477273,540,It's OK to open up. This is a safe space.
263,12,11,70,93,1.3763440860215055,0.07318631161120162,540,"Really sir, you can't stay in there until November 9."
264,9,20,72,101,1.3762376237623761,0.06425734946371467,540,You have too much iron.
265,9,18,69,96,1.375,0.0666392487478979,540,There's only so much I can do if you won't open up.
265,10,19,75,104,1.375,0.06436264763629829,540,Next I'll have you open wide.
265,7,25,72,104,1.375,0.05985341192109241,540,And when did you start feeling unsafe?
265,8,23,73,104,1.375,0.06139330106764154,540,It may be a combination of things...
269,6,31,78,115,1.373913043478261,0.05448723538607835,540,Just give me two deep clicks.
270,9,22,76,107,1.3738317757009346,0.061606318458313845,540,"Your heart's good enough for sex, just make sure it's safe sex."
271,8,18,65,91,1.3736263736263736,0.06748282764125625,540,And now take a breath counter-clockwise.
271,5,24,62,91,1.3736263736263736,0.06181691753766736,540,Turn your dial and cough for me please.
273,6,32,80,118,1.3728813559322033,0.05355209665623421,540,It's a combination of things.
274,8,25,77,110,1.3727272727272728,0.05898656341689123,540,Relax. A lot of safes feel empty inside.
274,11,19,80,110,1.3727272727272728,0.06308590712602469,540,I must advise you to engage only in safe sex.
276,8,19,67,94,1.372340425531915,0.06590281203751787,540,And do you feel safe at home?
276,10,15,69,94,1.372340425531915,0.06928738581634288,540,Do you practice safe sex?
278,5,22,59,86,1.372093023255814,0.06416145765063452,540,I’m afraid we may have to open you up again.
279,9,21,75,105,1.3714285714285714,0.06239591018276215,540,"Please Mr. Houdini, I can hear you. Try to stay calm."
279,9,21,75,105,1.3714285714285714,0.06239591018276215,540,I can only help you if you'll open up!
279,6,27,72,105,1.3714285714285714,0.05782559172273788,540,"Don't worry, the procedure is perfectly... well, you know."
279,7,25,73,105,1.3714285714285714,0.05938812373896783,540,I warned you about unsafe sex.
283,7,22,68,97,1.3711340206185567,0.06272654411089969,540,My best guess is claustrophobia.
284,11,24,89,124,1.3709677419354838,0.057789218282787186,540,"This is interesting. You're not only dying, you're also dead broke."
285,6,28,74,108,1.3703703703703705,0.05672587553709887,540,I'd say the family jewels are safe for another year.
285,8,24,76,108,1.3703703703703705,0.059698957181066846,540,"Other than the claustrophobia, is there anything else bothering you Mr. Houdini?"
287,10,17,73,100,1.37,0.0661418738375885,540,How long have been having these feelings of insecurity?
288,9,16,67,92,1.3695652173913044,0.06863175677010006,540,Anything alarming that I should know about?
288,7,20,65,92,1.3695652173913044,0.06505793534128973,540,"As your internist, I'd say you're problem is a combination of things."
288,7,20,65,92,1.3695652173913044,0.06505793534128973,540,"""How long have you had that ‘empty’ feeling”?"
291,8,25,78,111,1.3693693693693694,0.05854910778647798,540,Why do you feel your wife thinks of you only as a source for money?
291,6,29,76,111,1.3693693693693694,0.055681214920225014,540,"Well yes, I did tell you to go to your safe place when anxiety hits."
293,11,23,88,122,1.3688524590163935,0.05843186265310088,540,We'll have all that icky money out of you in no time.
294,11,20,83,114,1.368421052631579,0.06137577833255689,540,"Everything sounds normal, but I'm concerned about your weight."
294,9,24,81,114,1.368421052631579,0.05879179684001161,540,I'm just trying to get you to open up.
296,12,19,86,117,1.3675213675213675,0.06141840796345578,540,"Frankly, I'm surprised you could even hop up on the table."
297,5,26,67,98,1.3673469387755102,0.05871861799919235,540,Sounds like you've got a combination of problems.
297,8,20,70,98,1.3673469387755102,0.06386749100214828,540,Your deposits show no sign of having grown.
