,Unnamed: 0,unfunny,funny,caption,score,precision,somewhat_funny
86,86,65,13,"Sire, what happens if it's not too big to fail?",1.5315315315315314,0.06628039589182738,33
87,87,67,14,"And may I ask Your Majesty, how is it hanging?",1.5309734513274336,0.06660305226357444,32
88,88,66,13,And since you lived by the sword. . .,1.5309734513274336,0.06540595353581627,34
89,89,64,9,"Yes, sire, I am reading as fast as I can ...",1.5299145299145298,0.0589382548583061,44
90,90,72,16,The pen won't stand a chance sir.,1.5294117647058822,0.06625851471487383,31
91,91,74,17,The Senate voted for a new rope and the House voted for a bigger sword,1.5289256198347108,0.06646772675857861,30
92,92,67,15,"Lloyds of London passes, sire.",1.5272727272727271,0.0692014391770043,28
93,93,69,15,"And finally, from maintenance... Your evaluation of the crew as 'lazy and undependable' has not gone unnoticed.",1.5263157894736843,0.0673430902540605,30
94,94,57,10,"First off, we need to renew your life insurance policy.",1.5252525252525253,0.067867105433217,32
95,95,64,10,"It's another threatening note from the cable company, Sire.",1.5221238938053097,0.061709405668059075,39
96,96,65,9,"It seems to be a recall notice from Henry, the ropemaker.",1.5213675213675213,0.05897030103458875,43
97,97,70,14,"In other news, Sire, the fate of the kingdom is said to be hanging by a thread.",1.5213675213675213,0.06491769778533961,33
98,98,65,14,It's a gift from your eldest son.,1.5188679245283017,0.0699520206195933,27
99,99,67,14,"No, sir, the pen is still mightier",1.518181818181818,0.06801341449127518,29
100,100,63,9,Her Majesty asks that you wait for her here,1.5178571428571428,0.060805064997899526,40
101,101,68,13,"And finally, the crown prince hopes you like the new mobile.",1.5175438596491229,0.0650229631614392,33
102,102,74,17,It appears to be a recall notice on the oversize sword suspension system for the years 1521 to 1523.,1.5169491525423728,0.0678011370355981,27
103,103,60,11,"This message begins ""He who lives by the sword...,"" but I can't make out the next line.""",1.5148514851485149,0.0683813728706218,30
104,104,66,15,Have you tried not sitting under it?,1.5142857142857142,0.07175748447171212,24
105,105,70,18,"Why yes, I do live by the sword. Why do you ask?",1.514018691588785,0.07436854138229414,19
106,106,70,17,Do I know what's holding that sword up? A frayed knot.,1.5137614678899085,0.07211983517075242,22
107,107,66,12,I promise to be brief.,1.5135135135135136,0.06508970042590431,33
108,108,71,16,I doubt anyone will bring up the size of your hands again my lord.,1.5132743362831858,0.06898561138176658,26
109,109,47,7,I'm paraphrasing since our conversation is about to be cut short.,1.5121951219512195,0.07205818861955736,28
110,110,65,14,The ad is pretty clear: 'Scabbard sold separately'!,1.5096153846153846,0.07099420963736172,25
111,111,63,11,Many believe the budget cuts should start at the top.,1.509433962264151,0.06600563974225228,32
112,112,65,12,"Sire, another example of wasteful, impractical military spending",1.5092592592592593,0.06642658011094232,31
113,113,63,9,The royal psychiatrist believes he has come up with an explanation for your anxiety.,1.509090909090909,0.06159602922745575,38
114,114,67,12,"Oh, and one last item, the royal rope manufacturer has issued a recall.",1.5089285714285714,0.06466866312265704,33
115,115,67,11,"The good news is, they got the sword out of the stone.",1.5087719298245614,0.06260605228083224,36
116,116,74,17,"""King for a Day"" takes on new meaning.",1.5086206896551724,0.06871675524971939,25
117,117,74,17,"...and death to all who greet you with, 'How's it hanging?'",1.5086206896551724,0.06871675524971939,25
118,118,56,10,"I'm afraid they're advancing with a sizable pen, my Lord.",1.5053763440860215,0.07109583690841485,27
119,119,61,11,Are you sure you've looked for it everywhere?,1.504950495049505,0.06839570708582393,29
120,120,65,13,It says here it should also be anchored to the wall.,1.5047619047619047,0.06917066212539978,27
121,121,63,10,And then there's this P.S. about not killing the messenger!,1.5046728971962615,0.0642000155676714,34
122,122,70,17,"'Sire, now to the recent decision to out source rope making.'",1.5046728971962615,0.0731846445757261,20
123,123,62,9,The people say they're fine with you staying on the throne,1.5046728971962615,0.06281167292497543,36
124,124,64,10,"According to the warranty, the sword is guaranteed, not the cord.",1.5045871559633028,0.06335271607877703,35
125,125,68,14,"So, Damocles if I do, Damocles if I don't...",1.5045871559633028,0.06850653469405799,27
126,126,68,13,"Sire, the rope guy says he'll be here this afternoon between one and five o'clock.",1.5045045045045045,0.066347154742954,30
127,127,69,13,The men scheduled for knighthood have called in sick again.,1.5044247787610618,0.06547006655908655,31
128,128,63,10,"The good news, Sire, is that only one Weapon of Mass Destruction has been located.",1.5,0.06463665812929989,33
129,129,68,15,I'd like to see the pen that is mightier than that,1.5,0.07124865030798684,23
130,130,68,13,"And let me remind the King, I'm just the messenger.",1.5,0.06679859062703443,29
131,131,69,14,IKEA just recalled their sword hanging rope.,1.5,0.06803570666312624,27
132,132,63,12,A gift from the Queen.,1.5,0.06931733011254311,27
133,133,71,16,"...and finally, Your Majesty, a resolution to institute term limits.",1.5,0.07044479202848579,23
134,134,62,8,...and 37% think you should continue to sit right exactly where you are.,1.4953271028037385,0.06139194175442681,37
135,135,66,12,Your loyal and devoted son offers the above sword as your birthday present. Long live the king!,1.4953271028037385,0.06689030935344496,29
136,136,64,11,Your horoscope says that something weighty will befall you.,1.4952380952380953,0.06647014467086594,30
137,137,61,11,The pen is mightier (clears throat) well maybe not.,1.4949494949494953,0.06941421916770962,27
138,138,67,11,"On the plus side, no one is talking about your small hands anymore.",1.490909090909091,0.06424704008260021,32
139,139,68,13,Your ladyship is asking for a separation.,1.4907407407407407,0.06771676905880587,27
140,140,57,8,"Try to think of it as a metaphor, sir.",1.4895833333333333,0.06621799403423613,31
141,141,54,8,I'll make this short. . .,1.4888888888888892,0.06931886273012823,28
142,142,70,13,"Your son hired the new decorator, Sire.",1.4864864864864864,0.06633603293334725,28
143,143,69,13,Your safety inspectors have reported numerous building code violations.,1.4862385321100915,0.06724352730059945,27
144,144,67,11,And the prince hopes that you will enjoy your Father's Day present.,1.4862385321100915,0.06466763203652537,31
145,145,69,14,"It's not just the feng shui crowd, Sire, none of us think your throne should be there.",1.485981308411215,0.06946464549905487,24
146,146,66,11,I'm going to cut this short,1.485981308411215,0.06554639383325288,30
147,147,65,11,"You misunderstand, Your Majesty, the concern is not about a threat. It is about a thread.",1.4857142857142858,0.06645702254169437,29
148,148,64,10,The good news is that the revolutionaries have agreed to allow you to occupy the throne indefinitely.,1.4857142857142858,0.06506447311672546,31
149,149,66,13,. . . and finally your horoscope says don't go to the office today.,1.4854368932038835,0.07016892086080033,24
150,150,65,12,I'll skip the ads.,1.4854368932038835,0.06879905555797765,26
151,151,56,9,More decorating ideas from your brother.,1.4835164835164836,0.07051638828327114,26
152,152,59,12,"Your subjects in Australia query: ""Knife? You call that a knife?""",1.4835164835164836,0.07553252113571869,20
153,153,77,16,The bylaws do describe a rather large severance package,1.4830508474576272,0.0667242806755962,25
154,154,66,10,Your sons have agreed to split the throne.,1.4814814814814814,0.06374908829526299,32
155,155,63,8,Your insurance agent says that your premium will be increased because of a pre-existing condition.,1.4811320754716983,0.061766642072084835,35
156,156,66,11,"Actually, the order does not say ""three thousand one-pound daggers.'",1.4811320754716983,0.06598637458454983,29
157,157,69,14,This letter is from the sword vendor. There's a recall on the thread.,1.4811320754716983,0.0699520206195933,23
158,158,68,13,I read it wrong. You wanted the Lord to watch over you.,1.4811320754716983,0.06865559459684872,25
159,159,63,9,And finally... are you up-to-date on your tetanus shots?,1.4807692307692308,0.06406209825574932,32
160,160,64,10,"Granted, in your case the sword may be mightier than the pen.",1.4807692307692308,0.06550312153107965,30
161,161,65,11,"Nope, it only says ""die by the sword""",1.4807692307692308,0.06691311850228995,28
162,162,66,13,"Evidently, Your Highness, it's only a metaphor.",1.4803921568627452,0.07067688947358658,23
163,163,67,10,I stand corrected; the sword is mightier than the pen.,1.4770642201834865,0.06331580082882582,32
164,164,67,13,"And finally, your wife just cancelled the rope inspector's visit.",1.4757281553398058,0.07014257623030133,23
165,165,65,11,What's wrong with just thanking the messenger?,1.4757281553398058,0.0673739280584449,27
166,166,66,12,Sir Donald Trump has asked me to inform you that his is bigger.,1.4757281553398058,0.06877218617380193,25
167,167,67,13,Trump still says his is bigger.,1.4757281553398058,0.07014257623030133,23
168,168,65,13,"By royal decree, the sword is mightier than the pen.",1.4747474747474747,0.07227982560674281,21
169,169,63,11,"Further, it has come to our attention that you have not been circumcised.",1.4747474747474747,0.0693692083216272,25
170,170,61,10,"Your Majesty, the Supreme Council says ""Move the chair.""",1.4742268041237114,0.06888405940000378,26
171,171,66,11,The people request for you to sit tight.,1.4711538461538465,0.06687957304547558,27
172,172,61,7,The Queen insists on adding an accidental death benefit to your policy.,1.4705882352941178,0.06185177507379162,34
173,173,63,10,"Your Highness, the enemy has agreed to lower his weapon.",1.47,0.06735253251633258,27
174,174,62,9,"Sire, for an additional 100 pounds, would you like to include an accidental death benefit?",1.47,0.06583573068132102,29
175,175,69,16,"Yes, my lord, it is certainly best to be above the fray.",1.47,0.07581876316905234,15
176,176,69,17,"It's your penmanship, sire. Merlin granted your wish for 'an enormous dirk.'",1.4693877551020411,0.07838588566752028,12
177,177,62,10,It's a recall notice about rope..,1.4693877551020411,0.06834905282304886,26
178,178,57,5,The royal astrologer predicts that whatever is troubling your majesty soon will end.,1.4693877551020411,0.06016332639726544,36
179,179,61,9,Shall I add duct tape to the shopping list?,1.4693877551020411,0.06679221201669486,28
180,180,60,9,You have a 10:15 with Damocles. I think you should see him.,1.46875,0.06778630800266068,27
181,181,60,10,"It's from the Queen. ""Be a doll and move two inches forward.""",1.4680851063829787,0.07046293901282416,24
182,182,59,10,The Secret Service says threat level posed by decor is severe.,1.4673913043478262,0.07158549620702076,23
183,183,66,10,Game of Threads,1.4666666666666666,0.06499741706148195,29
184,184,64,9,At the top of the list---succession planning.,1.4660194174757282,0.06444351543799387,30
185,185,67,12,"My Lord, you're not going to like the season finale.",1.4660194174757282,0.06873186240242324,24
186,186,62,7,"Finally, your majesty, a gift from Lord Ginsu.",1.4660194174757282,0.06141849773323856,34
187,187,65,11,This one's a no-brainer. The riggers union would like a pay raise.,1.465346534653465,0.06830965667588253,25
188,188,65,12,Don't sneeze.,1.4646464646464648,0.07079536260915485,22
189,189,61,8,"Er, excuse me Sire, there seems to be a metaphor hanging over your head.",1.4646464646464648,0.06471020872951995,30
190,190,63,10,"The order says 'king-sized', Sire.",1.4646464646464648,0.06782106782106781,26
191,191,62,9,"Sire, the Queen has asked how long your mother will be staying.",1.4646464646464648,0.06628389078127475,28
192,192,61,10,"Are you sure you want to go with ""long live""?",1.4631578947368422,0.06989117491160067,24
193,193,58,7,There is breaking news .....,1.4631578947368422,0.06490673180282236,30
194,194,59,9,Your pen must be very mighty indeed.,1.4623655913978495,0.06932375513439919,25
195,195,60,11,"My lord, there's been a rope recall...",1.4615384615384617,0.07380747867988967,20
196,196,68,13,I hate to cut this short.,1.46078431372549,0.07059605427046013,21
197,197,64,10,Can you read a little faster?,1.46,0.06730002176294543,26
198,198,66,12,Says here you ordered the medium.,1.46,0.07023769168568493,22
199,199,64,10,"Great news from the rebels, sire—they say you may remain on the throne for the rest of your life!",1.46,0.06730002176294543,26
200,200,62,9,Herewith a third and final notice from the cable company.,1.4591836734693877,0.0667359388546174,27
201,201,62,9,"Sire, I would humbly advise a pen.",1.4591836734693877,0.0667359388546174,27
202,202,60,8,"Is it me, or does this look lower than yesterday?",1.4583333333333333,0.06608850171156502,28
203,203,61,9,Badrick the Rope Maker has announced the recall of some of his merchandise.,1.4583333333333333,0.06772730840727076,26
204,204,64,12,"Be frayed, be very fraid.",1.4583333333333333,0.07242156475067127,20
205,205,61,10,"In conclusion, Your Majesty, I hereby resign my post as royal rope maker.",1.4574468085106382,0.07040246691523941,23
206,206,62,12,"And tomorrow, sire, you're scheduled to circumcise the giant's new born son.",1.4565217391304348,0.07478755303158535,18
207,207,63,7,"Sorry your majesty, it looked a lot smaller in the catalogue.",1.4563106796116505,0.06135828350529849,33
208,208,59,10,...and the queen lived happily ever after. The End.,1.4555555555555555,0.07268887938532903,21
209,209,68,13,She wants half milord.,1.4554455445544554,0.07109434879610392,20
210,210,64,9,"Your Majesty, I am reading their demands as quickly as I can.",1.4554455445544554,0.06528650107657241,28
211,211,66,12,I do think you will be of two minds regarding this edict.,1.4545454545454546,0.07073651358600948,21
212,212,61,7,"Amazon would like to apologise for the product delivery mistake, the chandelier will now be expected to arrive between three to five business days.",1.4545454545454546,0.06303125445264518,31
213,213,62,8,We recommend that Your Highness reconsider the weapon suspension.,1.4545454545454546,0.06464582044618215,29
214,214,63,10,I'd better read fast.,1.4536082474226804,0.0687714642480739,24
215,215,64,11,"Sire, this is a recall notice from the rope company.",1.4536082474226804,0.07031565207780208,22
216,216,60,8,And it comes with a matching fork and six matching steak knives.,1.4526315789473685,0.06653884526290524,27
217,217,65,14,Thy kingdom fears that it makes His Majesty's hands appear too small.,1.4516129032258065,0.07723017247185372,14
218,218,69,13,"It just says, 'From your son, Damocles, with Love.'",1.4509803921568627,0.07053536707375874,20
219,219,64,8,Recall notice: Your recent purchase from Acme Ropes and Fibers.....,1.4509803921568627,0.06328153525638729,30
220,220,61,11,"""Please tell my decorator that this is not the mobile we discussed"".",1.4505494505494505,0.07373472609574289,19
221,221,57,7,"Sire, there is concern among your subjects that you have too much hanging over your head!",1.4505494505494505,0.06678329772939677,27
222,222,74,14,"And be it proclaimed hitherto, that forevermore ye shall be known as MacBeth The Knife.",1.4495412844036697,0.06833568098713301,21
223,223,46,8,"In this case, the sword trumps the pen.",1.4492753623188406,0.0839564898783476,15
224,224,63,9,It's a warning from your Economics Minister to watch your overhead!,1.4489795918367347,0.06666351784700711,26
225,225,63,9,"A gift from your subjects, who say they love you.",1.4489795918367347,0.06666351784700711,26
226,226,65,11,"According to my feng shui chart, it belongs there.",1.4489795918367347,0.06974820057311762,22
227,227,62,9,"Well, technically speaking, my lord, it would not be ""falling"" on your sword. But we do have to keep the ratings up.",1.4479166666666667,0.06765137617839279,25
228,228,60,7,On a final note the committee concludes that the rumor of a possible coup are unfounded.,1.4479166666666667,0.06432816030015424,29
229,229,62,9,Ouch! Paper cuts are the worst.,1.4479166666666667,0.06765137617839279,25
230,230,63,10,"After personal inspection, your son is satisfied with the rope's condition.",1.4479166666666667,0.0692532089108111,23
231,231,64,11,Why do I feel like you're about to cut me off?,1.4479166666666667,0.07081881946247395,21
232,232,60,8,"Your Majesty before I read this proclamation, may I just mention, it has been an honor to have been your scribe",1.4468085106382982,0.06699249126733202,26
233,233,61,9,"You live on the cutting edge, sire.",1.4468085106382982,0.06867877754888134,24
234,234,64,12,"Your menu entree tonight, Your Majesty, is sliced crown roast.",1.4468085106382982,0.07350589285101053,18
235,235,61,9,Now everyone will know you have a well-hung dagger.,1.4468085106382982,0.06867877754888134,24
236,236,61,9,The Prince has written that it's time to cut the cord.,1.4468085106382982,0.06867877754888134,24
237,237,67,11,The serfs chipped in and said you'd know where to stick it.,1.4455445544554455,0.06818037742846264,23
238,238,66,10,"All of your affairs should be resolved today, your majesty. I know that you don't like to leave things hanging.",1.4455445544554455,0.06671239813038819,25
239,239,63,8,Need I remind you of the gravity of the situation.,1.4444444444444444,0.06456524479421961,28
240,240,61,11,According to the warranty the thread is good for 10 years or you get your money back.,1.4444444444444444,0.07430260212082328,18
241,241,62,12,"And, lastly, quality issues in the rope manufacturing sector will have a negative impact upon your reign.",1.4444444444444444,0.07596423218898944,16
242,242,63,8,"Your Highness, OSHA says you must take it down.",1.4444444444444444,0.06456524479421961,28
243,243,64,10,Your loyal health maintenance organization regrets to inform you that they consider your large sword a pre-existing condition.,1.443298969072165,0.0686909261430951,23
244,244,67,9,And we thought a suspended sentence was good news.,1.4423076923076923,0.06383751527439288,28
245,245,62,9,"They say the pen is mightier than the sword, but I'm not so sure about that rope.",1.4421052631578948,0.06811456897745258,24
246,246,60,8,"Later today, the Prince has scheduled a Parade of Elephants on the second floor.",1.4408602150537635,0.06744929630190186,25
247,247,61,9,There's nothing in here about how to disarm it.,1.4408602150537635,0.0691604053076494,23
248,248,72,16,It says they had to ship the shield separately.,1.44,0.0756386946027767,12
249,249,62,11,This proclamation will make it official my Lord; size matters.,1.4395604395604396,0.07364368429525407,18
250,250,59,8,I don't know what actuary tables they used but your application for life insurance has been denied again.,1.4395604395604396,0.06848935321623588,24
251,251,64,9,The Ropemakers' Guild has issued a recall.,1.4387755102040816,0.06657489629639786,25
252,252,57,7,Says here that it's king-sized.,1.4382022471910112,0.06771299799137835,25
253,253,54,4,"Shall we go back to the wind chimes, sire?",1.4382022471910112,0.061797752808988776,31
254,254,56,6,"Your children are quite anxious, Sire, for you to sign your will.",1.4382022471910112,0.0658003608049928,27
255,255,63,9,"Actually, the instructions say it's supposed to be vertical",1.4375,0.06755845422182265,24
256,256,63,9,The sword swallower declined!,1.4375,0.06755845422182265,24
257,257,64,10,A gift from Queen Bobbitt.,1.4375,0.06916243910140922,22
258,258,61,7,And as an anniversary gift from the queen ...,1.4375,0.06423043083783601,28
259,259,59,5,"The Feng Shui consultant has resigned, Sire.",1.4375,0.06072027465670725,32
260,260,63,9,"Sire, you're missing the point",1.4375,0.06755845422182265,24
261,261,63,9,"Your Majesty, being on the cutting edge has its drawbacks.",1.4375,0.06755845422182265,24
262,262,57,8,"Sir, we haven't successfully knighted someone in years.",1.4367816091954022,0.07070339956310517,22
263,263,62,9,So the cable repair guy will be here Friday between 1-5pm. Will that work?,1.4361702127659577,0.06858125390153902,23
264,264,60,7,The Royal Mathematicians suggest moving your throne four cubits to the north.,1.4361702127659577,0.06516001218459846,27
265,265,53,5,"It says ""enlarged to show detail"".",1.4352941176470588,0.06577923101923304,27
266,266,66,14,...and nobody henceforth shall question the size of the king's hands.,1.434782608695652,0.0777495640041775,12
267,267,57,5,"A gift from the Queen, Your Majesty.",1.434782608695652,0.06240970127861027,30
268,268,62,10,"It says ""Giant sold separately.""",1.434782608695652,0.07134023079498843,20
269,269,61,9,"In lieu of alimony, your ex-queen offers this piece of installation art.",1.434782608695652,0.06964579661862477,22
270,270,64,12,The End.,1.434782608695652,0.07461374951281402,16
271,271,63,7,Good news sire: 60% of the people believe that the size of your sword does matter.,1.4343434343434345,0.06284929795204205,29
272,272,69,13,Damocles wants to know how it is hanging.,1.4343434343434345,0.07202008492622096,17
273,273,61,10,Damocles called. He wants his sword back.,1.4333333333333331,0.07249779367257159,19
274,274,64,9,The architect advises Your Highness to move said chair.,1.4329896907216495,0.06701030927835051,24
275,275,63,8,"Balanced? Well, m'Lord, I think you're missing the point of the metaphor.",1.4329896907216495,0.06538810990751899,26
276,276,59,9,Goliath requests that you check Lost and Found once again.,1.4318181818181819,0.07191123952683566,20
277,277,57,7,"Then at noon, the Queen has scheduled lunch with Liberty Mutual.",1.4318181818181819,0.06818181818181818,24
278,278,59,6,"""Before I continue, might I suggest you slide your chair forward a bit?",1.4301075268817205,0.06377161187512337,28
279,279,63,11,The peasants feel it's a reasonable alternative to a democracy,1.4285714285714286,0.07353428534756311,17
280,280,56,4,I'm reading it as quickly as I can.,1.4285714285714286,0.060810273903141775,31
281,281,65,9,"Happy Birthday, Uncle. With love, Hamlet.",1.4285714285714286,0.06647000940439916,24
282,282,66,11,"Also, there's a wasp nest under your throne.",1.4270833333333333,0.07062501617243515,19
283,283,60,9,"The rope weavers' union, Majesty, is asking for a raise in pay.",1.4269662921348314,0.07126401525048673,20
284,284,60,9,"The calculations were correct, but the order was placed in feet instead of inches.",1.4269662921348314,0.07126401525048673,20
285,285,63,12,"It's prophesied to hold forever, like our united kingdom.",1.4269662921348314,0.07645029571140413,14
286,286,60,9,Your horoscope reads: Don't become too set in your ways; consider rearranging your furniture and seeing things from a new perspective.,1.4269662921348314,0.07126401525048673,20
