caption,funny,somewhat_funny,unfunny,count,score,precision,rank
"What, me worry? I read the New Yorker",0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
"Keep coming. I'm planning to run for Speaker of the House, and this is the perfect training.",1.0,0.0,9.0,10.0,1.2,0.2,551
The sidewalk practice challenges on a good day.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
Empathy has its limits.,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
I think even that dog looked down on me.,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
Saturday on the Sidewalk With George.,1.0,0.0,10.0,11.0,1.181818181818182,0.18181818181818185,700
"It's hard living in the City, but I want to be able to go to the Opera.",0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
Things are certainly looking up lately!,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
Bravo! You're all passing The Apathy Test with flying colors--except for the dog. He looked back in concern.,0.0,3.0,7.0,10.0,1.3,0.15275252316519472,249
Jim decides to leave the rat race behind!,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
My train's late again.,0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1126
Stand me up and I'm a model citizen just like you.,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
"Yes, it's small, but it is close to the subway.",0.0,2.0,9.0,11.0,1.181818181818182,0.12196734422726127,700
Just give me a New York minute.,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
I've fallen and I can't hedge funds!,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
Thank you. It's nice of you to bring me a pillow>,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
"I call it ""Urban-Foraged Shiatsu""...",0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
I'm tired of always feeling I have to yield to others.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
It's a good way to feel the pulse of the city,0.0,1.0,9.0,10.0,1.1,0.10540925533894598,1174
This is a much better place to nap than the subway!,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
"[singing] ""Do you see what I see?""",1.0,2.0,8.0,11.0,1.3636363636363635,0.20327890704543547,131
I'm testing a whole new approach to giving people a feel for upward mobility.,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
It's a working vacation.,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
Don't mind me. Just trying out walking meditation.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
This mindful meditation thing just isn't really working for me.,0.0,1.0,9.0,10.0,1.1,0.10540925533894598,1174
My therapist said I should find a way to meet new people.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
"You know, ""Curb your dog!' was merely a suggestion....",0.0,2.0,9.0,11.0,1.181818181818182,0.12196734422726127,700
I like to be comfortable in my surroundings.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
I'm here to ask you for your vote.,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,322
I've got a 12:30 masseuse appointment.,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
"Two more minutes, and I'll be as good as new.",0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
Everyone should take time to smell the roses.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
Life's a beach.,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
I told my shrink I feel invisible to people and he didn't believe me.,0.0,2.0,9.0,11.0,1.181818181818182,0.12196734422726127,700
Can hardly wait to see what happens next.,0.0,1.0,9.0,10.0,1.1,0.10540925533894598,1174
Paving the Way,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
"Sometimes you just have to say , ""I'm not going to play by your rules.""",0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
That cloud looks like a guy who just got fired.,0.0,4.0,6.0,10.0,1.4,0.16329931618554516,100
"Hey, watch it! I'm man-sprawling here!",0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
"So far, I can't say much for ""try to gain a new perspective.""",0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
"It's all about my civil rights, but I don't like getting peed on.",1.0,0.0,10.0,11.0,1.181818181818182,0.18181818181818185,700
Anyone catch the number of that scooter?,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
"Little do they know, there's a grenade in my pocket.",0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
"Step on a crack, you'll break your mother's back.",1.0,0.0,10.0,11.0,1.181818181818182,0.18181818181818185,700
"It is said, The secret of getting ahead is getting started.",0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
At least they're stepping over me.,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
I feel like no one notices me.,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
See? If you lie down on the job they'll walk all over you,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
These cartoons just get worse and worse. How we miss your prior generation of cartoonists!,0.0,2.0,9.0,11.0,1.181818181818182,0.12196734422726127,700
The Great American Lunch Break.,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
"I think I need to tell my therapist that this whole ""becoming one with the earth"" thing isn't working.",1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,322
"Look Jim! I see something blue. Never mind, Its not a care in the world.",0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
"gosh , some people just think it's all about them !",0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
So far your the highest!,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
Every few years they update the methods for CPR. This is part of our Urban Environment Survival Series.,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
Mental note to self: schedule ‘me time’ when there’s less foot traffic.,0.0,2.0,9.0,11.0,1.181818181818182,0.12196734422726127,700
Years of psychotherapy for not letting people walk all over him was clearly a colossal fail!,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
"Made it ma, top of the world!.",0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
Who needs the window?,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
Yipee! Only two hours to rush hour.,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
"Every so often, it's nice to take a break and just watch the world go by.",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,322
"Yeah, I like it very firm--my Sleep Number is WAY off the dial.",0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
Don't knock it till you try it.,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
"""Like a bridge over troubled water, I will lay me down"".",0.0,1.0,9.0,10.0,1.1,0.10540925533894598,1174
Ah - I love the hustle and bustle of the city.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
"How long has it been like that?"" ""Since Beyoncé's Super Bowl 50 Halftime Show.",0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
Nothing like a good staycation.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
I like to lead from beneath.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
"When life gives you hurdles, become the hurdle.",0.0,2.0,9.0,11.0,1.181818181818182,0.12196734422726127,700
Are you sustainable?,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
My little town blues are melting away...,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
"Frankly, you should be happy we live in a country where I can do this.",0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
Woof…wowa!,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
Open source ashiatsu has done wonders for my back.,0.0,1.0,9.0,10.0,1.1,0.10540925533894598,1174
"I'm okay, thanks. We're training for the Urban Daily Life Olympics.",0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
Yep it's great to find a place where no one will bother you,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
Have a good one!,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
It's easier than what happens at work. This is just a metaphor.,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
You probably don't realize how hard it was to land on my back.,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
IT'S THE ONLY WAY TO WATCH WINDOW JUMPERS,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
"The Apprentice, Episode One: Let the humiliation begin!",0.0,3.0,7.0,10.0,1.3,0.15275252316519472,249
Afternoon mindfulness session,0.0,2.0,9.0,11.0,1.181818181818182,0.12196734422726127,700
I told you Yoga in the Park wouldn't work...,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
I'm here for the disaster drill.,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,322
This is my life if the banks resort to negative interest.,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
Watch out for my funny bone.,0.0,2.0,9.0,11.0,1.181818181818182,0.12196734422726127,700
I can remember when this spot was a meadow. I'd lay here daydreaming for hours.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
"My yoga teacher says to stop every morning, no matter what I'm doing, for 30 minutes of mindfulness and meditation.",0.0,4.0,7.0,11.0,1.3636363636363635,0.1521200048243774,131
Don't worry about me--I'm just trying to get into shape for my mother-in-law's visit.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
"Say, you wouldn't have a pillow handy...",0.0,1.0,9.0,10.0,1.1,0.10540925533894598,1174
""" Whatever it takes to get to the Top"".",0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
Urban Power Nap,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
"Going shall be used with feet,",0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
"Really, Dude. Your fly is down.",0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
"As Airbnbs go, I've had worse.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,551
? Blue skies/Smiling at me/Nothing but blue skies/Do I see ? ?,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
"(singing) "". . . Cellophane, Mister Cellophane, should have been my name . . . """,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
This performance art stuff is overrated.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
Reminds me of my holiday week Cancun Vacation,1.0,0.0,10.0,11.0,1.181818181818182,0.18181818181818185,700
"Oh, sure... ""Go early,"" you say. ""We'll beat the traffic.""",0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
These pavement drawings are getting really lifelike,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
Good news- I ws able to afford a bit of sidewalk on Market Street.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
So my wife thinks that the Human Resources Dept. is taking their title too literally ...,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
I've had it with these inane roundabouts!,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
Jeb Bush! Third time's the charm!,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
"He said he was pure Persian, and to think I doubted him!",0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
"Sure I'm not making as much money as I used to, but there's a lot of civic fulfillment that comes from being a superdelegate.",0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
"Well, excuse ME, Mr. High and Mighty.",0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
There's a lot of noise and not much privacy. But the price per foot was terrific.,0.0,2.0,9.0,11.0,1.181818181818182,0.12196734422726127,700
Thought I'd get here early for a view of the eclipse.,1.0,0.0,10.0,11.0,1.181818181818182,0.18181818181818185,700
No I feel like just another man on the street.,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
Ohhhh my goshhh! Stop trampling me its just a Wednesday!!!!,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
"Oh, look, another bunny!",0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
"The Pope gave me permission to occupy Trump Tower, so here I am.",0.0,0.0,9.0,9.0,1.0,0.11785113019775792,2157
I can't sleep!,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
I stopped trying a long time ago.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
"Ahh, time for my disempower nap.",0.0,1.0,9.0,10.0,1.1,0.10540925533894598,1174
It used to be easy to draw a crowd in New York.,1.0,0.0,10.0,11.0,1.181818181818182,0.18181818181818185,700
step step step,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
I'm the poster boy for LaidBack.com,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
I'll be darned. It is glass.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
I guess stepping on the crack doesn't break your momma's back.,1.0,0.0,10.0,11.0,1.181818181818182,0.18181818181818185,700
Most men lead lives of quiet desperation.,0.0,2.0,9.0,11.0,1.181818181818182,0.12196734422726127,700
"I used to lay inside the lobby entrance, but out here on the sidewalk, I am no longer everyone's door mat!",0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
Shiatsu is $150 a session...,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
"Hi, I'm campaigning for Donald Trump, do you believe in walk-aways?",0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
"Day one of my ""live your metaphors"" challenge. After letting people walk all over me, I have to wear my heart on my sleeve and be a night owl.",0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
"Beach Week just seemed different since the venue change, Al decided.",1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,322
If you would take the time to look up you would see that the sky actually IS falling,0.0,2.0,9.0,11.0,1.181818181818182,0.12196734422726127,700
"No, I'm not chalk art - I'm just tired.",0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
Are you wearing the new Yeezy boosts?,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
I won't stand for it.,0.0,2.0,9.0,11.0,1.181818181818182,0.12196734422726127,700
Recycle or garbage? You decide.,0.0,1.0,9.0,10.0,1.1,0.10540925533894598,1174
I was tired of people going behind my back.,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
When I said 'my way or the high way' I meant it!,1.0,0.0,10.0,11.0,1.181818181818182,0.18181818181818185,700
"Hi, I'm the new face of the see something, say something program",0.0,1.0,9.0,10.0,1.1,0.10540925533894598,1174
I don't understand why my wife says I let people walk all over me...,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,322
Vote Bump '16.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
You wouldn't believe how many ladies don't wear underwear.,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
The crazy part is I'm not even tired.,1.0,0.0,10.0,11.0,1.181818181818182,0.18181818181818185,700
It's just nice to be noticed.,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
Rex was elated that his Wall Street investment scam didn't land him in the gutter. It had landed him at least two feet away from that gutter.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,551
Sidewalk painting.,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,322
"Compared to my office,this is quiet time!",0.0,3.0,7.0,10.0,1.3,0.15275252316519472,249
I need to get more sleep !,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
Larry's always underfoot.,1.0,3.0,7.0,11.0,1.4545454545454546,0.2073046227452978,56
"Hey, look. Those clouds look just like sheep.",0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
I have reached my lowest point in life.,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
My astrologer thinks I need to be more grounded,0.0,1.0,9.0,10.0,1.1,0.10540925533894598,1174
"In deference to the SPCA, I have my workers jump over me as I go to sleep",0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
Our CEO wants to pre-position for too big to fail.,0.0,0.0,10.0,10.0,1.0,0.10540925533894598,2157
You could use a spring in your step,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
I'm getting a Jeb Bush complex down here.,0.0,0.0,11.0,11.0,1.0,0.09534625892455922,2157
300$ a month!,0.0,1.0,9.0,10.0,1.1,0.10540925533894598,1174
"The Velcro is keeping me on this wall fine, but how are you guys doing it?",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,551
At first I was skeptical but my career counselor was right. Things are beginning to look up from here.,0.0,1.0,10.0,11.0,1.0909090909090908,0.09534625892455922,1468
