rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
37,102,211,539,852,1.4870892018779343,0.023977808262717018,560,"Oh great, another art gallery opened."
38,142,128,577,847,1.4864226682408501,0.02629880847097481,560,"Sure, caves are great until the bears come home."
39,50,102,265,417,1.484412470023981,0.03430509263559413,560,"It's nice, I guess... if you don't mind living in a hole in the wall."
40,90,202,498,790,1.4835443037974683,0.024602732321400197,560,I heard his wife left him for some big wheel inventor.
41,93,199,507,799,1.481852315394243,0.024588382097744332,560,He also has a cave in the Hamptons.
42,132,132,558,822,1.4817518248175183,0.026368393754205872,560,"Sure, he's smug now, but wait until the bear comes back!"
43,87,147,434,668,1.4805389221556886,0.027654440484462958,560,Don't expect him to leave anytime soon. That cave is rent controlled.
44,119,134,523,776,1.4793814432989691,0.026791329990163013,560,"He'll never leave, it's rent controlled."
45,44,107,258,409,1.4767726161369192,0.033745711886056066,560,I never thought that I would envy a hole in the wall.
46,110,134,503,747,1.4738955823293172,0.02699989917136379,560,I can't believe I hate the hole thing.
47,56,197,400,653,1.4732006125574273,0.025404635598959148,560,"Nice space, but his roommate's an animal."
48,83,177,467,727,1.4718019257221457,0.02564701300590297,560,One day we will invent a word for a place where a man goes to be alone with his stuff.
49,106,116,478,700,1.4685714285714286,0.028098268896094427,560,It looks comfy now but just wait until the bear comes back.
50,76,84,345,505,1.4673267326732673,0.033032047828649075,560,"Just look at him, staring at his cave wall painting, trying to think of a caption. What an IDIOT!"
51,73,172,437,682,1.466275659824047,0.026072836958023163,560,So this is how the one percent live!
52,104,103,462,669,1.4648729446935724,0.028945486101487918,560,He won't be so smug when the sabre-toothed tiger returns from vacation.
53,46,96,263,405,1.4641975308641975,0.03432080298307891,560,I prefer our skylight.
54,47,202,393,642,1.4610591900311527,0.024820763375501695,560,"Yeah, but we have more light."
55,64,167,409,640,1.4609375,0.0264922146148918,560,She got the wheel and fire. All he got was the cave.
56,58,122,338,518,1.4594594594594594,0.03022464852011064,560,I wouldn't live there in a million years.
57,64,157,401,622,1.4581993569131833,0.027039676447697236,560,The only difference is when it rains.
58,62,160,398,620,1.4580645161290322,0.026909812132425527,560,"""I knew him before he invented fire""."
59,71,125,389,585,1.4564102564102563,0.028990875306003767,560,This should be fun. He’s never seen a woman.
60,53,150,366,569,1.4499121265377857,0.02763516541749729,560,"It looks nice now, but give it a couple of months and the walls will be covered with graffiti."
61,41,93,255,389,1.4498714652956297,0.03436778209789769,560,I don’t like the way he draws you on the wall.
62,56,132,359,547,1.4460694698354661,0.02876724509661214,560,"Personally, I'm not a big fan of modern architecture."
63,54,123,342,519,1.4450867052023122,0.029639957104385245,560,I don't understand what you see in it. It is just a hole in the wall.
64,60,114,354,528,1.4431818181818181,0.029991916098938635,560,"His name is Mankoff. He drew all of those pictures on the cave wall. Been there since before the dinosaurs, so they say."
65,49,128,333,510,1.4431372549019608,0.029365372968809294,560,"Uh-oh, looks like your Dad is waiting up!"
66,46,139,338,523,1.4416826003824093,0.02844997298812815,560,Why would anyone live in that hole in the wall?
67,83,64,374,521,1.4414587332053743,0.03296825286161289,560,"That isn't a ""man-cave"". It's a grizzly bear-cave. He'll soon be wishing he had a man-hole like us!"
68,52,117,335,504,1.4384920634920635,0.02999555898526402,560,I just don't get modern architecture.
68,55,111,338,504,1.4384920634920635,0.030387515158956206,560,"I'd yell ""fire"", but I don't think he knows what that is yet."
70,42,135,323,500,1.438,0.02880923365672498,560,Ha! He had the blueprints sideways!
71,35,89,241,365,1.4356164383561645,0.03467413367987976,560,"Hmm, horizontal. I think he's onto something."
72,83,46,358,487,1.4353182751540041,0.034744176687928625,560,Isn't that where the bear lives?
73,35,101,257,393,1.4351145038167938,0.03288457398153003,560,He's just in a foul mood because I said his drawings had repetitive themes.
74,40,131,314,485,1.4350515463917526,0.0291310146835299,560,"True, but he has a lot more overhead."
75,70,64,338,472,1.4322033898305084,0.03392303606836585,560,Should we tell him about the bear at the back of his cave?
76,42,115,306,463,1.429805615550756,0.030383488137691424,560,Great! Someone moved in upstairs.
77,32,123,285,440,1.425,0.029799235036830823,560,Let's get the name of his architect.
78,43,100,295,438,1.4246575342465753,0.03175530532145343,560,What can I say? He got in on the ground floor.
79,32,73,218,323,1.4241486068111455,0.03706587140508916,560,"No way. They're dark, stuffy, hard to clean, limited view and not in our price range."
80,30,123,280,433,1.4226327944572748,0.029759158442338597,560,"Patience dear, this is just a starter hole."
81,36,109,284,429,1.421911421911422,0.03101606238243204,560,So that's how you keep the rain out.
82,38,98,279,415,1.419277108433735,0.032101000966291274,560,"Sure he has a door, but we have a skylight."
83,33,75,229,337,1.4183976261127595,0.03615388530071607,560,"He said we make him feel like a third wheel, whatever that means."
84,33,107,274,414,1.4178743961352658,0.03122501616478916,560,Think of the money we'd save on flood insurance.
85,36,73,238,347,1.4178674351585014,0.03609344956748998,560,He was featured in Better Caves & Rock Piles.
86,56,56,292,404,1.4158415841584158,0.03592607117557439,560,"We need to wait him out, it's rent controlled."
86,53,62,289,404,1.4158415841584158,0.03540946581981517,560,He has the place all to himself and I hear it's rent controlled.
88,39,89,274,402,1.4154228855721394,0.0330070861605699,560,"No hunting, no gathering. He just binge-watches last season's cave murals."
88,36,95,271,402,1.4154228855721394,0.03243836239593742,560,Looks like a real hole-in-the-wall.
88,52,63,287,402,1.4154228855721394,0.035366029721982224,560,Keep dreaming; it's rent-controlled. He'll never move out!
91,37,90,269,396,1.4141414141414141,0.032974750221337876,560,"Location, location, location."
92,36,91,267,394,1.4137055837563453,0.03289641350616415,560,You do realize we are hiding in the outhouse?
93,45,71,275,391,1.411764705882353,0.034803240381297416,560,The one percent.
93,59,43,289,391,1.411764705882353,0.037348147731570566,560,"As soon as the bear comes back and eats him, the cave will be ours."
95,60,39,288,387,1.4108527131782946,0.037820488204974634,560,His flip went south when the bear moved in.
96,40,78,267,385,1.4103896103896103,0.034223613081607686,560,He feels like a third what?
97,52,52,277,381,1.4094488188976377,0.03680554745322686,560,N0 use waiting--looks like a rent controlled apt.!
98,30,93,252,375,1.408,0.03276622755901567,560,So...that's how he stays dry when it rains.
99,35,82,256,373,1.4075067024128687,0.033963632915443305,560,"What's next, cliff dwelling?"
100,44,63,264,371,1.4070080862533694,0.03596354270633314,560,I guess he does know his ass from a hole in the ground.
101,31,87,249,367,1.4059945504087195,0.03347376042536589,560,"I highly doubt ""Cave Dweller"" will become a thing."
101,38,73,256,367,1.4059945504087195,0.03499599680900251,560,Don't forget to walk upright when I introduce you. Dad is kind of racist.
103,42,61,256,359,1.4038997214484679,0.03641581795214837,560,This hole is greater than some of the parties.
104,31,65,221,317,1.4006309148264984,0.03713256192969925,560,Wait! How will your Dad even know if we're late for curfew if he can't tell time?
105,37,66,247,350,1.4,0.03596514435780642,560,They say he was once a cartoon editor.
106,30,61,212,303,1.3993399339933994,0.038078315651041424,560,I'd better apologize. He DOES know his cave from a hole in the ground.
107,32,70,236,338,1.3964497041420119,0.035663546818465404,560,"Location, location, location."
107,36,62,240,338,1.3964497041420119,0.03663498221617239,560,He gets over five hundred cave drawings and still complains there is nothing on.
109,36,61,239,336,1.3958333333333333,0.03679045219429229,560,I hear he's stepping down as cartoon editor of The New Yorker.
109,28,77,231,336,1.3958333333333333,0.03480504219013934,560,Look -- they got a doorman.
111,28,59,204,291,1.395189003436426,0.038571676116312924,560,That seems like a lateral move.
112,29,73,230,332,1.394578313253012,0.03534829134967943,560,"Well his Airbnb profile didn't lie, it is a hole in the wall."
112,28,75,229,332,1.394578313253012,0.03508991328539353,560,It's new money.
112,22,87,223,332,1.394578313253012,0.033497819221318455,560,Yet another architecture trend that will never last.
115,42,46,242,330,1.393939393939394,0.03872185132680005,560,"You're right, I think that is Bob Mankoff!"
116,17,95,216,328,1.3932926829268293,0.032352799323434454,560,"Yeah, but there's no basement."
117,27,61,206,294,1.3911564625850341,0.03794312942841799,560,The original man cave.
118,35,53,229,317,1.38801261829653,0.03808214869739209,560,I knew he'd eventually cave.
119,19,58,171,248,1.3870967741935485,0.039760348285265666,560,I've never seen a cave-man before ... this changes the hole-world.
120,37,47,229,313,1.3865814696485623,0.03895913219580792,560,Noah can explain better
121,41,38,232,311,1.3858520900321543,0.04018649466229709,560,Gort meditates as cave bear awakens.
121,38,44,229,311,1.3858520900321543,0.03940457010516838,560,"Now, as soon as the cave bears show up, get ready to move in fast!"
121,22,76,213,311,1.3858520900321543,0.034940011001735306,560,"Sure, it's nice, but at least our hole's paid off."
121,25,70,216,311,1.3858520900321543,0.035819527870577614,560,Another McMansion blocking the view.
121,17,86,208,311,1.3858520900321543,0.033422757047933876,560,This is just our Starter Hole.
126,30,59,220,309,1.3851132686084142,0.03740684517153744,560,"Maybe if you were better at hunting and gathering, we could afford a place like that."
126,24,71,214,309,1.3851132686084142,0.03568171185578254,560,Looks like a case of painter's block.
128,23,71,211,305,1.383606557377049,0.03569204165706628,560,He's going to be insufferable the next time it rains.
129,18,79,203,300,1.3833333333333333,0.034524427341238124,560,We can get in. I know the bouncer.
130,23,60,195,278,1.381294964028777,0.03806590998534119,560,Has he invited you inside to see his stupid wall etchings?
131,21,72,206,299,1.3812709030100334,0.03553859934585807,560,Just as I predicted......gentrification.
132,30,53,214,297,1.3804713804713804,0.03845553377804912,560,A horizontal hole in the ground! What will they think of next?
133,31,50,214,295,1.3796610169491526,0.03893514670043062,560,"Well, I think the foyer is pretentious."
134,29,52,210,291,1.3780068728522337,0.03870446787473888,560,"Yeah, like caveman is even a thing."
135,18,72,196,286,1.3776223776223777,0.0355852247781283,560,I'll admit his place is better in the rain.
136,30,49,210,289,1.3771626297577855,0.039198720802690726,560,"A hole in the wall? Damn, that's clever."
136,17,75,197,289,1.3771626297577855,0.03498799592238678,560,"""My Dad always waits up for me.""."
138,25,57,202,284,1.3767605633802817,0.038102909717491466,560,"C'mon Zork, help us dig for grubs. No one is ever going to care about your animal pictures."
139,19,68,195,282,1.375886524822695,0.036254714668448255,560,He thinks caves are the future.
140,22,61,197,280,1.375,0.03746051001451896,560,"It's pretentious, it blocks our view and it complete;y destroys the character of the neighborhood."
140,15,75,190,280,1.375,0.03498683096557653,560,"It's big, but he can't afford to heat it."
142,25,54,199,278,1.3741007194244603,0.03866011696221833,560,He's always been a lateral thinker.
143,22,59,195,276,1.3731884057971016,0.037819624988804264,560,I heard she left after finding all the nude cave paintings...
143,15,73,188,276,1.3731884057971016,0.035296895137707215,560,How bad could it be? They have a doorman.
143,19,65,192,276,1.3731884057971016,0.03675966064716292,560,Another Neanderthal. There goes the neighborhood.
143,19,65,192,276,1.3731884057971016,0.03675966064716292,560,He's still mad I clubbed you first.
147,19,64,191,274,1.3722627737226278,0.03693223833735801,560,He says we'll get what he means when the rains come.
148,18,60,180,258,1.372093023255814,0.0381056635097955,560,What's he do with all that space?
149,26,49,197,272,1.3713235294117647,0.039583572038105724,560,"Yeah, he's between a rock and a hard place but look at the hole we've dug for ourselves."
150,24,51,193,268,1.3694029850746268,0.03928427544222602,560,What hole did he crawl out of?
151,22,49,181,252,1.369047619047619,0.04029051120217487,560,Stupid Ogg. Hole go wrong way.
152,16,66,184,266,1.368421052631579,0.03649697493223537,560,How does a hunter-gatherer afford the mortgage on a cave like that?
153,12,72,178,262,1.366412213740458,0.03522001764482629,560,McMansion's are ruining the feel of the neighborhood.
153,14,68,180,262,1.366412213740458,0.036040873580798265,560,"It's got curb appeal, but I hate the wall art."
153,24,48,190,262,1.366412213740458,0.039892595757773375,560,Remind me why we have to sleep in the guest room whenever you brother comes to visit.
156,19,57,184,260,1.3653846153846154,0.03820451692445891,560,I always wanted to live in a cave with a doorman.
157,19,56,183,258,1.3643410852713178,0.03839602568198237,560,What could be in there that needs a bouncer?
157,18,58,182,258,1.3643410852713178,0.03800120531446862,560,Ever since he invented the wheel he's lived in luxury.
157,16,62,180,258,1.3643410852713178,0.0371989951438785,560,I just love what he's done with the foyer.
157,13,68,177,258,1.3643410852713178,0.035962142473122245,560,"What do you mean, 'We'll understand when it rains'?"
161,19,55,182,256,1.36328125,0.038590127935930967,560,It's Mankoff's new job guarding the cartoon bank.
161,19,55,182,256,1.36328125,0.038590127935930967,560,"I find you a hole, you want a cave. Will nothing make you happy?"
163,21,32,151,204,1.3627450980392157,0.04639960531665586,560,"How does a single, unemployed caveman afford a place like that?"
164,17,58,179,254,1.3622047244094488,0.037976002914960304,560,At what point do we tell him it's just graffiti?
164,14,64,176,254,1.3622047244094488,0.036726135404214745,560,I hear he moved out of his parents' place to become a painter.
166,21,43,171,235,1.3617021276595744,0.04183796086170958,560,"I'm telling you, 'Cave Man' is a fad. Hole Man is the future."
167,19,53,180,252,1.3611111111111112,0.038986335707014104,560,It's been one thing after another since he started walking upright.
168,22,39,169,230,1.3608695652173912,0.04292509317644522,560,"OK Donald, break time is over. Now let's continue digging ourselves into this hole."
169,21,48,181,250,1.36,0.04,560,I don't think he understands hide and seek.
169,22,46,182,250,1.36,0.0403996103205987,560,You're the one who wanted to live in the lower East side.
169,19,52,179,250,1.36,0.039188556644606735,560,"I used to think ""hole in the wall"" was a negative thing."
172,15,57,170,242,1.359504132231405,0.038338298310964955,560,What's next? Fire?
173,15,58,172,245,1.3591836734693878,0.03801529792233673,560,See? Living in a hole-in-the-wall does not make one happier.
174,23,43,182,248,1.3588709677419355,0.04101774412228384,560,You should see the art work he's got in there.
175,22,44,180,246,1.3577235772357723,0.040839117309580994,560,Caveman does have a better ring to it than hole people
175,19,50,177,246,1.3577235772357723,0.03960153389323948,560,He also paints.
175,21,46,179,246,1.3577235772357723,0.0404307988706169,560,The Dawn of Gentrification
178,19,48,174,241,1.3568464730290457,0.04016546071478858,560,We need to dig a few more feet to get past security.
179,25,37,182,244,1.3565573770491803,0.042277850620849024,560,How did he get it to go sideways like that?
180,21,43,175,239,1.3556485355648535,0.04124607810684563,560,Gentrification.
180,16,53,170,239,1.3556485355648535,0.03905683577310575,560,"Yeah, but at least ours has running water."
180,14,57,168,239,1.3556485355648535,0.038145974953746956,560,He'll never get this by the zoning board.
183,21,44,177,242,1.3553719008264462,0.04087408211756137,560,But is he happy?
183,20,46,176,242,1.3553719008264462,0.040452419113676176,560,It's just a hole in the wall.
183,17,52,173,242,1.3553719008264462,0.0391601976723127,560,So this is how the 1% live.
183,17,52,173,242,1.3553719008264462,0.0391601976723127,560,Caves are the new holes.
187,11,52,146,209,1.354066985645933,0.040070053633045666,560,Did you see what he did to the walls? SO primitive.
188,18,47,170,235,1.353191489361702,0.040384834176681525,560,The writing's on the wall.
189,13,56,164,233,1.351931330472103,0.03826313454547433,560,"You know, one of these days your father is going to notice this tunnel."
190,22,37,172,231,1.3506493506493507,0.04263957000837163,560,I hear he once was Caption Editor for the New Yorker.
191,13,37,130,180,1.35,0.045584009523852095,560,I thought your lawyer said you were getting the house.
192,14,52,163,229,1.3493449781659388,0.03915633346824709,560,We should flip our hole.
192,17,46,166,229,1.3493449781659388,0.04059722357397563,560,Its also rent controlled.
192,17,46,166,229,1.3493449781659388,0.04059722357397563,560,It seemed bigger on Airbnb
195,19,41,167,227,1.3480176211453745,0.041769608165038795,560,I know he looks scary but the next restroom is like twelve caves away.
195,17,45,165,227,1.3480176211453745,0.04082561079105158,560,I can see them putting in those monstrosities all over town.
195,15,49,163,227,1.3480176211453745,0.039859262746116855,560,"Oh, so now you're too good for the hole!"
195,19,41,167,227,1.3480176211453745,0.041769608165038795,560,This doesn't look like China.
199,16,44,160,220,1.3454545454545455,0.041190627559978495,560,He wants to be first on the new subway.
200,17,41,160,218,1.3440366972477065,0.041936904051375075,560,"He can't come, he's waiting for the cable guy."
201,17,42,162,221,1.3438914027149322,0.04153182020505166,560,I can't believe you dated that Neanderthal.
201,24,28,169,221,1.3438914027149322,0.044864679162071514,560,We can't move. Our place is rent controlled.
203,16,35,144,195,1.3435897435897435,0.044815681843917855,560,He says he doesn't want to be a hunter OR a gatherer.
204,17,37,153,207,1.3429951690821256,0.04348868231287634,560,"Honey, we simply cant afford it."
204,17,37,153,207,1.3429951690821256,0.04348868231287634,560,"See, I told you--a man cave."
204,14,43,150,207,1.3429951690821256,0.04183968383549384,560,"Typical teenager, he just stays in his cave and watches fire all day."
204,14,43,150,207,1.3429951690821256,0.04183968383549384,560,Well... Cavebnb gave it great reviews..
204,21,29,157,207,1.3429951690821256,0.04559467019786283,560,All we said was that his drawings lack dimension.
209,15,45,159,219,1.3424657534246576,0.04075937796777809,560,Someday we’ll get out of this hell hole and have a cave of our own.
209,12,51,156,219,1.3424657534246576,0.0391873881048008,560,That's how the one percent lives.
209,15,45,159,219,1.3424657534246576,0.04075937796777809,560,He leads a sheltered life.
212,16,41,157,214,1.341121495327103,0.04191934638201318,560,That Frank Lloyd. He just has to be different.
212,21,31,162,214,1.341121495327103,0.04445915480517051,560,He has everything and he's still not happy.
212,28,17,169,214,1.341121495327103,0.047788651674252086,560,It only works if the bear is already in the cave.
212,17,39,158,214,1.341121495327103,0.042439469483891816,560,"Guess what, now we'll be called Cavemen!"
212,20,33,161,214,1.341121495327103,0.043962932989180026,560,The doorman is a nice touch but the lobby art was a little too primitive.
212,12,49,153,214,1.341121495327103,0.03977089042477261,560,I like his idea better.
218,17,38,157,212,1.3396226415094339,0.04269679618679657,560,I don't know--moving from a ground level flat to an apartment with a doorman is a big step.
218,12,48,152,212,1.3396226415094339,0.039993284392027754,560,"Above ground is all the rage."""
218,16,40,156,212,1.3396226415094339,0.04216996185658459,560,Must be nice to be part of the 1%.
218,16,40,156,212,1.3396226415094339,0.04216996185658459,560,Next year let's book early and try to get a place with a roof.
222,12,47,151,210,1.338095238095238,0.04021905106662623,560,It's called moving up.
222,13,45,152,210,1.338095238095238,0.040781620067390494,560,Why can’t your brother stay in the guest hole?
222,15,41,154,210,1.338095238095238,0.041884095651728986,560,"Technically, it's a man cavern."
225,17,36,155,208,1.3365384615384615,0.04322404635289845,560,He invented the wheel. Then he realized he had nowhere to go.
225,18,34,156,208,1.3365384615384615,0.04375807715753938,560,"Steals my idea, turns it on it's side, and now he's the architect."
225,20,30,158,208,1.3365384615384615,0.04480704836675229,560,The idiot! He dug his burrow sideways!
225,12,46,150,208,1.3365384615384615,0.04044826963022322,560,See - he calls it a roof. It's going to change everything.
225,14,42,152,208,1.3365384615384615,0.04158082229699827,560,We're a nation of caves and cave nots.
225,13,44,151,208,1.3365384615384615,0.0410184549865898,560,See? I told you we were doing it wrong.
231,13,42,149,204,1.3333333333333333,0.041503350367126365,560,"Man, I wish I'd thought of that."
231,14,39,148,201,1.3333333333333333,0.04251621483677063,560,Taking his structure horizontal is going to revolutionize the hole industry.
231,14,40,150,204,1.3333333333333333,0.042081151027953956,560,Zillow has it listed at 16.5 stones.
231,16,36,152,204,1.3333333333333333,0.04321358157014429,560,Doesn't your dad ever sleep?
235,18,30,151,199,1.3316582914572865,0.04509057057117674,560,It's that less primitive than thou attitude that gets me.
235,8,50,141,199,1.3316582914572865,0.039058559972781,560,Ooooo! CAVE artist! Well la-de-dah!
235,15,36,148,199,1.3316582914572865,0.04336914825366286,560,Then you should have married him!
238,15,30,136,181,1.3314917127071824,0.04638910393300184,560,He doesn't know a cave from a hole in the ground.
239,12,41,144,197,1.3299492385786802,0.04182752180252281,560,It's a hole in the wall
239,18,29,150,197,1.3299492385786802,0.045390811760779776,560,He finally caved.
239,14,37,146,197,1.3299492385786802,0.04304806984671743,560,The very first man cave.
239,19,27,151,197,1.3299492385786802,0.045957841126365084,560,"You can come out now, he's not president anymore"
239,15,35,147,197,1.3299492385786802,0.04364554600668357,560,I love the new open floor plan!
244,11,41,139,191,1.3298429319371727,0.04206697781430546,560,"We finally learn to walk erect, and he just sits there."
245,12,40,143,195,1.3282051282051281,0.04208260440263646,560,"Yea, I guess caveman has a better ring to it than holeman"
245,13,38,144,195,1.3282051282051281,0.04270613173086513,560,...and he insists that we call him a 'cave' man now.
247,16,31,146,193,1.3264248704663213,0.04481877764116523,560,Ok his hole is sideways. So what?
247,11,41,141,193,1.3264248704663213,0.04169965225880849,560,At least we have a pool.
247,11,41,141,193,1.3264248704663213,0.04169965225880849,560,I heard his wife left him for a more evolved man.
247,15,33,145,193,1.3264248704663213,0.04421256001522282,560,When did he get cable?
251,16,30,145,191,1.324607329842932,0.0451183635312882,560,I think he might be on to something
252,12,37,140,189,1.3227513227513228,0.04287333108207228,560,Wow! what do you think his mortgage is ....
252,13,35,141,189,1.3227513227513228,0.043524818304076,560,He might be on to something there.
252,10,41,138,189,1.3227513227513228,0.04153971518213983,560,"Tell your dad, it's just till we get back on our feet."
252,6,49,134,189,1.3227513227513228,0.038734981297193424,560,"Oh, great! Now, our property taxes will skyrocket!"
252,14,33,142,189,1.3227513227513228,0.04416669671520242,560,Look how the other one third lives.
252,16,29,144,189,1.3227513227513228,0.045423250427422734,560,Why didn't WE think of that?
252,14,33,142,189,1.3227513227513228,0.04416669671520242,560,Classic blunder: He bought the most expensive home in the neighborhood.
259,13,34,139,186,1.3225806451612903,0.044009048133873505,560,And I'll bet it doesn't fill up with water when it rains.
259,12,36,138,186,1.3225806451612903,0.043343669421056115,560,"Yeah it's big, but the mortgage must be a tusk and a leg."
261,7,32,104,143,1.3216783216783217,0.047181360975916145,560,"He's living way beyond his means. But let's be honest, we're in the hole ourselves."
262,15,29,140,184,1.3206521739130435,0.045621263110009844,560,Must be nice to be in the one %.
263,13,32,137,182,1.3186813186813187,0.044596451972318624,560,It's the home of the future!
263,10,38,134,182,1.3186813186813187,0.04250535524888666,560,They added security since we moved.
263,9,40,133,182,1.3186813186813187,0.041785074571418064,560,"For an Early Man, your dad stays up pretty late."
266,7,37,117,161,1.3167701863354038,0.04354475837597791,560,"It's still just a hole, dear."
267,9,39,132,180,1.3166666666666667,0.0420420705022564,560,I can see the advantages in the rainy season.
267,11,35,134,180,1.3166666666666667,0.04349347290086495,560,I think we may have overlooked some of the charms of the hole in the wall.
267,8,41,131,180,1.3166666666666667,0.041297245013268244,560,He'll miss the sound of the rain thumping off his forehead.
267,12,33,135,180,1.3166666666666667,0.04420130576588278,560,Stop moping and join us in the Jacuzzi.
267,10,37,133,180,1.3166666666666667,0.04277392825714615,560,"We need a cave and you need a toilet, let's work this out!"
267,15,27,138,180,1.3166666666666667,0.04625986565805642,560,That would be better when it rains...
267,14,29,137,180,1.3166666666666667,0.045584009523852095,560,I think troglodytes sit down and troglomytes stand up.
267,14,29,137,180,1.3166666666666667,0.045584009523852095,560,Horizontal? I never thought of that.
267,12,33,135,180,1.3166666666666667,0.04420130576588278,560,All that on a single income?
267,11,35,134,180,1.3166666666666667,0.04349347290086495,560,Out of our price range.
277,9,38,131,178,1.3146067415730338,0.042303245807502755,560,And he called our place a hole.
277,15,26,137,178,1.3146067415730338,0.0465880289158371,560,He hasn’t come out since the election.
277,10,36,132,178,1.3146067415730338,0.04304700428506973,560,"The commutes not bad, and its a doorman building."
277,10,36,132,178,1.3146067415730338,0.04304700428506973,560,So that's how the other 1% lives
277,14,28,136,178,1.3146067415730338,0.045901682607438925,560,Are we on the wrong side of history?
277,9,38,131,178,1.3146067415730338,0.042303245807502755,560,Nice digs.
277,11,34,133,178,1.3146067415730338,0.043778128671605236,560,Nice digs.
277,7,42,129,178,1.3146067415730338,0.04077504949981514,560,He's got a point about rain.
277,11,34,133,178,1.3146067415730338,0.043778128671605236,560,"He said he was tired of always being the third wheel."" What's a wheel?"
286,7,41,127,175,1.3142857142857143,0.04121085422817974,560,Dig horizontally!? Who would'a thunk it?
286,9,37,129,175,1.3142857142857143,0.04277496225831017,560,He thinks he is evolving.
286,4,47,124,175,1.3142857142857143,0.03874648592118917,560,I like the idea. The stairs are killing me.
286,16,23,136,175,1.3142857142857143,0.04784838044429914,560,Fred needs his man cave like I need a hole in the ground.
290,11,32,130,173,1.3121387283236994,0.04458306675250084,560,He can call it a foyer all he wants. Still smells like bear's ass.
290,7,40,126,173,1.3121387283236994,0.04145837069344609,560,Ground level--that's very important
290,14,26,133,173,1.3121387283236994,0.046789847685529094,560,He's depressed because I told him his drawings were primitive and never would stand the test of time.
290,10,34,129,173,1.3121387283236994,0.043822785237046,560,That's what I want when I retire. A place out of the weather where I can paint.
290,12,30,131,173,1.3121387283236994,0.04533059867444544,560,Horizontal. Clever.
