,Unnamed: 0,target_id,mean,precision,count,score,caption,contest,funny,somewhat_funny,unfunny,rank
17,17,4172,1.6938435940099834,0.02120852582344156,1202,1.6938435940099834,"The ad said ""meet challenging women in a relaxed environment...""",629,197,440,565,18
18,18,2495,1.668877551020408,0.012000016113990337,3920,1.668877551020408,Is it just me or does anyone else dread these corporate team building activities?,629,672,1278,1970,19
19,19,2179,1.6646539712029726,0.010718691624589296,4306,1.6646539712029726,"Remember, be nice to the people you pass on the way up, we'll be here on your way down.",629,585,1692,2029,20
20,20,1888,1.6522727272727271,0.012314335248544963,3520,1.6522727272727271,We can't all make Mt. Rushmore.,629,540,1216,1764,21
21,21,4287,1.6492003367003367,0.01126543654097028,4752,1.6492003367003367,Cliff?,629,892,1302,2559,22
22,22,2362,1.6438787185354689,0.012834311079110596,3496,1.6438787185354689,"You might get past me, but good luck with the glass ceiling.",629,606,1040,1851,23
23,23,2273,1.64221635883905,0.009574583915493248,5685,1.64221635883905,The headhunter promised the position was a mid-level stepping stone.,629,828,1995,2862,24
24,24,1033,1.6358350951374208,0.017000939373578727,1892,1.6358350951374208,"In order to master the wall, you must become the wall.",629,298,607,987,25
25,25,1318,1.6348145673237555,0.013874453191913726,2993,1.6348145673237555,I tried to cancel my gym membership.,629,515,870,1608,26
26,26,3093,1.6259583789704266,0.012262874767380279,3652,1.6259583789704266,Please scratch my nose,629,575,1136,1941,27
27,27,940,1.623461853978671,0.0145414806459772,2438,1.623461853978671,"So yeah, I guess you could say I'm between a rock and a hard place right now.",629,342,836,1260,28
28,28,3862,1.6213933849401831,0.01128767357160525,4263,1.6213933849401831,Would you be willing to answer a few questions about your customer experience?,629,656,1337,2270,29
29,29,1494,1.6128347918324053,0.012385195994385664,3771,1.6128347918324053,Please tell the manager I've had an accident on the trapeze in the next room.,629,643,1025,2103,30
30,30,3001,1.6126453488372092,0.01910441946216584,1376,1.6126453488372092,I'm being supportive. Isn't that what you want?,629,182,479,715,31
31,31,2414,1.608068394336094,0.01188379981182566,3743,1.608068394336094,"Whatsamatter, never climb a rock face before?",629,543,1190,2010,32
32,32,313,1.6018099547511313,0.017857934381025536,1547,1.6018099547511313,"When they said I'd be the new head of the company, I probably should have asked a few questions.",629,196,539,812,33
33,33,3498,1.5900060204695967,0.013007385335766777,3322,1.5900060204695967,That is not a rock your foot is on.,629,532,897,1894,34
34,34,233,1.5761802575107295,0.013714050118639257,2796,1.5761802575107295,Stay in school.,629,394,824,1579,35
35,35,71,1.5746031746031746,0.014536854082834838,2205,1.5746031746031746,The ad read 'Support Staff.' Go figure,629,244,779,1182,36
36,36,3485,1.5721518987341772,0.01580310396047483,2370,1.5721518987341772,I have a degree from Trump University,629,411,534,1425,37
37,37,1276,1.5698868123190313,0.011216297564662407,3799,1.5698868123190313,It's still better than trying to meet people online.,629,442,1281,2076,38
38,38,2257,1.5573997233748271,0.013093970657313795,2892,1.5573997233748271,I'm more of a social climber.,629,360,892,1640,39
39,39,4246,1.5438887048691619,0.012430828914652182,3019,1.5438887048691619,"I used to be a doormat, now I'm a stepping stone.",629,330,983,1707,40
40,40,439,1.5414856646394441,0.010833191097633886,4604,1.5414856646394441,"You look familiar.  Six narrow, right?",629,672,1149,2783,41
41,41,317,1.5343647723891698,0.012011412559684407,3361,1.5343647723891698,"Psst, some advice... don't try to cancel your membership early.",629,397,1003,1962,42
42,42,2788,1.5329465395772897,0.014428388601694488,2413,1.5329465395772897,You won’t believe the rent I’m paying for this hole in the wall,629,306,675,1433,43
43,43,2486,1.5294117647058822,0.03450830678675619,442,1.5294117647058822,The head hunters got me,629,61,112,269,44
44,44,4842,1.514831369362048,0.013905962507943513,2461,1.514831369362048,"They said I was dumb as a rock, so I interviewed for the job and walah!",629,278,711,1472,45
45,45,1924,1.5137043189368768,0.014350056603409897,2408,1.5137043189368768,"Really Howard, you've taken stalking to a new level.",629,296,645,1467,46
46,46,85,1.5078740157480317,0.02472346656385617,762,1.5078740157480317,Am I stoned? Or am I high?,629,82,223,457,47
47,47,3424,1.505928853754941,0.020134347848245592,1265,1.505928853754941,I've been taken for granite all my life.,629,166,308,791,48
48,48,1306,1.5023681717713926,0.012139991624686158,3167,1.5023681717713926,Could you scratch my nose first?,629,343,905,1919,49
49,49,2543,1.5017921146953406,0.015332819965571391,1953,1.5017921146953406,"Well, yes, one of us is probably hallucinating.",629,204,572,1177,50
50,50,870,1.4996734160679297,0.01682060080106485,1531,1.4996734160679297,A geology degree doesn't get you much these days.,629,140,485,906,51
51,51,4559,1.489613034623218,0.013800998420990994,2455,1.489613034623218,Cliff. What's yours?,629,267,668,1520,52
52,52,111,1.4876686831084225,0.01491535658874139,2149,1.4876686831084225,Most people find me rappelling.,629,245,558,1346,53
53,53,3377,1.4842687074829932,0.014100562466581196,2352,1.4842687074829932,i should have said something... i just wish i'd been a little boulder,629,256,627,1469,54
54,54,3951,1.478847884788479,0.019713505907661518,1111,1.478847884788479,"I know, but at least I get dental.",629,101,330,680,55
55,55,609,1.4787234042553192,0.01680724714467318,1692,1.4787234042553192,Dad- I can handle this!,629,193,424,1075,56
56,56,3869,1.478134110787172,0.02082512365972437,1029,1.478134110787172,I worked in the White House before this. I’m used to getting stepped on.,629,101,290,638,57
57,57,2550,1.4764556962025317,0.01487515485535924,1975,1.4764556962025317,"When they said I'd be the face of the company, this isn't what I had in mind.",629,185,571,1219,58
58,58,2747,1.4733574754267975,0.015830335173061816,1933,1.4733574754267975,It’s required training for all White House staffers now.,629,227,461,1245,59
59,59,4081,1.4719298245614034,0.016106798916868403,1710,1.4719298245614034,"Underarm deodorant, just saying.",629,166,475,1069,60
60,60,2989,1.4708171206225682,0.03042356265346006,514,1.4708171206225682,Worst unpaid internship EVER!,629,58,126,330,61
61,61,260,1.4665825977301388,0.02219402192785162,793,1.4665825977301388,"It's not great, but it's a step up from my last job.",629,56,258,479,62
62,62,2877,1.4663573085846868,0.01672638057335025,1724,1.4663573085846868,Looks like you're between a rock and a hard face,629,201,402,1121,63
63,63,390,1.4658959537572254,0.01573397383388976,1730,1.4658959537572254,"Go ahead, everybody else does.",629,155,496,1079,64
64,64,2826,1.462453066332916,0.016811296958644126,1598,1.462453066332916,"If you owe these people, pay them, no matter what.",629,162,415,1021,65
65,65,2192,1.4615384615384617,0.018071432558407603,1456,1.4615384615384617,"Dad, go home.  I’m o.k.",629,165,342,949,66
66,66,106,1.4563318777292575,0.031190795832637532,458,1.4563318777292575,"Just when I started to think my life couldn't get any more rocky, I hit a wall.",629,45,119,294,67
67,67,972,1.4546703296703296,0.01755687217321764,1456,1.4546703296703296,Would you mind giving me a hand? I'm kind of stuck between a rock and a hard place.,629,146,370,940,68
68,68,4626,1.4531808434596138,0.017699279785275825,1399,1.4531808434596138,"I'll warn you, it's a toupee.",629,133,368,898,69
69,69,4627,1.4475683890577509,0.01807508098825801,1316,1.4475683890577509,"I shouda known, when I applied for a job at The North Face.",629,120,349,847,70
70,70,4727,1.4474885844748862,0.019000761268820096,1314,1.4474885844748862,"The last thing I remember is wearing a ""Build the Wall!"" t-shirt to the gym...",629,149,290,875,71
71,71,1927,1.4472477064220184,0.018023771307281555,1308,1.4472477064220184,Will you remember me when you get to the top?,629,116,353,839,72
72,72,3133,1.4471669218989283,0.018931806229322792,1306,1.4471669218989283,You don't want to know what the climbers on the other side are doing to me.,629,144,296,866,73
73,73,567,1.446249033255994,0.01826827284781455,1293,1.446249033255994,It hurts when people say I'm not supportive enough.,629,119,339,835,74
74,74,2322,1.4442675159235667,0.017488449583282578,1256,1.4442675159235667,"It's OK, Carolyn. Sometimes you have to step on your friends to get to the top.",629,86,386,784,75
75,75,4944,1.44180225281602,0.0231275829370942,799,1.44180225281602,My counselor tried to warn me about double majoring in geology and performance art,629,72,209,518,76
76,76,3717,1.441687344913151,0.01954900019668657,1209,1.441687344913151,"Actually, this is a step up. My last job was as a speed bump, before that I was White House Press Secretary.",629,130,274,805,77
77,77,1644,1.4411027568922306,0.03388783710830244,399,1.4411027568922306,Some jerk wondered what would happen ‘if these walls could talk’,629,42,92,265,78
78,78,879,1.4402877697841727,0.024148550557562397,695,1.4402877697841727,I thought I’d be on a movie set when I answered the want ad for a grip.,629,55,196,444,79
79,79,1387,1.4399585921325049,0.02040203516331291,966,1.4399585921325049,Be thankful you can't see what's happening to me on the other side.,629,75,275,616,80
80,80,2026,1.4372177055103883,0.02005403424496768,1107,1.4372177055103883,"You still can't get over me, can you?",629,110,264,733,81
81,81,4012,1.4360655737704917,0.02301563913315884,915,1.4360655737704917,"Excuse me mam, do you have a moment to talk about our lord and savior?",629,109,181,625,82
82,82,3805,1.435989256938227,0.01928622941076348,1117,1.435989256938227,Will you even remember me when you get to the top?,629,95,298,725,83
83,83,3785,1.4351767905711696,0.01943489747880975,1103,1.4351767905711696,Beware of the people you step on in your climb to the top.,629,94,292,717,84
84,84,4162,1.4320754716981132,0.019619862586941445,1060,1.4320754716981132,It’s not my ideal job. More of a stepping stone.,629,86,286,688,85
85,85,93,1.4275724275724275,0.02205702809787598,1001,1.4275724275724275,This is what I get for having a foot fetish.,629,121,186,694,86
86,86,4265,1.4247144340602285,0.021325087492334683,963,1.4247144340602285,Worst...summer...job...ever.,629,93,223,647,87
87,87,4755,1.4225721784776904,0.0333436107168905,381,1.4225721784776904,"My psychiatrist said this would cure my foot fetish.""",629,34,93,254,88
88,88,4389,1.422293676312969,0.02268841536474124,933,1.422293676312969,I'm Stoned,629,110,174,649,89
89,89,3839,1.4219590958019377,0.021529134257004857,929,1.4219590958019377,Are you high or am I stoned?,629,87,219,624,90
90,90,4766,1.420937840785169,0.02136783234923427,917,1.420937840785169,Don't ever ask about canceling your membership!,629,80,226,611,91
91,91,2773,1.419889502762431,0.02133638374680308,905,1.419889502762431,"I appreciate you asking, but there's really no nice way of doing it.",629,76,228,601,92
92,92,4870,1.4195338512763596,0.021111551935599864,901,1.4195338512763596,"It's OK, this is actually the best part of my job.  The worst part is what's happening on the other side of the wall.",629,71,236,594,93
93,93,2999,1.418447694038245,0.02094557894898344,889,1.418447694038245,They said my job would be helping young people get a leg up.,629,65,242,582,94
94,94,1889,1.4177362893815637,0.02222782676581932,857,1.4177362893815637,"When he said he was a headhunter from REI, I thought he meant figuratively.",629,77,204,576,95
95,95,380,1.4164383561643836,0.022913431618327647,730,1.4164383561643836,"Yeah, just climb right over me. Everyone else does.",629,51,202,477,96
96,96,4885,1.4144037780401415,0.02227511514318569,847,1.4144037780401415,"Whatever they say, don't agree to be on the donor wall.",629,75,201,571,97
97,97,463,1.4142011834319526,0.021867364845935964,845,1.4142011834319526,"Well, it’s better than my job at the whack-a-mole booth.",629,68,214,563,98
98,98,4571,1.4108910891089108,0.022138601043799663,808,1.4108910891089108,Have you ever felt that people just use you to get ahead?,629,62,208,538,99
99,99,1251,1.4102244389027432,0.023006953202091382,802,1.4102244389027432,Do I rappel you that much?,629,73,183,546,100
100,100,4121,1.41,0.02291083003004981,800,1.41,I could really use a hand.,629,71,186,543,101
101,101,4918,1.4088319088319088,0.02459441505235289,702,1.4088319088319088,This is my weekend job. I’m a garden gnome Monday through Friday.,629,64,159,479,102
102,102,1416,1.4077419354838707,0.022993943282280774,775,1.4077419354838707,My therapist told me to be a little boulder.,629,65,186,524,103
103,103,2138,1.406735751295337,0.02193125264623489,772,1.406735751295337,This is not what I meant when I told you to get a grip.,629,50,214,508,104
104,104,78,1.4019607843137254,0.02434157184042096,714,1.4019607843137254,It was a Groupon.,629,65,157,492,105
105,105,2090,1.4013986013986015,0.024071099680000315,715,1.4013986013986015,I had a birthday party here a week ago. That's the last thing I remember.,629,62,163,490,106
106,106,4593,1.3997175141242937,0.023730437887887285,708,1.3997175141242937,Shhh. Witness protection program,629,56,171,481,107
107,107,861,1.3987975951903808,0.029864718102493564,499,1.3987975951903808,"Karma’s a bitch: one second I was chanting ‘build that wall’, and the next I was here.",629,51,97,351,108
108,108,591,1.3982683982683983,0.0233773647914263,693,1.3982683982683983,Thank God; the last guy wore cleats.,629,48,180,465,109
109,109,4160,1.3978658536585369,0.02339410296854828,656,1.3978658536585369,"Well, the pay's not great. But my coworkers are solid.",629,39,183,434,110
110,110,4352,1.3961708394698085,0.02414714707772364,679,1.3961708394698085,"When I said I’d support the wall, I really didn’t understand what I was getting into.",629,53,163,463,111
111,111,1827,1.3955882352941176,0.023938377669871357,680,1.3955882352941176,"Just once, I'd like someone to hold me and not let go.",629,51,167,462,112
112,112,4425,1.3946188340807175,0.024662659983110857,669,1.3946188340807175,It's really OK to take me for granite.,629,56,152,461,113
113,113,242,1.3906976744186046,0.02470609102458217,645,1.3906976744186046,It was the best I could do with a liberal arts degree.,629,50,152,443,114
114,114,3249,1.390625,0.02618213290641065,640,1.390625,We always keep one step a head.,629,64,122,454,115
115,115,873,1.3895071542130366,0.02442055529985542,629,1.3895071542130366,Face it. You'll never get over me.,629,43,159,427,116
116,116,4916,1.3867313915857604,0.027125935406118133,618,1.3867313915857604,"I'm a CIA undercover, ma'am",629,67,105,446,117
117,117,1704,1.3858784893267653,0.02526320669090121,609,1.3858784893267653,My advice--read *all* those drug side-effect warnings.,629,46,143,420,118
118,118,2530,1.3858784893267653,0.02360525562224789,609,1.3858784893267653,Be nice. You'll meet me again on your way down.,629,31,173,405,118
119,119,1267,1.3853820598006643,0.026106788340393632,602,1.3853820598006643,Open mouth; insert foot.,629,52,128,422,120
120,120,688,1.3842281879194631,0.02541249260174236,596,1.3842281879194631,I detest being stepped on but love being held onto for dear life.,629,44,141,411,121
121,121,1917,1.383050847457627,0.026138737544089026,590,1.383050847457627,"Yeah, I'm stoned.",629,49,128,413,122
122,122,116,1.3822525597269624,0.02512333142333469,586,1.3822525597269624,This is not what I meant when I said that I wanted to be supportive!,629,39,146,401,123
123,123,3192,1.381692573402418,0.025677028934671508,579,1.381692573402418,I'm a metaphor.,629,42,137,400,124
124,124,278,1.379188712522046,0.026270119487603147,567,1.379188712522046,Don't worry - a rock feels no pain and an island never cries.,629,44,127,396,125
125,125,2533,1.3789473684210527,0.02593471191220647,570,1.3789473684210527,"I know I told you I'd be your rock, but this is ridiculous.",629,42,132,396,126
126,126,3306,1.3789473684210527,0.02628895125760649,570,1.3789473684210527,No one thinks I'm worth hanging on to.,629,45,126,399,126
127,127,315,1.3785714285714286,0.025884731975072548,560,1.3785714285714286,I just feel stuck.,629,39,134,387,128
128,128,1926,1.3781362007168458,0.025695555710405597,558,1.3781362007168458,I'm your moral dilemma.,629,37,137,384,129
129,129,965,1.376953125,0.028482389469423632,512,1.376953125,It gets worse.  On the other side of this wall some kids are playing Pin The Tail On The Donkey.,629,46,101,365,130
130,130,977,1.376130198915009,0.02670925990205056,553,1.376130198915009,"While you’re here, can I tell you about our timeshare opportunities?",629,44,120,389,131
131,131,2562,1.376130198915009,0.026586325183204945,553,1.376130198915009,My shrink says I've got to stop letting people step all over me!,629,43,122,388,131
132,132,596,1.375912408759124,0.026250725980154963,548,1.375912408759124,It’s part of my MeToo atonement plan,629,39,128,381,133
133,133,1250,1.375912408759124,0.02573737051982917,548,1.375912408759124,"Surprise! Honey, will you marry me?",629,35,136,377,133
134,134,1476,1.3738317757009346,0.026141458336444847,535,1.3738317757009346,"Go ahead, step on me. It
won't be the first time.",629,35,130,370,135
135,135,2320,1.3738317757009346,0.028078190285607284,535,1.3738317757009346,It's still better than my old Whitehouse gig.,629,50,100,385,135
136,136,2003,1.3719165085388991,0.026256517470089783,527,1.3719165085388991,It was either this or move back in with my parents.,629,34,128,365,137
137,137,4862,1.3711538461538462,0.028510222183980707,520,1.3711538461538462,"LIMERICK: A shy little handhold named Bauer...Sometimes came across rather sour...Though covered in chalk...He really wanted to talk...But alas, he was just a wallflower.",629,49,95,376,138
138,138,123,1.3706563706563706,0.02655399800597371,518,1.3706563706563706,The wall of shame policy of this gym is quite strict.,629,34,124,360,139
139,139,3169,1.3686274509803922,0.02915783393350224,510,1.3686274509803922,All I did was tell him that his plan to build a WALL was an          incredibly stupid idea.,629,51,86,373,140
140,140,2762,1.3683168316831684,0.02728573820043041,505,1.3683168316831684,It was the only job I could get after leaving the White House.,629,36,114,355,141
141,141,3756,1.3683168316831684,0.028962158982757513,505,1.3683168316831684,I'm sick and tired of being taken for granite.,629,48,90,367,141
142,142,830,1.3661971830985915,0.028294489155785175,497,1.3661971830985915,Do I rappel you?,629,41,100,356,143
143,143,1225,1.3661971830985915,0.027861057601683628,497,1.3661971830985915,Could I be so bold as to suggest an alternative route?,629,38,106,353,143
144,144,3132,1.3658008658008658,0.02916642918188728,462,1.3658008658008658,Tell Vinnie I'll have the money by Friday.,629,37,95,330,145
145,145,1740,1.3653061224489795,0.027072128590330462,490,1.3653061224489795,My last climber said I wasn’t supportive enough.,629,31,117,342,146
146,146,2111,1.3640081799591002,0.028892655539633005,489,1.3640081799591002,Lisa rethinks her climbing aspirations as she finds herself caught between a rock and a hard face.,629,43,92,354,147
147,147,4671,1.3626834381551365,0.02879462829301725,477,1.3626834381551365,You can climb all you want. I still make 17% more than you do.,629,39,95,343,148
148,148,4756,1.3609341825902337,0.02957600341720662,471,1.3609341825902337,I’m a stopping stone.,629,42,85,343,149
149,149,1248,1.3597430406852251,0.0288843420119955,467,1.3597430406852251,"Sid, ya GOTTA stop stalking me....",629,37,94,336,150
150,150,4059,1.3597430406852251,0.027415196291107096,467,1.3597430406852251,And my third wish was that women would climb all over me.,629,28,112,327,150
151,151,2993,1.358695652173913,0.028359792185141782,460,1.358695652173913,They call me North Face.,629,32,101,327,152
152,152,4584,1.358695652173913,0.02785427523410712,460,1.358695652173913,"I told you I was a rockstar, but I never mentioned music.",629,29,107,324,152
153,153,2835,1.3580786026200873,0.029912257474349287,458,1.3580786026200873,"Please, don't take me for granite.",629,41,82,335,154
154,154,3606,1.3580786026200873,0.029102683865662532,458,1.3580786026200873,Have you heard the word of our lord and savior Jesus Christ?,629,36,92,330,154
155,155,2314,1.356194690265487,0.02763253812753692,452,1.356194690265487,...but the schedule’s flexible so I can still go out on auditions.,629,26,109,317,156
156,156,4454,1.3544018058690743,0.028528253589474462,443,1.3544018058690743,I just want to give you the support you deserve.,629,29,99,315,157
157,157,1865,1.3538812785388128,0.029815092657888013,438,1.3538812785388128,"Lady, this is the MOMA, not an amusement park.",629,35,85,318,158
158,158,327,1.3534482758620692,0.031461294132555856,348,1.3534482758620692,"I didn't know what they meant by ""job as a rock star.""",629,20,83,245,159
159,159,892,1.3525345622119815,0.027974461423136532,434,1.3525345622119815,Would you do me a favor and scratch my nose?,629,24,105,305,160
160,160,3286,1.3525345622119815,0.02720293436469038,434,1.3525345622119815,"I really can't complain, the job was advertised as a stepping stone position",629,20,113,301,160
161,161,4903,1.3517441860465116,0.03194899528867368,344,1.3517441860465116,"They said that I’m dumb as a rock, not that I AM a rock. Don’t they know the difference between simile and metaphor?",629,21,79,244,162
162,162,2043,1.3504672897196262,0.02840252645946201,428,1.3504672897196262,My mother thinks you're just a social climber.,629,25,100,303,163
163,163,1472,1.3503480278422273,0.028835325624352287,431,1.3503480278422273,"Hi, I'm the north face.",629,28,95,308,164
164,164,1367,1.34916864608076,0.028305878601623414,421,1.34916864608076,I can't shake the feeling that people are only using me to get themselves to the top.,629,23,101,297,165
165,165,2556,1.3478260869565215,0.03000285040618932,414,1.3478260869565215,"For the love of god, scratch my nose.",629,30,84,300,166
166,166,3628,1.3463414634146342,0.029989911456442427,410,1.3463414634146342,You're not supposed to be wearing cleats.,629,29,84,297,167
167,167,1066,1.3455882352941178,0.02864680043002934,408,1.3455882352941178,"No, YOU need to get a grip!",629,22,97,289,168
168,168,4078,1.3441396508728178,0.030015449905666836,401,1.3441396508728178,One of the rocks called in sick.,629,27,84,290,169
169,169,4892,1.3441396508728178,0.029385723561775226,401,1.3441396508728178,Careful. I used hair gel this morning.,629,24,90,287,169
170,170,1690,1.344059405940594,0.029026552286231706,404,1.344059405940594,If you could just scratch my nose on your way up...,629,23,93,288,171
171,171,1695,1.344059405940594,0.029860963897967437,404,1.344059405940594,Women tend to walk all over me.,629,27,85,292,171
172,172,2015,1.344059405940594,0.02934223743785113,404,1.344059405940594,A liberal arts degree. Why?,629,24,90,290,171
173,173,2626,1.344059405940594,0.03107059390889193,404,1.344059405940594,"Hey, it's better than my job in the White House...",629,33,73,298,171
174,174,3561,1.344059405940594,0.029860963897967437,404,1.344059405940594,"'""I know this is off the wall, but...""",629,27,85,292,171
175,175,507,1.3433583959899749,0.029260209679079205,399,1.3433583959899749,"I hate to ask, but would you mind going around?",629,23,91,285,176
176,176,1430,1.3433583959899749,0.030524181715208844,399,1.3433583959899749,"You know how you fantasize about something for a long time and then when it happens, it's not that great?",629,29,79,291,176
177,177,4548,1.3433583959899749,0.029474636050061457,399,1.3433583959899749,"Yes, you've been super supportive, but I'm moving on.",629,24,89,286,176
178,178,2094,1.3417721518987342,0.03050905249632135,395,1.3417721518987342,"If you think this is weird, you should go next door.",629,28,79,288,179
179,179,1572,1.3417085427135678,0.0297162040646891,398,1.3417085427135678,I'm just here for support.,629,25,86,287,180
180,180,166,1.341025641025641,0.02968020949772452,390,1.341025641025641,Something far worse is happening behind the wall.,629,23,87,280,181
181,181,4770,1.341025641025641,0.0309840784184593,390,1.341025641025641,My wife said to use my head and find a job.,629,29,75,286,181
182,182,4880,1.341025641025641,0.030770603972609407,390,1.341025641025641,My father was a rolling stone.,629,28,77,285,181
183,183,4902,1.341025641025641,0.03223525081418871,390,1.341025641025641,Oh this isn't so bad compared to the cornhole game on the other side.,629,35,63,292,181
184,184,3108,1.3402061855670102,0.02977185592847807,388,1.3402061855670102,"Lots have noticed, but you're the first to care.",629,23,86,279,185
185,185,223,1.3385012919896642,0.0293471847293518,387,1.3385012919896642,I told you I'd be with you every step of the way.,629,21,89,277,186
186,186,2743,1.3385012919896642,0.030902697439494264,387,1.3385012919896642,Go ahead -- you know you want to.,629,28,75,284,186
187,187,3302,1.3385012919896642,0.030245846446280374,387,1.3385012919896642,Hi.  We do Employee of the Month differently here.,629,25,81,281,186
188,188,4387,1.3377308707124012,0.029747022955075968,379,1.3377308707124012,"The judge had a broad definition of ""community service""",629,21,86,272,189
189,189,4294,1.335978835978836,0.030008803931666026,378,1.335978835978836,Good job!  You made it to the first metaphor.,629,22,83,273,190
190,190,4753,1.335978835978836,0.03269468267052892,378,1.335978835978836,Let he who is without an in be cast as the first stone.,629,34,59,285,190
191,191,3698,1.335135135135135,0.030190591054203925,370,1.335135135135135,"Hey, it was totally not mentioned in the restraining order.",629,21,82,267,192
192,192,1240,1.3351063829787233,0.0323737696712668,376,1.3351063829787233,Your shoe's untied.,629,32,62,282,193
193,193,1593,1.3351063829787233,0.030802113281175856,376,1.3351063829787233,Be careful. It's a toupee.,629,25,76,275,193
194,194,610,1.3342391304347827,0.03004170517546985,368,1.3342391304347827,My therapist thinks I need to stick my neck out more.,629,20,83,265,195
195,195,2454,1.3342391304347827,0.030772228806583844,368,1.3342391304347827,Yelp said it was a great hole in the wall spot.,629,23,77,268,195
196,196,4678,1.3342391304347827,0.030772228806583844,368,1.3342391304347827,Yeah... You don’t look like your Tinder photos either...,629,23,77,268,195
197,197,1781,1.3333333333333333,0.030975075092790717,360,1.3333333333333333,"English major,...you?",629,22,76,262,198
198,198,2808,1.3333333333333333,0.030873372946159213,366,1.3333333333333333,Next thing I knew I was high and stoned!,629,23,76,267,198
199,199,4688,1.3333333333333333,0.033364275239546964,327,1.3333333333333333,That’s not exactly a rock you just stepped on!,629,23,63,241,198
200,200,3,1.332409972299169,0.030902950197393506,361,1.332409972299169,Here’s a life tip: never tell a genie you wish you were a rock star.,629,22,76,263,201
201,201,3125,1.3314763231197773,0.031005606108041688,359,1.3314763231197773,And that's why it's important to carefully consider how you phrase your wish.,629,22,75,262,202
202,202,3620,1.3314763231197773,0.028109974937739552,359,1.3314763231197773,Go ahead - step all over me like ever other woman I've known.,629,11,97,251,202
203,203,3893,1.3314763231197773,0.030753635102611955,359,1.3314763231197773,Go ahead... my wife does it all the time.,629,21,77,261,202
204,204,4849,1.3314763231197773,0.0319936519099764,359,1.3314763231197773,Wait till you climb the other side.,629,26,67,266,202
205,205,544,1.330532212885154,0.031361081663561136,357,1.330532212885154,"Really, Janet, I’m NOT stalking you!",629,23,72,262,206
206,206,1191,1.330532212885154,0.030599142927776882,357,1.330532212885154,"Go ahead, walk all over me. Everyone else does.",629,20,78,259,206
207,207,584,1.3296089385474859,0.031783215742447746,358,1.3296089385474859,"Yes, you are standing on what you think you are standing on.",629,25,68,265,208
208,208,925,1.3296089385474859,0.0312869839990337,358,1.3296089385474859,My therapist says I’m a combination of a social climber and wallflower.,629,23,72,263,208
209,209,2102,1.3296089385474859,0.03346212524697339,358,1.3296089385474859,Hoffa?,629,32,54,272,208
210,210,2588,1.3295774647887324,0.0301767210293,355,1.3295774647887324,"You know, when I said that I wanted my face on a rock wall, I was thinking more Mt Rushmore.”",629,18,81,256,211
211,211,100,1.3295454545454546,0.029807279309550138,352,1.3295454545454546,I lost a bet after I got stoned.,629,16,84,252,212
212,212,741,1.3295454545454546,0.030874325330079694,352,1.3295454545454546,"I thought you loved me, but now I realize I'm just a stepping stone.",629,20,76,256,212
213,213,1712,1.3295454545454546,0.0321583821969511,352,1.3295454545454546,"Oh, no. Foot in mouth again",629,25,66,261,212
