caption,funny,somewhat_funny,unfunny,count,score,precision,rank
They took into consideration that I had you for a wife.,13.0,21.0,54.0,88.0,1.5340909090909092,0.07909635876443342,52
Do you think it makes me look slimmer?,7.0,35.0,50.0,92.0,1.5326086956521738,0.06639132953546928,53
I was a public school teacher for 30 years.,11.0,27.0,54.0,92.0,1.5326086956521738,0.07323506544302909,53
"Well yes, I actually am holier than thou.",12.0,19.0,50.0,81.0,1.530864197530864,0.0825638917450504,55
"It was the small things, like putting the toilet seat down every time.",10.0,24.0,49.0,83.0,1.5301204819277108,0.07730653365803622,56
It's not an attitude. I am holier than thou.,11.0,23.0,51.0,85.0,1.5294117647058822,0.0777632608128404,57
Your halo looks much smaller than it appeared in your profile picture.,14.0,19.0,56.0,89.0,1.5280898876404494,0.08004385870098317,58
I stopped Trump.,15.0,18.0,58.0,91.0,1.5274725274725274,0.08020221595058613,59
Ahem...excuse me...my eyes are down here.,13.0,17.0,52.0,82.0,1.5243902439024388,0.08362750202823561,60
I fell into a manhole while texting. It's just His sense of humor.,9.0,26.0,49.0,84.0,1.5238095238095235,0.07474606173786966,61
What makes you think I'm a virgin?,15.0,15.0,56.0,86.0,1.5232558139534884,0.08389744274443134,62
It's been four hours. I'm calling the doctor.,12.0,21.0,53.0,86.0,1.5232558139534884,0.078854216535342,62
It's been like this for four hours. I should find a doctor.,13.0,21.0,56.0,90.0,1.5222222222222217,0.07777777777777778,64
It's been like this for 4 hours.,13.0,21.0,56.0,90.0,1.5222222222222217,0.07777777777777778,64
I always put the seat down after I used the toilet.,11.0,26.0,55.0,92.0,1.5217391304347827,0.07327937246229366,66
"I could've gotten it in platinum, but I didn't want to draw attention to myself.",13.0,18.0,54.0,85.0,1.5176470588235291,0.08132613167687534,67
"My dear wife, I have your Mother to thank for this. By the way, I haven't seen her here.",13.0,19.0,55.0,87.0,1.5172413793103448,0.07986568008385839,68
I taught junior high.,9.0,28.0,52.0,89.0,1.5168539325842696,0.07166550583722593,69
"We were both good, I was just better.",10.0,22.0,50.0,82.0,1.5121951219512195,0.07807512352784789,70
"Why, yes! I AM happy to see you ...",14.0,14.0,54.0,82.0,1.5121951219512195,0.08544109902674497,70
My therapist says I'm going through a mid-eternity crisis.,9.0,26.0,51.0,86.0,1.5116279069767442,0.0734980685909289,72
Sorry. Happens every time it meets a cute halo.,11.0,22.0,53.0,86.0,1.5116279069767442,0.07713080907803256,72
"It's a blessing and a curse, really.",9.0,27.0,52.0,88.0,1.5113636363636365,0.07227154432106937,74
...so then He asked if I'd like to super-size it for a dollar more.,14.0,17.0,57.0,88.0,1.5113636363636365,0.08080433910267965,74
"Oh, come on, everybody's getting haloplasty these days.",12.0,22.0,56.0,90.0,1.5111111111111108,0.07618304464083643,76
How did you know I was in advertising?,10.0,20.0,49.0,79.0,1.5063291139240509,0.08031384745683663,77
Arousal's a funny thing up here in heaven.,11.0,18.0,50.0,79.0,1.5063291139240509,0.0823096837446429,77
"You were the one who ate the apple, not me.",10.0,20.0,49.0,79.0,1.5063291139240509,0.08031384745683663,77
Sometimes a halo is just a halo.,9.0,23.0,49.0,81.0,1.5061728395061729,0.07682643736652875,80
"Why, yes, I am happy to see you. Why do you ask?",11.0,19.0,51.0,81.0,1.5061728395061729,0.08074394979842421,80
Let’s just say St. Peter and I go way back.,9.0,23.0,49.0,81.0,1.5061728395061729,0.07682643736652875,80
"Actually, it's pronounced 'big halo', not 'big a-hole'.",15.0,12.0,56.0,83.0,1.5060240963855422,0.08634936788470794,83
I was having a bit of a mid-afterlife crisis.,8.0,27.0,50.0,85.0,1.5058823529411764,0.07222655263306024,84
"Hey, you had me at halo.",10.0,24.0,53.0,87.0,1.5057471264367817,0.07469722045893347,85
"Yea, I know! The worst one I've been called is ""Sir Cumference"".",12.0,20.0,55.0,87.0,1.5057471264367817,0.07819393299364331,85
It’s from the ‘Holier than Thou’ collection.,13.0,16.0,55.0,84.0,1.5,0.08210511992046739,87
I need it to get FM radio.,10.0,21.0,51.0,82.0,1.5,0.07808688094430304,87
I saved a bus full of nuns.,10.0,23.0,53.0,86.0,1.5,0.07534689497758576,87
"If you are looking for equality, go to Hell.",10.0,21.0,51.0,82.0,1.5,0.07808688094430304,87
I never left the seat up.,12.0,16.0,52.0,80.0,1.5,0.08343875188697214,87
"Apparently, I'm holier than thou.",10.0,22.0,52.0,84.0,1.5,0.0766854974504289,87
I wouldn't get too excited. Sometimes a halo is just a halo.,10.0,22.0,53.0,85.0,1.4941176470588236,0.0760059142099618,93
I always put the seat down.,10.0,20.0,51.0,81.0,1.4938271604938271,0.07880953910372658,94
"Well,after all,we did live with your mother for 20 years.",7.0,26.0,48.0,81.0,1.4938271604938271,0.0726981260268508,94
It means I'm happy to see you!,9.0,22.0,50.0,81.0,1.4938271604938271,0.07682643736652875,94
Wait till you see my harp.,15.0,10.0,56.0,81.0,1.4938271604938271,0.08805767047955003,94
I died in Texas.,13.0,14.0,54.0,81.0,1.4938271604938271,0.08447999396110142,94
If it lasts longer than 24 hours I'm supposed to call my doctor.,12.0,15.0,52.0,79.0,1.4936708860759491,0.0842582576544652,99
"Well, I did put the seat down every single time.",8.0,23.0,48.0,79.0,1.4936708860759491,0.07616543969330056,99
I finally found a use for all those unused airline miles.,11.0,16.0,50.0,77.0,1.4935064935064934,0.08395425760242932,101
"If we haven't met before, it's likely because we travel in different circles.",10.0,18.0,49.0,77.0,1.4935064935064934,0.08189355206557368,101
You bet this is incredible; I was a lawyer!,12.0,14.0,51.0,77.0,1.4935064935064934,0.08596557956085271,101
"I used to think I deserved it, but now it's just ironic.",8.0,25.0,51.0,84.0,1.488095238095238,0.0728370410135986,104
"When I was good, I was really good.",10.0,21.0,53.0,84.0,1.488095238095238,0.0766743634398511,104
Circumference matters.,10.0,19.0,51.0,80.0,1.4875,0.07954329686371674,106
THEY SAY IF IT LASTS FOR MORE THAN FOUR HOURS I SHOULD CONSULT A DOCTOR.,11.0,15.0,50.0,76.0,1.4868421052631582,0.08479784226945246,107
"I had just finished washing the dishes, folding the laundry, and cleaning all three bathrooms when I got hit by lightning.",9.0,22.0,52.0,83.0,1.4819277108433735,0.07542892489154675,108
"You know, in retrospect, I wish I'd been a little less good...",10.0,20.0,53.0,83.0,1.4819277108433735,0.0773523178099076,108
I invented ice cream.,9.0,21.0,51.0,81.0,1.4814814814814814,0.07680163464195452,110
"I can get NPR, BBC, and wi-fi.",11.0,17.0,53.0,81.0,1.4814814814814814,0.08072035080630878,110
"Apparently God has a sense of humor, I was an atheist before I landed here.",12.0,14.0,53.0,79.0,1.4810126582278482,0.08423387384331807,112
I drove a Prius and I didn't talk about it much.,10.0,18.0,51.0,79.0,1.4810126582278482,0.08028826572423771,112
"Sure, but try parking it.",5.0,28.0,46.0,79.0,1.4810126582278482,0.06945038436819669,112
He said to only contact Him if it lasts more than 4 hours.,10.0,17.0,50.0,77.0,1.4805194805194806,0.08186644845666796,115
The last thing I remember is shopping at Costco.,12.0,13.0,52.0,77.0,1.4805194805194806,0.085939760194131,115
"So, what is a bad girl like you doing in a place like this?",10.0,19.0,53.0,82.0,1.4756097560975612,0.07803984065030856,117
I used my miles to upgrade,7.0,25.0,50.0,82.0,1.4756097560975612,0.07201995808085804,117
I won it from Saint Francis in a poker game.,10.0,18.0,52.0,80.0,1.475,0.07950599053936483,119
I also have great WiFi.,6.0,25.0,47.0,78.0,1.4743589743589745,0.07236170793090994,120
"It used to fit better, before the diet.",6.0,25.0,47.0,78.0,1.4743589743589745,0.07236170793090994,120
I didn't realize the unequal compensation between men and women extended this far.,11.0,15.0,52.0,78.0,1.4743589743589745,0.08307357245044887,120
I abstained from all social media.,11.0,15.0,52.0,78.0,1.4743589743589745,0.08307357245044887,120
That's right...you do the same amount of work but you get a smaller halo.,9.0,18.0,49.0,76.0,1.4736842105263157,0.08051083442514924,124
Heaven isn’t fair either.,10.0,16.0,50.0,76.0,1.4736842105263157,0.08266118589045436,124
"It's a curse, really.",9.0,20.0,52.0,81.0,1.469135802469136,0.07675200514750398,126
You know what they say about a man and the size of his halo...,8.0,22.0,51.0,81.0,1.469135802469136,0.07471431133895187,126
"Why yes, my Father does work here. Why do you ask?",8.0,21.0,50.0,79.0,1.4683544303797469,0.07608448437579868,128
I'm from Texas.,9.0,19.0,51.0,79.0,1.4683544303797469,0.07818835404044687,128
"If it lasts over four hours, I need to call my doctor.",7.0,22.0,48.0,77.0,1.4675324675324677,0.07528577495062708,130
"Yeah, I work out.",8.0,20.0,49.0,77.0,1.4675324675324677,0.0775223284581591,130
But enough about me...,9.0,16.0,48.0,73.0,1.4657534246575343,0.08294932476979429,132
Every Bernie voter gets one.,8.0,22.0,52.0,82.0,1.4634146341463414,0.0740189717276296,133
...and I only ever used the left lane for passing.,8.0,21.0,51.0,80.0,1.4625,0.07535517167875191,134
"You say goodbye, I say Halo.",8.0,21.0,51.0,80.0,1.4625,0.07535517167875191,134
"It's not the size, it's how piously you use it.",9.0,19.0,52.0,80.0,1.4625,0.0774264657267572,134
"""I find the new model gives me exceptional wi-fi reception.",9.0,19.0,52.0,80.0,1.4625,0.0774264657267572,134
"The reception is unbelievable, I can even pick up Philadelphia channels.",8.0,20.0,50.0,78.0,1.4615384615384617,0.07675639617050044,138
"Jealousy is a sin, Margaret.",12.0,12.0,54.0,78.0,1.4615384615384617,0.08499144477583698,138
You should have seen it before I learned humility.,9.0,18.0,51.0,78.0,1.4615384615384617,0.07889578370282628,138
"Really, this only happens when you're around",6.0,22.0,46.0,74.0,1.4594594594594594,0.07499028491734214,141
I was an atheist.,9.0,18.0,52.0,79.0,1.4556962025316456,0.07810949536779516,142
I try to not let it get to my head.,7.0,22.0,50.0,79.0,1.4556962025316456,0.07383734405411257,142
"Why yes, I am from Texas.",9.0,17.0,51.0,77.0,1.4545454545454546,0.07961255835738038,144
My halo is evidently excited to meet you.,8.0,18.0,49.0,75.0,1.4533333333333334,0.07894195229300978,145
If this lasts more than four hours I have to go to the E.R.,8.0,18.0,49.0,75.0,1.4533333333333334,0.07894195229300978,145
What can I say? I'm holier than thou.,8.0,18.0,49.0,75.0,1.4533333333333334,0.07894195229300978,145
I work out.,7.0,19.0,47.0,73.0,1.452054794520548,0.07812757366332727,148
I died in a hula hoop accident. God thinks this is funny!,10.0,13.0,50.0,73.0,1.452054794520548,0.08512032822971348,148
I'm too good for you.,10.0,13.0,50.0,73.0,1.452054794520548,0.08512032822971348,148
The swelling's supposed to go down in a couple of days.,6.0,23.0,49.0,78.0,1.4487179487179491,0.07218449531892232,151
"Now that you mention it, yes, I AM holier than thou.",6.0,23.0,49.0,78.0,1.4487179487179491,0.07218449531892232,151
"As a matter a fact, I did die a virgin, why do you ask?",7.0,21.0,50.0,78.0,1.4487179487179491,0.074455367150044,151
"Believe you me, I'm no saint, but I do feel there's a lot hanging over my head.",11.0,13.0,54.0,78.0,1.4487179487179491,0.08291925608354904,151
I had enough points for an upgrade.,6.0,23.0,49.0,78.0,1.4487179487179491,0.07218449531892232,151
You have no idea how much pressure it puts on me.,7.0,16.0,44.0,67.0,1.4477611940298507,0.08314156702361689,156
The extra large comes with a heavy conscious,6.0,22.0,48.0,76.0,1.4473684210526316,0.07349600023036285,157
"I'm from Texas, you know.",7.0,20.0,49.0,76.0,1.4473684210526316,0.0758454958639203,157
It's a rental.,3.0,28.0,45.0,76.0,1.4473684210526316,0.06594717940074561,157
I died at Costco.,8.0,17.0,49.0,74.0,1.445945945945946,0.0796649125645988,160
I've lost a lot of weight since I got here.,9.0,15.0,50.0,74.0,1.445945945945946,0.08195566814364183,160
I'm a bit concerned. It's been that way longer than four hours.,8.0,17.0,49.0,74.0,1.445945945945946,0.0796649125645988,160
It lasted more than four hours. Do you think I should call a doctor?,13.0,7.0,54.0,74.0,1.445945945945946,0.0905409549797938,160
That's what I get for ordering online.,8.0,18.0,51.0,77.0,1.4415584415584417,0.07732167872281914,164
I know. I had you at 'halo.',9.0,16.0,52.0,77.0,1.4415584415584417,0.07950097798249464,164
Simple: I'm just holier than thou.,10.0,14.0,53.0,77.0,1.4415584415584417,0.08162211097387359,164
"Regretfully, celibacy.",6.0,21.0,48.0,75.0,1.44,0.07410729985562751,167
I got the ring. She got everything else.,10.0,13.0,52.0,75.0,1.44,0.0832666399786453,167
Masters of Sainthood with a minor in compassion.,7.0,19.0,49.0,75.0,1.44,0.07650001472060153,167
I guess I'm just Holier than Thou...,8.0,17.0,50.0,75.0,1.44,0.07882012821997063,167
It's a hallehulahoop.,9.0,15.0,51.0,75.0,1.44,0.08107387355352506,167
"Obviously, you had more fun down there than I did.",6.0,17.0,43.0,66.0,1.4393939393939394,0.08115939561097288,172
You get it when you reach Platinum Level.,6.0,20.0,47.0,73.0,1.4383561643835616,0.07551523017598734,173
My trouble is getting close to people.,7.0,18.0,48.0,73.0,1.4383561643835616,0.07799402215771106,173
"It's been over four hours, I better go call my doctor.",9.0,13.0,49.0,71.0,1.4366197183098592,0.08447350105662399,175
I'm pretty blessed...you know...up there.,10.0,11.0,50.0,71.0,1.4366197183098592,0.08682273243618277,175
Platinum Circle donor level.,8.0,18.0,52.0,78.0,1.4358974358974361,0.07653359048662939,177
How did you know I was lying?,6.0,18.0,45.0,69.0,1.4347826086956519,0.07855868313763514,178
"Why yes, I am very happy to see you. How did you know?",7.0,19.0,50.0,76.0,1.4342105263157894,0.07570841181516923,179
My wife thinks I'm having an afterlife crisis.,8.0,17.0,51.0,76.0,1.4342105263157894,0.07799128677331663,179
"Yeah, it's impressive. Until you have to go into a bathroom stall.",6.0,21.0,49.0,76.0,1.4342105263157894,0.07335452560403345,179
Your profile picture had a much bigger halo,7.0,18.0,49.0,74.0,1.4324324324324325,0.07716055250608123,182
Costco. $3.99.,6.0,20.0,48.0,74.0,1.4324324324324325,0.07472293902208439,182
How did you know I thought you were hot?,11.0,10.0,53.0,74.0,1.4324324324324325,0.08622461279023537,182
I killed Trump.,12.0,8.0,54.0,74.0,1.4324324324324325,0.0883454418618844,182
It's the new iHalo7.,9.0,13.0,50.0,72.0,1.4305555555555556,0.08351245746119848,186
It lasts for up to 4 hours.,8.0,15.0,49.0,72.0,1.4305555555555556,0.08113626959923176,186
"No, I don't think it makes you look fat.",7.0,16.0,47.0,70.0,1.4285714285714286,0.08029817251910724,188
It was my mistake. I gave them my head diameter in millimeters.,6.0,21.0,50.0,77.0,1.4285714285714286,0.07261489217891637,188
I always remembered to put the toilet seat down.,4.0,22.0,44.0,70.0,1.4285714285714286,0.07214957023478095,188
"I'm humble now, but I used to have a really big head.",9.0,14.0,52.0,75.0,1.4266666666666667,0.08092557660560071,191
"Even up here, it's Who you know.",4.0,24.0,47.0,75.0,1.4266666666666667,0.0688995438819964,191
Mid after-life crisis?,9.0,14.0,52.0,75.0,1.4266666666666667,0.08092557660560071,191
Viagra seems to work differently here,5.0,22.0,48.0,75.0,1.4266666666666667,0.07146682802186975,191
It was this or my own Cherub.,6.0,17.0,45.0,68.0,1.4264705882352942,0.0792750750236945,195
Let me just say I am very blessed.,8.0,15.0,50.0,73.0,1.4246575342465753,0.08023417073427205,196
"Why yes, as a matter of fact, I am from Texas.",5.0,21.0,47.0,73.0,1.4246575342465753,0.07277341301602387,196
"Oh, alright. It's a training halo.",5.0,21.0,47.0,73.0,1.4246575342465753,0.07277341301602387,196
"In hindsight, I wish I had more sex.",9.0,13.0,51.0,73.0,1.4246575342465753,0.08257142155262615,196
I'm afraid it wouldn't work out. I'm holier than thou.,7.0,17.0,49.0,73.0,1.4246575342465753,0.07782676049798773,196
I'm sure you'll fit in my circle.,6.0,18.0,47.0,71.0,1.4225352112676055,0.07681269342774091,201
I lost mine so God loaned me His.,9.0,12.0,50.0,71.0,1.4225352112676055,0.08430559490560932,201
Does it make me look holier than thou?,5.0,19.0,45.0,69.0,1.420289855072464,0.07559312809449363,203
So embarrassed - but it's not you - I woke up with this...,8.0,10.0,44.0,62.0,1.4193548387096775,0.09067695082711548,204
You should see my harp.,8.0,15.0,51.0,74.0,1.4189189189189189,0.07935027897914199,205
Up here size does matter.,11.0,9.0,54.0,74.0,1.4189189189189189,0.08606489711203047,205
"You're the real angel, mine's just a hula hoop",9.0,13.0,52.0,74.0,1.4189189189189189,0.08164986234534165,205
"Then autocorrect changed ""halo"" to ""hula."" You can guess the rest.",7.0,14.0,46.0,67.0,1.417910447761194,0.08277539245066162,208
I lost a lot of weight.,7.0,14.0,46.0,67.0,1.417910447761194,0.08277539245066162,208
It means exactly what you think it means.,9.0,12.0,51.0,72.0,1.4166666666666667,0.08333333333333333,210
"I lived a perfect life, and I all I got was this lousy big halo.",4.0,22.0,46.0,72.0,1.4166666666666667,0.07062763560249008,210
I was canonized for inventing the hula hoop.,7.0,16.0,49.0,72.0,1.4166666666666667,0.07849822820284491,210
I'm to seek immediate divine intervention if it lasts more than four hours. . . .,6.0,18.0,48.0,72.0,1.4166666666666667,0.07596535739570144,210
"I know it looks silly, but I get great cell phone reception.",4.0,19.0,42.0,65.0,1.4153846153846157,0.0756138586589904,214
"I was really, really good.",8.0,13.0,49.0,70.0,1.4142857142857144,0.08263982352246951,215
I feel much more confident since my halo enhancement surgery.,8.0,13.0,49.0,70.0,1.4142857142857144,0.08263982352246951,215
Can you tell I am happy to see you?,6.0,17.0,47.0,70.0,1.4142857142857144,0.07746730330874069,215
If it lasts more than four hours I'm going to seek immediate medical attention,7.0,15.0,48.0,70.0,1.4142857142857144,0.08009532918264751,215
It's actually doing wonders for my core.,8.0,12.0,48.0,68.0,1.4117647058823528,0.08442153033359523,219
If it stays like this another three hours I have to see a doctor.,9.0,10.0,49.0,68.0,1.4117647058823528,0.08698262094602864,219
I've been working out.,3.0,24.0,46.0,73.0,1.4109589041095891,0.06710930802145695,221
"Yes, I did pray extra for it",4.0,22.0,47.0,73.0,1.4109589041095891,0.06988688522837429,221
I was endowed in Heaven as on Earth.,8.0,14.0,51.0,73.0,1.4109589041095891,0.08003903261624706,221
I was much heavier then.,4.0,22.0,47.0,73.0,1.4109589041095891,0.06988688522837429,221
I taught fourth grade for thirty years and never raised my voice.,7.0,13.0,46.0,66.0,1.4090909090909092,0.08356082531824394,225
". . . eighty pounds on The Biggest Loser, but it killed me.",8.0,11.0,47.0,66.0,1.4090909090909092,0.08630534163113279,225
"Yes, I was responsible for ending Trump's campaign.",10.0,7.0,49.0,66.0,1.4090909090909092,0.09154787232081077,225
"It's true, but please don't refer to me as ""St Peter.""",6.0,15.0,45.0,66.0,1.4090909090909092,0.08072305161269369,225
"Angel of the Month is OK, I guess, but doorways are a real problem.",4.0,19.0,43.0,66.0,1.4090909090909092,0.07472489631484729,225
"Oh, how I wish that rumor were true.",5.0,17.0,44.0,66.0,1.4090909090909092,0.07778181404071999,225
I've been dead a long time.,7.0,15.0,49.0,71.0,1.4084507042253518,0.079174475056649,231
I guess I'm happy to see you.,4.0,21.0,46.0,71.0,1.4084507042253518,0.07114319391010884,231
I've seen bigger.,8.0,13.0,50.0,71.0,1.4084507042253518,0.08167626330469252,231
I've lost 400 pounds.,7.0,15.0,49.0,71.0,1.4084507042253518,0.079174475056649,231
I slipped Jesus a fifty.,8.0,13.0,50.0,71.0,1.4084507042253518,0.08167626330469252,231
"Well, I guess we know who's 'holier than thou'!",7.0,12.0,45.0,64.0,1.40625,0.08544569773783091,236
"Well actually, I really am holier than thou.",4.0,18.0,42.0,64.0,1.40625,0.07624219319910415,236
I called my mother every day.,4.0,18.0,42.0,64.0,1.40625,0.07624219319910415,236
I've always been an over achiever.,8.0,16.0,55.0,79.0,1.4050632911392404,0.07540647687616586,239
I died in a Costco...in Texas.,7.0,11.0,44.0,62.0,1.403225806451613,0.08744470918917688,240
"Yeah, they're sending me back to Purgatory to work off the rest of my ego.",7.0,13.0,47.0,67.0,1.4029850746268655,0.08253037348459476,241
"Sure, you had more fun, but I get to be sanctimonious for eternity.",5.0,17.0,45.0,67.0,1.4029850746268655,0.07685502246931901,241
I wasn't expecting to see you up here.,4.0,19.0,44.0,67.0,1.4029850746268655,0.07385398055884286,241
"I can still hear her yelling, ""It's been more than five hours. Call the doctor.""",9.0,9.0,49.0,67.0,1.4029850746268655,0.08783980086642884,241
All they had left was the extra-extra large.,3.0,21.0,43.0,67.0,1.4029850746268655,0.07072571250975386,241
"I never forgot anniversaries, always took the garbage out and consistently put toilet seats down.",8.0,11.0,48.0,67.0,1.4029850746268655,0.0852264429732949,241
"Ah, but I am holier than thou.",5.0,19.0,48.0,72.0,1.4027777777777777,0.07310389369363225,247
"Actually, I used my miles to get the upgrade.",5.0,19.0,48.0,72.0,1.4027777777777777,0.07310389369363225,247
It's called a Hula Halo. God's trying to appeal to a younger crowd.,8.0,13.0,51.0,72.0,1.4027777777777777,0.08073343912752434,247
Totally worth a joyless existence on earth.,8.0,13.0,51.0,72.0,1.4027777777777777,0.08073343912752434,247
"Actually, I got it on Amazon.",6.0,17.0,49.0,72.0,1.4027777777777777,0.07573252656487271,247
Do you think it gives me that 'holier-than-thou' look?,5.0,19.0,48.0,72.0,1.4027777777777777,0.07310389369363225,247
"Thanks, but God only knows why.",9.0,11.0,52.0,72.0,1.4027777777777777,0.08312114352008726,247
I recently lost a lot of weight.,5.0,19.0,48.0,72.0,1.4027777777777777,0.07310389369363225,247
I think it's a guilt thing... I was run over by the Popemobile.,10.0,9.0,53.0,72.0,1.4027777777777777,0.08544214888927015,247
I've waited for a woman like you all my after life.,4.0,20.0,46.0,70.0,1.4,0.07165595278382794,256
I can't begin to tell how how much this new router has helped my signal strength,6.0,14.0,45.0,65.0,1.4,0.08145314840210525,256
I'll make heaven great again!,9.0,8.0,48.0,65.0,1.4,0.0898717034272917,256
I'm going to make Heaven great again.,6.0,16.0,48.0,70.0,1.4,0.07721873425053444,256
"Not to brag, but, let's just say ""world hunger"" isn't a thing anymore.",7.0,12.0,46.0,65.0,1.4,0.08435273922869732,256
Big halos are so New Testament.,7.0,14.0,49.0,70.0,1.4,0.07985494095046906,256
I worked in a pizzeria,7.0,14.0,49.0,70.0,1.4,0.07985494095046906,256
"Ok, ok. So I am a little excited to see you. How did you know?",7.0,12.0,46.0,65.0,1.4,0.08435273922869732,256
I used to make pizzas,9.0,11.0,53.0,73.0,1.3972602739726028,0.08216006491071498,264
I'd like you to come and join my inner circle.,9.0,9.0,50.0,68.0,1.3970588235294117,0.08674107950520471,265
