caption,funny,somewhat_funny,unfunny,count,score,precision,rank,contest
You're not going to like the executive washroom either.,1.0,4.0,2.0,7.0,1.8571428571428568,0.26082026547865056,26,513
I take it this is your first three-way?,2.0,2.0,3.0,7.0,1.8571428571428568,0.3400680204068024,26,513
Just hold your end up and we'll do fine.,2.0,2.0,3.0,7.0,1.8571428571428568,0.3400680204068024,26,513
"Actually, we never ask what's in it.",2.0,2.0,3.0,7.0,1.8571428571428568,0.3400680204068024,26,513
"If you stand on this side, we'll just look silly.",2.0,2.0,3.0,7.0,1.8571428571428568,0.3400680204068024,26,513
"Here at Dooley, Daniels and Dunne, we take job-sharing very seriously.",2.0,2.0,3.0,7.0,1.8571428571428568,0.3400680204068024,26,513
This is the biggest case in our firm's history.,2.0,2.0,3.0,7.0,1.8571428571428568,0.3400680204068024,26,513
"He's holding up his end, but he isn't pulling his weight.",2.0,2.0,3.0,7.0,1.8571428571428568,0.3400680204068024,26,513
This would be a lot easier if we all worked on the same floor.,2.0,2.0,3.0,7.0,1.8571428571428568,0.3400680204068024,26,513
Someday I hope to work my way up to first handle.,0.0,6.0,1.0,7.0,1.8571428571428568,0.1543033499620919,26,513
I haven't really been lifting.,2.0,2.0,3.0,7.0,1.8571428571428568,0.3400680204068024,26,513
The jury will be delighted when we rest our case.,3.0,0.0,4.0,7.0,1.8571428571428568,0.4040610178208843,26,513
We also have to screw in a light bulb today.,1.0,4.0,2.0,7.0,1.8571428571428568,0.26082026547865056,26,513
Next time we should go for the premium file-sharing service.,1.0,4.0,2.0,7.0,1.8571428571428568,0.26082026547865056,26,513
"If our seats are three across, we should be able to get some work done on the flight.",0.0,6.0,1.0,7.0,1.8571428571428568,0.1543033499620919,26,513
"If anyone asks, we're here for the croquet tournament, okay?",2.0,2.0,3.0,7.0,1.8571428571428568,0.3400680204068024,26,513
I hear they want hire one person to replace us.,2.0,2.0,3.0,7.0,1.8571428571428568,0.3400680204068024,26,513
"Well, I guess the project really IS dead.",2.0,2.0,3.0,7.0,1.8571428571428568,0.3400680204068024,26,513
Who knew file sharing could be this much fun?,2.0,2.0,3.0,7.0,1.8571428571428568,0.3400680204068024,26,513
I thought legal pads were already too long.,2.0,2.0,3.0,7.0,1.8571428571428568,0.3400680204068024,26,513
Did you remember the iron?,2.0,2.0,3.0,7.0,1.8571428571428568,0.3400680204068024,26,513
You've never been a pallbearer for a business plan? Don't worry--just follow my lead.,2.0,1.0,3.0,6.0,1.8333333333333333,0.4013864859597431,56,513
I'll debrief you two later.,3.0,2.0,5.0,10.0,1.8,0.2905932629027116,57,513
Everyone wants to get rid of the middle man.,1.0,2.0,2.0,5.0,1.8,0.37416573867739417,57,513
Thank God we all work in the same building.,2.0,3.0,4.0,9.0,1.7777777777777777,0.27777777777777785,59,513
"If anyone asks, you packed your own suitcase.",2.0,3.0,4.0,9.0,1.7777777777777777,0.27777777777777785,59,513
When the boss said he wanted three of us on the case I didn’t think this is what he had in mind.,2.0,3.0,4.0,9.0,1.7777777777777777,0.27777777777777785,59,513
We really should switch to legal size paper.,2.0,3.0,4.0,9.0,1.7777777777777777,0.27777777777777785,59,513
"...then the bartender asks, 'Why the long case?",2.0,2.0,4.0,8.0,1.75,0.31339158526400435,63,513
I'm going to grab a coffee. I'll meet you at our chair.,2.0,2.0,4.0,8.0,1.75,0.31339158526400435,63,513
Just do what I do.,2.0,2.0,4.0,8.0,1.75,0.31339158526400435,63,513
"I know you've got your eye on my job, Ted.",2.0,2.0,4.0,8.0,1.75,0.31339158526400435,63,513
There's no way I could have taken this case on my own.,1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
Wait. If you're here... who's in the briefcase?,1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
Here we bill by the foot.,2.0,1.0,4.0,7.0,1.7142857142857142,0.3595159254890833,67,513
"Makes them feel better about our $2,000 per hour consulting fee.",1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
"When they ask ""Where's Waldo?"", let me do the talking!",2.0,1.0,4.0,7.0,1.7142857142857142,0.3595159254890833,67,513
I can tell you’re not really lifting.,0.0,5.0,2.0,7.0,1.7142857142857142,0.18442777839082927,67,513
"My handle is redundant, isn't it?",1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
Could you try to keep your Hi Ho's in time!,0.0,5.0,2.0,7.0,1.7142857142857142,0.18442777839082927,67,513
"You know, I think I'm getting a handle on middle management.",1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
Why do they always want small unmarked bills?,1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
I told you this litigation case was huge.,2.0,1.0,4.0,7.0,1.7142857142857142,0.3595159254890833,67,513
Someday I hope to move to the first handle.,0.0,5.0,2.0,7.0,1.7142857142857142,0.18442777839082927,67,513
How do we get through the revolving door again?,2.0,1.0,4.0,7.0,1.7142857142857142,0.3595159254890833,67,513
I hate sax season.,2.0,1.0,4.0,7.0,1.7142857142857142,0.3595159254890833,67,513
This is the worst case scenario.,1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
"As soon as no one's looking, we fill this baby with K-cups.",2.0,1.0,4.0,7.0,1.7142857142857142,0.3595159254890833,67,513
One more mistake and you're off the case.,1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
The strategy is to draw this case out.,1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
You weren't kidding about a heavy caseload.,2.0,1.0,4.0,7.0,1.7142857142857142,0.3595159254890833,67,513
Try to keep up.,1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
I would have expected you to be on the left.,2.0,1.0,4.0,7.0,1.7142857142857142,0.3595159254890833,67,513
The evidence in this case is overwhelming.,1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
"Who's side are you on, Lewis?",1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
"And most important of all, don't exit through the revolving doors!",1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
They said to bring a body of evidence.,1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
What do you mean you forgot your combination number?!,2.0,1.0,4.0,7.0,1.7142857142857142,0.3595159254890833,67,513
"If we turn around, will you stop talking about Rosa Parks?",1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
It's bad enough the company makes us share a room.,1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
"Get off my case, Fred.",1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
You're right. He does fit.,2.0,1.0,4.0,7.0,1.7142857142857142,0.3595159254890833,67,513
Do you think our brief is too long?,2.0,1.0,4.0,7.0,1.7142857142857142,0.3595159254890833,67,513
Did you see the size of that lady's purse?,0.0,5.0,2.0,7.0,1.7142857142857142,0.18442777839082927,67,513
"Remember, they have no evidence of collusion whatsoever.",0.0,5.0,2.0,7.0,1.7142857142857142,0.18442777839082927,67,513
Look to the bright side: We get to use the security HOV lane!,2.0,1.0,4.0,7.0,1.7142857142857142,0.3595159254890833,67,513
I preferred it when we could just fire a guy.,1.0,3.0,3.0,7.0,1.7142857142857142,0.28571428571428564,67,513
Big case today.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
I'm getting really sick of this redistribution of wealth...,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
How long did you know Gumby?,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
Johnson wanted to be buried in accounting.,0.0,4.0,2.0,6.0,1.6666666666666667,0.21081851067789187,102,513
And I thought car pooling was inconvenient.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
Post-merger integration they said,0.0,4.0,2.0,6.0,1.6666666666666667,0.21081851067789187,102,513
"I thought when the boss said ""use bullets"" -- he meant ""bullet points""...",2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
I'm in middle management. And you?,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
"People want to know, but they never ask.",1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
I found another briefcase pool that fits my schedule better. It's nothing personal.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
I honestly thought that 'consolidating our workforce' meant getting laid off.,0.0,4.0,2.0,6.0,1.6666666666666667,0.21081851067789187,102,513
Did you see that strange lady on the elevator?,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
These corporate bribes are really getting out of hand.,2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
Mr. Trump likes to keep his comb close at hand.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
Yes getting hit by a steamroller is a terrible to die but think of all the money Stan is saving on pallbearers.,2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
I needed a right hand man.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
"God, I hate group projects!",1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
"Carpooling is one one thing, but this is ridiculous!",2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
First we had to share a cubicle.,2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
It’s the only discreet way for hauling party-sized hoagies.,1.0,0.0,2.0,3.0,1.6666666666666667,0.6666666666666666,102,513
You are always too far left for us.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
You're sure they said actual boiler plate.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
"I hope they don't eliminate the middle man.""",1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
Just think of yourself as the rudder.,2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
It looks weird when you stand on that side,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
I really think Arthur Miller would appreciate our adaptation.,2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
It's good to see that they aren't trying to cut the middleman out of every transaction.,1.0,0.0,2.0,3.0,1.6666666666666667,0.6666666666666666,102,513
I hope to make First Handle in five years.,0.0,2.0,1.0,3.0,1.6666666666666667,0.40824829046386296,102,513
"One of these days, someone is bound to figure out we are playing croquet on the roof during lunch break.",1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
"I can assure you, this will not be brief.",0.0,4.0,2.0,6.0,1.6666666666666667,0.21081851067789187,102,513
Did you really think this would work as a carry-on?,2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
Pool cues. What's your line?,2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
I'm getting tired of these class-action cases.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
I'm glad we were all able to get a handle on this case.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
Great foresight with the briefcase. I don't know how else we could've dealt with the groom's cold feet.,2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
I call shotgun,2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
Maybe 'Three Suits and a Guitar' isn't catchy enough.,0.0,4.0,2.0,6.0,1.6666666666666667,0.21081851067789187,102,513
This is the biggest case we've taken to court,2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
Try not to look suspicious,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
And they all said that a three-company merger wouldn't work,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
First it was three to a cubicle,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
"If this presentation goes well, I'm moving to front handle.",0.0,6.0,3.0,9.0,1.6666666666666667,0.16666666666666666,102,513
"Only one person can pull the trigger, you know.",1.0,0.0,2.0,3.0,1.6666666666666667,0.6666666666666666,102,513
I'm glad the judge granted our extension.,0.0,4.0,2.0,6.0,1.6666666666666667,0.21081851067789187,102,513
Your resume says you're ambidextrous.,2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
"I'm a nervous wreck, all I hear is talk of them cutting out the middleman.",1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
"Because we're a team, Bob, a single unified team.",2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
These forms are still required in triplicate.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
I don't see this merger working out long term.,0.0,4.0,2.0,6.0,1.6666666666666667,0.21081851067789187,102,513
It was HIS request to be buried in a brief case.,2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
Just wait 'til you see the bathrooms.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
We've got a handle on this.,2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
I told you guys it was a big case,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
I like to call it a griefcase,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
"We all need to be on the same side this meeting, Kevin.",1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
All the pallbearing industry needed was a little professionalizing.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
Isn't it ironic that they're still called briefs?,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
I look forward to the day when all of us can be on the same side of a case.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
"Remember, say we forgot the key. I'm betting your ventriloquism will be a killer ice breaker.",2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
It's the biggest case of our careers.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
It's a good thing we all work on the same floor.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
Don't envy me. I had to perform despicable acts to move up to second handle.,2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
This has nothing to do with Trump.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
Do you think Barney will notice if I let go?,2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
Ahem...we're a left-wing organization!,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
"Somehow, I never envisioned myself as part of a lawyer three pack from Costco.",1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
it's nice that we all work on the same floor.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
"So, how exactly does brief case-pooling help the environment again?",2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
This is my first really big case--I'm glad you two agreed to help out.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
"Straighten your tie, Tommy. It's causing people to stare at us.",1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
"When we get to security, remember to act natural.",1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
A closely-guarded iPhone 7 Plus prototype.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
Longest brief I ever wrote.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
Could you please stop horsing around Milton and get on the right side. You're missing the whole point of the team building exercise.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
We need a roadie!,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
There's got to be a better way to do 'no-iron' pants.,2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
"Did you use the ""size of your briefcase"" line again?",2.0,0.0,4.0,6.0,1.6666666666666667,0.4216370213557839,102,513
"If this case gets any longer, we'll need to add another attorney.",1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
I think it is going to be a long drawn out case,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
We're filing the long form.,1.0,2.0,3.0,6.0,1.6666666666666667,0.3333333333333333,102,513
I told you we can handle this case.,1.0,3.0,4.0,8.0,1.625,0.26305214040457564,182,513
"Don't look at me, i'm just the middleman.",1.0,3.0,4.0,8.0,1.625,0.26305214040457564,182,513
Do you think it's getting enough air?,1.0,3.0,4.0,8.0,1.625,0.26305214040457564,182,513
We'll show them what bureaucracy is.,1.0,3.0,4.0,8.0,1.625,0.26305214040457564,182,513
Work hard and one day I guarantee you the center position.,1.0,3.0,4.0,8.0,1.625,0.26305214040457564,182,513
"Next time, we buy one with wheels.",1.0,1.0,3.0,5.0,1.6,0.4,187,513
Whose turn to take it home?,1.0,1.0,3.0,5.0,1.6,0.4,187,513
This new teamwork initiative has gone to far.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
Willy said he wanted to be buried in his sample case.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
Trust me - if accounting knows we have a 6-foot sub we'll never get rid of them,1.0,1.0,3.0,5.0,1.6,0.4,187,513
"Even split three ways, this is a very big case.",1.0,1.0,3.0,5.0,1.6,0.4,187,513
This is the last time we use a bazooka for an indoor hit.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
"Don't worry, this'll be an open and shut, open and shut, open and shut case.",1.0,1.0,3.0,5.0,1.6,0.4,187,513
"This time, you have got to hold up your end.",0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
Nobody will suspect we have hotel towels in here.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
"I think they've taken the whole ""team building"" thing too far this time.",1.0,1.0,3.0,5.0,1.6,0.4,187,513
Carry-on can be a problem,1.0,1.0,3.0,5.0,1.6,0.4,187,513
On this case you're co-co-counsel.,0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
Right handedness means nothing in this business,1.0,1.0,3.0,5.0,1.6,0.4,187,513
Do you think she noticed?,1.0,1.0,3.0,5.0,1.6,0.4,187,513
No reason to be nervous - the other pallbearers will love our presentation.,0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
Don't blame me. I'm just the middleman.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
I think the benefits of file sharing were grossly exaggerated.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
Just saying...they carried this team-building thing too far.,0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
Will it fit in the overhead compartment?,1.0,1.0,3.0,5.0,1.6,0.4,187,513
So this is socialism huh?,0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
It's gonna be a long meeting.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
You hear those downsizing rumors?,1.0,1.0,3.0,5.0,1.6,0.4,187,513
How did I get in the middle of this?,1.0,1.0,3.0,5.0,1.6,0.4,187,513
Stop worrying. It'll be hours before blood is found in his office.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
You're on the wrong side of the case.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
Maybe we've taken this sharing economy thing too far?,0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
Sharing files was easier at my last job.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
She was totally checking me out.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
"Finally, we've all gotten a handle on this case!",0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
We always work as a team here.,0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
It's how Frank always wanted to go.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
"Chill. There is no ""I"" in attache case.",0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
"As long as we're outside the suitcase, I figure we must be doing something right.",1.0,1.0,3.0,5.0,1.6,0.4,187,513
Tell Mr Trump his prosthesis body part has arrived.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
It looked a lot cooler on the Sky Mall website.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
We forgot the myrrh.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
"Instead of all the fine print, we've started using longer paper.",0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
"If they hire one of us, they have to hire all of us.",1.0,1.0,3.0,5.0,1.6,0.4,187,513
This won't fit under the seat.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
We graduated from Trump University.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
"If we can just get past the xylophone detector, we'll be home free.",1.0,1.0,3.0,5.0,1.6,0.4,187,513
Can we stop calling ourselves as the Human Centipede of tax law?,1.0,1.0,3.0,5.0,1.6,0.4,187,513
Yeah well being in the middle there's not much glamour either.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
It's the biggest case I've handled.,0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
Well that was the longest divorce we’ve ever settled.,0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
Act natural.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
"On the other hand, our billable hours have tripled.",1.0,1.0,3.0,5.0,1.6,0.4,187,513
What it lacks in convenience it makes up for in really long subway sandwiches.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
First big case?,1.0,1.0,3.0,5.0,1.6,0.4,187,513
Are you sure this is what they meant by triplicate?,1.0,1.0,3.0,5.0,1.6,0.4,187,513
I said to bring everything just in case... NOT in just ONE case!,0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
This firm is different — we find three men to do the work of one.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
This case has gone on too long.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
Can a team be too tight?,1.0,1.0,3.0,5.0,1.6,0.4,187,513
"He says 'coming about', you shift to the starboard side.",1.0,1.0,3.0,5.0,1.6,0.4,187,513
Next we change the light bulb.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
Is this your first big case?,1.0,1.0,3.0,5.0,1.6,0.4,187,513
The sharing economy has officially gone too far.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
'Can't wait to try out the new wallet sharing app !,1.0,1.0,3.0,5.0,1.6,0.4,187,513
So how did you know Slim?,1.0,1.0,3.0,5.0,1.6,0.4,187,513
"If anyone asks, just say it's a long story.",1.0,1.0,3.0,5.0,1.6,0.4,187,513
Did you have to tell her we carry our 'briefs' in here?,1.0,1.0,3.0,5.0,1.6,0.4,187,513
Stop looking so conspicuous.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
What a merger!,1.0,1.0,3.0,5.0,1.6,0.4,187,513
"'Nice suit, I like your briefcase.' Of course she was talking to me.",1.0,1.0,3.0,5.0,1.6,0.4,187,513
"Big case, huh?",1.0,1.0,3.0,5.0,1.6,0.4,187,513
I'm having second thoughts about the sharing economy.,0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
"Let's just hope that the publishing world is ready for ""Flat Stanley Grows Up.""",1.0,1.0,3.0,5.0,1.6,0.4,187,513
Of course I'm worried. People always want to cut out the middleman.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
"Even with the three of us flying together, I don't think this will qualify as ""carry-on"" luggage.",0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
It'll be days before they realize George is missing.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
You are my right hand man on this deal.,0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
The judge keeps extending the case!,1.0,1.0,3.0,5.0,1.6,0.4,187,513
Leibowitz is losing his grip on this case.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
I didn't think this is what you meant by file sharing...,1.0,1.0,3.0,5.0,1.6,0.4,187,513
Think we'll be noticed?,1.0,1.0,3.0,5.0,1.6,0.4,187,513
His last wishes were to be buried in paperwork.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
Are you from the steering committee?,1.0,1.0,3.0,5.0,1.6,0.4,187,513
"He wants a long, drawn-out case.",1.0,1.0,3.0,5.0,1.6,0.4,187,513
It's a Mormon divorce.,1.0,1.0,3.0,5.0,1.6,0.4,187,513
Bring your xylophone to work day,0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
"Yes, you go wide at corners.",0.0,3.0,2.0,5.0,1.6,0.2449489742783177,187,513
